MANDT,EBELN,EBELP,AEDAT,TXZ01,MATNR,BUKRS,WERKS,LGORT,MATKL,MENGE,MEINS,NETPR,NETWR,BRTWR,MWSKZ,PSTYP,MTART,NTGEW,BRGEW,VOLUM
300,4500001798,00010,20250311,Still ground message door international ,000000000000108990,2000,1200,0002,PACK,630.492,L,8388.9,5289134.34,6241178.52,V1,1,HALB,30.87,4.174,3.295
300,4500001798,00020,20250311,True expect deal federal.,000000000000108991,1000,3100,0002,RAW,658.518,EA,3498.4,2303759.37,2718436.06,V1,0,FERT,26.768,13.885,1.827
300,4500001798,00030,20250311,Can cause way choice.,000000000000108992,1000,2100,0001,SPAR,145.43,EA,4235.69,615996.4,726875.75,V2,0,ROH,31.027,43.563,3.789
300,4500001798,00040,20250311,View front late hard firm consumer.,000000000000108993,2000,1100,0001,PACK,373.172,L,6310.92,2355058.64,2778969.2,V3,0,HALB,18.052,1.5,0.26
300,4500001798,00050,20250311,Approach indicate someone begin.,000000000000108994,3000,1200,0003,SERV,470.414,L,1212.32,570292.3,672944.91,V2,1,HALB,14.039,42.666,2.904
400,4500001799,00010,20250920,Account pass admit through main.,000000000000108995,2000,1200,0003,PACK,54.465,EA,8205.56,446915.83,527360.68,V3,0,FERT,34.945,20.597,0.147
400,4500001799,00020,20250920,Real enter he score specific.,000000000000108996,1000,3100,0003,SERV,169.921,KG,827.82,140664.0,165983.52,V2,0,ROH,31.203,3.953,2.919
400,4500001799,00030,20250920,Company attention increase especially co,000000000000108997,1000,2100,0002,SPAR,395.654,KG,4452.73,1761740.44,2078853.72,V3,0,FERT,34.986,33.255,0.422
400,4500001799,00040,20250920,Word subject finish beat.,000000000000108998,1000,1100,0002,SERV,484.488,L,1346.45,652338.87,769759.87,V3,1,HALB,18.236,41.868,3.687
400,4500001799,00050,20250920,Degree top cover rich.,000000000000108999,2000,1200,0002,RAW,443.938,KG,8362.4,3712387.13,4380616.81,V2,0,FERT,13.647,43.765,3.539
200,4500001800,00010,20250611,Discuss center shake design environmenta,000000000000109000,1000,3100,0002,SERV,335.724,L,4157.2,1395671.81,1646892.74,V3,1,HALB,14.297,1.29,3.495
200,4500001800,00020,20250611,Value up population their.,000000000000109001,2000,3100,0002,PACK,280.298,EA,6345.46,1778619.75,2098771.3,V1,1,HALB,28.801,13.444,1.527
200,4500001800,00030,20250611,Now series concern key individual.,000000000000109002,3000,3100,0003,SERV,154.641,KG,4991.66,771915.29,910860.04,V1,0,FERT,12.645,25.652,2.95
200,4500001800,00040,20250611,Large since number plan small far hersel,000000000000109003,3000,1100,0003,SERV,425.884,EA,1180.37,502700.7,593186.83,V3,0,ROH,16.36,48.383,3.171
200,4500001800,00050,20250611,Around after former guess truth dinner e,000000000000109004,3000,3100,0002,RAW,292.083,KG,1284.97,375317.89,442875.11,V1,1,FERT,11.892,31.299,1.097
200,4500001801,00010,20241108,Every above couple music man.,000000000000109005,3000,2100,0003,RAW,963.477,KG,8268.91,7966904.6,9400947.43,V2,0,FERT,22.445,24.622,1.774
200,4500001801,00020,20241108,Research quite hundred table.,000000000000109006,3000,3100,0003,SERV,274.129,KG,6637.33,1819484.64,2146991.88,V1,1,ROH,3.143,44.932,1.278
200,4500001801,00030,20241108,City speech quality think admit.,000000000000109007,2000,2100,0001,SPAR,606.051,L,7396.95,4482928.94,5289856.15,V2,0,ROH,34.174,46.024,3.371
200,4500001801,00040,20241108,Somebody benefit word base half arm wait,000000000000109008,1000,3100,0002,SERV,234.284,L,4576.26,1072144.5,1265130.51,V1,0,ROH,39.597,46.554,1.319
200,4500001801,00050,20241108,His up have until general good member.,000000000000109009,1000,1100,0002,SPAR,638.31,KG,2789.25,1780406.17,2100879.28,V1,0,FERT,18.205,15.658,2.229
300,4500001802,00010,20250318,Through carry president whatever candida,000000000000109010,2000,1100,0003,PACK,895.7,EA,2933.62,2627643.43,3100619.25,V1,0,HALB,20.267,39.058,3.843
300,4500001802,00020,20250318,Program soon north early end deal pass.,000000000000109011,3000,1100,0001,SERV,474.592,KG,4635.45,2199947.49,2595938.04,V1,1,HALB,20.462,42.888,3.792
300,4500001802,00030,20250318,List total team about.,000000000000109012,2000,1100,0001,PACK,695.102,EA,5650.41,3927611.29,4634581.32,V3,0,ROH,15.63,1.815,3.53
300,4500001802,00040,20250318,Still central bag hold.,000000000000109013,2000,1200,0003,SPAR,959.957,L,3495.53,3355558.49,3959559.02,V1,0,HALB,29.855,32.665,1.725
300,4500001802,00050,20250318,Magazine plan father exist debate capita,000000000000109014,1000,2100,0003,SPAR,283.896,KG,2702.92,767348.18,905470.85,V2,1,HALB,7.925,47.136,3.948
100,4500001803,00010,20240530,Rock tax entire week glass role.,000000000000109015,2000,3100,0001,RAW,639.881,KG,5374.39,3438970.05,4057984.66,V2,1,FERT,1.624,32.322,2.674
100,4500001803,00020,20240530,History still movie those billion news w,000000000000109016,3000,2100,0002,PACK,564.278,EA,3111.29,1755632.5,2071646.35,V2,0,HALB,34.344,36.517,2.441
100,4500001803,00030,20240530,Week production coach home beautiful.,000000000000109017,3000,1200,0003,SERV,235.238,L,6439.49,1514812.75,1787479.04,V3,0,HALB,1.561,36.212,1.232
100,4500001803,00040,20240530,Front common begin coach.,000000000000109018,3000,2100,0002,PACK,637.744,EA,1990.48,1269416.68,1497911.68,V1,1,FERT,2.212,24.596,1.243
100,4500001803,00050,20240530,Practice shoulder level determine though,000000000000109019,3000,1200,0001,SPAR,867.94,KG,6664.05,5783995.56,6825114.76,V1,1,ROH,12.894,14.489,1.961
300,4500001804,00010,20240616,Perform natural southern could could own,000000000000109020,2000,1200,0003,SERV,754.577,L,2029.59,1531481.93,1807148.68,V3,1,ROH,32.105,45.858,0.636
300,4500001804,00020,20240616,Treat quality issue watch learn account ,000000000000109021,1000,3100,0003,RAW,850.807,KG,1609.95,1369756.73,1616312.94,V2,0,HALB,7.866,32.574,2.436
300,4500001804,00030,20240616,Special test political meet claim contin,000000000000109022,3000,3100,0003,PACK,354.988,L,8385.54,2976766.07,3512583.96,V3,1,HALB,20.474,29.705,2.44
300,4500001804,00040,20240616,Star somebody your church task become fi,000000000000109023,3000,1100,0001,RAW,244.155,L,1655.07,404093.62,476830.47,V3,0,HALB,21.662,28.21,2.046
300,4500001804,00050,20240616,Story give his control its.,000000000000109024,1000,1100,0003,RAW,709.004,L,4095.98,2904066.2,3426798.12,V1,0,HALB,21.135,43.368,2.31
200,4500001805,00010,20240625,Little than defense school need term bec,000000000000109025,2000,2100,0002,SERV,518.348,L,3884.19,2013362.12,2375767.3,V1,1,HALB,28.535,23.283,3.671
200,4500001805,00020,20240625,Call family once just happen part.,000000000000109026,3000,1100,0001,SPAR,232.108,KG,7503.69,1741666.48,2055166.45,V3,1,FERT,18.112,21.682,2.673
200,4500001805,00030,20240625,Tax research research establish.,000000000000109027,1000,3100,0002,SPAR,223.165,L,5858.18,1307340.74,1542662.07,V3,0,HALB,26.611,28.183,2.939
200,4500001805,00040,20240625,Design rest use others.,000000000000109028,2000,1100,0001,SPAR,442.52,KG,6460.61,2858949.14,3373559.99,V2,0,HALB,5.636,41.452,2.2
200,4500001805,00050,20240625,Leg message close owner.,000000000000109029,3000,3100,0003,RAW,219.98,KG,5063.13,1113787.34,1314269.06,V3,1,ROH,15.962,13.826,2.816
300,4500001806,00010,20250319,Daughter thus big there campaign young.,000000000000109030,3000,3100,0001,PACK,702.776,L,8059.77,5664212.92,6683771.25,V1,1,ROH,11.091,35.099,1.736
300,4500001806,00020,20250319,Employee argue which list join price mak,000000000000109031,1000,1200,0001,PACK,135.619,KG,2231.67,302656.85,357135.08,V3,0,ROH,2.003,12.815,2.23
300,4500001806,00030,20250319,Tree family brother own card structure l,000000000000109032,2000,1100,0001,PACK,616.709,L,1090.76,672681.51,793764.18,V2,0,HALB,32.34,28.883,1.068
300,4500001806,00040,20250319,Position call skill season.,000000000000109033,2000,1100,0002,SPAR,80.196,EA,7848.06,629383.02,742671.96,V2,1,ROH,28.425,32.788,2.351
300,4500001806,00050,20250319,This red door.,000000000000109034,2000,2100,0003,RAW,682.9,EA,5934.0,4052328.6,4781747.75,V1,0,ROH,31.925,11.304,3.231
300,4500001807,00010,20240322,News for brother want contain whether.,000000000000109035,2000,2100,0003,SERV,683.761,KG,4840.37,3309656.23,3905394.35,V2,1,ROH,15.137,47.837,2.682
300,4500001807,00020,20240322,Himself rate think agree effect cell.,000000000000109036,2000,3100,0002,SERV,443.668,EA,3680.78,1633044.3,1926992.27,V1,0,ROH,28.729,19.182,3.927
300,4500001807,00030,20240322,Might floor visit believe give structure,000000000000109037,3000,2100,0001,SPAR,76.661,EA,1379.96,105789.11,124831.15,V3,0,FERT,7.587,43.738,0.214
300,4500001807,00040,20240322,Avoid picture back campaign defense rest,000000000000109038,1000,1200,0001,SPAR,496.775,EA,7582.21,3766652.37,4444649.8,V2,0,FERT,23.766,7.268,1.745
300,4500001807,00050,20240322,Phone exist wear if design that choice.,000000000000109039,2000,1200,0003,RAW,268.853,EA,5819.09,1564479.8,1846086.16,V1,0,HALB,28.781,39.404,0.783
200,4500001808,00010,20241005,Political five art short never.,000000000000109040,3000,3100,0003,RAW,23.623,EA,590.77,13955.76,16467.8,V2,0,FERT,39.108,21.649,3.901
200,4500001808,00020,20241005,Analysis cold husband risk whole from co,000000000000109041,2000,1100,0002,SPAR,37.505,EA,2831.59,106198.78,125314.56,V2,1,ROH,7.751,15.373,1.043
200,4500001808,00030,20241005,Might different certain four could reach,000000000000109042,3000,1200,0002,SPAR,376.894,KG,526.61,198476.15,234201.86,V1,0,FERT,28.82,3.994,0.995
200,4500001808,00040,20241005,Share big lawyer.,000000000000109043,2000,3100,0001,PACK,165.703,L,2627.92,435454.23,513835.99,V1,1,FERT,13.953,45.515,0.52
200,4500001808,00050,20241005,Life on group man.,000000000000109044,3000,3100,0003,SPAR,609.84,EA,6679.97,4073712.9,4806981.22,V1,1,HALB,2.028,12.348,3.493
400,4500001809,00010,20251201,Start throughout husband together chair.,000000000000109045,3000,2100,0001,SPAR,651.404,KG,4776.82,3111639.66,3671734.8,V3,1,HALB,20.738,3.837,2.449
400,4500001809,00020,20251201,Ahead daughter prevent different.,000000000000109046,1000,1100,0001,RAW,701.493,EA,1640.87,1151058.82,1358249.41,V3,1,FERT,19.522,13.574,1.751
400,4500001809,00030,20251201,Support Republican across defense unit n,000000000000109047,1000,3100,0002,SERV,471.698,L,6314.03,2978315.32,3514412.08,V3,0,FERT,35.91,47.19,1.533
400,4500001809,00040,20251201,Better red represent meet seven differen,000000000000109048,3000,1100,0002,SPAR,521.137,EA,692.24,360751.88,425687.22,V2,0,FERT,24.562,43.764,2.891
400,4500001809,00050,20251201,Student research better treatment.,000000000000109049,3000,1100,0001,RAW,681.473,EA,8123.66,5536054.95,6532544.84,V3,1,HALB,5.085,34.272,2.447
400,4500001810,00010,20260106,Everybody job industry stay effort fish ,000000000000109050,1000,1100,0001,SERV,135.567,EA,4370.63,592513.2,699165.58,V3,1,FERT,20.562,33.016,3.644
400,4500001810,00020,20260106,Smile administration campaign factor exe,000000000000109051,3000,2100,0003,PACK,146.647,L,910.33,133497.16,157526.65,V1,0,ROH,37.827,44.854,2.717
400,4500001810,00030,20260106,Plant street write radio else word.,000000000000109052,3000,3100,0001,PACK,845.418,EA,7186.1,6075258.29,7168804.78,V3,1,ROH,8.443,27.131,3.487
400,4500001810,00040,20260106,Song gas environmental protect Republica,000000000000109053,1000,1100,0002,SERV,565.366,KG,6041.4,3415602.15,4030410.54,V1,0,HALB,15.494,30.404,3.753
400,4500001810,00050,20260106,High ask medical recognize family detail,000000000000109054,2000,2100,0001,SERV,790.933,EA,5722.03,4525742.35,5340375.97,V1,1,FERT,13.976,12.54,1.818
200,4500001811,00010,20250123,Institution write program likely turn.,000000000000109055,2000,3100,0002,RAW,735.668,L,442.25,325349.17,383912.02,V1,1,ROH,31.332,43.995,1.991
200,4500001811,00020,20250123,Trial wife probably new during story as.,000000000000109056,3000,2100,0003,SERV,468.549,KG,4579.39,2145668.61,2531888.96,V1,1,ROH,3.348,48.01,3.328
200,4500001811,00030,20250123,Like record sit loss image.,000000000000109057,2000,2100,0001,SPAR,514.131,EA,1907.74,980828.27,1157377.36,V1,0,FERT,36.299,8.287,2.12
200,4500001811,00040,20250123,Phone radio prepare population key.,000000000000109058,1000,1100,0002,PACK,489.193,EA,2615.8,1279631.05,1509964.64,V2,1,FERT,9.67,38.28,2.495
200,4500001811,00050,20250123,By direction bed court herself televisio,000000000000109059,1000,1200,0003,PACK,672.997,KG,5032.32,3386736.26,3996348.79,V3,1,FERT,21.721,45.383,3.893
100,4500001812,00010,20250621,Visit on this such.,000000000000109060,3000,3100,0003,SPAR,245.12,KG,6399.12,1568552.29,1850891.7,V3,0,HALB,22.384,24.402,3.723
100,4500001812,00020,20250621,Off cultural do decision.,000000000000109061,2000,1200,0002,RAW,152.928,EA,2411.86,368840.93,435232.3,V2,1,HALB,15.741,49.168,2.85
100,4500001812,00030,20250621,How each set issue.,000000000000109062,2000,1100,0003,SERV,274.771,L,8079.31,2219960.09,2619552.91,V1,0,FERT,29.742,39.424,0.743
100,4500001812,00040,20250621,Hand large source score strategy raise l,000000000000109063,3000,1100,0001,PACK,189.734,EA,2495.3,473443.25,558663.03,V1,1,HALB,15.074,34.847,0.832
100,4500001812,00050,20250621,Medical area common use why whether.,000000000000109064,1000,1200,0001,SPAR,607.442,L,2877.85,1748126.96,2062789.81,V3,1,HALB,25.129,26.05,1.859
200,4500001813,00010,20251228,Interview best really.,000000000000109065,1000,3100,0003,RAW,250.434,EA,4317.14,1081158.64,1275767.2,V2,1,FERT,6.167,39.986,2.781
200,4500001813,00020,20251228,Land fish character never daughter.,000000000000109066,1000,1100,0003,SPAR,527.951,KG,8275.44,4369026.82,5155451.65,V1,1,ROH,9.224,17.208,2.145
200,4500001813,00030,20251228,Pull attention already see history langu,000000000000109067,3000,1200,0001,PACK,48.655,EA,3799.81,184879.76,218158.12,V3,1,HALB,15.785,35.166,2.286
200,4500001813,00040,20251228,Hospital need show ok measure study.,000000000000109068,2000,2100,0001,SPAR,344.626,L,3213.51,1107459.1,1306801.74,V3,1,ROH,5.689,27.739,3.421
200,4500001813,00050,20251228,Very participant upon far week interview,000000000000109069,1000,3100,0003,RAW,791.603,KG,866.09,685599.44,809007.34,V2,0,FERT,12.127,40.856,2.514
400,4500001814,00010,20241121,First concern paper true thousand togeth,000000000000109070,3000,1200,0002,SPAR,648.156,L,1441.81,934517.8,1102731.0,V1,0,ROH,18.406,34.002,1.897
400,4500001814,00020,20241121,Skill represent cost issue black race cu,000000000000109071,2000,2100,0002,SERV,923.76,L,3300.95,3049285.57,3598156.97,V2,0,HALB,1.322,10.25,3.712
400,4500001814,00030,20241121,High prevent activity live different met,000000000000109072,3000,3100,0001,PACK,837.469,KG,3326.63,2785949.5,3287420.41,V3,0,HALB,29.135,33.423,2.13
400,4500001814,00040,20241121,Fight successful vote service read beat.,000000000000109073,1000,1200,0002,RAW,853.447,EA,3981.54,3398033.37,4009679.38,V2,1,ROH,28.055,34.46,1.628
400,4500001814,00050,20241121,Market possible boy eye allow station.,000000000000109074,2000,2100,0001,SPAR,601.955,EA,380.51,229049.9,270278.88,V1,0,HALB,3.933,5.74,0.491
400,4500001815,00010,20250514,Condition oil training establish.,000000000000109075,1000,1100,0001,SERV,430.957,L,349.78,150740.14,177873.37,V3,1,ROH,38.583,35.612,2.116
400,4500001815,00020,20250514,Recent measure hold church personal.,000000000000109076,3000,2100,0003,RAW,204.67,KG,7217.58,1477222.1,1743122.08,V1,1,HALB,39.529,40.386,2.956
400,4500001815,00030,20250514,Long range design party analysis natural,000000000000109077,3000,1200,0003,SERV,264.618,L,7182.02,1900491.77,2242580.29,V2,0,HALB,10.922,36.346,1.027
400,4500001815,00040,20250514,Hand recognize cost PM something draw.,000000000000109078,3000,1200,0002,SPAR,577.264,EA,4045.71,2335442.74,2755822.43,V2,0,HALB,10.1,23.719,3.054
400,4500001815,00050,20250514,Song instead third a suggest.,000000000000109079,1000,1200,0003,SPAR,402.812,L,1749.47,704707.51,831554.86,V1,1,FERT,37.366,18.065,1.976
400,4500001816,00010,20240827,Election look poor job change range smil,000000000000109080,3000,3100,0002,SPAR,428.809,KG,8574.0,3676608.37,4338397.88,V3,1,FERT,36.102,36.977,3.161
400,4500001816,00020,20240827,Compare material read when situation cos,000000000000109081,1000,3100,0002,RAW,192.624,EA,5485.82,1056700.59,1246906.7,V2,1,FERT,11.77,36.646,2.475
400,4500001816,00030,20240827,Decision where question car.,000000000000109082,2000,2100,0001,SERV,371.098,KG,154.27,57249.29,67554.16,V2,1,ROH,11.006,13.204,2.214
400,4500001816,00040,20240827,Imagine bed religious tax.,000000000000109083,2000,3100,0002,SERV,582.382,EA,4707.01,2741277.9,3234707.92,V1,1,FERT,19.782,4.281,1.386
400,4500001816,00050,20240827,Street treatment put himself guess every,000000000000109084,1000,3100,0002,PACK,246.278,EA,2743.77,675730.19,797361.62,V2,0,HALB,16.396,2.303,2.079
100,4500001817,00010,20250701,Stage kid late especially.,000000000000109085,2000,2100,0001,PACK,403.201,KG,1232.63,496997.65,586457.23,V3,1,ROH,9.753,35.562,2.584
100,4500001817,00020,20250701,Government her travel usually other envi,000000000000109086,2000,1100,0003,PACK,200.49,KG,799.71,160333.86,189193.95,V2,0,HALB,33.447,32.282,2.746
100,4500001817,00030,20250701,Follow magazine north real item Mr.,000000000000109087,3000,1200,0001,RAW,894.494,EA,2703.85,2418577.6,2853921.57,V3,0,FERT,34.763,42.78,0.599
100,4500001817,00040,20250701,Wide share thank still head.,000000000000109088,2000,1100,0003,PACK,575.13,EA,1075.28,618425.79,729742.43,V3,1,FERT,31.215,44.002,1.416
100,4500001817,00050,20250701,With treatment billion wrong.,000000000000109089,2000,1100,0002,RAW,243.885,EA,6512.97,1588415.69,1874330.51,V2,1,ROH,18.601,20.568,0.494
200,4500001818,00010,20250601,System live television.,000000000000109090,1000,1200,0003,SPAR,150.342,KG,2803.89,421542.43,497420.07,V1,0,HALB,20.08,33.454,0.626
200,4500001818,00020,20250601,Perhaps style wrong play government how ,000000000000109091,3000,1100,0001,SPAR,466.311,EA,4451.97,2076002.58,2449683.04,V2,0,ROH,26.279,42.752,3.756
200,4500001818,00030,20250601,Politics assume daughter gas how will en,000000000000109092,2000,2100,0003,RAW,568.303,L,3242.19,1842546.3,2174204.63,V2,1,HALB,37.106,29.727,0.822
200,4500001818,00040,20250601,Guess social east surface do third.,000000000000109093,3000,1100,0003,PACK,54.834,L,8261.55,453013.83,534556.32,V1,0,HALB,19.128,39.133,2.438
200,4500001818,00050,20250601,Some information listen director page of,000000000000109094,1000,2100,0002,SPAR,744.962,EA,7081.86,5275716.59,6225345.58,V3,1,ROH,30.763,3.531,2.272
200,4500001819,00010,20250805,Will office see despite store campaign.,000000000000109095,3000,1100,0001,SPAR,807.885,L,463.21,374220.41,441580.08,V1,1,FERT,34.239,47.19,0.552
200,4500001819,00020,20250805,My let produce media friend.,000000000000109096,1000,3100,0002,SPAR,697.777,KG,6948.05,4848189.48,5720863.59,V1,0,FERT,27.778,19.126,0.417
200,4500001819,00030,20250805,Respond size kitchen.,000000000000109097,3000,1200,0001,SERV,687.103,KG,8460.73,5813392.97,6859803.7,V3,0,ROH,6.555,27.425,3.108
200,4500001819,00040,20250805,You people minute last.,000000000000109098,3000,3100,0001,SPAR,984.493,L,1415.21,1393264.34,1644051.92,V3,0,ROH,38.018,21.566,2.597
200,4500001819,00050,20250805,Three north type east.,000000000000109099,2000,1200,0003,SERV,728.714,EA,5966.26,4347697.19,5130282.68,V1,1,ROH,35.732,45.315,3.172
200,4500001820,00010,20251117,Ahead method true hair focus strategy.,000000000000109100,2000,2100,0002,RAW,412.982,EA,4645.17,1918371.6,2263678.49,V2,0,HALB,16.536,25.072,2.294
200,4500001820,00020,20251117,Everyone social itself person.,000000000000109101,2000,3100,0003,SPAR,799.031,EA,4909.91,3923170.3,4629340.95,V2,0,HALB,36.883,45.552,2.965
200,4500001820,00030,20251117,Society blue civil sister record the.,000000000000109102,1000,2100,0003,PACK,242.484,L,3138.84,761118.48,898119.81,V1,1,FERT,2.417,25.723,2.481
200,4500001820,00040,20251117,Down technology upon test attorney.,000000000000109103,3000,3100,0002,SPAR,889.753,KG,263.94,234841.41,277112.86,V1,1,HALB,12.69,36.674,1.734
200,4500001820,00050,20251117,Heart region population phone.,000000000000109104,3000,1100,0002,RAW,335.556,L,5598.27,1878533.09,2216669.05,V3,0,ROH,35.271,38.493,0.376
200,4500001821,00010,20250608,Image create energy tend total.,000000000000109105,3000,2100,0002,RAW,522.263,EA,6519.09,3404679.5,4017521.81,V3,1,ROH,3.379,37.115,3.089
200,4500001821,00020,20250608,Anything able scientist benefit reflect ,000000000000109106,1000,3100,0003,PACK,671.831,KG,8103.77,5444363.9,6424349.4,V1,1,HALB,32.872,18.495,0.323
200,4500001821,00030,20250608,Talk person decision leave nice answer s,000000000000109107,2000,3100,0003,SERV,916.157,L,5273.49,4831344.78,5700986.84,V1,0,FERT,15.985,4.513,2.121
200,4500001821,00040,20250608,Early cover page west test special these,000000000000109108,2000,2100,0001,SPAR,283.299,EA,7186.68,2035979.26,2402455.53,V1,0,FERT,9.464,7.619,0.291
200,4500001821,00050,20250608,Bed business including.,000000000000109109,1000,2100,0001,RAW,507.176,EA,4166.75,2113275.6,2493665.21,V1,0,HALB,35.198,5.074,0.821
400,4500001822,00010,20241103,Analysis your everybody week.,000000000000109110,2000,3100,0003,RAW,633.235,KG,8972.4,5681637.71,6704332.5,V1,1,HALB,1.749,42.562,2.925
400,4500001822,00020,20241103,Stage yet style different.,000000000000109111,2000,1100,0002,PACK,643.867,L,1621.3,1043901.57,1231803.85,V3,1,ROH,25.209,26.045,1.397
400,4500001822,00030,20241103,Blue out today group young.,000000000000109112,3000,2100,0003,RAW,449.51,L,7785.0,3499435.35,4129333.71,V1,1,ROH,24.678,48.293,3.443
400,4500001822,00040,20241103,When explain bar country top there weste,000000000000109113,2000,3100,0003,SERV,211.847,L,3773.15,799330.51,943210.0,V2,0,FERT,33.751,37.86,1.638
400,4500001822,00050,20241103,Lead stop your else another hotel believ,000000000000109114,1000,3100,0001,SERV,628.764,EA,7827.15,4921430.14,5807287.57,V1,1,ROH,23.777,44.611,0.744
300,4500001823,00010,20250328,Watch adult medical of investment consid,000000000000109115,2000,1200,0002,SERV,826.743,L,7208.08,5959229.68,7031891.02,V2,0,FERT,7.101,44.679,1.877
300,4500001823,00020,20250328,Cover pretty or give food protect rest.,000000000000109116,3000,3100,0002,SPAR,33.065,KG,4864.75,160852.96,189806.49,V3,0,ROH,7.219,17.652,1.646
300,4500001823,00030,20250328,Improve size generation.,000000000000109117,1000,1200,0002,PACK,241.241,EA,366.69,88460.66,104383.58,V1,0,ROH,35.347,12.162,3.271
300,4500001823,00040,20250328,Special door treat raise sport live.,000000000000109118,1000,1100,0002,SERV,584.535,EA,6316.63,3692291.32,4356903.76,V2,1,FERT,8.714,14.208,1.414
300,4500001823,00050,20250328,Pretty area play serve actually expect.,000000000000109119,1000,2100,0003,SPAR,278.089,EA,4768.86,1326167.51,1564877.66,V3,1,FERT,22.446,22.386,0.352
300,4500001824,00010,20250826,Ok drive suddenly size interesting yeah.,000000000000109120,1000,3100,0002,PACK,555.676,KG,8645.57,4804135.76,5668880.2,V2,0,ROH,36.671,12.49,1.065
300,4500001824,00020,20250826,Great sign work office share final safe ,000000000000109121,2000,1100,0003,RAW,115.27,L,6782.13,781776.13,922495.83,V3,1,FERT,1.2,16.038,1.823
300,4500001824,00030,20250826,Establish idea thing generation professi,000000000000109122,1000,1100,0003,PACK,568.112,KG,6500.62,3693080.23,4357834.67,V1,1,HALB,30.362,23.387,3.583
300,4500001824,00040,20250826,Push source performance bill discover le,000000000000109123,1000,1100,0001,SPAR,965.47,L,5422.96,5235705.19,6178132.12,V1,1,ROH,21.28,19.216,3.986
300,4500001824,00050,20250826,Loss sign report herself able far.,000000000000109124,1000,1100,0001,SERV,194.635,EA,2990.72,582098.79,686876.57,V1,1,FERT,6.791,40.005,1.945
300,4500001825,00010,20251123,Cost could professor enough.,000000000000109125,3000,1200,0003,SPAR,127.718,KG,6963.8,889402.61,1049495.08,V2,1,FERT,3.014,34.974,0.543
300,4500001825,00020,20251123,They lay nature activity catch doctor ha,000000000000109126,3000,3100,0003,SERV,61.281,L,393.54,24116.52,28457.49,V1,0,ROH,28.12,28.691,1.463
300,4500001825,00030,20251123,Someone main practice.,000000000000109127,1000,1100,0001,SPAR,714.26,L,2856.18,2040055.13,2407265.05,V2,0,HALB,1.931,42.494,2.323
300,4500001825,00040,20251123,Hot spend decision take rich sea.,000000000000109128,2000,1200,0002,PACK,381.239,EA,1422.91,542468.79,640113.17,V3,0,HALB,18.343,10.619,1.803
300,4500001825,00050,20251123,Nothing Mr personal ground Mrs politics ,000000000000109129,3000,1100,0003,RAW,335.839,KG,6075.64,2040436.86,2407715.49,V1,1,HALB,27.814,47.299,2.371
300,4500001826,00010,20250610,Thing technology western staff.,000000000000109130,2000,1100,0002,SPAR,683.339,L,7265.82,4965018.17,5858721.44,V2,0,ROH,33.476,15.516,0.166
300,4500001826,00020,20250610,Lay or system last break front of.,000000000000109131,2000,1200,0001,RAW,246.783,EA,6543.57,1614841.84,1905513.37,V2,0,FERT,9.909,20.209,3.315
300,4500001826,00030,20250610,Art career decade always just join subje,000000000000109132,1000,2100,0001,SERV,174.979,KG,6494.21,1136350.37,1340893.44,V2,0,HALB,33.631,9.354,2.311
300,4500001826,00040,20250610,Soldier central fund build believe recog,000000000000109133,3000,3100,0001,SERV,112.63,KG,578.04,65104.65,76823.49,V3,0,HALB,38.864,25.796,1.79
300,4500001826,00050,20250610,Will personal western direction military,000000000000109134,2000,2100,0002,PACK,554.743,L,7188.58,3987814.43,4705621.03,V3,0,HALB,34.316,8.08,1.788
300,4500001827,00010,20250529,Inside same book develop property major ,000000000000109135,1000,1100,0001,RAW,349.344,L,5900.33,2061244.88,2432268.96,V1,0,FERT,23.015,46.122,1.087
300,4500001827,00020,20250529,Sea attorney main executive computer thr,000000000000109136,1000,2100,0002,SERV,463.094,L,131.59,60938.54,71907.48,V1,0,FERT,39.736,33.484,3.401
300,4500001827,00030,20250529,Few room story budget.,000000000000109137,1000,3100,0002,SERV,727.466,L,7656.96,5570178.06,6572810.11,V3,0,ROH,8.653,36.353,0.534
300,4500001827,00040,20250529,Something owner everyone article first w,000000000000109138,1000,3100,0001,PACK,59.012,KG,358.1,21132.2,24936.0,V2,1,HALB,25.14,14.837,0.862
300,4500001827,00050,20250529,Song campaign safe product.,000000000000109139,1000,3100,0002,RAW,242.484,EA,2890.06,700793.31,826936.11,V2,0,ROH,35.653,34.075,1.276
300,4500001828,00010,20250608,Special design parent expect particularl,000000000000109140,3000,3100,0001,PACK,508.982,L,8962.18,4561588.3,5382674.19,V2,0,FERT,31.847,46.01,3.657
300,4500001828,00020,20250608,Report world himself once final car lang,000000000000109141,1000,3100,0001,SERV,431.623,KG,1789.13,772229.66,911231.0,V2,0,FERT,14.292,6.265,3.495
300,4500001828,00030,20250608,With current answer various wind station,000000000000109142,2000,1200,0003,SERV,127.965,KG,2319.84,296858.33,350292.83,V3,0,FERT,18.803,33.467,3.101
300,4500001828,00040,20250608,Must suffer moment agency mean those lea,000000000000109143,2000,2100,0001,PACK,283.75,L,8545.82,2424876.42,2861354.18,V2,0,HALB,6.367,8.537,3.18
300,4500001828,00050,20250608,True before become fight.,000000000000109144,1000,3100,0002,SERV,841.704,L,6522.76,5490233.18,6478475.15,V2,0,ROH,15.829,8.217,1.229
