MANDT,EBELN,BUKRS,BSTYP,BSART,BSAKZ,LOEKZ,STATU,AEDAT,ERNAM,PINCR,LPONR,LIFNR,SPRAS,ZTERM,ZBD1T,ZBD2T,ZBD3T,ZBD1P,ZBD2P,EKORG,EKGRP,WAERS,WKURS,KUFIX,BEDAT,KDATB,KDATE,BWBDT,ANGDT,BNDDT,GWLDT,AUSNR,ANGNR,IHREZ,KTWRT
100,4514830923,C001,K,ZNB,X,X,B,20230706,USER97,00041,00053,V462478,E,PT13,14,46,79,4.111,2.303,P001,001,USD,21.59944,X,20230706,20230606,20240705,20230716,20230726,20230805,20240705,2638293638,5351380144,REF1536,27966.94
100,4520933749,C001,K,ZNB,X,X,B,20250302,USER98,00023,00091,V925039,E,PT43,13,59,72,3.935,0.178,P002,004,EUR,38.44163,"",20250302,20250131,20260302,20250312,20250322,20250401,20260302,8970518449,7141151182,REF3352,39713.78
300,4591346641,C001,F,UB,X,X,A,20251231,USER40,00029,00088,V643757,E,PT22,24,33,72,1.32,1.662,P003,001,EUR,40.73989,X,20251231,20251201,20261231,20260110,20260120,20260130,20261231,3505867107,7798574803,REF3932,336662.06
100,4562743497,C001,K,NB,"","",B,20241219,USER21,00019,00062,V223229,D,PT16,7,48,84,0.211,2.861,P002,002,EUR,75.51816,X,20241219,20241119,20251219,20241229,20250108,20250118,20251219,7528633826,2849139394,REF5170,251886.79
100,4539267051,C002,F,FO,"","",C,20250423,USER10,00070,00099,V772252,D,PT43,4,41,66,0.607,1.084,P003,001,EUR,47.83462,X,20250423,20250324,20260423,20250503,20250513,20250523,20260423,3839333205,2936199133,REF8462,11783.97
300,4558898612,C001,F,NB,X,X,B,20250221,USER42,00077,00057,V779379,F,PT51,1,56,77,1.447,0.455,P003,004,USD,35.5907,X,20250221,20250122,20260221,20250303,20250313,20250323,20260221,7171594594,4706315380,REF4863,290616.98
300,4519318387,C001,K,FO,"","",C,20250525,USER54,00075,00054,V707434,E,PT14,15,57,73,0.449,1.573,P003,004,INR,29.72143,X,20250525,20250425,20260525,20250604,20250614,20250624,20260525,5514759315,5541802098,REF9163,152134.81
300,4554487443,C003,K,UB,X,X,A,20240908,USER50,00037,00068,V451020,E,PT22,7,57,77,0.025,2.036,P001,003,USD,11.714,"",20240908,20240809,20250908,20240918,20240928,20241008,20250908,9388478630,2448792725,REF3788,241786.04
100,4583277317,C004,K,UB,"","",B,20230822,USER77,00018,00030,V301312,D,PT34,21,60,86,2.3,0.929,P003,002,INR,84.99372,"",20230822,20230723,20240821,20230901,20230911,20230921,20240821,1230159516,1965255159,REF9817,79860.13
300,4570065055,C002,K,NB,"","",C,20230703,USER44,00024,00098,V663891,E,PT10,17,37,82,3.747,1.376,P002,003,INR,83.02127,X,20230703,20230603,20240702,20230713,20230723,20230802,20240702,2386242305,7735365757,REF9043,33026.33
200,4511020912,C003,F,FO,X,X,A,20231211,USER54,00082,00085,V146841,E,PT19,7,39,80,1.395,0.381,P001,003,INR,4.77461,X,20231211,20231111,20241210,20231221,20231231,20240110,20241210,9463947778,3742487702,REF6508,76721.3
200,4543249813,C001,K,FO,X,X,A,20250411,USER54,00027,00029,V421461,D,PT27,22,35,82,4.948,2.873,P001,004,INR,63.73787,X,20250411,20250312,20260411,20250421,20250501,20250511,20260411,4825480971,5261684244,REF5579,99758.0
300,4571232765,C001,K,FO,"","",A,20231215,USER24,00085,00079,V356479,F,PT47,17,48,87,1.945,2.395,P001,004,USD,84.7299,X,20231215,20231115,20241214,20231225,20240104,20240114,20241214,9341170061,4940867032,REF5601,169698.83
300,4552292091,C004,K,NB,"","",B,20240403,USER32,00068,00080,V932891,D,PT14,23,34,87,3.934,0.148,P003,002,INR,71.39303,"",20240403,20240304,20250403,20240413,20240423,20240503,20250403,8546455933,9935440102,REF3234,126834.8
100,4581033518,C004,F,UB,"",X,B,20240710,USER79,00042,00078,V787571,F,PT11,5,51,84,2.57,1.189,P003,004,INR,64.00435,"",20240710,20240610,20250710,20240720,20240730,20240809,20250710,2523827200,3276233636,REF2383,118965.38
300,4576172132,C004,F,ZNB,X,X,A,20241002,USER85,00026,00074,V665856,F,PT26,18,33,68,0.75,1.093,P003,004,INR,57.87334,"",20241002,20240902,20251002,20241012,20241022,20241101,20251002,8476966884,4986706331,REF1568,121708.59
300,4526779051,C003,K,UB,X,X,C,20231013,USER18,00062,00034,V627665,E,PT20,10,42,72,4.801,0.205,P001,001,EUR,32.13341,"",20231013,20230913,20241012,20231023,20231102,20231112,20241012,9139092504,9095908030,REF8769,150519.47
200,4542818340,C002,K,UB,X,X,A,20250513,USER3,00077,00022,V298647,D,PT44,21,41,67,2.913,2.275,P001,003,INR,40.40703,"",20250513,20250413,20260513,20250523,20250602,20250612,20260513,3453238442,9773902132,REF1143,85084.83
300,4536461137,C003,K,ZNB,"","",B,20240315,USER2,00082,00015,V258001,D,PT36,18,52,80,3.626,0.077,P002,002,EUR,35.31722,X,20240315,20240214,20250315,20240325,20240404,20240414,20250315,9258305856,3930922559,REF7630,94632.16
100,4560775158,C004,K,FO,X,X,A,20240319,USER5,00020,00015,V119865,D,PT48,11,40,65,2.305,1.403,P002,004,INR,32.66204,"",20240319,20240218,20250319,20240329,20240408,20240418,20250319,6534536257,1392676302,REF8733,360222.19
200,4578931592,C004,F,ZNB,"","",B,20251120,USER59,00069,00038,V518373,D,PT26,25,60,78,2.833,1.896,P002,003,USD,72.55457,X,20251120,20251021,20261120,20251130,20251210,20251220,20261120,3951090036,5862739367,REF4991,437000.89
300,4584539716,C002,F,UB,"","",C,20240114,USER32,00080,00029,V668443,F,PT46,6,45,64,3.134,1.318,P002,003,USD,12.73124,"",20240114,20231215,20250113,20240124,20240203,20240213,20250113,1166030651,9781328967,REF8309,495549.05
300,4561260412,C004,K,ZNB,X,X,A,20250213,USER96,00024,00035,V669655,F,PT11,9,58,61,4.912,2.868,P002,002,INR,50.60454,X,20250213,20250114,20260213,20250223,20250305,20250315,20260213,3265925428,4455154434,REF6805,150030.58
100,4554414334,C004,F,ZNB,X,X,B,20230722,USER74,00022,00060,V566237,F,PT23,6,34,65,3.654,2.163,P002,003,EUR,14.03804,X,20230722,20230622,20240721,20230801,20230811,20230821,20240721,2812189036,7584552317,REF7508,302949.7
200,4549834416,C002,F,ZNB,"","",C,20240110,USER78,00056,00057,V818847,E,PT34,28,32,68,0.801,0.466,P003,004,USD,34.74786,"",20240110,20231211,20250109,20240120,20240130,20240209,20250109,3323760643,2545302840,REF6857,488667.39
300,4588024596,C002,K,NB,"",X,A,20230610,USER73,00037,00059,V229326,E,PT14,17,46,69,4.742,1.049,P002,004,INR,20.70476,"",20230610,20230511,20240609,20230620,20230630,20230710,20240609,2179590881,4954769847,REF9407,198779.0
300,4577899618,C004,F,UB,"",X,A,20250406,USER89,00076,00063,V674261,D,PT40,23,50,66,1.385,1.532,P003,003,USD,16.289,"",20250406,20250307,20260406,20250416,20250426,20250506,20260406,2732287216,2155493757,REF1879,30087.38
300,4583468611,C004,F,UB,X,"",B,20250503,USER20,00062,00016,V513233,E,PT18,2,54,78,3.791,2.524,P003,001,EUR,30.64333,X,20250503,20250403,20260503,20250513,20250523,20250602,20260503,4162116355,9355941725,REF9761,171774.84
200,4582620323,C001,F,NB,"","",A,20250427,USER28,00091,00018,V693178,D,PT27,20,43,60,2.926,0.286,P001,003,USD,17.78241,X,20250427,20250328,20260427,20250507,20250517,20250527,20260427,2966207392,4054502022,REF9677,289203.78
100,4524169381,C003,K,ZNB,"","",C,20231119,USER53,00098,00013,V763704,E,PT43,20,39,68,0.524,2.163,P003,003,INR,52.72226,"",20231119,20231020,20241118,20231129,20231209,20231219,20241118,4992234539,1717221579,REF3989,152336.94
200,4547615715,C002,K,ZNB,"","",B,20240920,USER97,00096,00052,V794663,D,PT52,28,32,60,4.424,2.46,P002,001,USD,23.71351,"",20240920,20240821,20250920,20240930,20241010,20241020,20250920,3005175645,5951262248,REF6294,487828.01
200,4570610138,C003,K,ZNB,"",X,C,20250505,USER33,00081,00052,V610709,D,PT46,1,44,88,0.884,2.261,P003,002,INR,58.61634,X,20250505,20250405,20260505,20250515,20250525,20250604,20260505,9083828422,9675062509,REF9597,158475.97
200,4525623053,C004,F,ZNB,"",X,C,20231012,USER82,00046,00060,V638883,D,PT16,26,41,77,4.935,2.393,P003,003,INR,45.20943,"",20231012,20230912,20241011,20231022,20231101,20231111,20241011,5523080842,5825877131,REF9117,156457.91
100,4501228824,C001,K,NB,X,"",A,20250223,USER1,00040,00084,V488099,D,PT11,23,58,85,0.019,2.842,P002,002,INR,24.35587,X,20250223,20250124,20260223,20250305,20250315,20250325,20260223,8165459634,2487780158,REF7506,101214.53
300,4585114899,C002,F,ZNB,"",X,B,20241221,USER85,00024,00081,V768906,E,PT48,4,44,60,2.672,0.807,P001,004,USD,11.76947,X,20241221,20241121,20251221,20241231,20250110,20250120,20251221,5908069074,4177335750,REF1998,96237.79
200,4516792488,C002,F,NB,X,"",B,20230913,USER38,00051,00046,V745045,D,PT28,11,31,76,0.838,2.433,P001,001,EUR,2.67352,"",20230913,20230814,20240912,20230923,20231003,20231013,20240912,4642701869,4621737841,REF1457,227261.83
300,4561134783,C002,F,ZNB,"",X,A,20241018,USER51,00013,00081,V886823,D,PT23,4,51,90,2.09,1.237,P002,001,INR,73.22407,"",20241018,20240918,20251018,20241028,20241107,20241117,20251018,2000176683,8698291966,REF7505,203092.57
100,4542012749,C002,F,ZNB,X,"",C,20241110,USER28,00078,00077,V920805,D,PT46,29,45,75,2.167,1.71,P003,001,USD,79.49292,X,20241110,20241011,20251110,20241120,20241130,20241210,20251110,3635830641,3902087342,REF7166,370534.38
100,4570193552,C004,F,NB,X,"",B,20240419,USER96,00073,00033,V147185,D,PT25,0,60,72,1.503,2.752,P001,003,USD,53.86165,"",20240419,20240320,20250419,20240429,20240509,20240519,20250419,2872348100,4231700601,REF2364,310122.52
200,4516140521,C004,K,NB,"","",B,20250927,USER58,00011,00048,V678900,E,PT60,6,51,70,0.583,0.939,P003,002,USD,72.97265,"",20250927,20250828,20260927,20251007,20251017,20251027,20260927,6928039359,3694366598,REF9515,61448.19
200,4525597845,C001,K,UB,X,X,B,20231215,USER27,00027,00056,V743229,E,PT17,14,36,63,4.445,0.509,P001,001,INR,83.73187,"",20231215,20231115,20241214,20231225,20240104,20240114,20241214,4709570746,1918629599,REF8376,61604.75
200,4575270161,C003,F,UB,X,"",A,20230825,USER68,00075,00039,V334915,D,PT18,2,48,84,4.389,0.327,P001,004,EUR,32.59421,X,20230825,20230726,20240824,20230904,20230914,20230924,20240824,8361836150,4009805402,REF1822,495836.74
100,4535230037,C002,F,FO,X,X,B,20260112,USER36,00056,00052,V554111,F,PT55,18,49,85,2.294,0.333,P001,004,INR,13.23767,X,20260112,20251213,20270112,20260122,20260201,20260211,20270112,5555967041,6300214264,REF4996,115059.91
300,4525557424,C001,K,FO,X,X,A,20250417,USER81,00089,00043,V649549,F,PT40,10,38,62,3.702,0.197,P001,001,USD,50.7179,X,20250417,20250318,20260417,20250427,20250507,20250517,20260417,4635630781,3364625345,REF3770,323415.86
200,4583955497,C001,K,UB,"","",B,20250528,USER54,00097,00088,V274998,F,PT51,20,33,75,4.643,2.981,P003,001,EUR,68.36459,"",20250528,20250428,20260528,20250607,20250617,20250627,20260528,5218462953,3550824046,REF9066,411578.46
300,4531597493,C003,F,FO,"",X,B,20231108,USER53,00010,00021,V466193,D,PT23,7,36,77,3.812,0.628,P002,003,EUR,21.31097,"",20231108,20231009,20241107,20231118,20231128,20231208,20241107,8378117755,8652012308,REF9257,298302.97
200,4530569350,C003,F,UB,"","",C,20240724,USER14,00088,00014,V625198,F,PT12,0,55,73,4.206,1.624,P001,002,INR,66.47039,"",20240724,20240624,20250724,20240803,20240813,20240823,20250724,1462447357,3224461434,REF3217,483818.28
200,4519807376,C004,F,FO,"","",C,20250424,USER88,00015,00068,V125050,D,PT50,25,53,66,0.949,2.294,P002,004,INR,11.04012,"",20250424,20250325,20260424,20250504,20250514,20250524,20260424,3950188883,7249531662,REF2461,396059.13
200,4531898445,C001,F,FO,"",X,B,20240808,USER54,00058,00069,V883507,D,PT57,30,48,78,0.73,0.616,P003,003,INR,70.92129,"",20240808,20240709,20250808,20240818,20240828,20240907,20250808,3122581640,6708845821,REF4014,388320.92
100,4524937270,C002,F,NB,X,X,B,20240412,USER86,00043,00044,V266273,D,PT23,10,37,88,1.133,0.563,P003,004,USD,42.12078,"",20240412,20240313,20250412,20240422,20240502,20240512,20250412,6495024619,5231108465,REF1335,65785.62
300,4586608414,C004,K,FO,X,"",B,20240428,USER49,00067,00079,V579992,F,PT45,21,46,60,1.377,0.52,P003,004,INR,74.30804,X,20240428,20240329,20250428,20240508,20240518,20240528,20250428,7832543202,4128852266,REF7891,181774.31
200,4504179091,C002,K,ZNB,"",X,A,20240922,USER71,00018,00034,V256026,F,PT23,20,39,75,3.041,2.554,P002,004,EUR,84.73326,X,20240922,20240823,20250922,20241002,20241012,20241022,20250922,8400593068,4561645286,REF3035,211836.45
200,4593777756,C004,F,NB,X,X,C,20231013,USER96,00065,00084,V401636,F,PT24,7,53,79,3.485,1.517,P003,002,INR,82.81603,X,20231013,20230913,20241012,20231023,20231102,20231112,20241012,8021348876,2951748687,REF2736,380456.29
300,4513771100,C002,K,FO,"",X,B,20240913,USER16,00030,00055,V653315,D,PT21,22,39,69,0.079,0.397,P003,002,USD,84.75291,"",20240913,20240814,20250913,20240923,20241003,20241013,20250913,7748760195,8251740457,REF3846,116395.01
300,4528860221,C004,F,FO,X,"",A,20231116,USER45,00042,00081,V769623,F,PT24,1,40,76,2.783,1.043,P001,003,USD,80.72481,"",20231116,20231017,20241115,20231126,20231206,20231216,20241115,7239654271,9716765732,REF2768,385736.94
100,4570951465,C001,F,ZNB,"",X,A,20250225,USER77,00035,00023,V210248,F,PT49,24,32,63,2.929,0.244,P002,001,EUR,34.01052,X,20250225,20250126,20260225,20250307,20250317,20250327,20260225,2017475758,1561424903,REF7635,243682.19
300,4517392499,C004,K,ZNB,X,X,B,20250923,USER1,00081,00077,V436639,E,PT56,5,48,76,0.916,1.022,P003,003,EUR,3.51206,X,20250923,20250824,20260923,20251003,20251013,20251023,20260923,5672274395,3312857251,REF1831,442569.79
300,4588725468,C003,K,NB,X,X,C,20251011,USER51,00046,00030,V893395,F,PT19,15,46,88,3.055,0.635,P003,002,USD,81.33534,"",20251011,20250911,20261011,20251021,20251031,20251110,20261011,2473427730,9306755641,REF7172,319517.32
100,4571533339,C003,F,FO,X,X,B,20241106,USER28,00052,00066,V887589,F,PT12,14,34,64,2.008,0.118,P001,002,USD,53.28242,"",20241106,20241007,20251106,20241116,20241126,20241206,20251106,6076856325,1015028240,REF6340,482815.57
300,4564791521,C004,F,ZNB,"",X,A,20250903,USER94,00049,00039,V282034,D,PT35,18,33,70,3.577,2.017,P003,001,EUR,8.70174,X,20250903,20250804,20260903,20250913,20250923,20251003,20260903,2691016080,5539079206,REF8488,249718.65
100,4550280769,C004,K,NB,"","",C,20241020,USER11,00032,00069,V232060,D,PT42,19,38,83,1.647,2.134,P001,004,INR,77.18966,X,20241020,20240920,20251020,20241030,20241109,20241119,20251020,4179613777,9315040431,REF1383,121926.02
300,4529313382,C002,K,UB,X,"",C,20251118,USER73,00088,00026,V904462,F,PT38,15,40,63,3.919,0.742,P002,004,INR,78.4588,X,20251118,20251019,20261118,20251128,20251208,20251218,20261118,5730439037,3877424284,REF1518,331374.55
300,4585703553,C004,F,UB,X,X,A,20240811,USER65,00042,00041,V859054,D,PT39,19,30,82,1.381,1.359,P003,001,USD,47.14311,"",20240811,20240712,20250811,20240821,20240831,20240910,20250811,7973934947,2680977583,REF4052,463741.21
100,4590307244,C003,F,UB,"",X,B,20250427,USER57,00084,00056,V167884,F,PT26,1,36,79,3.029,2.247,P002,002,USD,80.47748,"",20250427,20250328,20260427,20250507,20250517,20250527,20260427,8988536024,3718981375,REF4046,298163.92
200,4521300774,C002,F,FO,X,X,B,20231231,USER17,00045,00010,V477267,F,PT41,24,57,72,0.711,1.983,P002,004,INR,0.65594,X,20231231,20231201,20241230,20240110,20240120,20240130,20241230,4962818345,8056760574,REF3925,200842.18
100,4509555063,C001,K,FO,"","",B,20240308,USER59,00048,00079,V224708,E,PT18,27,31,82,4.716,1.362,P002,002,EUR,68.31555,"",20240308,20240207,20250308,20240318,20240328,20240407,20250308,9499994776,4318572746,REF2349,338591.84
100,4540982371,C001,K,NB,X,"",C,20250125,USER84,00018,00072,V874185,F,PT32,10,40,87,1.759,1.244,P001,004,EUR,6.39859,"",20250125,20241226,20260125,20250204,20250214,20250224,20260125,5157942552,3656179082,REF8513,300926.18
300,4552627948,C001,K,NB,"",X,A,20250225,USER43,00040,00083,V178348,D,PT56,18,55,80,1.473,2.197,P001,004,USD,64.76843,X,20250225,20250126,20260225,20250307,20250317,20250327,20260225,6117122230,6183905748,REF2706,93276.87
300,4533519470,C003,F,UB,X,"",B,20250206,USER10,00017,00086,V502852,D,PT18,8,33,89,1.016,0.262,P003,002,INR,70.76074,X,20250206,20250107,20260206,20250216,20250226,20250308,20260206,9977865752,2426333290,REF2051,336708.42
100,4550017947,C001,K,NB,"","",C,20250818,USER30,00055,00032,V270459,E,PT10,8,46,69,0.838,2.982,P001,003,USD,57.19717,"",20250818,20250719,20260818,20250828,20250907,20250917,20260818,8677062567,8370853722,REF3198,300143.63
300,4548296487,C003,F,NB,"",X,C,20251210,USER26,00055,00066,V953712,E,PT27,20,36,72,0.888,1.347,P001,001,USD,62.13419,"",20251210,20251110,20261210,20251220,20251230,20260109,20261210,6819114197,4901104898,REF6392,378134.12
100,4572724426,C002,F,NB,X,"",B,20250130,USER7,00034,00084,V571723,D,PT54,12,32,66,0.881,2.439,P001,004,EUR,22.94359,"",20250130,20241231,20260130,20250209,20250219,20250301,20260130,9448135103,9234549635,REF3379,192336.01
200,4536908253,C004,K,FO,X,"",C,20231203,USER50,00018,00087,V722256,D,PT22,13,37,83,4.544,2.712,P003,001,INR,62.97982,X,20231203,20231103,20241202,20231213,20231223,20240102,20241202,8480190422,7164933352,REF9048,58802.96
300,4572556136,C001,F,FO,X,X,C,20240522,USER1,00075,00012,V524756,F,PT60,17,59,60,1.363,0.957,P001,003,INR,46.77043,"",20240522,20240422,20250522,20240601,20240611,20240621,20250522,8311955784,4946889404,REF4560,423042.55
100,4592262554,C001,K,FO,X,X,C,20250918,USER36,00038,00054,V482606,D,PT45,14,41,66,1.606,2.933,P003,002,EUR,1.92399,"",20250918,20250819,20260918,20250928,20251008,20251018,20260918,6860238666,4236436740,REF5019,209661.96
300,4568650582,C001,F,NB,X,X,A,20251126,USER27,00066,00054,V884831,D,PT10,1,60,86,4.289,1.631,P003,002,EUR,63.20885,"",20251126,20251027,20261126,20251206,20251216,20251226,20261126,4492136814,9861344988,REF3672,375831.49
200,4563985126,C002,K,UB,X,X,A,20250209,USER91,00091,00025,V486118,D,PT18,22,58,70,1.225,0.235,P001,001,INR,54.7446,"",20250209,20250110,20260209,20250219,20250301,20250311,20260209,9354409301,5269406885,REF7858,489744.73
200,4594709310,C004,F,FO,X,X,B,20250506,USER53,00078,00077,V519585,D,PT20,7,58,87,2.891,1.097,P001,001,USD,71.43303,"",20250506,20250406,20260506,20250516,20250526,20250605,20260506,3841395503,6487934201,REF7421,83587.5
100,4568634828,C001,K,ZNB,"",X,B,20240418,USER25,00024,00037,V707630,F,PT47,28,48,88,4.587,1.062,P002,003,INR,75.65976,"",20240418,20240319,20250418,20240428,20240508,20240518,20250418,6501410089,7162301369,REF3799,40176.46
200,4571117555,C003,F,ZNB,"",X,C,20230822,USER57,00049,00034,V492135,F,PT13,14,51,83,1.331,1.553,P001,001,EUR,16.8202,X,20230822,20230723,20240821,20230901,20230911,20230921,20240821,5535744529,8544213900,REF2720,211298.77
300,4534362926,C003,K,ZNB,X,X,A,20251228,USER24,00096,00073,V568022,F,PT44,27,50,68,2.636,0.894,P002,001,EUR,5.83498,X,20251228,20251128,20261228,20260107,20260117,20260127,20261228,4596853127,3698641389,REF9922,192767.3
100,4512839301,C004,K,UB,"","",B,20251027,USER39,00015,00025,V396552,F,PT58,16,51,88,3.035,0.764,P003,003,EUR,50.4556,"",20251027,20250927,20261027,20251106,20251116,20251126,20261027,6901916721,7269840199,REF6623,423661.34
200,4597232207,C001,F,FO,X,X,C,20251118,USER84,00067,00075,V511436,E,PT23,6,46,76,0.196,2.188,P002,004,USD,59.15416,X,20251118,20251019,20261118,20251128,20251208,20251218,20261118,5569652933,3365583122,REF5379,349943.28
100,4574682363,C003,F,FO,"","",A,20240928,USER17,00065,00064,V190920,F,PT23,7,50,82,1.909,1.391,P001,001,USD,64.16731,X,20240928,20240829,20250928,20241008,20241018,20241028,20250928,6889007913,8327256682,REF1892,70005.13
300,4549367814,C002,F,FO,X,X,B,20230731,USER52,00065,00024,V405169,D,PT55,27,50,75,3.402,2.491,P003,001,USD,30.31426,"",20230731,20230701,20240730,20230810,20230820,20230830,20240730,5462181604,4959518280,REF9720,355266.35
200,4595627111,C001,F,NB,X,"",B,20250417,USER4,00022,00016,V173520,E,PT37,2,34,80,2.954,1.448,P002,004,EUR,77.3424,X,20250417,20250318,20260417,20250427,20250507,20250517,20260417,3589607904,4588743110,REF3358,162673.55
100,4505038174,C004,K,UB,"","",B,20240608,USER66,00094,00066,V998934,E,PT37,10,49,60,1.337,1.216,P003,004,INR,15.80757,X,20240608,20240509,20250608,20240618,20240628,20240708,20250608,3917558218,2135654810,REF4080,191583.66
200,4558930640,C004,F,FO,X,"",B,20250822,USER93,00017,00031,V382811,D,PT35,12,40,64,2.023,1.249,P003,003,USD,29.77697,X,20250822,20250723,20260822,20250901,20250911,20250921,20260822,7102952869,7670301252,REF5483,370850.06
200,4531727691,C004,F,NB,"",X,B,20250418,USER91,00022,00074,V976022,F,PT43,6,32,74,3.336,0.035,P002,002,INR,6.60761,X,20250418,20250319,20260418,20250428,20250508,20250518,20260418,7083488933,1562141105,REF3285,347970.35
100,4507892537,C001,F,UB,"","",B,20230727,USER28,00088,00036,V479491,F,PT24,30,44,89,4.895,0.926,P002,002,USD,66.91346,X,20230727,20230627,20240726,20230806,20230816,20230826,20240726,9475536912,1772755943,REF2753,160707.25
200,4571606862,C001,K,UB,X,X,C,20260105,USER32,00095,00067,V376805,E,PT53,26,43,70,4.112,0.035,P001,001,INR,67.75792,"",20260105,20251206,20270105,20260115,20260125,20260204,20270105,5932009135,3500342446,REF4344,34474.14
200,4578737095,C004,F,ZNB,"","",B,20230604,USER39,00050,00090,V630250,E,PT36,21,37,80,4.359,2.977,P001,002,INR,78.32615,X,20230604,20230505,20240603,20230614,20230624,20230704,20240603,2872893888,1636748478,REF5330,123392.74
100,4533459038,C001,F,NB,X,"",A,20240627,USER72,00021,00052,V252435,D,PT14,28,42,62,4.841,1.991,P001,001,INR,6.47353,X,20240627,20240528,20250627,20240707,20240717,20240727,20250627,2376598630,6535192209,REF9643,483890.24
100,4507023627,C001,K,UB,X,X,A,20240706,USER71,00021,00051,V752853,E,PT37,15,44,85,2.617,2.197,P001,004,EUR,45.04051,"",20240706,20240606,20250706,20240716,20240726,20240805,20250706,7327829435,1126679272,REF2090,130303.92
300,4581595543,C002,K,UB,X,"",B,20250514,USER81,00023,00061,V990132,F,PT57,20,33,70,2.868,0.083,P001,001,INR,20.28583,X,20250514,20250414,20260514,20250524,20250603,20250613,20260514,1636292616,4947170966,REF5676,131627.95
300,4573222797,C003,F,FO,X,"",C,20241014,USER47,00018,00043,V651417,E,PT41,9,40,60,2.044,2.71,P002,001,EUR,41.85856,"",20241014,20240914,20251014,20241024,20241103,20241113,20251014,4099948726,2759913250,REF8815,242707.83
100,4558051693,C004,F,UB,X,X,A,20250809,USER29,00016,00022,V381499,E,PT48,14,32,62,3.437,2.036,P003,003,EUR,54.43327,"",20250809,20250710,20260809,20250819,20250829,20250908,20260809,3007717618,5182221490,REF4090,309625.11
300,4505625361,C002,F,ZNB,"",X,B,20250429,USER83,00041,00062,V724878,E,PT55,20,51,66,0.046,0.457,P002,004,USD,8.70939,"",20250429,20250330,20260429,20250509,20250519,20250529,20260429,2281541762,1071877111,REF8221,417340.18
200,4571987464,C001,F,NB,X,"",C,20240331,USER18,00092,00098,V852432,F,PT46,23,53,89,0.857,2.754,P001,001,INR,12.62353,"",20240331,20240301,20250331,20240410,20240420,20240430,20250331,7047696007,4407753124,REF2158,177288.56
100,4521719103,C004,K,ZNB,"","",B,20240815,USER36,00088,00012,V238111,D,PT23,6,48,64,3.968,0.793,P003,004,USD,12.3869,"",20240815,20240716,20250815,20240825,20240904,20240914,20250815,2914881593,1126410505,REF4947,245049.86
300,4542338748,C001,F,ZNB,"","",A,20240125,USER18,00080,00082,V565632,F,PT39,4,45,84,4.007,0.393,P002,001,INR,46.07419,"",20240125,20231226,20250124,20240204,20240214,20240224,20250124,5794425374,9571560182,REF5659,471672.91
200,4583188978,C002,K,FO,"",X,A,20230616,USER2,00076,00014,V756002,D,PT33,21,33,69,2.824,0.41,P001,002,INR,79.83499,"",20230616,20230517,20240615,20230626,20230706,20230716,20240615,2074249040,4008089931,REF5435,146989.32
300,4509347912,C003,K,NB,X,X,A,20241113,USER43,00076,00085,V630047,F,PT27,28,46,60,1.622,0.604,P002,002,USD,60.60896,X,20241113,20241014,20251113,20241123,20241203,20241213,20251113,4636322255,9050527293,REF8690,146147.25
100,4577578765,C003,K,NB,"",X,A,20230723,USER71,00029,00081,V584636,D,PT10,22,32,82,2.399,1.326,P001,003,USD,65.12993,X,20230723,20230623,20240722,20230802,20230812,20230822,20240722,3259367957,5960401087,REF7701,36912.91
100,4589338940,C004,K,ZNB,X,X,B,20231129,USER92,00029,00040,V633145,D,PT30,14,47,62,3.742,1.281,P001,001,EUR,65.48717,X,20231129,20231030,20241128,20231209,20231219,20231229,20241128,2465618903,4970824606,REF6557,395903.93
200,4555185272,C001,K,NB,"","",B,20241201,USER19,00031,00040,V861458,D,PT18,28,45,80,2.193,1.707,P002,002,USD,10.52362,"",20241201,20241101,20251201,20241211,20241221,20241231,20251201,1322683578,9688261400,REF6121,433667.65
300,4596180699,C001,F,UB,X,"",A,20240827,USER80,00010,00045,V242645,E,PT13,15,57,85,2.205,2.583,P002,003,INR,15.64926,X,20240827,20240728,20250827,20240906,20240916,20240926,20250827,6460146125,3666080146,REF2099,463498.04
300,4597197151,C003,K,NB,X,"",B,20240317,USER7,00077,00094,V741698,E,PT41,20,60,73,1.008,0.746,P001,003,INR,59.6662,X,20240317,20240216,20250317,20240327,20240406,20240416,20250317,4078506634,1849028412,REF2189,132299.49
200,4544860861,C002,F,UB,"","",A,20240807,USER57,00039,00087,V771251,D,PT28,0,41,68,4.195,1.349,P002,004,INR,6.87088,X,20240807,20240708,20250807,20240817,20240827,20240906,20250807,3989625490,7794641976,REF3089,58126.37
300,4520475846,C004,K,UB,X,X,B,20260104,USER51,00029,00041,V918222,D,PT55,6,58,76,2.362,1.258,P002,004,INR,79.52681,X,20260104,20251205,20270104,20260114,20260124,20260203,20270104,3444554443,8024142941,REF8937,197875.62
300,4540124447,C004,F,UB,"","",B,20250709,USER31,00022,00015,V470976,E,PT27,12,46,74,0.834,2.542,P002,002,EUR,60.77002,X,20250709,20250609,20260709,20250719,20250729,20250808,20260709,4836220352,1901358896,REF9869,12131.94
300,4542504657,C001,F,FO,X,"",B,20240901,USER42,00044,00088,V307283,F,PT41,14,47,70,4.35,0.214,P003,001,USD,50.94662,"",20240901,20240802,20250901,20240911,20240921,20241001,20250901,3179757261,6767391280,REF4359,446173.24
