MANDT,WERKS,LGORT,LGOBE,SPART,XLONG,XBUFX,DISKZ,XBLGO,XRESS,XHUPF,PARLG,VKORG,VTWEG,VSTEL,LIFNR,KUNNR,MESBS,MESST,OIH_LICNO,OIG_ITRFL,OIB_TNKASSIGN
100,PL02,SL32,Storage Location 32,02,"","",1,"","","",SL32,SO02,01,SP07,VEND000882,CUST000682,MES_SYSTEM_02,2,LIC000382,"",""
200,PL03,SL33,Storage Location 33,03,"","",2,"",X,"",SL33,SO03,02,SP08,VEND000883,CUST000683,MES_SYSTEM_03,1,LIC000383,"",""
300,PL04,SL34,Storage Location 34,04,"","",2,"","","",SL34,SO04,03,SP09,VEND000884,CUST000684,MES_SYSTEM_04,2,LIC000384,"",""
100,PL05,SL35,Storage Location 35,05,"","",1,X,"",X,SL35,SO05,01,SP10,VEND000885,CUST000685,MES_SYSTEM_05,1,LIC000385,X,""
200,PL06,SL36,Storage Location 36,01,"","",2,"","","",SL36,SO06,02,SP11,VEND000886,CUST000686,MES_SYSTEM_06,2,LIC000386,"",X
300,PL07,SL37,Storage Location 37,02,"","",2,"","","",SL37,SO07,03,SP12,VEND000887,CUST000687,MES_SYSTEM_07,1,LIC000387,"",""
100,PL08,SL38,Storage Location 38,03,"","",1,"","","",SL38,SO08,01,SP13,VEND000888,CUST000688,MES_SYSTEM_08,2,LIC000388,"",""
200,PL09,SL39,Storage Location 39,04,"",X,2,"","","",SL39,SO09,02,SP14,VEND000889,CUST000689,MES_SYSTEM_09,1,LIC000389,X,""
300,PL10,SL40,Storage Location 40,05,"","",2,"",X,"",SL40,SO10,03,SP15,VEND000890,CUST000690,MES_SYSTEM_10,2,LIC000390,"",""
100,PL11,SL41,Storage Location 41,01,X,"",1,X,"","",SL41,SO01,01,SP01,VEND000891,CUST000691,MES_SYSTEM_11,1,LIC000391,"",X
200,PL12,SL42,Storage Location 42,02,"","",2,"","","",SL42,SO02,02,SP02,VEND000892,CUST000692,MES_SYSTEM_12,2,LIC000392,"",""
300,PL13,SL43,Storage Location 43,03,"","",2,"","","",SL43,SO03,03,SP03,VEND000893,CUST000693,MES_SYSTEM_13,1,LIC000393,X,""
100,PL14,SL44,Storage Location 44,04,"","",1,"","",X,SL44,SO04,01,SP04,VEND000894,CUST000694,MES_SYSTEM_14,2,LIC000394,"",""
200,PL15,SL45,Storage Location 45,05,"","",2,"","","",SL45,SO05,02,SP05,VEND000895,CUST000695,MES_SYSTEM_15,1,LIC000395,"",""
300,PL16,SL46,Storage Location 46,01,"","",2,"","","",SL46,SO06,03,SP06,VEND000896,CUST000696,MES_SYSTEM_16,2,LIC000396,"",X
100,PL17,SL47,Storage Location 47,02,"",X,1,X,X,"",SL47,SO07,01,SP07,VEND000897,CUST000697,MES_SYSTEM_17,1,LIC000397,X,""
200,PL18,SL48,Storage Location 48,03,"","",2,"","","",SL48,SO08,02,SP08,VEND000898,CUST000698,MES_SYSTEM_18,2,LIC000398,"",""
300,PL19,SL49,Storage Location 49,04,"","",2,"","","",SL49,SO09,03,SP09,VEND000899,CUST000699,MES_SYSTEM_19,1,LIC000399,"",""
100,PL20,SL50,Storage Location 50,05,"","",1,"","","",SL50,SO10,01,SP10,VEND000900,CUST000700,MES_SYSTEM_20,2,LIC000400,"",""
200,PL01,SL01,Storage Location 01,01,X,"",2,"","","",SL01,SO01,02,SP11,VEND000901,CUST000701,MES_SYSTEM_01,1,LIC000401,X,X
300,PL02,SL02,Storage Location 02,02,"","",2,"","","",SL02,SO02,03,SP12,VEND000902,CUST000702,MES_SYSTEM_02,2,LIC000402,"",""
100,PL03,SL03,Storage Location 03,03,"","",1,X,"",X,SL03,SO03,01,SP13,VEND000903,CUST000703,MES_SYSTEM_03,1,LIC000403,"",""
200,PL04,SL04,Storage Location 04,04,"","",2,"",X,"",SL04,SO04,02,SP14,VEND000904,CUST000704,MES_SYSTEM_04,2,LIC000404,"",""
300,PL05,SL05,Storage Location 05,05,"",X,2,"","","",SL05,SO05,03,SP15,VEND000905,CUST000705,MES_SYSTEM_05,1,LIC000405,X,""
100,PL06,SL06,Storage Location 06,01,"","",1,"","","",SL06,SO06,01,SP01,VEND000906,CUST000706,MES_SYSTEM_06,2,LIC000406,"",X
200,PL07,SL07,Storage Location 07,02,"","",2,"","","",SL07,SO07,02,SP02,VEND000907,CUST000707,MES_SYSTEM_07,1,LIC000407,"",""
300,PL08,SL08,Storage Location 08,03,"","",2,"","","",SL08,SO08,03,SP03,VEND000908,CUST000708,MES_SYSTEM_08,2,LIC000408,"",""
100,PL09,SL09,Storage Location 09,04,"","",1,X,"","",SL09,SO09,01,SP04,VEND000909,CUST000709,MES_SYSTEM_09,1,LIC000409,X,""
200,PL10,SL10,Storage Location 10,05,"","",2,"","","",SL10,SO10,02,SP05,VEND000910,CUST000710,MES_SYSTEM_10,2,LIC000410,"",""
300,PL11,SL11,Storage Location 11,01,X,"",2,"",X,"",SL11,SO01,03,SP06,VEND000911,CUST000711,MES_SYSTEM_11,1,LIC000411,"",X
100,PL12,SL12,Storage Location 12,02,"","",1,"","",X,SL12,SO02,01,SP07,VEND000912,CUST000712,MES_SYSTEM_12,2,LIC000412,"",""
200,PL13,SL13,Storage Location 13,03,"",X,2,"","","",SL13,SO03,02,SP08,VEND000913,CUST000713,MES_SYSTEM_13,1,LIC000413,X,""
300,PL14,SL14,Storage Location 14,04,"","",2,"","","",SL14,SO04,03,SP09,VEND000914,CUST000714,MES_SYSTEM_14,2,LIC000414,"",""
100,PL15,SL15,Storage Location 15,05,"","",1,X,"","",SL15,SO05,01,SP10,VEND000915,CUST000715,MES_SYSTEM_15,1,LIC000415,"",""
200,PL16,SL16,Storage Location 16,01,"","",2,"","","",SL16,SO06,02,SP11,VEND000916,CUST000716,MES_SYSTEM_16,2,LIC000416,"",X
300,PL17,SL17,Storage Location 17,02,"","",2,"","","",SL17,SO07,03,SP12,VEND000917,CUST000717,MES_SYSTEM_17,1,LIC000417,X,""
100,PL18,SL18,Storage Location 18,03,"","",1,"",X,"",SL18,SO08,01,SP13,VEND000918,CUST000718,MES_SYSTEM_18,2,LIC000418,"",""
200,PL19,SL19,Storage Location 19,04,"","",2,"","","",SL19,SO09,02,SP14,VEND000919,CUST000719,MES_SYSTEM_19,1,LIC000419,"",""
300,PL20,SL20,Storage Location 20,05,"","",2,"","","",SL20,SO10,03,SP15,VEND000920,CUST000720,MES_SYSTEM_20,2,LIC000420,"",""
100,PL01,SL21,Storage Location 21,01,X,X,1,X,"",X,SL21,SO01,01,SP01,VEND000921,CUST000721,MES_SYSTEM_01,1,LIC000421,X,X
200,PL02,SL22,Storage Location 22,02,"","",2,"","","",SL22,SO02,02,SP02,VEND000922,CUST000722,MES_SYSTEM_02,2,LIC000422,"",""
300,PL03,SL23,Storage Location 23,03,"","",2,"","","",SL23,SO03,03,SP03,VEND000923,CUST000723,MES_SYSTEM_03,1,LIC000423,"",""
100,PL04,SL24,Storage Location 24,04,"","",1,"","","",SL24,SO04,01,SP04,VEND000924,CUST000724,MES_SYSTEM_04,2,LIC000424,"",""
200,PL05,SL25,Storage Location 25,05,"","",2,"",X,"",SL25,SO05,02,SP05,VEND000925,CUST000725,MES_SYSTEM_05,1,LIC000425,X,""
300,PL06,SL26,Storage Location 26,01,"","",2,"","","",SL26,SO06,03,SP06,VEND000926,CUST000726,MES_SYSTEM_06,2,LIC000426,"",X
100,PL07,SL27,Storage Location 27,02,"","",1,X,"","",SL27,SO07,01,SP07,VEND000927,CUST000727,MES_SYSTEM_07,1,LIC000427,"",""
200,PL08,SL28,Storage Location 28,03,"","",2,"","","",SL28,SO08,02,SP08,VEND000928,CUST000728,MES_SYSTEM_08,2,LIC000428,"",""
300,PL09,SL29,Storage Location 29,04,"",X,2,"","","",SL29,SO09,03,SP09,VEND000929,CUST000729,MES_SYSTEM_09,1,LIC000429,X,""
100,PL10,SL30,Storage Location 30,05,"","",1,"","",X,SL30,SO10,01,SP10,VEND000930,CUST000730,MES_SYSTEM_10,2,LIC000430,"",""
200,PL11,SL31,Storage Location 31,01,X,"",2,"","","",SL31,SO01,02,SP11,VEND000931,CUST000731,MES_SYSTEM_11,1,LIC000431,"",X
300,PL12,SL32,Storage Location 32,02,"","",2,"",X,"",SL32,SO02,03,SP12,VEND000932,CUST000732,MES_SYSTEM_12,2,LIC000432,"",""
100,PL13,SL33,Storage Location 33,03,"","",1,X,"","",SL33,SO03,01,SP13,VEND000933,CUST000733,MES_SYSTEM_13,1,LIC000433,X,""
200,PL14,SL34,Storage Location 34,04,"","",2,"","","",SL34,SO04,02,SP14,VEND000934,CUST000734,MES_SYSTEM_14,2,LIC000434,"",""
300,PL15,SL35,Storage Location 35,05,"","",2,"","","",SL35,SO05,03,SP15,VEND000935,CUST000735,MES_SYSTEM_15,1,LIC000435,"",""
100,PL16,SL36,Storage Location 36,01,"","",1,"","","",SL36,SO06,01,SP01,VEND000936,CUST000736,MES_SYSTEM_16,2,LIC000436,"",X
200,PL17,SL37,Storage Location 37,02,"",X,2,"","","",SL37,SO07,02,SP02,VEND000937,CUST000737,MES_SYSTEM_17,1,LIC000437,X,""
300,PL18,SL38,Storage Location 38,03,"","",2,"","","",SL38,SO08,03,SP03,VEND000938,CUST000738,MES_SYSTEM_18,2,LIC000438,"",""
100,PL19,SL39,Storage Location 39,04,"","",1,X,X,X,SL39,SO09,01,SP04,VEND000939,CUST000739,MES_SYSTEM_19,1,LIC000439,"",""
200,PL20,SL40,Storage Location 40,05,"","",2,"","","",SL40,SO10,02,SP05,VEND000940,CUST000740,MES_SYSTEM_20,2,LIC000440,"",""
300,PL01,SL41,Storage Location 41,01,X,"",2,"","","",SL41,SO01,03,SP06,VEND000941,CUST000741,MES_SYSTEM_01,1,LIC000441,X,X
100,PL02,SL42,Storage Location 42,02,"","",1,"","","",SL42,SO02,01,SP07,VEND000942,CUST000742,MES_SYSTEM_02,2,LIC000442,"",""
200,PL03,SL43,Storage Location 43,03,"","",2,"","","",SL43,SO03,02,SP08,VEND000943,CUST000743,MES_SYSTEM_03,1,LIC000443,"",""
300,PL04,SL44,Storage Location 44,04,"","",2,"","","",SL44,SO04,03,SP09,VEND000944,CUST000744,MES_SYSTEM_04,2,LIC000444,"",""
100,PL05,SL45,Storage Location 45,05,"",X,1,X,"","",SL45,SO05,01,SP10,VEND000945,CUST000745,MES_SYSTEM_05,1,LIC000445,X,""
200,PL06,SL46,Storage Location 46,01,"","",2,"",X,"",SL46,SO06,02,SP11,VEND000946,CUST000746,MES_SYSTEM_06,2,LIC000446,"",X
300,PL07,SL47,Storage Location 47,02,"","",2,"","","",SL47,SO07,03,SP12,VEND000947,CUST000747,MES_SYSTEM_07,1,LIC000447,"",""
100,PL08,SL48,Storage Location 48,03,"","",1,"","",X,SL48,SO08,01,SP13,VEND000948,CUST000748,MES_SYSTEM_08,2,LIC000448,"",""
200,PL09,SL49,Storage Location 49,04,"","",2,"","","",SL49,SO09,02,SP14,VEND000949,CUST000749,MES_SYSTEM_09,1,LIC000449,X,""
300,PL10,SL50,Storage Location 50,05,"","",2,"","","",SL50,SO10,03,SP15,VEND000950,CUST000750,MES_SYSTEM_10,2,LIC000450,"",""
100,PL11,SL01,Storage Location 01,01,X,"",1,X,"","",SL01,SO01,01,SP01,VEND000951,CUST000751,MES_SYSTEM_11,1,LIC000451,"",X
200,PL12,SL02,Storage Location 02,02,"","",2,"","","",SL02,SO02,02,SP02,VEND000952,CUST000752,MES_SYSTEM_12,2,LIC000452,"",""
300,PL13,SL03,Storage Location 03,03,"",X,2,"",X,"",SL03,SO03,03,SP03,VEND000953,CUST000753,MES_SYSTEM_13,1,LIC000453,X,""
100,PL14,SL04,Storage Location 04,04,"","",1,"","","",SL04,SO04,01,SP04,VEND000954,CUST000754,MES_SYSTEM_14,2,LIC000454,"",""
200,PL15,SL05,Storage Location 05,05,"","",2,"","","",SL05,SO05,02,SP05,VEND000955,CUST000755,MES_SYSTEM_15,1,LIC000455,"",""
300,PL16,SL06,Storage Location 06,01,"","",2,"","","",SL06,SO06,03,SP06,VEND000956,CUST000756,MES_SYSTEM_16,2,LIC000456,"",X
100,PL17,SL07,Storage Location 07,02,"","",1,X,"",X,SL07,SO07,01,SP07,VEND000957,CUST000757,MES_SYSTEM_17,1,LIC000457,X,""
200,PL18,SL08,Storage Location 08,03,"","",2,"","","",SL08,SO08,02,SP08,VEND000958,CUST000758,MES_SYSTEM_18,2,LIC000458,"",""
300,PL19,SL09,Storage Location 09,04,"","",2,"","","",SL09,SO09,03,SP09,VEND000959,CUST000759,MES_SYSTEM_19,1,LIC000459,"",""
100,PL20,SL10,Storage Location 10,05,"","",1,"",X,"",SL10,SO10,01,SP10,VEND000960,CUST000760,MES_SYSTEM_20,2,LIC000460,"",""
200,PL01,SL11,Storage Location 11,01,X,X,2,"","","",SL11,SO01,02,SP11,VEND000961,CUST000761,MES_SYSTEM_01,1,LIC000461,X,X
300,PL02,SL12,Storage Location 12,02,"","",2,"","","",SL12,SO02,03,SP12,VEND000962,CUST000762,MES_SYSTEM_02,2,LIC000462,"",""
100,PL03,SL13,Storage Location 13,03,"","",1,X,"","",SL13,SO03,01,SP13,VEND000963,CUST000763,MES_SYSTEM_03,1,LIC000463,"",""
200,PL04,SL14,Storage Location 14,04,"","",2,"","","",SL14,SO04,02,SP14,VEND000964,CUST000764,MES_SYSTEM_04,2,LIC000464,"",""
300,PL05,SL15,Storage Location 15,05,"","",2,"","","",SL15,SO05,03,SP15,VEND000965,CUST000765,MES_SYSTEM_05,1,LIC000465,X,""
100,PL06,SL16,Storage Location 16,01,"","",1,"","",X,SL16,SO06,01,SP01,VEND000966,CUST000766,MES_SYSTEM_06,2,LIC000466,"",X
200,PL07,SL17,Storage Location 17,02,"","",2,"",X,"",SL17,SO07,02,SP02,VEND000967,CUST000767,MES_SYSTEM_07,1,LIC000467,"",""
300,PL08,SL18,Storage Location 18,03,"","",2,"","","",SL18,SO08,03,SP03,VEND000968,CUST000768,MES_SYSTEM_08,2,LIC000468,"",""
100,PL09,SL19,Storage Location 19,04,"",X,1,X,"","",SL19,SO09,01,SP04,VEND000969,CUST000769,MES_SYSTEM_09,1,LIC000469,X,""
200,PL10,SL20,Storage Location 20,05,"","",2,"","","",SL20,SO10,02,SP05,VEND000970,CUST000770,MES_SYSTEM_10,2,LIC000470,"",""
300,PL11,SL21,Storage Location 21,01,X,"",2,"","","",SL21,SO01,03,SP06,VEND000971,CUST000771,MES_SYSTEM_11,1,LIC000471,"",X
100,PL12,SL22,Storage Location 22,02,"","",1,"","","",SL22,SO02,01,SP07,VEND000972,CUST000772,MES_SYSTEM_12,2,LIC000472,"",""
200,PL13,SL23,Storage Location 23,03,"","",2,"","","",SL23,SO03,02,SP08,VEND000973,CUST000773,MES_SYSTEM_13,1,LIC000473,X,""
300,PL14,SL24,Storage Location 24,04,"","",2,"",X,"",SL24,SO04,03,SP09,VEND000974,CUST000774,MES_SYSTEM_14,2,LIC000474,"",""
100,PL15,SL25,Storage Location 25,05,"","",1,X,"",X,SL25,SO05,01,SP10,VEND000975,CUST000775,MES_SYSTEM_15,1,LIC000475,"",""
200,PL16,SL26,Storage Location 26,01,"","",2,"","","",SL26,SO06,02,SP11,VEND000976,CUST000776,MES_SYSTEM_16,2,LIC000476,"",X
300,PL17,SL27,Storage Location 27,02,"",X,2,"","","",SL27,SO07,03,SP12,VEND000977,CUST000777,MES_SYSTEM_17,1,LIC000477,X,""
100,PL18,SL28,Storage Location 28,03,"","",1,"","","",SL28,SO08,01,SP13,VEND000978,CUST000778,MES_SYSTEM_18,2,LIC000478,"",""
200,PL19,SL29,Storage Location 29,04,"","",2,"","","",SL29,SO09,02,SP14,VEND000979,CUST000779,MES_SYSTEM_19,1,LIC000479,"",""
300,PL20,SL30,Storage Location 30,05,"","",2,"","","",SL30,SO10,03,SP15,VEND000980,CUST000780,MES_SYSTEM_20,2,LIC000480,"",""
100,PL01,SL31,Storage Location 31,01,X,"",1,X,X,"",SL31,SO01,01,SP01,VEND000981,CUST000781,MES_SYSTEM_01,1,LIC000481,X,X
200,PL02,SL32,Storage Location 32,02,"","",2,"","","",SL32,SO02,02,SP02,VEND000982,CUST000782,MES_SYSTEM_02,2,LIC000482,"",""
300,PL03,SL33,Storage Location 33,03,"","",2,"","","",SL33,SO03,03,SP03,VEND000983,CUST000783,MES_SYSTEM_03,1,LIC000483,"",""
100,PL04,SL34,Storage Location 34,04,"","",1,"","",X,SL34,SO04,01,SP04,VEND000984,CUST000784,MES_SYSTEM_04,2,LIC000484,"",""
200,PL05,SL35,Storage Location 35,05,"",X,2,"","","",SL35,SO05,02,SP05,VEND000985,CUST000785,MES_SYSTEM_05,1,LIC000485,X,""
300,PL06,SL36,Storage Location 36,01,"","",2,"","","",SL36,SO06,03,SP06,VEND000986,CUST000786,MES_SYSTEM_06,2,LIC000486,"",X
100,PL07,SL37,Storage Location 37,02,"","",1,X,"","",SL37,SO07,01,SP07,VEND000987,CUST000787,MES_SYSTEM_07,1,LIC000487,"",""
200,PL08,SL38,Storage Location 38,03,"","",2,"",X,"",SL38,SO08,02,SP08,VEND000988,CUST000788,MES_SYSTEM_08,2,LIC000488,"",""
300,PL09,SL39,Storage Location 39,04,"","",2,"","","",SL39,SO09,03,SP09,VEND000989,CUST000789,MES_SYSTEM_09,1,LIC000489,X,""
100,PL10,SL40,Storage Location 40,05,"","",1,"","","",SL40,SO10,01,SP10,VEND000990,CUST000790,MES_SYSTEM_10,2,LIC000490,"",""
200,PL11,SL41,Storage Location 41,01,X,"",2,"","","",SL41,SO01,02,SP11,VEND000991,CUST000791,MES_SYSTEM_11,1,LIC000491,"",X
300,PL12,SL42,Storage Location 42,02,"","",2,"","","",SL42,SO02,03,SP12,VEND000992,CUST000792,MES_SYSTEM_12,2,LIC000492,"",""
100,PL13,SL43,Storage Location 43,03,"",X,1,X,"",X,SL43,SO03,01,SP13,VEND000993,CUST000793,MES_SYSTEM_13,1,LIC000493,X,""
200,PL14,SL44,Storage Location 44,04,"","",2,"","","",SL44,SO04,02,SP14,VEND000994,CUST000794,MES_SYSTEM_14,2,LIC000494,"",""
300,PL15,SL45,Storage Location 45,05,"","",2,"",X,"",SL45,SO05,03,SP15,VEND000995,CUST000795,MES_SYSTEM_15,1,LIC000495,"",""
100,PL16,SL46,Storage Location 46,01,"","",1,"","","",SL46,SO06,01,SP01,VEND000996,CUST000796,MES_SYSTEM_16,2,LIC000496,"",X
200,PL17,SL47,Storage Location 47,02,"","",2,"","","",SL47,SO07,02,SP02,VEND000997,CUST000797,MES_SYSTEM_17,1,LIC000497,X,""
300,PL18,SL48,Storage Location 48,03,"","",2,"","","",SL48,SO08,03,SP03,VEND000998,CUST000798,MES_SYSTEM_18,2,LIC000498,"",""
100,PL19,SL49,Storage Location 49,04,"","",1,X,"","",SL49,SO09,01,SP04,VEND000999,CUST000799,MES_SYSTEM_19,1,LIC000499,"",""
200,PL20,SL50,Storage Location 50,05,"","",2,"","","",SL50,SO10,02,SP05,VEND001000,CUST000800,MES_SYSTEM_20,2,LIC000500,"",""
300,PL01,SL01,Storage Location 01,01,X,X,2,"","","",SL01,SO01,03,SP06,VEND000001,CUST000001,MES_SYSTEM_01,1,LIC000001,X,X
100,PL02,SL02,Storage Location 02,02,"","",1,"",X,X,SL02,SO02,01,SP07,VEND000002,CUST000002,MES_SYSTEM_02,2,LIC000002,"",""
200,PL03,SL03,Storage Location 03,03,"","",2,"","","",SL03,SO03,02,SP08,VEND000003,CUST000003,MES_SYSTEM_03,1,LIC000003,"",""
300,PL04,SL04,Storage Location 04,04,"","",2,"","","",SL04,SO04,03,SP09,VEND000004,CUST000004,MES_SYSTEM_04,2,LIC000004,"",""
100,PL05,SL05,Storage Location 05,05,"","",1,X,"","",SL05,SO05,01,SP10,VEND000005,CUST000005,MES_SYSTEM_05,1,LIC000005,X,""
200,PL06,SL06,Storage Location 06,01,"","",2,"","","",SL06,SO06,02,SP11,VEND000006,CUST000006,MES_SYSTEM_06,2,LIC000006,"",X
300,PL07,SL07,Storage Location 07,02,"","",2,"","","",SL07,SO07,03,SP12,VEND000007,CUST000007,MES_SYSTEM_07,1,LIC000007,"",""
100,PL08,SL08,Storage Location 08,03,"","",1,"","","",SL08,SO08,01,SP13,VEND000008,CUST000008,MES_SYSTEM_08,2,LIC000008,"",""
200,PL09,SL09,Storage Location 09,04,"",X,2,"",X,"",SL09,SO09,02,SP14,VEND000009,CUST000009,MES_SYSTEM_09,1,LIC000009,X,""
300,PL10,SL10,Storage Location 10,05,"","",2,"","","",SL10,SO10,03,SP15,VEND000010,CUST000010,MES_SYSTEM_10,2,LIC000010,"",""
100,PL11,SL11,Storage Location 11,01,X,"",1,X,"",X,SL11,SO01,01,SP01,VEND000011,CUST000011,MES_SYSTEM_11,1,LIC000011,"",X
200,PL12,SL12,Storage Location 12,02,"","",2,"","","",SL12,SO02,02,SP02,VEND000012,CUST000012,MES_SYSTEM_12,2,LIC000012,"",""
300,PL13,SL13,Storage Location 13,03,"","",2,"","","",SL13,SO03,03,SP03,VEND000013,CUST000013,MES_SYSTEM_13,1,LIC000013,X,""
100,PL14,SL14,Storage Location 14,04,"","",1,"","","",SL14,SO04,01,SP04,VEND000014,CUST000014,MES_SYSTEM_14,2,LIC000014,"",""
200,PL15,SL15,Storage Location 15,05,"","",2,"","","",SL15,SO05,02,SP05,VEND000015,CUST000015,MES_SYSTEM_15,1,LIC000015,"",""
300,PL16,SL16,Storage Location 16,01,"","",2,"",X,"",SL16,SO06,03,SP06,VEND000016,CUST000016,MES_SYSTEM_16,2,LIC000016,"",X
100,PL17,SL17,Storage Location 17,02,"",X,1,X,"","",SL17,SO07,01,SP07,VEND000017,CUST000017,MES_SYSTEM_17,1,LIC000017,X,""
200,PL18,SL18,Storage Location 18,03,"","",2,"","","",SL18,SO08,02,SP08,VEND000018,CUST000018,MES_SYSTEM_18,2,LIC000018,"",""
300,PL19,SL19,Storage Location 19,04,"","",2,"","","",SL19,SO09,03,SP09,VEND000019,CUST000019,MES_SYSTEM_19,1,LIC000019,"",""
100,PL20,SL20,Storage Location 20,05,"","",1,"","",X,SL20,SO10,01,SP10,VEND000020,CUST000020,MES_SYSTEM_20,2,LIC000020,"",""
200,PL01,SL21,Storage Location 21,01,X,"",2,"","","",SL21,SO01,02,SP11,VEND000021,CUST000021,MES_SYSTEM_01,1,LIC000021,X,X
300,PL02,SL22,Storage Location 22,02,"","",2,"","","",SL22,SO02,03,SP12,VEND000022,CUST000022,MES_SYSTEM_02,2,LIC000022,"",""
100,PL03,SL23,Storage Location 23,03,"","",1,X,X,"",SL23,SO03,01,SP13,VEND000023,CUST000023,MES_SYSTEM_03,1,LIC000023,"",""
200,PL04,SL24,Storage Location 24,04,"","",2,"","","",SL24,SO04,02,SP14,VEND000024,CUST000024,MES_SYSTEM_04,2,LIC000024,"",""
300,PL05,SL25,Storage Location 25,05,"",X,2,"","","",SL25,SO05,03,SP15,VEND000025,CUST000025,MES_SYSTEM_05,1,LIC000025,X,""
100,PL06,SL26,Storage Location 26,01,"","",1,"","","",SL26,SO06,01,SP01,VEND000026,CUST000026,MES_SYSTEM_06,2,LIC000026,"",X
200,PL07,SL27,Storage Location 27,02,"","",2,"","","",SL27,SO07,02,SP02,VEND000027,CUST000027,MES_SYSTEM_07,1,LIC000027,"",""
300,PL08,SL28,Storage Location 28,03,"","",2,"","","",SL28,SO08,03,SP03,VEND000028,CUST000028,MES_SYSTEM_08,2,LIC000028,"",""
100,PL09,SL29,Storage Location 29,04,"","",1,X,"",X,SL29,SO09,01,SP04,VEND000029,CUST000029,MES_SYSTEM_09,1,LIC000029,X,""
200,PL10,SL30,Storage Location 30,05,"","",2,"",X,"",SL30,SO10,02,SP05,VEND000030,CUST000030,MES_SYSTEM_10,2,LIC000030,"",""
300,PL11,SL31,Storage Location 31,01,X,"",2,"","","",SL31,SO01,03,SP06,VEND000031,CUST000031,MES_SYSTEM_11,1,LIC000031,"",X
100,PL12,SL32,Storage Location 32,02,"","",1,"","","",SL32,SO02,01,SP07,VEND000032,CUST000032,MES_SYSTEM_12,2,LIC000032,"",""
200,PL13,SL33,Storage Location 33,03,"",X,2,"","","",SL33,SO03,02,SP08,VEND000033,CUST000033,MES_SYSTEM_13,1,LIC000033,X,""
300,PL14,SL34,Storage Location 34,04,"","",2,"","","",SL34,SO04,03,SP09,VEND000034,CUST000034,MES_SYSTEM_14,2,LIC000034,"",""
100,PL15,SL35,Storage Location 35,05,"","",1,X,"","",SL35,SO05,01,SP10,VEND000035,CUST000035,MES_SYSTEM_15,1,LIC000035,"",""
200,PL16,SL36,Storage Location 36,01,"","",2,"","","",SL36,SO06,02,SP11,VEND000036,CUST000036,MES_SYSTEM_16,2,LIC000036,"",X
300,PL17,SL37,Storage Location 37,02,"","",2,"",X,"",SL37,SO07,03,SP12,VEND000037,CUST000037,MES_SYSTEM_17,1,LIC000037,X,""
100,PL18,SL38,Storage Location 38,03,"","",1,"","",X,SL38,SO08,01,SP13,VEND000038,CUST000038,MES_SYSTEM_18,2,LIC000038,"",""
200,PL19,SL39,Storage Location 39,04,"","",2,"","","",SL39,SO09,02,SP14,VEND000039,CUST000039,MES_SYSTEM_19,1,LIC000039,"",""
300,PL20,SL40,Storage Location 40,05,"","",2,"","","",SL40,SO10,03,SP15,VEND000040,CUST000040,MES_SYSTEM_20,2,LIC000040,"",""
100,PL01,SL41,Storage Location 41,01,X,X,1,X,"","",SL41,SO01,01,SP01,VEND000041,CUST000041,MES_SYSTEM_01,1,LIC000041,X,X
200,PL02,SL42,Storage Location 42,02,"","",2,"","","",SL42,SO02,02,SP02,VEND000042,CUST000042,MES_SYSTEM_02,2,LIC000042,"",""
300,PL03,SL43,Storage Location 43,03,"","",2,"","","",SL43,SO03,03,SP03,VEND000043,CUST000043,MES_SYSTEM_03,1,LIC000043,"",""
100,PL04,SL44,Storage Location 44,04,"","",1,"",X,"",SL44,SO04,01,SP04,VEND000044,CUST000044,MES_SYSTEM_04,2,LIC000044,"",""
200,PL05,SL45,Storage Location 45,05,"","",2,"","","",SL45,SO05,02,SP05,VEND000045,CUST000045,MES_SYSTEM_05,1,LIC000045,X,""
300,PL06,SL46,Storage Location 46,01,"","",2,"","","",SL46,SO06,03,SP06,VEND000046,CUST000046,MES_SYSTEM_06,2,LIC000046,"",X
100,PL07,SL47,Storage Location 47,02,"","",1,X,"",X,SL47,SO07,01,SP07,VEND000047,CUST000047,MES_SYSTEM_07,1,LIC000047,"",""
200,PL08,SL48,Storage Location 48,03,"","",2,"","","",SL48,SO08,02,SP08,VEND000048,CUST000048,MES_SYSTEM_08,2,LIC000048,"",""
300,PL09,SL49,Storage Location 49,04,"",X,2,"","","",SL49,SO09,03,SP09,VEND000049,CUST000049,MES_SYSTEM_09,1,LIC000049,X,""
100,PL10,SL50,Storage Location 50,05,"","",1,"","","",SL50,SO10,01,SP10,VEND000050,CUST000050,MES_SYSTEM_10,2,LIC000050,"",""
200,PL11,SL01,Storage Location 01,01,X,"",2,"",X,"",SL01,SO01,02,SP11,VEND000051,CUST000051,MES_SYSTEM_11,1,LIC000051,"",X
300,PL12,SL02,Storage Location 02,02,"","",2,"","","",SL02,SO02,03,SP12,VEND000052,CUST000052,MES_SYSTEM_12,2,LIC000052,"",""
100,PL13,SL03,Storage Location 03,03,"","",1,X,"","",SL03,SO03,01,SP13,VEND000053,CUST000053,MES_SYSTEM_13,1,LIC000053,X,""
200,PL14,SL04,Storage Location 04,04,"","",2,"","","",SL04,SO04,02,SP14,VEND000054,CUST000054,MES_SYSTEM_14,2,LIC000054,"",""
