AENAM,BISMT,BREIT,BRGEW,BSTME,DATAB,EAN11,ERNAM,ERSDA,GEWEI,HERKL,HOEHE,KZKFG,LAEDA,LAENG,LIQDT,LVORM,MANDT,MATKL,MATNR,MBRSH,MEINS,MFRNR,MSTAE,MSTDE,MTART,NTGEW,PRDHA,PSTAT,QMPUR,SPART,VOLEH,VOLUM,VPSTA,XCHPF
omcintosh,300205182242893461,60.84,427.433,M,20250320,7476779689163,colehughes,20211209,KG,US,26.544,X,20231109,54.351,20220822,"",100,965450501,376854844710665624,M,KG,1000000441,02,20250128,ROH,397.842,144306367871178366,K,"",03,M3,0.088,K,""
hernandezmor,802547708250494060,50.931,56.542,KG,20210324,7626761799653,michellemill,20230817,KG,IN,74.442,"",20220926,80.012,20210308,"",100,132666096,321515428374599384,A,EA,1000000248,02,20230119,HAWA,47.085,614401652378864449,K,"",02,M3,0.303,K,X
imeyers,249999216141782496,18.914,37.644,EA,20221125,4433286642859,borozco,20220109,KG,US,28.585,"",20260209,60.912,20200901,"",100,436070316,434101763993609770,M,KG,1000000084,02,20251220,ROH,29.125,781380214942860837,K,X,02,M3,0.033,K,""
thampton,799343069323457073,60.369,388.826,KG,20221111,4613193985084,jonathan15,20250831,KG,IN,21.686,"",20210404,14.278,20221015,"",100,139598610,606913314334916017,A,EA,1000000451,02,20230306,ROH,368.111,336077227987504916,K,"",03,M3,0.019,K,X
kevintate,952890148230638656,88.466,438.548,M,20220219,9240201549953,kristinacamp,20250715,KG,IN,68.628,X,20220712,35.142,20221030,"",100,452261041,817003456021645539,C,L,1000000115,01,20250624,ROH,348.699,901570837011495146,K,X,01,M3,0.213,K,X
cunninghampa,205488209537119448,40.362,320.299,M,20240526,3488889982982,vfarmer,20231206,KG,DE,59.809,X,20251212,7.765,20240206,"",100,115797020,728233640336290558,A,EA,1000000291,02,20250601,FERT,262.835,310635226755414067,K,X,03,M3,0.019,K,X
kellyflores,690249287385146218,2.753,219.393,M,20231218,6160242210439,weaverjamie,20200823,KG,CN,46.719,"",20230924,78.764,20210220,"",100,747814723,606618369540361434,C,M,1000000237,02,20240312,ROH,192.214,126552314292064620,K,X,02,M3,0.01,K,""
dixonanne,123650829158749598,8.995,281.988,M,20220115,4197827608706,pricestephan,20221208,KG,CN,32.548,"",20210827,38.825,20231025,"",100,347110948,174570278942883022,A,KG,1000000043,02,20230727,HAWA,230.633,661365750536556434,K,"",01,M3,0.011,K,""
christophers,938936845803811880,2.096,175.823,EA,20220330,6691794823518,taylorjames,20221212,KG,IN,46.58,X,20240202,51.238,20241204,"",100,640402368,154707331999643926,M,L,1000000316,02,20220719,FERT,150.558,803859746760007220,K,"",01,M3,0.005,K,X
josemcneil,886541581518397879,54.097,346.118,KG,20210501,9803021689466,kim71,20201201,KG,DE,82.582,"",20230127,52.28,20230313,"",100,260382242,605623509658955290,A,M,1000000480,02,20240508,HAWA,257.049,608891517433037802,K,X,01,M3,0.234,K,X
rpearson,173587581480252875,54.284,455.054,L,20220310,8614441017813,david35,20220914,KG,US,71.579,"",20250109,54.53,20240622,"",100,301402021,795111874335370905,C,M,1000000241,01,20201125,HALB,394.414,194969481447773800,K,X,03,M3,0.212,K,""
catherinewal,847729180553778752,16.589,143.528,L,20220831,5929324806950,melinda16,20201121,KG,CN,36.245,X,20230712,11.112,20210513,"",100,460490649,132545929421431002,A,KG,1000000217,01,20220915,ROH,101.688,568814996933642103,K,X,02,M3,0.007,K,X
matthew66,302544603702158648,29.144,497.109,M,20231013,1081532207736,sdavis,20211207,KG,CN,63.641,"",20240815,89.246,20211101,"",100,527316716,623867157753696009,C,EA,1000000216,01,20220904,ROH,375.456,106909989053271821,K,X,02,M3,0.166,K,""
qanderson,600040832518623628,14.471,459.1,EA,20200908,7713339318377,randall67,20220215,KG,DE,26.531,X,20230414,58.159,20220511,"",100,239043677,907884501693071797,C,L,1000000283,03,20250709,HAWA,322.271,753477423462260575,K,"",03,M3,0.022,K,""
blake45,926051308698087271,73.387,151.451,M,20260129,4058218042599,codybaker,20200915,KG,US,48.184,X,20201221,27.013,20230513,"",100,395979359,133108131996966012,A,L,1000000055,03,20250228,HALB,142.047,919330314036354704,K,X,02,M3,0.096,K,""
kylepeck,603549688122571547,8.391,431.201,KG,20210921,1621321397528,samuelbush,20231211,KG,IN,61.626,X,20231024,41.694,20210514,"",100,971136934,540226916423936588,C,EA,1000000349,01,20220519,ROH,378.461,450122757675708630,K,"",01,M3,0.022,K,X
jeffreywhite,821476002392949128,73.44,45.771,KG,20231217,9637156355989,morenomorgan,20221031,KG,CN,45.276,"",20250814,57.934,20201221,"",100,678924142,740764286615548569,M,M,1000000178,02,20220528,FERT,41.021,129077874316938038,K,"",03,M3,0.193,K,""
andreafoster,421967219929364099,97.058,457.7,EA,20210707,5441922857897,nallison,20240602,KG,IN,90.963,"",20231125,76.447,20220619,"",100,533825093,211390319074068984,C,KG,1000000262,01,20220525,HAWA,368.649,878471821526786192,K,"",01,M3,0.675,K,""
lisa24,593573229992108507,61.875,29.452,EA,20210921,5478954927458,jacobhoward,20250523,KG,IN,83.22,"",20210519,62.798,20201212,"",100,644530791,524921303529887454,M,M,1000000369,02,20220926,HAWA,24.483,401496124952688861,K,X,02,M3,0.323,K,""
brandon13,500332979458146326,86.052,129.265,KG,20231111,3574352964629,greenjenna,20230821,KG,DE,67.254,"",20240722,97.821,20250101,"",100,607574281,525389845718666322,C,L,1000000432,03,20240520,FERT,107.6,684958481159991056,K,X,02,M3,0.566,K,""
peter93,274925482464776503,42.607,196.843,EA,20251213,7133633067518,danaduran,20241003,KG,DE,86.996,X,20250505,39.046,20201201,"",100,768547696,749953111492102645,A,M,1000000452,02,20210430,HAWA,155.652,408487110969123219,K,"",03,M3,0.145,K,X
stonechristo,285301458840778980,22.594,338.062,EA,20230310,5608187186005,josephwashin,20250617,KG,IN,40.55,"",20250422,80.092,20210701,"",100,345029252,615379022188928315,M,L,1000000117,03,20241231,FERT,270.657,233604131586673552,K,"",02,M3,0.073,K,""
watkinschris,736986487947934515,40.081,333.034,L,20251215,2371105965539,jonathan10,20241002,KG,IN,43.456,X,20210512,84.264,20250804,"",100,840917691,998752849317832430,A,KG,1000000229,01,20220908,HALB,268.28,665997728165862878,K,X,01,M3,0.147,K,""
uschultz,108865635226347115,96.772,145.954,M,20250519,9187070392850,lisajones,20241205,KG,IN,42.148,X,20210622,74.815,20220112,"",100,534459933,719871231486555936,A,M,1000000273,03,20240329,FERT,120.283,147484105846812680,K,X,01,M3,0.305,K,""
karensmith,234462311446758372,87.829,252.28,L,20230128,7324031970704,kimberly99,20211115,KG,DE,8.215,X,20201026,23.906,20220307,"",100,678924142,194096587842028173,M,L,1000000437,02,20220524,ROH,195.382,597187360653435687,K,"",01,M3,0.017,K,""
xwilson,610176703740559052,3.393,93.315,L,20210407,3638848113474,pamela03,20240114,KG,DE,7.161,X,20231104,41.609,20221117,"",100,273599279,449923645697224794,M,L,1000000034,03,20240410,HAWA,86.211,286927652552253589,K,"",02,M3,0.001,K,X
montessarah,398609781452866560,87.654,203.072,EA,20240422,3959047388268,catherinemcb,20251223,KG,CN,49.043,"",20250715,30.542,20230914,"",100,534459933,178618797835316865,M,KG,1000000056,02,20240429,FERT,148.643,648624187920756603,K,"",03,M3,0.131,K,X
ypeterson,648226133678444128,19.137,80.716,L,20240601,1565365225509,craig66,20240319,KG,US,83.453,X,20210509,12.012,20230928,"",100,739456797,670750330651192436,C,M,1000000045,01,20210320,HAWA,68.999,862617008931104694,K,"",01,M3,0.019,K,X
joseph75,817604720967846320,16.5,451.043,M,20241019,9568333574302,williamthomp,20240818,KG,US,40.999,"",20250428,56.005,20220717,"",100,351152247,409723719087501204,C,KG,1000000274,03,20210331,FERT,326.154,975797418261590021,K,"",01,M3,0.038,K,""
erin00,938237598514257310,89.538,101.398,KG,20230703,8464525961578,kingrobert,20230322,KG,US,40.183,X,20241007,16.903,20241210,"",100,583824615,205420583282804908,C,L,1000000477,03,20240123,ROH,83.342,778373793488028842,K,"",03,M3,0.061,K,""
amandaswanso,203370753912439879,47.02,84.268,L,20250621,2933202529061,allendesiree,20230711,KG,IN,96.74,"",20240306,67.227,20210728,"",100,533825093,163390947279221859,C,EA,1000000237,01,20250620,ROH,65.93,155079332283001061,K,"",03,M3,0.306,K,""
kristinriver,569976102629836635,28.07,315.08,KG,20250712,1148284932808,herreracorey,20211120,KG,DE,67.591,"",20240905,16.833,20201116,"",100,804421986,227099576856764534,A,EA,1000000316,01,20201210,HAWA,242.628,456295451844589031,K,"",01,M3,0.032,K,""
zthomas,578190146260163661,14.137,325.134,KG,20241027,4460165445327,hernandezaar,20251011,KG,CN,31.083,X,20201205,53.689,20220525,"",100,108211496,862265626219169349,M,L,1000000457,01,20250712,HALB,306.807,928847059035927428,K,"",02,M3,0.024,K,""
kathleenrodr,460137318931018379,1.882,113.045,L,20230714,6975844036617,hatkinson,20210722,KG,IN,15.507,X,20230829,12.142,20201212,"",100,917611454,397263453908292594,M,M,1000000268,02,20211225,HALB,104.043,210073442625381420,K,"",03,M3,0.0,K,""
riverachrist,392037465980229534,11.337,462.635,L,20251028,7705559464775,lyonsdennis,20250806,KG,DE,26.112,X,20231203,14.353,20240330,"",100,791229055,106653193894875770,A,M,1000000194,03,20200921,HAWA,430.098,857686325157984582,K,X,02,M3,0.004,K,X
orodriguez,721382834143171408,37.009,81.889,L,20250330,1016926665759,mahoneyderek,20241101,KG,DE,88.117,X,20220621,77.538,20250405,"",100,249311213,267240308126367059,A,KG,1000000351,01,20240417,FERT,71.158,316182954379796106,K,X,02,M3,0.253,K,""
williamsrebe,893495562132303772,26.981,15.465,M,20220513,8040698736570,stephenvalen,20240220,KG,CN,74.429,X,20210419,91.749,20201002,"",100,760316823,994841281571884404,M,M,1000000157,02,20210526,FERT,12.975,392063124362392421,K,"",01,M3,0.184,K,X
ojones,645392809375610285,26.776,461.806,L,20220312,2486449882969,vpearson,20250515,KG,DE,79.916,X,20210331,88.424,20241126,"",100,421979938,551398586887357276,A,L,1000000191,01,20231219,ROH,382.992,309218297415003343,K,"",02,M3,0.189,K,""
joshua41,669919397351245115,5.422,356.132,M,20250408,9397908128725,molly25,20250716,KG,CN,39.679,X,20230406,4.588,20230922,"",100,830824082,351274226466367242,C,EA,1000000474,02,20251126,ROH,297.871,908550117747387452,K,X,03,M3,0.001,K,X
christopherf,862242696104140152,23.912,146.635,KG,20221030,2819141586096,grimesmichel,20220921,KG,DE,22.316,X,20230517,7.915,20250331,"",100,307028764,313700009724538551,A,L,1000000100,01,20231117,FERT,134.733,753506252893117989,K,"",01,M3,0.004,K,X
kyleboyle,835550938588481325,88.919,309.454,L,20210921,1910120373473,ronnietucker,20230617,KG,DE,12.002,X,20240615,12.925,20200924,"",100,679178145,462218679638643810,A,KG,1000000026,03,20240828,ROH,287.416,637407745303437282,K,"",03,M3,0.014,K,""
brownvirgini,877435524594174348,16.703,61.812,L,20221113,1228145051732,katherinepay,20231012,KG,IN,60.659,X,20240103,98.053,20201129,"",100,307028764,290849069308294335,M,EA,1000000281,02,20201223,HALB,50.145,673924351867724656,K,X,01,M3,0.099,K,X
cgardner,715299900088234842,61.6,242.961,EA,20230418,8224034566125,zjackson,20240111,KG,IN,82.4,X,20210716,25.687,20230222,"",100,627500130,109955178971998957,C,M,1000000078,01,20200914,HAWA,199.83,569314016864655832,K,"",02,M3,0.13,K,X
bpham,461000710993229412,61.695,339.632,EA,20201106,6982012606733,patricia69,20240320,KG,DE,81.922,"",20240830,48.29,20210213,"",100,174055867,252303090520956447,A,EA,1000000087,01,20240621,HALB,306.939,308731834917466801,K,X,01,M3,0.244,K,""
dstephenson,635398410654474928,88.595,345.207,M,20210113,1413060998568,whitejames,20230429,KG,DE,51.279,X,20240210,55.42,20250702,"",100,489023555,304123002659007262,M,EA,1000000431,02,20230516,HALB,262.657,477257714801058108,K,"",03,M3,0.252,K,X
daniellestew,205877548117567659,6.562,405.708,L,20210512,8478250597701,crystal86,20210118,KG,CN,21.252,X,20201127,3.674,20221022,"",100,492404398,738956477769146631,A,L,1000000212,03,20241109,FERT,369.924,738074306585449012,K,"",01,M3,0.001,K,""
carol49,855741466532437666,9.488,401.814,KG,20210115,5432632517564,christopher8,20240805,KG,DE,77.038,X,20220216,46.741,20241110,"",100,965450501,756564349943542548,M,EA,1000000030,01,20230715,FERT,307.834,428078141678097422,K,"",03,M3,0.034,K,""
dwilson,277251687250412721,11.219,427.436,EA,20250902,3509934929336,jose88,20201221,KG,US,52.635,"",20221211,53.401,20240802,"",100,206292919,921165359079993995,A,M,1000000485,02,20231022,HAWA,384.18,741740116644595678,K,"",03,M3,0.032,K,""
cmartin,335315696620630064,55.621,493.636,M,20230621,7139986144725,trevor73,20230511,KG,IN,26.301,X,20240203,74.286,20240318,"",100,917499485,713018156432806979,M,EA,1000000249,02,20240603,ROH,464.732,771454529344361235,K,X,03,M3,0.109,K,X
catherine89,865044879148669784,10.56,239.693,M,20250404,1175761561077,mitchellking,20230614,KG,CN,5.026,"",20231122,75.487,20220907,"",100,273599279,795827819788706035,C,EA,1000000215,02,20240208,ROH,176.836,294658015573922103,K,"",01,M3,0.004,K,X
christopher9,687564366911050223,69.211,32.728,M,20221102,6666066336548,paultaylor,20220203,KG,CN,43.755,X,20250311,20.333,20200902,"",100,189240998,554662431382071845,C,L,1000000301,01,20210126,ROH,28.453,311349067301729008,K,X,03,M3,0.062,K,""
deborah20,432591097671096911,58.089,273.325,M,20230115,1767435277390,teresa41,20250519,KG,US,80.512,"",20221031,40.25,20210926,"",100,621172320,673095969661461051,C,L,1000000070,01,20250602,HAWA,209.778,585329358257785547,K,"",03,M3,0.188,K,""
stevensondar,591226177158009505,54.545,341.597,M,20241209,7722575152072,tashastrickl,20250720,KG,IN,27.226,X,20250617,25.781,20220224,"",100,273599279,261446547314451773,M,EA,1000000161,01,20230704,FERT,298.634,862015018451205342,K,"",01,M3,0.038,K,X
fmartinez,672066523658069406,52.915,393.759,M,20210416,7721435115854,ricky49,20230617,KG,DE,86.158,X,20250217,48.737,20240225,"",100,372555765,170368362953658369,M,KG,1000000453,01,20220414,ROH,316.415,761896020572482548,K,"",01,M3,0.222,K,X
kelsey92,395950390464554553,27.358,27.518,M,20210730,1672371759820,sloanphillip,20210623,KG,IN,98.963,X,20210408,17.898,20210417,"",100,108211496,881047307958717431,C,KG,1000000315,02,20240716,HALB,23.646,185678961372814638,K,X,01,M3,0.048,K,""
steven95,988938825282330019,69.141,98.485,L,20230713,1348573366834,smithkimberl,20231114,KG,CN,34.28,X,20241120,62.167,20220212,"",100,416248413,157151271124041579,C,EA,1000000286,01,20240718,FERT,88.608,897006404729210845,K,X,01,M3,0.147,K,""
turnermonica,341799696593015179,69.208,137.934,M,20220209,3362330834712,zdouglas,20231003,KG,IN,49.648,"",20220719,47.181,20231027,"",100,607574281,166489858747249446,M,L,1000000243,01,20250214,ROH,126.912,155633350070639888,K,X,03,M3,0.162,K,""
obrienjacque,118332458636669121,6.786,171.963,KG,20250502,2822729164067,allenjeremy,20250629,KG,CN,84.076,X,20210814,25.903,20240202,"",100,607574281,182796285837953328,A,KG,1000000057,03,20210727,HALB,144.888,673063240160299821,K,X,03,M3,0.015,K,""
mitchell58,490416898636806671,18.993,460.072,EA,20231229,8779736689825,clarkmartin,20241024,KG,US,14.462,X,20220902,40.204,20221222,"",100,628370190,771367624384087750,C,M,1000000307,03,20220413,HAWA,345.657,828885618418888850,K,"",01,M3,0.011,K,X
sarabarton,825610525772139407,86.895,118.859,L,20250415,3673972348376,bradley59,20251004,KG,US,32.737,X,20240507,80.718,20240707,"",100,547911914,976396050167929569,A,KG,1000000065,02,20210102,HALB,84.809,533467006478097745,K,"",02,M3,0.23,K,X
andrearodrig,902533455856944355,16.955,159.217,EA,20210213,5142264525570,william19,20211107,KG,CN,20.374,X,20231223,1.228,20230531,"",100,198746991,563379960901956266,C,EA,1000000480,02,20250327,HAWA,143.378,717418947878410369,K,X,03,M3,0.0,K,X
john65,366437053964975766,64.449,355.528,L,20231216,7602650629481,samuel59,20220610,KG,IN,80.021,X,20210805,33.673,20210314,"",100,128822045,411254297231156675,A,KG,1000000032,03,20230622,FERT,258.619,658068290553105473,K,"",02,M3,0.174,K,""
upatel,116668317348903677,25.478,186.234,KG,20230204,1869744894817,ysmith,20210901,KG,US,69.249,X,20251227,17.526,20210718,"",100,954103624,449289910778380533,M,EA,1000000015,02,20220318,FERT,169.415,994627599324407959,K,"",02,M3,0.031,K,X
jill92,650786973079619295,88.269,405.891,KG,20210921,4123732016747,hutchinsonch,20220323,KG,DE,33.059,"",20250712,16.816,20240818,"",100,174055867,537366501538784531,M,EA,1000000180,02,20251028,HALB,318.852,583156316029208530,K,"",03,M3,0.049,K,X
martin68,459522134400179606,8.677,225.182,M,20241022,1246790699115,kristinapatt,20210415,KG,US,80.676,"",20221127,59.211,20250111,"",100,527316716,451378720898316158,M,M,1000000449,03,20240112,ROH,207.834,654937770722882360,K,X,01,M3,0.041,K,X
younggeorge,891982024907812876,23.411,316.006,KG,20230312,1004329287712,blopez,20251014,KG,IN,19.438,X,20240114,71.02,20250720,"",100,892604363,760362998533623931,M,M,1000000030,02,20251018,ROH,254.682,878645433757626688,K,"",01,M3,0.032,K,X
sydneymoore,816884675090475505,71.356,419.666,EA,20240416,6037156548837,brooke68,20240324,KG,US,18.269,"",20230330,99.458,20241201,"",100,426902578,695823922502326163,C,KG,1000000320,01,20260210,HAWA,331.389,844390500675440248,K,"",02,M3,0.13,K,""
zschroeder,281345666895370263,57.365,365.23,L,20250531,2499259878473,jmorgan,20241126,KG,US,74.09,X,20220809,16.119,20240522,"",100,115797020,598586771681374702,A,EA,1000000112,01,20220916,FERT,328.626,655803765778240066,K,"",03,M3,0.069,K,X
sullivanmari,594809367119109021,34.611,208.784,M,20250804,6621759914680,vargasnicole,20240820,KG,CN,69.057,X,20240905,99.132,20240910,"",100,903947629,279258233242692726,A,KG,1000000096,02,20221211,FERT,193.433,589962368129616048,K,"",01,M3,0.237,K,X
renee20,639333706149848048,43.008,436.143,KG,20230204,8466299910046,danielaguila,20210624,KG,CN,56.093,X,20240626,18.506,20210324,"",100,541367526,974086349211103992,M,EA,1000000262,01,20210401,FERT,398.571,533867965162890362,K,X,03,M3,0.045,K,""
francislinda,730313376475693907,57.237,419.876,L,20230105,2075170252514,emartinez,20250702,KG,CN,11.247,"",20230114,78.75,20221129,"",100,347110948,853187393835344763,A,M,1000000389,02,20220708,FERT,338.91,579460186910535618,K,"",01,M3,0.051,K,""
xwilliams,266442354260134441,53.451,470.315,KG,20211225,2725472975557,khowe,20211130,KG,DE,83.372,"",20250702,7.15,20251213,"",100,517066722,319146835136018750,M,EA,1000000347,02,20241214,HAWA,339.063,337498129049602950,K,"",02,M3,0.032,K,X
jessicarich,515820951470212458,84.909,419.255,M,20210612,9577141492742,jasondillon,20210420,KG,DE,35.766,X,20250929,97.579,20210621,"",100,511527105,444934390438608229,C,KG,1000000164,02,20240820,FERT,303.315,211688003900906020,K,"",02,M3,0.296,K,X
austin92,497882626014827423,97.521,45.986,L,20231006,5307345244419,tholmes,20201119,KG,DE,78.668,X,20220704,2.964,20210722,"",100,626841745,498369084054331496,M,KG,1000000410,02,20240103,HAWA,38.66,958817990942819179,K,X,02,M3,0.023,K,X
brownkaren,441356384325342717,71.859,7.439,KG,20230501,5837620930898,laracatherin,20210201,KG,CN,57.958,X,20200924,19.781,20241025,"",100,390145161,328390644642996062,A,L,1000000086,03,20220123,HALB,7.024,619337789605971728,K,X,03,M3,0.082,K,""
lhouse,315977926826585214,61.084,33.293,EA,20220529,8390317992520,ujones,20250625,KG,DE,41.714,X,20241029,85.751,20240519,"",100,954103624,599534139648620765,A,EA,1000000433,01,20220626,HAWA,25.421,372024054545231097,K,X,03,M3,0.218,K,""
nanderson,238001055701975595,7.875,229.579,KG,20241109,4451903579439,andersonrobe,20201004,KG,CN,82.35,"",20230625,91.857,20210710,"",100,432115157,279942035261665185,A,KG,1000000133,01,20211127,FERT,210.272,410917458396330346,K,X,03,M3,0.06,K,""
rsexton,474197440488511984,9.532,308.199,EA,20240620,1195695679932,omathis,20250319,KG,US,73.119,X,20231127,6.296,20211014,"",100,404035291,631774051844402142,M,EA,1000000129,01,20211117,HAWA,287.002,774028105717674969,K,X,03,M3,0.004,K,""
kwilkins,513335056473614363,27.592,282.321,EA,20230801,9686582191968,marthaparker,20221017,KG,DE,81.194,X,20220627,75.221,20220128,"",100,292847923,196717080849851545,A,M,1000000175,02,20260212,HAWA,243.922,605706381964293369,K,"",01,M3,0.169,K,""
abigailrober,280331129715007514,28.896,230.759,EA,20220914,8738403786640,gainesteresa,20201108,KG,DE,1.367,"",20260209,71.975,20240824,"",100,956579157,241667965065411309,M,KG,1000000472,02,20240125,HALB,180.117,751457791598603418,K,"",01,M3,0.003,K,X
patriciasext,135066430759820207,18.661,38.018,KG,20250326,5611526477607,jayjones,20220920,KG,CN,74.184,X,20240426,41.437,20240822,"",100,324177855,539116188196763059,A,EA,1000000314,03,20250409,ROH,26.626,827567317252976687,K,"",02,M3,0.057,K,""
jeremy47,991613191156000879,72.234,130.468,KG,20220913,1153566442112,awilson,20210926,KG,IN,59.661,"",20250829,46.635,20230806,"",100,527809127,460394926214698892,A,M,1000000045,01,20240713,HAWA,100.964,886909864402803830,K,X,01,M3,0.201,K,X
ian69,491918743984364439,73.228,469.374,L,20220728,8099650305152,omartinez,20240809,KG,CN,54.222,"",20210404,90.225,20230313,"",100,177541896,386075642013923133,C,EA,1000000063,01,20240530,FERT,391.939,105311654958066170,K,"",02,M3,0.358,K,""
nnichols,390425753299798406,99.43,256.106,L,20250112,8964899160131,cooperangela,20250621,KG,IN,99.219,"",20220607,50.411,20220911,"",100,310575145,334026924470244852,C,EA,1000000411,03,20210702,ROH,192.528,803285849116533920,K,"",01,M3,0.497,K,""
rhall,172505618675460812,51.44,239.948,KG,20221128,8022069732050,johnnybrock,20200826,KG,CN,93.283,"",20220721,95.404,20210411,"",100,875009063,626412544174925330,M,L,1000000353,01,20210715,HAWA,205.812,901310841038028380,K,"",01,M3,0.458,K,X
jbutler,688186420053301335,25.245,475.395,L,20240414,8515264454890,ronniemorse,20250125,KG,CN,55.225,X,20211129,67.534,20251015,"",100,489023555,893029308017398799,A,KG,1000000316,03,20210903,ROH,379.297,189303386794106359,K,X,02,M3,0.094,K,""
meghan90,199023965300667242,90.322,456.801,M,20220102,3432940370646,franciscraig,20250606,KG,DE,67.328,X,20251127,21.443,20210717,"",100,278048200,234103152638258603,C,EA,1000000015,01,20240417,ROH,395.277,442099015409926120,K,X,03,M3,0.13,K,X
ycobb,942787570700161123,25.968,136.784,L,20210916,6047181342895,dcox,20220917,KG,US,9.564,X,20251024,46.472,20230508,"",100,308096623,364431271763860001,A,L,1000000396,02,20240604,HALB,108.079,892216433978687720,K,X,03,M3,0.012,K,X
hilljennifer,229090563651673552,47.107,211.805,KG,20241128,8546268997930,brittany56,20221002,KG,US,50.263,"",20251104,76.384,20220629,"",100,254816325,150622245518779227,C,KG,1000000205,01,20200905,HALB,181.563,685316352959466308,K,X,03,M3,0.181,K,X
dixonapril,838517418858147074,47.577,286.007,KG,20210324,8297854117377,blake62,20201212,KG,US,11.289,X,20221223,81.959,20221006,"",100,733397763,867062700570144009,M,EA,1000000086,01,20211223,FERT,201.16,400333604457810830,K,X,03,M3,0.044,K,""
mgardner,525291055701483362,74.593,240.72,L,20240304,8336774314695,angelaanders,20240828,KG,CN,9.315,X,20240404,7.548,20240907,"",100,972447593,169024166741896867,C,M,1000000112,02,20220321,HALB,203.057,262577548294862558,K,"",01,M3,0.005,K,X
wmitchell,872256993542617315,77.7,131.051,KG,20210320,1783354301655,phillipkim,20221122,KG,IN,44.916,X,20210911,59.869,20250127,"",100,798786176,450048397669465522,C,KG,1000000017,03,20250403,FERT,110.154,712349213388586188,K,X,03,M3,0.209,K,X
wtrevino,288374058920419546,47.235,233.602,EA,20240303,9862087689042,hcooper,20201009,KG,CN,75.51,"",20201017,52.479,20230318,"",100,142631312,751660693472286620,M,EA,1000000482,01,20250423,HALB,165.228,284414263029799550,K,"",02,M3,0.187,K,""
schwartzjenn,598143270405250829,37.741,434.571,KG,20220820,7919002984069,omartin,20220810,KG,US,85.57,X,20201005,61.709,20240302,"",100,769544721,686769017157661547,C,M,1000000470,03,20220530,FERT,390.896,631184805885195315,K,"",01,M3,0.199,K,X
lkim,266090157246734738,42.337,141.155,KG,20251013,3165588622307,stevenmartin,20250227,KG,CN,38.001,"",20210311,15.481,20220727,"",100,497285869,429340160849099685,C,L,1000000203,01,20220625,HALB,114.927,788001829597662789,K,X,02,M3,0.025,K,""
imaddox,201902095693122979,18.876,268.068,KG,20221028,3435917594729,smays,20250522,KG,IN,81.043,"",20220112,89.643,20210921,"",100,287289938,145942917453897979,A,M,1000000453,02,20221116,FERT,197.286,240444855650620659,K,X,01,M3,0.137,K,X
crystalwilso,567500754383188881,45.556,263.016,KG,20240309,4185400398060,thomasryan,20230119,KG,US,10.487,X,20221214,47.446,20240929,"",100,211582835,831491370160653381,A,EA,1000000100,01,20211222,HALB,247.488,548064771956379305,K,X,01,M3,0.023,K,""
owright,875777911075227699,67.341,195.777,KG,20210613,5052519174255,bautistadani,20211111,KG,DE,96.783,X,20210424,28.892,20210322,"",100,377693974,565421552606314399,C,KG,1000000244,02,20250424,HAWA,176.551,382486306974203489,K,"",02,M3,0.188,K,X
david49,977747612572063019,98.021,318.108,KG,20210725,5871449009829,sheri89,20240101,KG,CN,29.25,X,20241101,42.013,20210811,"",100,714691230,609063282234955894,A,KG,1000000434,01,20210629,ROH,292.58,100364542744869851,K,"",02,M3,0.12,K,""
samantha81,914809601246028600,24.003,211.87,EA,20211105,1155019941435,vbates,20250503,KG,DE,40.724,"",20201213,52.353,20240419,"",100,845532012,937576147460653489,C,KG,1000000168,02,20210412,HAWA,185.409,108267746392372932,K,"",01,M3,0.051,K,""
natalie33,270568484299470383,87.727,345.41,EA,20250521,5797342532978,thomasrebecc,20240828,KG,DE,54.249,X,20210203,78.023,20201207,"",100,368547229,279866409569679134,A,KG,1000000259,03,20220104,ROH,254.518,385952848031779643,K,"",02,M3,0.371,K,""
nvance,585638354335236436,38.442,299.613,EA,20210309,8786258616039,timothy74,20230704,KG,IN,77.463,"",20230325,13.003,20251112,"",100,486550732,240822337890988632,A,M,1000000020,02,20210814,FERT,214.929,912483612722708592,K,"",03,M3,0.039,K,""
nflores,735457826201799042,37.054,269.389,L,20210719,3554943879890,lyonstony,20230831,KG,US,33.84,"",20251220,68.912,20230208,"",100,978108413,591539343341579761,A,KG,1000000460,03,20230118,ROH,190.386,802271331415850357,K,X,01,M3,0.086,K,X
shannontaylo,915891964996529213,70.632,449.327,KG,20210625,4606170171715,hcarter,20251128,KG,IN,75.227,X,20211203,76.832,20230302,"",100,379597955,303143049840114050,C,KG,1000000257,01,20221010,ROH,335.679,859540484387629113,K,X,01,M3,0.408,K,X
jason56,966442644503220590,41.05,239.238,M,20211026,2497839763863,vclements,20230401,KG,US,93.233,"",20200827,78.883,20230529,"",100,405460430,853616683221418389,A,M,1000000249,03,20230121,ROH,209.116,246492023816052267,K,X,01,M3,0.302,K,""
zanderson,975073191052243472,75.961,466.753,EA,20240811,9532284533960,ellisonerin,20200923,KG,DE,69.249,"",20230107,63.636,20250803,"",100,972216340,943880093163619027,M,EA,1000000035,01,20250829,ROH,435.758,147238547749569189,K,"",03,M3,0.335,K,X
