CHARG,ERSDA,LBDLL,LBEIN,LBFLL,LBFLQ,LBILL,LBILQ,LBINS,LBJIN,LBLAB,LBRUE,LBSPR,LBUML,LBVEI,LBVIN,LBVLA,LBVLL,LBVLQ,LFGJA,LFMON,LIFNR,MANDT,MATNR,SOBKZ,WERKS
B913776,20250123,20251221,111.675,001,002,003,003,675.077,2026,3873.676,"",X,265.81,98.098,547.83,3225.165,001,003,2025,09,V000946,100,149274355647690462,"",P014
B746174,20240803,20240727,57.429,001,001,002,003,183.926,2023,1249.668,"","",244.714,49.321,171.91,1130.134,001,002,2026,02,V000667,100,472198230921515109,"",P007
B931708,20251217,20240618,99.661,001,002,003,003,450.834,2022,3916.506,"",X,666.429,89.781,405.719,3167.215,002,002,2022,02,V000834,100,205387081227602068,O,P012
B115982,20250330,20260205,381.065,003,002,003,002,407.27,2025,3859.968,"",X,732.882,330.427,373.303,3282.948,003,002,2024,03,V000048,100,736009499301652251,K,P047
B722851,20230912,20241026,268.905,001,002,003,003,746.877,2024,4319.896,X,"",307.908,238.17,656.278,3578.242,002,003,2022,01,V000863,100,357594521701050232,"",P038
B976180,20230908,20231219,52.574,002,003,002,001,38.381,2025,668.44,"",X,38.383,45.583,35.245,558.793,001,001,2024,10,V000829,100,434101763993609770,O,P042
B127488,20240807,20231010,206.144,002,002,003,002,422.277,2023,3296.583,X,"",197.222,188.706,339.003,2961.726,001,001,2022,01,V000312,100,205449954786548334,"",P020
B513448,20241216,20241204,8.979,001,003,001,001,134.239,2026,836.163,X,"",133.002,8.2,127.241,709.878,003,002,2023,05,V000034,100,856881008585072254,"",P028
B156255,20250225,20240327,59.456,003,002,002,002,293.667,2024,4486.222,X,"",394.671,51.254,243.297,3782.781,003,001,2024,07,V000090,100,163425884931125084,"",P045
B642915,20250531,20250917,199.798,003,001,003,003,455.564,2025,3308.909,X,"",256.826,173.512,414.765,2818.857,002,003,2022,06,V000126,100,998868784439869301,"",P005
B636433,20250410,20250902,235.98,001,003,001,003,281.08,2023,2821.002,"",X,313.278,210.63,228.103,2365.365,003,002,2025,06,V000686,100,638086623091897255,K,P048
B848715,20251222,20230919,42.399,003,003,001,003,336.963,2025,2882.723,"",X,475.604,40.016,315.706,2712.777,002,003,2022,11,V000227,100,754044175967602714,O,P029
B376293,20230703,20250221,62.677,003,001,001,001,56.23,2023,709.266,X,"",116.126,53.766,46.198,613.664,002,001,2025,08,V000829,100,721853562570678592,K,P022
B412139,20240526,20251228,81.366,003,001,002,002,166.778,2023,1598.136,"",X,197.22,74.611,150.92,1363.052,001,003,2022,08,V000626,100,573800932477762006,"",P036
B406592,20250327,20250308,281.336,003,001,003,001,343.621,2023,4296.518,"","",366.251,266.565,312.997,3440.147,001,002,2026,05,V000900,100,698578206373872610,O,P011
B386623,20231027,20250928,79.271,001,001,002,003,635.979,2026,4399.334,"","",716.085,72.85,533.915,4079.573,003,003,2023,08,V000447,100,903055498871781474,K,P042
B396444,20250816,20250507,271.98,001,001,001,003,363.523,2024,3674.784,X,"",355.978,233.141,297.665,3480.556,002,001,2022,09,V000452,100,216875074593818059,K,P044
B457936,20230801,20240919,198.886,003,003,003,003,461.645,2025,2463.678,"",X,220.948,185.756,375.668,2059.978,003,003,2024,03,V000323,100,371787585921454133,"",P044
B854612,20240729,20230531,297.702,001,003,001,001,347.354,2022,4280.435,"","",603.695,246.065,283.308,3635.835,003,003,2023,07,V000234,100,999307395324874098,"",P039
B241898,20230903,20240712,217.748,001,003,002,002,268.148,2022,4078.807,"",X,485.828,193.778,227.122,3593.756,003,001,2025,10,V000164,100,242513129388356356,O,P017
B890675,20260127,20240718,143.846,001,002,001,001,298.244,2026,1988.602,X,X,370.5,133.436,263.078,1598.329,002,002,2024,10,V000853,100,347507441715333490,O,P023
B704081,20231106,20240713,216.9,003,002,003,001,117.286,2026,2221.808,"",X,191.368,201.079,106.792,2026.329,003,001,2024,09,V000624,100,402152933864731928,"",P004
B557543,20251028,20251221,124.431,003,003,001,003,555.044,2022,4849.846,X,X,911.94,106.7,497.813,4265.603,001,002,2023,02,V000953,100,246863932872933975,K,P038
B538400,20230922,20240801,22.029,001,001,002,003,200.112,2025,1616.234,"",X,225.26,18.826,177.766,1297.713,002,003,2022,05,V000498,100,656852529543518935,O,P044
B256174,20250119,20230721,133.977,001,003,001,003,393.921,2023,2285.332,"","",292.794,116.145,338.453,1920.7,003,001,2024,10,V000597,100,118584929790152921,"",P027
B147240,20230627,20240822,386.437,001,003,003,002,376.607,2026,3970.37,"","",751.317,363.604,352.759,3367.619,003,003,2022,10,V000014,100,183387420403205342,"",P022
B232621,20230819,20230927,25.356,003,003,003,003,84.82,2023,454.924,"",X,46.146,23.362,79.445,398.939,003,001,2025,11,V000761,100,563593535221359192,K,P030
B554955,20240421,20250101,346.864,003,003,002,002,432.232,2023,4904.999,"","",500.814,306.921,367.246,3929.28,001,001,2022,06,V000122,100,605192338731759061,K,P036
B191141,20230602,20231018,18.04,003,001,002,002,54.972,2024,451.662,X,X,28.675,16.83,52.037,397.016,003,003,2025,09,V000438,100,620349460244009223,"",P030
B104768,20250402,20250519,144.192,002,002,003,003,372.29,2022,4178.89,X,"",360.323,119.519,318.706,3460.528,001,002,2022,07,V000906,100,246723866129691462,"",P024
B699589,20241215,20260110,213.115,002,001,002,001,244.434,2026,4786.248,"",X,835.507,193.735,226.862,4126.668,001,003,2024,11,V000468,100,852559161608099580,K,P035
B922070,20240907,20240630,84.272,003,003,003,002,219.606,2025,2080.031,X,"",359.448,69.087,181.02,1853.865,002,003,2024,08,V000196,100,444477181764608516,"",P010
B296424,20240417,20231203,168.693,003,001,003,003,366.749,2025,3964.223,X,"",447.194,157.347,317.765,3743.342,002,003,2025,10,V000675,100,235920278766502672,K,P010
B438529,20251202,20250408,241.433,003,002,001,001,485.639,2024,3765.43,"",X,658.964,210.706,426.903,3300.451,001,003,2025,02,V000891,100,375674295206698024,"",P026
B776677,20240224,20230625,184.949,003,001,002,002,557.719,2025,3197.147,"","",533.668,168.203,478.157,2696.562,001,003,2023,11,V000875,100,860646568749748984,K,P019
B975841,20250627,20250709,211.659,001,001,002,002,510.249,2026,3195.24,"",X,579.419,176.645,431.568,2664.937,003,001,2022,07,V000594,100,194866286528662156,"",P005
B378175,20260122,20230730,55.382,002,003,003,002,431.139,2022,2315.901,"",X,218.911,50.825,366.945,2169.233,003,001,2026,01,V000585,100,477330799786353269,K,P035
B402216,20251101,20240315,232.72,003,002,002,003,400.703,2023,2574.054,"",X,511.188,211.582,356.032,2373.764,001,003,2025,09,V000929,100,397377600661032757,K,P002
B280398,20230711,20240107,48.557,002,001,003,001,112.555,2026,926.495,X,"",50.306,38.906,90.528,752.831,001,002,2026,01,V000983,100,963538747374028600,"",P014
B749665,20250723,20241215,207.48,002,002,001,002,311.695,2025,3926.169,"","",462.909,190.888,252.389,3576.325,001,003,2024,10,V000877,100,202097116022049442,O,P015
B996506,20231123,20251219,263.393,003,001,001,002,851.524,2025,4896.693,"",X,922.696,249.138,727.247,4590.938,001,003,2022,11,V000284,100,260863247494084026,K,P043
B487617,20250207,20240109,138.493,002,002,002,003,509.503,2026,3952.555,X,"",366.72,123.874,414.098,3646.685,002,001,2022,10,V000537,100,521112460507484952,O,P022
B157748,20260126,20240607,349.76,001,001,003,002,317.768,2024,3931.985,"",X,668.045,326.731,300.126,3310.459,002,001,2025,09,V000081,100,781325687361993250,K,P025
B293529,20240831,20231224,37.868,003,003,003,001,376.122,2025,3101.995,"",X,400.635,33.835,307.271,2607.524,003,003,2026,01,V000668,100,628233335630261992,O,P019
B848690,20240805,20241112,350.356,003,003,002,003,469.365,2025,4260.369,"","",661.208,290.909,388.565,3998.406,002,003,2023,08,V000649,100,597485856143698267,"",P019
B705474,20250718,20251225,44.095,003,001,003,001,216.41,2026,1118.962,"",X,162.944,37.606,195.758,915.254,001,001,2023,09,V000045,100,898828095520278325,K,P045
B456760,20231101,20241228,335.072,001,001,002,002,796.456,2026,4383.097,"","",447.649,304.517,665.051,3860.644,002,001,2022,03,V000656,100,202330559991536421,"",P032
B526137,20251101,20240331,177.336,002,001,002,003,371.14,2024,3126.031,"","",533.706,149.024,312.382,2911.421,001,002,2024,03,V000383,100,224941389313709894,"",P011
B158840,20251002,20230701,41.975,001,002,001,002,430.655,2023,2199.486,"","",257.419,35.467,372.776,2086.769,002,001,2022,11,V000439,100,171123647943247548,O,P027
B452015,20241108,20240808,87.861,002,001,001,002,415.339,2023,2296.129,"",X,308.928,76.519,359.701,2066.376,003,001,2023,10,V000679,100,386278182406006985,O,P029
B514222,20230902,20240810,95.262,003,001,001,002,382.738,2024,2705.309,X,X,321.731,76.701,348.933,2366.555,003,001,2026,05,V000052,100,588177912670799384,O,P014
B911857,20241208,20260202,135.123,002,002,001,002,371.25,2025,2772.314,X,"",481.936,127.177,308.255,2395.98,002,001,2026,09,V000660,100,576269222328457082,K,P006
B389615,20251027,20231204,97.146,001,001,001,001,373.404,2023,1905.173,X,X,221.556,86.537,301.695,1604.964,001,001,2026,06,V000533,100,629360927502445178,"",P046
B932631,20240207,20231002,47.859,002,001,003,001,82.666,2026,511.354,X,"",95.712,41.668,66.269,442.21,002,001,2026,09,V000235,100,996189622373573441,K,P042
B383409,20250309,20230731,206.789,003,001,003,003,324.098,2024,3283.101,"","",614.445,167.547,271.276,2657.869,002,003,2022,11,V000836,100,459868500252241542,K,P028
B210589,20250208,20240324,210.729,002,002,002,003,488.738,2024,2542.896,X,"",170.671,179.386,455.498,2068.46,003,001,2022,04,V000226,100,608715819978986001,"",P031
B772343,20230804,20250921,77.852,001,001,002,001,238.068,2026,2124.519,X,X,301.467,70.818,193.283,1709.52,003,001,2022,03,V000255,100,351798030965246094,"",P048
B806295,20250503,20240405,181.045,002,001,001,002,285.959,2022,3331.458,X,X,350.477,164.695,254.342,2786.61,001,001,2025,03,V000387,100,473261743549897875,K,P041
B372933,20250207,20231012,58.343,003,002,002,001,278.45,2024,2675.916,"","",378.292,47.362,262.126,2401.17,001,001,2024,03,V000311,100,659625130492504726,"",P029
B709552,20260109,20250906,75.629,003,002,002,003,136.725,2026,2618.797,X,"",469.605,67.049,129.433,2346.818,003,001,2024,02,V000773,100,316266867443575106,O,P045
B827535,20251003,20240127,95.117,003,003,002,002,171.758,2024,1079.632,"","",60.433,78.053,151.448,988.45,003,002,2026,02,V000502,100,838722821257265479,K,P048
B835567,20260130,20250804,113.71,003,001,003,001,170.872,2026,1445.907,"","",72.502,94.384,145.085,1314.565,001,003,2025,02,V000152,100,606064412240618780,"",P037
B994369,20240501,20250402,285.56,001,001,003,001,335.9,2022,3933.706,X,"",588.933,249.631,315.721,3621.752,001,003,2025,06,V000986,100,553425272993427064,"",P042
B921963,20250611,20250722,73.032,003,003,003,001,84.567,2024,850.363,X,"",153.974,59.075,78.248,764.098,002,003,2022,09,V000282,100,230394050974135321,K,P039
B528019,20240410,20230810,101.571,001,002,003,001,279.463,2024,3583.202,X,"",640.728,93.34,228.346,2881.609,002,003,2022,07,V000615,100,312325520630689140,K,P029
B397264,20251224,20240610,179.136,002,001,001,001,242.327,2023,3390.042,"",X,466.036,168.883,220.735,3203.445,003,003,2024,03,V000581,100,959662660378227657,"",P016
B415985,20250624,20251107,317.264,002,001,003,003,472.22,2023,4243.077,"",X,215.649,274.324,409.856,3552.407,003,001,2023,02,V000543,100,450524495423234261,O,P032
B224854,20250808,20250722,193.388,002,003,002,001,446.387,2022,2705.004,"",X,331.294,166.5,364.66,2277.711,001,002,2022,06,V000726,100,990306397217424936,O,P013
B996891,20230519,20251025,166.732,002,002,003,002,436.732,2026,4999.7,X,"",614.857,150.862,392.754,4387.458,002,003,2023,10,V000196,100,734138778981954790,O,P030
B678730,20241102,20250225,69.5,003,001,003,003,194.776,2022,1153.038,"",X,63.082,61.772,159.226,1032.145,001,002,2025,10,V000282,100,688609642713658889,O,P033
B805514,20240602,20230908,161.401,002,002,003,003,215.876,2026,2019.526,X,"",340.863,143.661,189.778,1680.659,002,003,2025,01,V000916,100,237926095053416495,O,P030
B874270,20230717,20231017,193.726,003,001,002,002,216.514,2024,2685.078,"","",234.463,162.719,196.712,2355.47,003,001,2026,06,V000582,100,412861465577739857,O,P046
B654146,20240414,20231020,142.881,002,002,003,001,360.358,2026,2527.198,"",X,331.843,124.991,323.049,2169.174,002,003,2025,06,V000234,100,864930656773327039,"",P043
B116952,20241103,20240724,26.639,002,002,001,003,46.969,2026,725.803,"","",110.995,21.969,40.492,622.243,003,001,2022,01,V000067,100,876427243113261755,O,P030
B528760,20240930,20230914,161.391,001,003,003,003,168.557,2025,2614.29,"","",322.903,134.276,160.063,2431.989,003,002,2026,03,V000685,100,615080982529664181,O,P011
B199973,20240517,20230922,248.217,003,002,003,002,465.427,2023,4521.692,X,"",828.953,208.248,404.243,3619.882,002,003,2022,01,V000033,100,335052842403961468,"",P005
B894410,20250708,20230627,193.095,001,002,001,001,368.612,2024,4986.965,"","",792.667,165.795,341.263,4158.238,001,003,2025,07,V000356,100,567209257451312123,"",P026
B273893,20250708,20230912,90.549,001,001,001,003,138.643,2024,1041.057,"",X,82.561,79.142,116.666,854.613,001,001,2026,06,V000164,100,176491612326972088,K,P038
B831426,20240313,20240129,68.758,002,003,001,003,829.385,2025,4325.087,"","",845.288,64.777,683.202,4088.037,001,003,2025,05,V000252,100,383448284952275084,"",P047
B134823,20240118,20250418,63.65,001,001,003,002,422.367,2026,4283.247,X,"",217.29,52.332,348.195,3532.116,002,002,2023,10,V000192,100,754537150489062493,O,P002
B304797,20231110,20260111,34.765,003,003,003,001,143.569,2022,834.145,X,"",44.349,28.911,119.022,693.144,003,001,2022,09,V000341,100,969125273884636923,"",P016
B356008,20230810,20230712,8.36,003,002,003,002,31.057,2022,333.222,"","",53.352,6.784,28.667,279.668,003,002,2022,03,V000944,100,661446670079752885,"",P013
B807448,20250902,20240807,121.898,002,003,003,002,261.412,2024,4070.993,X,X,362.454,100.43,209.815,3624.988,002,002,2023,10,V000516,100,264108686767665981,"",P025
B552567,20230807,20250427,21.53,002,002,001,002,115.847,2024,2044.937,"","",174.708,19.547,104.672,1885.841,003,001,2024,05,V000703,100,594680693125352141,O,P028
B692643,20240509,20250806,186.476,002,001,002,001,286.789,2023,2262.806,"",X,170.172,171.122,250.344,1957.272,002,001,2024,08,V000965,100,277153467364646552,K,P027
B376338,20251123,20240612,148.96,002,001,003,003,238.672,2026,2402.799,"",X,179.698,123.124,195.096,2271.087,001,001,2025,08,V000318,100,370504843689181078,O,P015
B471207,20250727,20230925,257.137,002,003,001,002,318.622,2023,3070.98,X,X,584.167,238.843,266.655,2736.275,002,001,2024,03,V000389,100,171627865060073136,"",P025
B906115,20251031,20231116,322.262,002,002,001,001,508.591,2024,3635.936,X,X,407.478,275.761,467.17,3259.598,001,001,2025,10,V000929,100,223084821436258791,O,P019
B913629,20240103,20251017,53.119,002,001,003,002,172.741,2025,1576.582,"","",218.281,48.17,144.653,1446.729,003,001,2026,04,V000544,100,497326733766261969,"",P031
B844322,20241125,20241116,61.201,003,003,002,001,929.009,2025,4702.333,"",X,842.199,49.388,840.691,3890.086,001,003,2023,03,V000825,100,758373667196106398,"",P010
B890872,20230716,20260106,97.015,002,003,001,003,455.242,2026,2871.364,"",X,414.545,82.89,367.971,2598.331,002,003,2023,07,V000999,100,281287862807445648,"",P027
B545761,20250901,20241105,82.08,002,002,001,001,217.901,2022,1336.577,"",X,136.392,71.187,188.052,1220.409,002,003,2025,10,V000627,100,789539043863447929,"",P005
B265918,20240513,20250721,41.876,002,001,001,003,133.581,2023,1803.719,X,"",126.218,38.238,112.022,1594.696,001,003,2025,03,V000191,100,320792500106382371,O,P006
B947610,20241221,20240521,236.044,001,002,002,001,659.419,2022,4350.085,X,X,488.446,208.322,564.501,3608.12,001,002,2022,08,V000265,100,684002182799891206,K,P047
B735444,20240109,20260108,63.234,001,002,002,003,153.029,2022,1388.744,X,X,236.432,51.336,140.809,1122.171,001,001,2025,02,V000503,100,552630239408836645,K,P006
B993440,20250609,20260205,13.02,001,002,002,003,15.3,2024,155.444,"",X,10.724,11.444,14.421,142.918,002,003,2024,05,V000732,100,366184891948373453,O,P037
B366813,20240506,20250829,40.708,001,002,002,002,219.177,2024,3418.043,X,"",466.333,34.096,195.492,2744.381,001,001,2023,12,V000766,100,159094941862599829,K,P022
B720409,20240516,20230529,164.033,003,002,001,002,341.85,2024,2052.827,X,X,338.187,131.686,299.147,1650.008,003,002,2025,06,V000718,100,502813957369580137,K,P002
B689769,20231117,20250728,37.982,003,002,002,002,123.238,2024,1270.432,X,X,105.378,35.667,105.685,1117.196,002,003,2025,01,V000714,100,615838026639913906,K,P023
B993936,20241009,20240617,203.435,003,001,002,002,428.233,2025,3313.484,"","",284.503,179.869,364.266,2952.22,002,001,2025,03,V000332,100,104073719087458715,O,P014
B793806,20240326,20251128,6.105,001,002,002,003,16.81,2026,148.015,"",X,10.677,5.485,15.19,133.109,003,002,2023,08,V000155,100,611225132094645946,"",P020
B694450,20230522,20250516,77.096,002,003,001,001,486.166,2022,3728.538,X,X,372.073,67.691,398.357,3213.29,001,001,2026,05,V000850,100,106519505276641954,O,P016
B945439,20241101,20241106,78.103,003,002,003,003,145.41,2023,835.606,X,X,123.414,73.341,134.471,744.444,001,002,2022,09,V000293,100,355758684519730301,O,P004
B348718,20251002,20250412,95.265,001,001,003,001,524.618,2026,4297.853,"",X,711.765,77.766,454.938,3812.839,003,003,2026,11,V000617,100,175464399407115783,O,P007
B344469,20260115,20250918,92.947,001,002,001,003,527.94,2024,4669.172,"",X,895.636,82.869,491.378,4414.667,002,003,2025,06,V000114,100,385677338635676881,K,P008
B854493,20250402,20250426,77.28,003,003,003,001,379.757,2023,3913.487,X,X,727.607,70.326,348.587,3509.783,003,001,2026,12,V000304,100,441686705862494589,"",P022
B661247,20251104,20240920,143.438,002,002,001,003,124.798,2024,1544.277,X,X,196.214,123.252,110.829,1358.474,001,001,2023,09,V000350,100,313016268715607059,O,P016
B764299,20250202,20250902,283.11,002,001,003,003,427.375,2024,3217.306,X,"",638.045,241.081,397.362,2811.164,001,003,2025,05,V000593,100,313016268715607059,"",P033
B420544,20230521,20250209,81.811,003,001,001,001,307.601,2022,4076.484,"",X,321.857,69.948,284.983,3456.054,001,003,2026,03,V000076,100,850229975383698696,K,P007
B344141,20250201,20250308,358.603,003,002,002,003,501.323,2023,4589.448,X,"",425.724,289.271,444.836,4319.278,002,002,2025,07,V000343,100,105992150709827043,"",P034
B804381,20250210,20230903,94.29,003,001,001,002,772.081,2026,4332.433,"","",256.167,76.175,622.927,3788.008,003,002,2023,11,V000664,100,374093851330360522,O,P039
B745647,20260125,20240409,93.804,003,002,002,001,345.477,2023,2842.413,"",X,442.769,88.067,301.442,2579.341,001,003,2025,10,V000498,100,277964579808793297,O,P002
B435368,20230928,20250514,85.523,001,003,001,003,230.549,2024,1184.383,X,X,109.087,73.087,187.534,1016.433,002,002,2023,02,V000259,100,855419371679312025,K,P049
B347666,20240615,20231005,29.414,002,002,003,002,39.369,2026,318.734,"","",45.319,25.934,35.304,260.282,003,001,2024,02,V000253,100,868285212065889083,K,P021
B830452,20240411,20240624,259.666,002,001,001,001,457.199,2024,2731.745,X,X,241.335,235.88,430.065,2260.433,001,003,2026,10,V000544,100,819395559953499339,O,P044
B884072,20250718,20240218,114.172,003,003,001,002,151.072,2024,1440.633,"","",161.834,100.194,132.404,1174.159,002,001,2026,06,V000100,100,571302971908754331,"",P008
B148956,20250107,20240729,89.623,003,003,001,001,214.987,2024,1523.507,X,X,192.323,75.528,200.285,1250.778,003,003,2022,09,V000405,100,284773114012533666,"",P015
B442767,20250914,20230607,31.086,001,003,002,003,88.357,2024,559.271,X,X,99.344,27.094,73.679,530.731,002,002,2024,02,V000996,100,857670106953538443,O,P012
B600228,20240104,20231215,44.924,001,001,003,001,50.443,2025,876.555,"",X,142.602,42.192,44.426,750.116,001,003,2025,05,V000878,100,425238922848487535,K,P031
B781640,20250420,20251106,58.525,003,001,003,001,166.407,2023,892.721,X,X,110.429,52.858,156.158,799.443,002,001,2022,01,V000312,100,273497827170762124,K,P002
B969327,20240919,20230616,459.491,002,001,001,001,578.619,2023,4725.661,"",X,815.069,392.533,476.591,4232.135,002,002,2022,06,V000731,100,657425337489305063,O,P021
B144675,20251123,20260130,123.079,003,001,003,003,637.052,2024,3780.242,"","",579.183,104.357,537.741,3546.722,003,002,2024,04,V000294,100,939818672786978293,K,P010
B434156,20240914,20240411,75.068,003,001,001,001,82.266,2023,1230.133,X,"",226.775,70.331,72.923,1022.186,003,002,2023,08,V000269,100,248911401507345599,O,P047
B496883,20241210,20250215,308.456,003,002,003,003,730.826,2026,4475.425,"",X,516.482,283.35,625.189,3865.162,003,001,2025,02,V000420,100,913589453979344717,K,P003
B442900,20231125,20250521,111.37,003,003,003,003,204.477,2026,1297.517,X,"",237.214,89.321,172.556,1204.737,003,002,2026,02,V000000,100,967232300988094987,"",P008
B199984,20251017,20250922,340.053,003,001,002,002,524.707,2025,4059.754,"","",634.306,321.473,496.071,3672.379,003,003,2026,03,V000133,100,493597666184307903,"",P042
B878840,20251103,20241006,270.541,001,002,001,001,267.885,2023,3313.315,X,"",376.562,240.309,219.567,3073.758,003,003,2025,10,V000628,100,534833379667345274,O,P013
B702463,20250904,20260102,40.004,003,003,003,002,199.559,2022,1578.285,"","",131.05,37.894,182.35,1455.78,001,002,2026,10,V000349,100,968272976467567051,K,P019
B202183,20240514,20250626,47.309,002,003,001,003,138.489,2024,1728.797,"","",273.876,39.19,127.627,1537.275,001,003,2024,04,V000800,100,246863932872933975,O,P044
B978032,20250507,20250924,39.615,002,002,002,003,221.675,2022,1120.874,X,X,188.576,33.318,180.413,954.98,001,002,2024,11,V000681,100,560817219184012101,K,P046
B208391,20230602,20250804,61.13,003,001,003,002,370.475,2026,4210.277,X,X,491.103,50.372,300.685,3555.073,001,001,2026,01,V000613,100,219977731100574598,"",P024
B784865,20250514,20250915,143.313,002,003,002,003,166.499,2025,1692.282,X,X,184.941,133.387,140.711,1570.9,001,003,2024,06,V000834,100,746130575749078739,K,P039
B225074,20250501,20251025,47.805,002,001,003,003,284.942,2022,1601.539,X,X,239.385,44.303,269.503,1486.684,003,003,2023,10,V000851,100,874412345323450584,"",P014
B514246,20250424,20250704,162.057,003,003,002,001,677.513,2024,4951.651,"",X,817.654,135.715,620.241,4269.663,003,001,2026,12,V000909,100,511537204971395930,O,P006
B616700,20241022,20250203,115.696,002,003,003,001,586.999,2026,3352.857,"","",587.872,108.933,505.875,2999.705,001,003,2024,09,V000743,100,519715292869905211,"",P029
B400039,20240318,20230731,72.131,002,003,002,003,48.787,2023,841.995,"",X,107.694,58.649,40.262,725.064,002,001,2024,06,V000528,100,547647586308572556,O,P041
B371160,20250704,20230802,33.681,002,001,002,003,389.862,2022,2304.759,X,X,154.472,29.46,351.577,1930.716,001,002,2026,09,V000987,100,144704779865986441,K,P033
B901229,20241005,20240608,126.292,002,002,002,003,207.769,2024,1623.688,X,"",146.169,101.576,166.878,1514.043,001,001,2023,02,V000143,100,489913325966719949,K,P041
B973213,20240523,20250521,3.849,003,003,002,003,8.772,2025,50.024,X,X,3.004,3.474,8.186,43.949,003,003,2022,07,V000482,100,297679161609315450,O,P023
B303787,20250329,20230918,61.58,003,001,002,002,207.287,2023,4135.093,"",X,443.152,56.341,181.848,3504.888,002,003,2022,12,V000295,100,226910360984046975,"",P014
B384514,20240729,20241015,202.318,001,002,001,001,505.618,2022,2580.507,X,X,441.361,187.441,458.476,2431.671,003,002,2025,01,V000093,100,212413056951048249,K,P049
B796259,20251225,20240318,115.541,003,002,001,001,207.785,2024,2592.77,X,"",245.268,97.213,175.693,2110.066,003,003,2025,01,V000723,100,736861101410340358,O,P033
B823245,20250617,20240406,118.049,001,001,002,002,299.479,2023,2036.459,X,X,255.395,103.029,240.717,1886.591,003,003,2022,08,V000885,100,328265321063441315,O,P022
B769176,20240724,20251103,58.257,003,001,002,001,96.357,2026,851.821,"",X,116.331,52.743,88.728,777.565,002,001,2022,06,V000121,100,240822337890988632,"",P022
B781883,20250417,20231211,87.402,003,001,001,002,620.888,2023,3574.871,"",X,330.016,73.852,505.574,3314.084,001,003,2024,07,V000744,100,849868457925917756,K,P024
B591929,20240106,20250901,84.33,003,003,001,002,223.671,2024,1796.14,"","",115.3,67.57,204.325,1658.118,002,002,2022,07,V000794,100,588022134339479462,O,P024
B655022,20240128,20250131,38.367,003,001,001,003,261.229,2023,2232.215,X,"",364.872,36.103,210.626,1842.484,003,003,2025,01,V000257,100,974434336364067554,K,P043
B536627,20250524,20250820,120.002,002,003,001,002,575.572,2026,4939.843,"","",738.645,101.542,461.245,4360.877,001,002,2024,11,V000281,100,333258610426505164,K,P046
B344593,20250511,20250826,30.263,003,003,003,002,89.559,2026,528.424,"","",64.427,25.314,77.534,472.078,001,003,2022,04,V000948,100,413882464614494366,K,P014
B897164,20240920,20240906,46.392,002,003,002,001,226.5,2023,1208.224,"",X,109.108,41.366,206.672,976.544,003,003,2025,10,V000403,100,210214028482812188,"",P014
B266114,20231117,20241218,77.636,001,002,002,003,175.635,2025,1241.143,"",X,236.075,68.708,155.797,1111.242,003,001,2026,11,V000314,100,170370032817130889,K,P037
B226586,20251004,20240303,147.207,002,001,001,002,168.514,2026,3203.792,X,"",356.754,130.178,144.629,3012.219,002,003,2022,07,V000145,100,849256593075213439,O,P050
B497502,20240409,20231217,121.674,003,001,001,002,541.924,2023,3098.257,X,"",235.202,110.714,500.372,2702.274,002,001,2025,08,V000643,100,347928292989727753,K,P010
B485278,20250210,20231203,108.514,001,002,003,003,227.026,2026,2383.209,X,X,444.076,98.266,212.138,1977.454,003,001,2022,12,V000326,100,657425337489305063,"",P038
B485933,20260207,20250804,248.128,001,001,002,002,454.301,2026,3227.988,"",X,163.55,200.802,419.797,2598.231,001,001,2022,06,V000497,100,418136538390526135,K,P002
B554283,20240518,20250325,138.633,001,003,002,001,240.135,2026,1711.512,X,"",145.543,127.845,225.763,1382.595,002,001,2026,06,V000192,100,457542286921964433,O,P028
B307215,20250531,20250820,104.683,003,001,001,001,266.251,2024,1436.051,X,X,125.752,96.256,232.654,1225.556,001,002,2025,07,V000722,100,784127513701827950,O,P038
B535564,20241012,20250302,240.169,001,001,003,002,353.034,2022,2560.42,"",X,201.585,216.759,304.334,2210.892,003,002,2022,10,V000555,100,974907178734595279,K,P008
B127675,20250829,20240125,47.267,003,002,001,003,511.089,2023,3014.293,X,X,289.922,43.597,469.238,2668.388,003,002,2025,06,V000795,100,129349725064296194,"",P010
B687220,20251112,20240430,385.0,001,003,003,001,431.115,2022,4577.873,X,X,594.944,334.052,408.807,3848.745,001,003,2025,03,V000666,100,122940174525052503,K,P048
B221052,20260121,20240830,224.98,002,003,003,002,509.594,2022,4847.023,X,"",805.033,206.047,408.103,4018.88,003,001,2025,04,V000795,100,241667965065411309,"",P043
B751936,20250211,20241124,81.705,003,002,002,002,95.333,2023,892.57,X,X,75.578,69.495,79.166,838.65,001,003,2022,02,V000316,100,152818820065914602,K,P042
B226494,20250809,20241006,49.732,003,001,002,002,137.187,2022,861.458,X,X,80.511,44.377,125.145,791.237,001,001,2025,03,V000757,100,933651753759600048,K,P024
B558362,20230530,20231208,10.84,003,002,001,003,28.42,2026,210.214,X,"",23.52,9.481,23.068,182.906,003,001,2023,07,V000919,100,287110944208873308,"",P033
B680806,20251010,20241230,291.505,003,002,002,001,320.02,2026,4476.899,X,X,316.506,241.106,269.854,4218.061,001,003,2026,04,V000605,100,132545929421431002,"",P029
