BSKRF,DISKZ,DLINL,EINME,ERSDA,HERKL,INSME,KEINM,KINSM,KLABS,KSPEM,KZILE,KZILL,KZILQ,KZILS,KZVLE,KZVLL,KZVLQ,KZVLS,LABST,LBSTF,LFGJA,LFMON,LGORT,LGPBE,LMINB,LSOBS,LVORM,LWMKB,MANDT,MATNR,MDJIN,MDRUE,PRCTL,PSTAT,RETME,SPEME,SPERR,UMLME,VKLAB,VKUML,VMEIN,VMINS,VMLAB,VMRET,VMSPE,VMUML,WERKS
0.8271,"",20250823,62.407,20230923,IN,201.937,9.786,34.156,253.352,9.91,"","","","","","","","",2317.879,83.099,2025,10,S005,BIN166,282.486,58,"",531,100,442018844553573336,2023,"",7769135453,K,13.44,45.27,X,376.949,82443.29,9163.49,53.37,186.787,2129.272,12.103,42.876,325.075,P050
0.9425,2,20240723,36.825,20241129,IN,84.321,13.015,32.511,86.842,4.538,"","","","","","","","",938.922,613.617,2023,05,S047,BIN339,456.8,12,"",736,100,718983312492671531,2024,X,4744918497,K,16.268,20.147,X,123.769,12596.79,5219.99,32.217,68.887,862.333,15.137,18.737,114.403,P005
0.8397,2,20250508,34.198,20250210,CN,266.261,16.475,31.407,309.417,13.448,"","","","","","","","",2808.954,599.215,2023,03,S069,BIN135,65.846,12,"",445,100,914838572161232150,2024,"",3954442895,K,23.65,106.803,"",355.501,120260.0,10571.34,27.902,241.674,2748.331,19.116,91.852,335.77,P014
0.8735,2,20241117,206.558,20230720,IN,680.323,40.098,86.204,1000.952,38.523,"","","","","","","","",6941.232,631.968,2026,09,S025,BIN304,355.929,20,"",141,100,610576067639488943,2025,X,3691789442,K,76.626,161.304,X,1072.731,274581.23,45862.12,167.912,598.346,6469.302,64.379,134.465,874.861,P023
1.1363,1,20250628,93.436,20240802,DE,245.057,33.747,32.525,362.83,19.763,"","","","","","","","",4944.779,960.734,2023,06,S079,BIN924,270.086,89,"",717,100,581136471569258602,2025,X,5663203436,K,28.775,54.211,X,416.708,241663.43,10073.77,80.542,227.217,4311.34,23.499,48.854,351.299,P020
1.0788,2,20250210,103.39,20230815,CN,84.521,42.353,33.666,257.232,20.759,"","","","","","","","",2303.031,633.598,2024,09,S062,BIN236,238.08,41,"",794,100,466927122215795426,2024,"",3043478372,K,46.012,43.669,"",200.547,108411.93,7440.72,95.573,79.207,2067.581,42.566,35.365,167.27,P039
1.1551,1,20251028,9.88,20241117,IN,37.456,3.296,11.05,47.293,12.026,"","","","","","","","",676.259,972.889,2023,03,S068,BIN294,306.395,80,"",139,100,940471115077986110,2023,"",6863464551,K,5.637,33.592,"",47.204,27709.25,1508.18,8.913,35.038,626.305,4.595,30.181,40.619,P044
1.152,"",20250508,10.185,20250815,US,17.101,1.735,5.439,13.875,2.909,"","","","","","","","",243.211,727.946,2024,03,S007,BIN673,287.937,56,"",345,100,542423165704555796,2024,X,2670934705,K,4.647,6.597,X,23.477,8340.68,1126.27,9.337,13.851,213.573,4.182,5.929,19.313,P034
0.92,"",20251218,88.651,20250219,IN,151.666,10.376,59.705,216.18,8.823,"","","","","","","","",2734.921,458.307,2024,07,S042,BIN975,160.294,82,"",143,100,831697020947278677,2023,"",4852729897,K,22.662,84.068,X,325.642,132688.71,6391.43,75.713,132.555,2534.302,19.433,77.779,289.838,P009
1.1507,2,20251205,27.601,20250216,DE,71.796,3.438,19.783,135.956,11.999,"","","","","","","","",1111.393,800.43,2026,11,S087,BIN446,246.498,50,"",680,100,425401312454346160,2025,"",5361831444,K,21.633,24.627,X,161.351,36934.85,5598.9,23.389,61.738,1026.807,19.066,21.856,129.822,P009
1.0714,"",20250410,17.573,20250117,IN,57.885,7.234,20.13,59.623,7.66,"","","","","","","","",743.497,911.252,2026,01,S011,BIN263,380.01,83,"",436,100,521115319646863820,2023,X,5834127814,K,3.778,15.942,X,116.873,16856.28,3428.36,15.208,48.041,643.584,3.371,13.872,101.255,P008
1.1157,1,20250309,85.291,20230712,DE,386.631,8.693,138.308,873.158,45.394,"","","","","","","","",6113.195,91.041,2022,08,S081,BIN625,97.503,70,"",559,100,804633488838187151,2023,X,1963465731,K,81.082,247.817,X,511.993,217156.39,11554.41,74.925,348.287,5353.883,72.963,200.036,446.971,P038
1.0204,2,20240101,114.799,20260212,IN,148.621,24.788,18.127,419.212,26.063,"","","","","","","","",2966.72,630.193,2025,08,S056,BIN310,190.996,31,"",445,100,617106051455921389,2026,"",4189737153,K,54.235,52.733,X,340.821,109725.86,4829.17,102.081,129.98,2572.374,51.237,49.673,290.573,P031
0.9694,"",20241203,132.613,20250318,IN,130.796,32.461,28.902,574.155,50.801,"","","","","","","","",4740.11,498.477,2025,04,S073,BIN451,116.889,95,"",108,100,300741145353017032,2026,X,7092054762,K,89.01,163.721,X,353.744,76581.85,4978.57,113.925,110.366,4278.55,78.055,134.544,329.884,P020
1.1433,"",20230909,128.9,20250822,CN,609.461,13.516,302.48,722.107,28.448,"","","","","","","","",7286.421,387.147,2024,04,S016,BIN567,17.327,45,"",426,100,616592160699451520,2025,X,2068791246,K,66.069,153.28,X,603.024,326335.01,24043.95,118.698,489.202,6291.51,58.153,123.31,489.685,P039
0.9005,"",20240322,36.066,20260131,IN,24.709,15.773,2.734,69.709,6.164,"","","","","","","","",912.21,418.719,2025,04,S062,BIN982,403.584,20,"",245,100,989812700312935719,2023,"",6444301289,K,8.024,29.502,"",182.157,42556.55,3222.15,32.815,22.126,834.995,6.593,26.636,168.034,P023
1.1191,1,20260211,214.377,20250320,DE,380.03,107.109,104.054,378.108,109.011,"","","","","","","","",5535.131,339.71,2022,12,S042,BIN992,230.708,79,"",848,100,758314568503720246,2024,"",7840956712,K,106.271,228.983,X,613.242,249200.36,13858.67,172.116,309.242,5127.645,100.419,217.518,580.524,P012
1.1697,2,20240611,147.099,20241229,IN,217.536,47.807,45.935,355.207,16.968,"","","","","","","","",4354.607,881.283,2022,02,S030,BIN999,29.83,46,"",116,100,705660187081932276,2022,"",9507980797,K,57.943,80.523,"",555.818,95016.28,19662.35,139.112,176.022,4049.309,52.657,75.791,461.203,P039
1.1297,"",20250327,151.219,20240214,IN,198.55,61.193,96.078,665.833,35.516,"","","","","","","","",5254.501,433.87,2025,02,S088,BIN584,194.592,79,"",335,100,734592034917215484,2024,X,3565653377,K,55.684,240.553,"",999.603,136783.51,39240.68,135.237,179.759,4669.496,45.876,217.429,927.869,P024
0.887,"",20250121,278.624,20231216,US,754.108,79.005,76.159,491.001,50.544,"","","","","","","","",7679.418,980.614,2026,12,S054,BIN207,334.936,39,"",687,100,924683046644050129,2025,X,6985451777,K,143.554,117.243,"",732.814,120571.5,31676.6,233.766,612.489,7383.307,119.108,104.809,656.808,P011
0.9055,2,20240627,314.901,20240330,IN,227.242,155.763,47.504,1008.095,58.899,"","","","","","","","",7381.669,211.501,2023,02,S015,BIN505,478.305,19,"",854,100,215758614045385109,2025,"",8151686957,K,53.693,203.862,X,917.447,295620.25,35551.91,274.692,212.123,7218.766,44.981,171.401,864.389,P032
0.8319,"",20240929,96.745,20251225,US,502.581,12.924,94.546,1016.545,28.542,"","","","","","","","",7512.736,743.633,2024,03,S085,BIN315,72.899,53,"",487,100,780255986960692883,2025,X,5139866831,K,119.575,128.511,X,1457.189,110290.2,69186.44,91.805,418.479,6842.715,96.413,106.088,1172.588,P027
1.145,"",20250131,100.613,20231014,DE,53.844,17.11,16.057,303.052,6.018,"","","","","","","","",2447.896,585.425,2022,12,S082,BIN559,462.733,51,"",694,100,631296849670872100,2023,X,5317598887,K,12.944,54.227,"",202.055,82139.96,9495.08,84.403,45.249,2162.948,10.628,46.066,168.431,P005
0.9949,2,20240909,261.991,20230603,IN,256.073,73.071,91.576,402.107,25.781,"","","","","","","","",7212.138,589.59,2025,04,S021,BIN510,119.003,26,"",662,100,263898836704079282,2022,X,4300567481,K,129.588,121.735,"",1140.695,331034.15,41712.94,238.707,210.601,6894.416,109.383,105.473,923.51,P004
1.1035,1,20240425,214.684,20231024,DE,292.515,90.081,51.666,650.876,48.282,"","","","","","","","",6867.359,243.103,2022,09,S048,BIN437,394.842,47,"",782,100,914402330049798133,2022,"",9011042708,K,107.269,176.623,X,1018.88,315599.59,28890.74,197.029,247.47,6002.129,95.333,156.149,845.689,P035
0.9978,"",20231129,64.531,20250501,US,263.581,15.693,75.141,658.427,25.653,"","","","","","","","",5250.638,410.525,2026,11,S030,BIN125,415.34,15,"",988,100,179211656529500187,2026,X,9517030107,K,104.014,245.522,X,632.188,195199.89,21842.56,52.058,223.603,4726.412,94.707,216.347,532.266,P040
1.1225,2,20230808,40.891,20240827,US,58.316,18.344,9.375,74.953,13.411,"","","","","","","","",981.6,956.354,2024,12,S065,BIN750,104.059,73,"",179,100,560817219184012101,2023,X,4790889906,K,13.135,42.441,"",122.248,23446.47,5022.95,36.71,47.949,861.016,11.424,36.256,104.923,P047
0.9333,1,20250810,132.903,20230815,DE,531.705,17.58,231.079,457.47,32.552,"","","","","","","","",6196.808,929.591,2023,08,S001,BIN668,491.458,39,"",608,100,305154038280098848,2023,"",8488952473,K,69.987,76.468,X,423.269,150647.26,14686.56,118.225,457.974,6032.318,57.674,69.72,364.41,P013
1.0103,1,20240902,181.744,20240625,US,336.197,71.665,48.976,196.339,11.572,"","","","","","","","",3667.59,70.487,2025,05,S061,BIN957,27.184,13,"",689,100,991348254107291033,2023,X,5901979854,K,51.887,55.206,"",667.954,132807.18,22056.14,151.919,299.337,3240.894,44.161,51.218,630.773,P006
1.0715,"",20230825,168.385,20230918,US,399.107,21.009,131.592,930.455,52.089,"","","","","","","","",7042.831,788.872,2022,09,S038,BIN836,224.161,44,"",376,100,886466305208111663,2026,X,4647389331,K,35.534,212.144,X,1012.049,285541.06,48124.81,145.616,370.39,6346.032,33.555,183.082,821.854,P015
0.8302,2,20251219,67.252,20240216,DE,307.554,13.201,70.921,699.564,27.144,"","","","","","","","",6632.516,282.947,2024,01,S011,BIN564,227.528,82,"",229,100,127761040635268896,2023,"",2027273607,K,93.464,120.026,"",1195.563,131986.96,49218.89,54.823,246.491,5978.277,78.62,107.488,1060.357,P029
0.9543,2,20241025,162.244,20240817,DE,157.224,39.231,32.5,900.701,93.727,"","","","","","","","",6246.466,495.457,2023,10,S041,BIN917,39.062,37,"",972,100,208678612458812127,2026,"",4822381338,K,38.72,272.893,X,1192.579,92402.34,15362.67,144.421,135.262,5403.388,31.614,233.2,1120.277,P033
1.1256,1,20251231,44.427,20260124,CN,180.607,20.411,33.14,246.866,22.428,"","","","","","","","",2663.045,730.186,2022,06,S003,BIN334,211.42,69,"",758,100,542957501748006862,2023,X,4191026580,K,53.171,132.212,X,196.125,87996.52,2084.92,36.088,148.847,2579.433,48.284,120.988,162.926,P030
1.1903,"",20231014,101.593,20240529,CN,279.527,10.46,39.204,211.281,52.936,"","","","","","","","",3935.101,425.329,2025,01,S030,BIN634,178.504,75,"",650,100,744251747221870395,2024,"",1590557553,K,33.135,191.106,"",541.512,160000.71,22531.89,82.585,238.676,3722.964,28.151,172.249,435.514,P016
0.8297,"",20241203,182.325,20240704,IN,132.559,60.187,24.166,595.11,26.016,"","","","","","","","",4190.666,529.712,2025,05,S019,BIN585,239.434,98,"",641,100,206094517700744678,2025,X,1268497321,K,52.662,91.139,X,695.003,47225.23,22183.18,172.214,111.535,3731.381,44.344,80.618,619.961,P014
1.1079,1,20230908,154.689,20251006,CN,284.257,49.184,49.015,819.29,19.509,"","","","","","","","",6606.179,490.431,2023,01,S095,BIN226,299.638,38,"",182,100,273761918138237783,2024,"",3386415020,K,44.13,122.884,X,1113.789,154555.82,12287.29,127.739,251.32,5769.66,36.484,101.534,992.87,P010
1.1099,"",20260114,42.871,20241125,CN,218.03,13.523,99.032,239.202,25.407,"","","","","","","","",3640.454,246.053,2025,03,S042,BIN166,438.655,79,"",872,100,579954904798961125,2022,X,4565458391,K,58.382,116.446,X,343.029,174253.92,10948.04,35.318,185.267,3320.675,53.815,96.554,311.122,P009
0.9108,1,20250830,5.12,20250516,US,16.803,0.806,5.022,16.804,2.347,"","","","","","","","",193.511,932.402,2023,01,S068,BIN811,359.149,51,"",684,100,576959877442380115,2023,"",6009968025,K,2.912,6.59,"",21.562,2425.74,657.27,4.776,14.178,185.952,2.692,5.423,19.836,P020
0.9606,2,20230711,87.931,20250804,CN,243.702,33.111,75.569,482.696,27.703,"","","","","","","","",3316.862,640.858,2024,08,S003,BIN592,167.351,16,"",199,100,911745140320914241,2024,X,4478170090,K,54.634,127.588,"",644.82,123274.25,32097.54,72.927,195.554,2959.201,48.552,113.059,536.447,P020
1.0651,1,20241229,95.831,20240121,CN,491.275,18.023,220.26,440.274,86.151,"","","","","","","","",4930.47,792.23,2023,03,S002,BIN497,416.985,45,"",504,100,213864475454105909,2023,"",7526913479,K,87.955,190.585,"",976.582,238695.8,17669.96,88.82,434.925,4362.548,81.802,162.462,863.989,P015
0.888,2,20230911,196.23,20240509,DE,201.638,48.288,22.168,574.61,25.532,"","","","","","","","",4985.548,134.187,2024,05,S075,BIN374,70.83,59,"",938,100,719596318740819650,2024,X,1803566780,K,29.579,54.368,X,928.563,196909.5,46118.12,173.277,166.765,4414.384,25.29,49.345,836.072,P046
1.1808,"",20241115,317.243,20240224,CN,194.769,70.935,83.706,542.467,55.874,"","","","","","","","",6490.571,185.793,2022,07,S020,BIN375,417.724,33,"",700,100,973590699155465271,2026,"",9307420738,K,66.262,269.747,"",603.886,231522.76,18091.98,269.474,163.214,5682.026,55.033,236.729,560.188,P018
0.9996,1,20230720,118.63,20240208,IN,468.142,28.697,81.491,1124.393,129.566,"","","","","","","","",7961.594,625.59,2025,09,S034,BIN145,74.184,64,"",897,100,402161554137433301,2023,X,9497686245,K,43.45,292.819,"",570.781,374563.39,22302.81,97.259,417.167,7292.079,40.342,249.302,538.089,P015
1.1866,2,20241107,64.093,20251221,IN,208.974,20.355,56.42,254.963,28.506,"","","","","","","","",4064.44,810.371,2023,10,S088,BIN366,318.028,96,"",866,100,340762288164206957,2026,"",4402486066,K,41.449,96.932,X,371.698,81749.33,10147.39,55.226,187.262,3455.125,33.939,77.692,336.696,P026
0.8043,2,20240607,190.132,20250325,IN,203.095,29.778,40.259,574.067,78.427,"","","","","","","","",5555.891,387.281,2022,08,S022,BIN845,405.622,37,"",493,100,575993527333321939,2025,"",7615601739,K,71.287,274.086,"",989.789,128803.19,14490.04,167.265,187.109,4827.328,60.964,259.771,848.851,P040
0.9263,2,20251002,337.019,20240924,IN,620.846,79.407,138.104,898.329,86.406,"","","","","","","","",7910.975,235.645,2023,06,S050,BIN573,162.346,82,"",721,100,856622181608286222,2022,X,7562545859,K,138.831,239.482,X,930.181,384502.82,41929.81,295.385,572.797,7477.764,115.957,223.283,810.926,P013
0.844,2,20240113,119.187,20241016,US,268.991,12.21,38.966,617.027,19.559,"","","","","","","","",5219.334,159.095,2025,12,S047,BIN510,341.256,48,"",239,100,101980230686043759,2022,X,4676709628,K,84.622,57.616,"",683.075,252298.22,15598.32,103.176,242.134,4752.761,75.826,48.762,581.259,P031
0.8304,2,20230519,10.689,20240531,CN,30.816,4.696,4.623,33.328,9.319,"","","","","","","","",507.361,450.835,2026,07,S058,BIN402,422.156,95,"",383,100,179616130658321921,2023,X,7590207920,K,5.401,19.657,"",97.967,5076.47,4137.74,9.956,25.748,492.764,4.35,16.674,82.825,P007
0.9006,1,20240518,95.359,20250918,IN,347.68,34.036,133.763,646.399,12.17,"","","","","","","","",4412.577,852.714,2023,06,S045,BIN936,170.033,46,"",433,100,390064539417550259,2023,X,5938843893,K,23.899,55.953,"",705.456,107245.21,12321.83,83.98,285.503,3927.002,19.615,46.879,601.89,P006
0.955,"",20250707,56.319,20231203,CN,239.49,16.966,50.069,347.535,14.192,"","","","","","","","",4442.06,720.308,2023,08,S037,BIN558,114.502,15,"",787,100,931254942668184635,2025,X,7716164505,K,49.371,127.002,"",252.656,157283.69,8683.72,52.305,224.653,3896.856,41.201,118.829,223.359,P019
1.0671,"",20251211,100.031,20230623,US,287.849,13.43,131.878,458.666,29.258,"","","","","","","","",6251.663,258.624,2022,06,S018,BIN382,444.128,51,"",287,100,846429016131722754,2022,"",3135597607,K,99.039,158.983,X,1137.661,206847.84,48329.38,94.377,255.51,5827.117,87.667,134.069,974.866,P017
0.8303,2,20250427,151.838,20230906,CN,408.018,37.895,99.062,390.024,25.386,"","","","","","","","",5629.303,586.49,2025,07,S048,BIN227,431.247,57,"",767,100,327978452552588877,2023,X,2578502348,K,90.704,79.671,"",1101.115,147006.14,14541.58,141.292,354.627,5163.355,76.838,74.123,937.992,P043
1.0119,2,20230908,67.593,20260105,DE,59.042,16.95,14.937,126.058,5.245,"","","","","","","","",1726.414,511.492,2022,01,S059,BIN429,367.667,17,"",534,100,852769476677693642,2022,"",4791166755,K,33.703,17.988,"",192.577,49888.54,4676.65,63.658,49.903,1547.369,29.533,17.021,154.166,P022
1.1133,2,20240318,159.198,20250118,IN,270.524,70.682,132.818,374.77,82.071,"","","","","","","","",4602.528,952.611,2022,02,S099,BIN933,109.402,50,"",812,100,555020503606031311,2022,X,1711727661,K,34.477,177.587,X,837.013,85288.77,18258.71,146.015,231.991,3982.344,29.507,157.032,764.15,P026
0.891,1,20251120,129.903,20241211,IN,318.996,38.878,114.454,501.187,19.297,"","","","","","","","",5497.861,662.969,2023,09,S093,BIN846,336.438,69,"",726,100,387496587222159627,2024,X,3247062097,K,64.73,57.434,X,1039.98,233477.06,24570.29,117.373,295.779,4936.348,54.399,49.887,918.839,P015
0.8216,2,20230520,37.485,20231111,IN,248.284,10.159,72.92,220.015,41.898,"","","","","","","","",2872.201,756.36,2026,03,S082,BIN762,428.148,82,"",808,100,472836204023192447,2026,"",9606565858,K,55.477,93.002,X,323.24,111413.21,3448.49,35.606,200.532,2569.644,47.817,82.951,302.858,P021
1.0056,2,20250917,213.322,20230610,DE,182.337,74.566,29.205,490.106,24.231,"","","","","","","","",4909.468,81.857,2024,12,S090,BIN392,36.37,63,"",445,100,459405241867260299,2023,"",9264057523,K,90.641,81.904,X,620.882,111433.8,30150.38,175.103,163.222,4275.813,83.504,65.618,510.526,P037
1.1525,2,20240525,9.999,20231230,CN,17.33,4.038,4.008,27.202,0.692,"","","","","","","","",204.606,785.654,2026,11,S068,BIN856,106.543,74,"",120,100,231177194468952237,2025,X,7523437720,K,3.056,5.4,X,38.334,5823.87,1686.64,8.318,13.991,182.843,2.635,4.857,36.111,P012
0.9161,2,20241017,52.129,20250926,DE,134.593,14.099,49.687,292.699,56.832,"","","","","","","","",2713.475,105.339,2026,12,S016,BIN998,56.37,27,"",811,100,788531781528136013,2026,X,5370898526,K,29.383,116.465,X,292.707,42775.96,8201.86,42.398,113.446,2411.431,24.911,93.927,243.435,P034
0.8136,2,20250611,78.791,20241009,IN,349.964,20.96,152.553,671.013,53.775,"","","","","","","","",5535.992,406.316,2024,10,S050,BIN970,262.714,16,"",995,100,858333281960671155,2025,"",5429056534,K,108.601,233.25,"",633.358,193184.08,11473.06,71.537,297.945,4951.758,94.344,199.082,506.961,P026
0.9004,"",20231225,110.637,20240418,DE,125.828,44.127,18.924,155.318,21.456,"","","","","","","","",2359.731,969.158,2023,09,S070,BIN504,313.17,11,"",985,100,312645008607135570,2022,X,7916557088,K,42.971,97.08,X,428.705,68725.95,15709.87,103.91,101.93,2167.694,35.761,83.679,368.913,P045
1.0636,"",20251218,264.266,20230929,IN,151.877,74.387,45.804,338.006,87.467,"","","","","","","","",6336.293,768.868,2025,12,S032,BIN675,434.149,84,"",992,100,870351774061931555,2024,"",1317580630,K,80.658,246.495,X,1208.056,206181.61,46583.1,214.809,124.538,5984.706,75.416,222.744,1056.553,P048
0.8856,2,20260209,117.226,20230914,US,198.265,44.526,35.136,155.503,18.551,"","","","","","","","",2393.132,473.302,2024,01,S071,BIN391,205.138,36,"",578,100,684975549649624903,2025,"",4650070399,K,33.814,78.682,"",216.758,76624.28,9501.56,105.777,158.756,2155.41,29.912,63.433,174.82,P006
0.9666,1,20230614,80.25,20251219,US,355.118,17.54,106.567,376.154,35.232,"","","","","","","","",3705.601,195.585,2024,07,S089,BIN684,115.635,74,"",382,100,309707194684561665,2024,"",8802528245,K,72.549,170.245,"",374.679,162678.81,5822.82,74.035,298.952,3446.409,62.463,156.713,336.873,P037
1.1169,1,20240503,42.383,20251210,US,101.119,13.256,38.339,145.528,6.901,"","","","","","","","",1293.346,945.305,2024,10,S003,BIN451,50.46,54,"",241,100,140554575685923088,2026,X,8301074702,K,11.716,29.866,"",220.385,32465.6,8412.66,34.003,85.47,1099.644,10.273,27.422,202.682,P023
0.8681,"",20230704,157.377,20230818,US,192.565,50.346,35.335,711.828,21.153,"","","","","","","","",6857.143,901.559,2022,03,S002,BIN205,455.113,94,"",995,100,237563603003422491,2024,X,1513888730,K,97.731,139.914,"",1266.003,83119.94,58023.35,142.685,172.58,6652.051,81.885,113.179,1084.201,P020
0.9868,1,20240702,10.767,20240119,US,32.863,2.549,13.56,43.444,2.107,"","","","","","","","",383.03,294.513,2025,09,S079,BIN326,205.397,12,"",441,100,548127732711690722,2024,X,2048672091,K,3.762,6.959,"",43.633,13074.64,2138.68,8.891,30.965,348.952,3.384,6.477,40.839,P027
0.9006,2,20240909,70.693,20240617,CN,179.119,11.538,75.017,360.777,32.251,"","","","","","","","",2904.986,100.829,2023,12,S070,BIN637,15.114,40,"",723,100,984220001662507739,2026,X,3506108466,K,22.369,94.932,X,366.378,73112.85,9167.37,57.744,167.805,2497.698,19.254,89.038,316.851,P045
1.1423,"",20231110,210.27,20250623,CN,271.155,97.522,64.458,239.129,15.096,"","","","","","","","",4553.694,770.36,2022,04,S078,BIN797,165.354,89,"",695,100,786169762515431912,2025,X,3150621590,K,43.326,64.96,X,819.133,105703.33,17008.35,195.876,227.438,3896.495,38.0,54.233,684.618,P004
0.8163,1,20250901,6.392,20251029,US,36.509,2.743,14.481,43.927,4.651,"","","","","","","","",596.088,587.275,2024,11,S039,BIN332,232.641,99,"",300,100,131115957871366775,2026,X,8972786943,K,4.881,20.6,"",115.659,29170.8,5176.7,5.636,32.747,545.48,4.593,16.819,107.282,P008
0.8653,"",20250101,164.887,20250126,CN,608.306,50.497,163.714,1018.467,33.322,"","","","","","","","",7067.424,814.422,2023,03,S092,BIN541,263.363,37,"",502,100,630329778562597187,2026,X,2722230085,K,59.754,332.929,"",941.333,278369.38,17434.68,146.253,557.262,6595.385,50.412,276.166,772.547,P019
1.095,"",20231028,87.875,20250318,US,243.595,24.184,94.873,545.48,17.247,"","","","","","","","",4378.831,144.624,2024,01,S077,BIN337,221.91,75,"",535,100,812922479589449470,2023,X,7090230350,K,41.55,127.266,"",505.181,70706.87,20793.94,73.099,227.632,3731.041,38.64,104.605,434.356,P009
0.8933,2,20241225,124.016,20230923,IN,128.502,28.469,54.451,511.326,63.683,"","","","","","","","",4189.438,305.762,2024,10,S030,BIN432,103.035,15,"",270,100,240078822229828592,2024,"",5067941785,K,64.803,140.646,"",367.59,183530.93,11300.25,102.314,115.995,3629.675,55.804,121.298,345.141,P017
1.1722,1,20230607,92.934,20230902,CN,151.227,34.506,30.161,105.05,33.879,"","","","","","","","",2073.912,554.071,2023,06,S062,BIN873,440.529,18,"",580,100,753481191482603644,2023,"",1593074586,K,40.834,79.725,X,137.384,78829.27,5995.83,87.616,131.496,1787.669,34.132,66.723,128.29,P017
0.8264,"",20230923,16.302,20250611,US,38.223,4.728,17.324,52.727,4.021,"","","","","","","","",510.061,321.832,2022,08,S055,BIN595,396.527,42,"",302,100,326870097367641565,2024,"",7883955736,K,9.774,8.758,"",27.171,9775.11,315.38,15.393,31.93,483.124,8.274,7.827,24.142,P006
0.815,1,20251103,186.741,20241027,US,161.688,91.97,77.579,451.751,18.606,"","","","","","","","",3809.344,855.297,2026,01,S099,BIN842,294.232,22,"",397,100,647871166336209995,2024,X,4773893713,K,24.006,62.73,X,461.426,100598.1,13074.35,169.999,146.927,3563.578,22.695,53.42,376.045,P042
0.9726,2,20230724,131.419,20230826,IN,310.275,27.588,85.908,451.084,70.114,"","","","","","","","",4345.534,766.113,2026,01,S059,BIN246,241.229,75,"",376,100,687131024524544879,2025,X,2558137870,K,85.326,171.835,"",744.006,100423.1,12551.64,123.026,284.952,4183.625,76.387,142.519,629.001,P005
0.9484,1,20240417,63.822,20240314,DE,122.422,23.787,60.031,372.572,18.542,"","","","","","","","",3810.248,296.436,2022,11,S085,BIN995,119.373,82,"",400,100,446711349523874192,2023,"",7814074986,K,52.486,41.61,X,682.613,57679.0,9330.89,52.311,104.277,3554.714,47.965,38.833,596.95,P030
1.0421,1,20250909,232.212,20251130,DE,262.455,67.779,61.539,393.536,82.42,"","","","","","","","",6225.79,56.934,2022,03,S040,BIN629,440.533,71,"",783,100,279458665711695987,2026,X,7024691360,K,68.652,208.347,"",444.62,226994.6,16929.45,192.201,244.813,5328.704,60.388,191.842,397.705,P011
0.8718,2,20230929,87.082,20240612,DE,321.628,13.784,87.982,351.677,32.17,"","","","","","","","",3724.994,602.381,2025,01,S038,BIN416,493.852,40,"",342,100,432440098255011389,2026,"",7640826182,K,65.901,66.197,X,310.308,120716.01,4064.42,81.811,300.334,3622.99,53.435,55.751,255.123,P024
0.8657,2,20241020,344.698,20230617,IN,603.678,53.399,127.569,472.244,140.896,"","","","","","","","",7266.946,519.239,2024,09,S059,BIN130,46.129,47,"",206,100,778322372094584993,2024,"",5984112970,K,121.822,338.557,"",449.942,252442.68,14829.5,293.342,557.832,6267.151,111.445,287.808,402.943,P035
1.0625,"",20240502,119.982,20250123,US,80.034,54.907,34.947,568.647,32.383,"","","","","","","","",3937.306,127.41,2024,03,S057,BIN188,224.979,31,"",357,100,570871898744175234,2023,"",3680854221,K,66.328,104.755,"",416.081,136756.73,15953.52,103.123,71.524,3517.64,59.299,91.339,372.972,P007
0.9649,2,20250417,41.545,20241029,CN,76.227,10.499,19.546,82.682,10.336,"","","","","","","","",1105.289,728.315,2025,09,S051,BIN520,372.102,85,"",781,100,777640863899759336,2024,X,1529185144,K,17.2,45.72,X,103.022,15094.56,4003.62,39.086,62.165,1025.081,14.726,41.624,95.07,P027
1.009,"",20251011,119.335,20250904,IN,151.421,45.467,67.726,356.047,41.784,"","","","","","","","",3713.077,681.454,2026,06,S003,BIN748,252.963,49,"",869,100,796887264872229958,2025,X,4134505297,K,51.825,156.386,"",488.01,63906.72,17514.13,105.534,141.934,3560.534,48.699,146.874,408.007,P020
0.8012,"",20250305,42.224,20250216,IN,23.442,10.143,5.063,53.688,8.994,"","","","","","","","",1042.554,826.089,2026,11,S003,BIN273,182.062,27,"",758,100,135813335844982867,2024,"",3719562182,K,12.844,49.887,"",60.43,21141.81,2649.88,37.823,20.101,989.481,11.225,44.777,52.616,P041
0.846,1,20251117,328.481,20230710,CN,547.536,61.403,115.815,426.324,28.416,"","","","","","","","",7203.887,817.66,2022,05,S045,BIN781,90.161,40,"",812,100,559578619950572109,2022,X,3830929549,K,137.742,162.975,"",1044.922,103081.98,28290.24,291.279,512.757,6598.662,121.075,136.802,978.836,P021
1.054,2,20250411,6.299,20240605,US,20.13,1.909,8.123,26.432,1.669,"","","","","","","","",303.082,835.799,2023,02,S018,BIN508,455.924,98,"",993,100,365843670699358247,2022,X,1218467954,K,2.762,7.507,"",48.838,9226.74,2337.3,5.882,16.326,292.102,2.252,6.232,45.473,P007
0.9321,2,20231125,19.043,20230914,US,30.205,1.943,10.53,56.542,4.043,"","","","","","","","",588.263,376.356,2025,05,S055,BIN934,481.923,24,"",612,100,848309310896543148,2026,X,7662787456,K,6.897,9.039,X,88.454,11769.08,3235.5,16.323,28.021,510.508,6.058,8.342,81.342,P027
