MANDT,WERKS,NAME1,BWKEY,KUNNR,LIFNR,FABKL,NAME2,STRAS,PFACH,PSTLZ,ORT01,EKORG,VKORG,LAND1,REGIO,COUNC,CITYC,ADRNR,IWERK,TXJCD,VTWEG,SPART,SPRAS
300,PL8014,"Ware, Warren and Kelly",PL8014,C248087,V289615,FC,Ltd,05178 Hicks Forks Apt. 263,42786,62425,Willisville,P002,S001,IND,KA,433,6764,6543972379,PL8014,TX1415,01,01,F
100,PL1643,"Davis, Krause and Howard",PL1643,C745151,V871773,FC,PLC,9292 Kelsey Loop,82590,24651,New Jamesville,P002,S002,DEU,HE,350,4695,2000458173,PL1643,TX3868,01,01,D
100,PL5842,Reed-Perkins,PL5842,C811259,V357713,FC,and Sons,659 Brown Spur,85114,82854,North Markland,P001,S002,DEU,BW,522,6212,5533842156,PL5842,TX5610,01,01,E
300,PL4396,"Daniel, Hernandez and Miller",PL4396,C196300,V391636,FC,Group,712 Ryan Crescent,24846,99758,New Ronnieberg,P002,S003,DEU,BW,172,1686,9392005289,PL4396,TX5147,01,01,E
100,PL9283,Mathews and Sons,PL9283,C958442,V995385,FC,and Sons,754 Rachel Valleys,29510,77033,Michellestad,P002,S003,DEU,BW,917,5452,3365885242,PL9283,TX4953,01,01,S
200,PL2446,Lopez-Dillon,PL2446,C523564,V198860,FC,LLC,50741 Contreras Extensions,75399,05989,West Robert,P001,S003,DEU,HE,615,2544,7842340135,PL2446,TX4288,01,01,E
300,PL7750,Mitchell Group,PL7750,C556083,V779567,FC,LLC,44885 Barker Via Suite 531,88071,57544,Port Patriciaton,P002,S003,FRA,IDF,375,4693,6794463370,PL7750,TX1045,01,01,E
300,PL3154,Leonard-Welch,PL3154,C961031,V272946,FC,Group,3204 Charles Glens,10376,74232,Smithbury,P001,S003,FRA,IDF,245,1206,8528927033,PL3154,TX1285,01,01,E
100,PL4993,"Solomon, Wright and Malone",PL4993,C787798,V765535,FC,PLC,5925 Morales Street,58127,05185,Carlsonton,P003,S002,USA,TX,158,8232,8362070821,PL4993,TX1486,01,01,E
300,PL2820,"House, Richardson and Powell",PL2820,C762522,V118397,FC,Group,396 Meyer Corners Suite 689,64805,82570,Haileyport,P001,S002,DEU,BW,309,6919,3184000492,PL2820,TX7609,01,01,E
100,PL7448,Mendoza-Lee,PL7448,C535902,V477822,FC,Ltd,695 Brandon Walks Apt. 235,57668,34648,Davidchester,P001,S002,FRA,PAC,629,2768,9553640659,PL7448,TX4547,01,01,S
100,PL6725,Jordan-Beard,PL6725,C173467,V375158,FC,LLC,1516 Browning Spurs Suite 809,49557,23491,Jessicaburgh,P002,S003,IND,DL,469,3323,1135967752,PL6725,TX9789,01,01,S
300,PL1382,"Ball, White and Johnson",PL1382,C448030,V438230,FC,PLC,941 Todd Ridges Apt. 171,45369,79732,South Shellymouth,P003,S003,IND,DL,712,3538,7346002307,PL1382,TX7278,01,01,D
300,PL6512,Cline Ltd,PL6512,C181599,V201511,FC,Inc,455 Kristy Springs,33302,16122,Port Jonathan,P003,S001,DEU,BW,874,3077,6243216221,PL6512,TX5052,01,01,D
100,PL5783,"Wade, Diaz and Marshall",PL5783,C599555,V232588,FC,Ltd,79532 Crystal Forks Apt. 369,34846,61014,Barrettmouth,P001,S003,DEU,BW,636,7741,8607599742,PL5783,TX6299,01,01,S
200,PL6088,"Williams, Valdez and Bauer",PL6088,C206558,V960878,FC,LLC,635 Rogers Turnpike Apt. 301,71127,87706,Kathystad,P001,S002,USA,TX,997,4044,3090900313,PL6088,TX7703,01,01,S
300,PL3694,"Cooley, Gonzalez and Hayes",PL3694,C297643,V626725,FC,Ltd,946 Keith Villages,62735,80438,Christopherstad,P002,S001,DEU,BW,810,7194,4219769321,PL3694,TX3203,01,01,D
100,PL9836,"Morrison, Burgess and Adams",PL9836,C723444,V582541,FC,and Sons,00027 Amy Curve Suite 605,68540,99912,Shannonton,P001,S003,DEU,HE,341,7346,3730220453,PL9836,TX1283,01,01,F
200,PL2803,Allen-Gardner,PL2803,C527861,V742510,FC,Ltd,710 Nancy Canyon Suite 405,53550,84639,West Joshuaside,P002,S001,FRA,IDF,946,9316,6035616742,PL2803,TX6242,01,01,E
300,PL4041,"Potts, Sandoval and Brady",PL4041,C931953,V944829,FC,LLC,5619 Laura Villages Suite 993,19769,99890,Colefurt,P002,S002,USA,NY,146,4757,7446497703,PL4041,TX9368,01,01,D
200,PL8707,Lester-Sparks,PL8707,C858281,V278098,FC,LLC,724 Allison Summit,92053,80927,Matthewside,P003,S001,IND,TN,795,3768,5600286612,PL8707,TX1633,01,01,D
300,PL2114,Briggs Inc,PL2114,C439054,V655296,FC,Group,131 Mosley Garden,22821,55968,Mcgeeport,P003,S003,IND,MH,644,9005,7929351410,PL2114,TX5076,01,01,S
100,PL2113,Jackson LLC,PL2113,C243950,V906301,FC,Ltd,1468 Jones Skyway Suite 836,90471,24633,West Makayla,P003,S001,USA,CA,908,9600,9272619863,PL2113,TX1702,01,01,D
100,PL4694,Harmon-Foster,PL4694,C853605,V390043,FC,Inc,5339 Christopher Forest Apt. 370,93982,07445,New Christopher,P003,S001,DEU,BW,754,4861,5067201262,PL4694,TX4973,01,01,F
200,PL3095,Williams-Smith,PL3095,C534950,V464577,FC,PLC,558 Patel Estates Suite 565,78273,03255,East Nicolasside,P003,S002,USA,NY,302,6323,2303682406,PL3095,TX3590,01,01,S
300,PL8918,"Armstrong, Brady and Davis",PL8918,C874143,V839896,FC,Ltd,61817 Karl Corners Suite 241,12519,96715,Port Ericburgh,P002,S001,IND,MH,729,9373,6918723096,PL8918,TX3755,01,01,E
300,PL9786,Johnson-Butler,PL9786,C411951,V756399,FC,Group,650 Justin Freeway Suite 393,76055,36505,Annabury,P003,S002,FRA,IDF,859,7255,7458705945,PL9786,TX6465,01,01,S
200,PL3778,"Smith, Smith and Willis",PL3778,C403693,V200792,FC,Group,709 White Parkways Apt. 329,57767,53607,New Jamieton,P002,S002,FRA,PAC,686,2181,3379670866,PL3778,TX6470,01,01,E
200,PL2377,Miller and Sons,PL2377,C628128,V557664,FC,Group,7420 Villarreal Vista,16218,40498,Pratttown,P003,S001,FRA,NAQ,194,6151,5509630170,PL2377,TX5627,01,01,E
300,PL2121,"Tran, Miller and Jones",PL2121,C377234,V995694,FC,Group,852 Wilson Dam Apt. 590,30841,47916,Donaldview,P001,S002,USA,CA,766,2541,4303668105,PL2121,TX5848,01,01,F
200,PL8451,Mitchell LLC,PL8451,C853493,V174120,FC,Ltd,4089 Zachary Alley Apt. 816,76710,30431,East Keithshire,P001,S002,FRA,PAC,106,6578,1874076207,PL8451,TX7068,01,01,D
300,PL7934,"Simmons, Wright and Day",PL7934,C107253,V412249,FC,Ltd,131 Emily Plain Suite 144,85684,53368,North Jerry,P003,S003,FRA,NAQ,690,5954,7800558723,PL7934,TX7521,01,01,F
100,PL7015,Franklin PLC,PL7015,C108933,V910016,FC,and Sons,9859 Teresa Mount Suite 859,85339,03776,East Christina,P002,S002,USA,NY,966,8687,7680610019,PL7015,TX6624,01,01,E
200,PL1313,Smith LLC,PL1313,C569939,V301284,FC,LLC,2358 Richardson Village,48465,02240,West Thomas,P002,S003,FRA,IDF,327,6210,1624657460,PL1313,TX3177,01,01,F
200,PL2385,"Powell, Miller and Reynolds",PL2385,C274874,V897817,FC,and Sons,1277 Thompson Shores Suite 358,86464,83511,North Patrickchester,P001,S001,USA,CA,411,8699,1251558013,PL2385,TX2334,01,01,E
300,PL9968,"Caldwell, Harding and Thompson",PL9968,C107480,V840684,FC,Group,5946 Wilson Fields,90277,75855,Brianfurt,P003,S001,IND,TN,570,6649,8098796017,PL9968,TX9564,01,01,F
200,PL5920,Hodges-Delacruz,PL5920,C749607,V695082,FC,Group,56585 Anthony Branch,25688,93791,North Barry,P002,S003,USA,CA,547,6958,7484468968,PL5920,TX1476,01,01,E
300,PL2364,Davis and Sons,PL2364,C433738,V918814,FC,Ltd,3446 Brooks Lights,20153,71406,Mendezberg,P002,S003,FRA,IDF,843,7731,9394866810,PL2364,TX2146,01,01,S
100,PL4724,Allen-Simon,PL4724,C513378,V129190,FC,Ltd,993 Miller Union,57945,75265,Toddberg,P002,S001,FRA,NAQ,354,5338,3013793876,PL4724,TX7046,01,01,D
200,PL5987,"Brown, Perez and Nguyen",PL5987,C870542,V351685,FC,LLC,25962 Cheryl Heights,75880,81836,Brittanyshire,P002,S002,USA,CA,990,8926,5493196210,PL5987,TX9286,01,01,E
100,PL6602,"Smith, Kent and Villarreal",PL6602,C927890,V207560,FC,LLC,2307 Ho Isle,99311,13957,Holtville,P003,S003,DEU,BW,412,1169,7302628006,PL6602,TX5992,01,01,F
200,PL6367,Diaz PLC,PL6367,C654889,V596542,FC,and Sons,3856 Thomas Brook Suite 445,44286,60970,South Lauraside,P001,S001,IND,KA,432,6386,7322831959,PL6367,TX4453,01,01,D
300,PL7910,Cherry Ltd,PL7910,C669104,V434271,FC,LLC,6720 Taylor Mews,60198,47687,Whitebury,P003,S001,DEU,BY,962,4192,7675036157,PL7910,TX4302,01,01,E
200,PL8129,Mcguire PLC,PL8129,C103469,V937717,FC,Inc,87543 Thompson Square,17611,07824,Thomaston,P001,S002,FRA,IDF,266,4243,5934212638,PL8129,TX4897,01,01,S
300,PL5222,Prince-Gray,PL5222,C827528,V309797,FC,LLC,4975 Garrison Trail,72317,29883,Pittmanmouth,P003,S002,DEU,BY,781,7301,8997359771,PL5222,TX5494,01,01,F
300,PL8122,"Walker, Jones and Williams",PL8122,C427153,V208569,FC,Ltd,579 Michael Ramp Suite 731,19306,87759,Terrellmouth,P003,S002,DEU,BY,602,7368,3527596579,PL8122,TX9064,01,01,F
200,PL9609,White-Smith,PL9609,C583004,V555155,FC,Group,00940 Erin Roads,83242,68721,Lake Michael,P003,S003,DEU,HE,376,9504,3079766738,PL9609,TX2540,01,01,S
300,PL9673,"Collins, Gonzalez and Rodriguez",PL9673,C251921,V731129,FC,LLC,43787 Sharon Mills,49643,98622,Gonzalezshire,P001,S002,IND,KA,843,3176,8428319300,PL9673,TX9708,01,01,F
200,PL3437,"Davis, Schmidt and Dalton",PL3437,C579218,V870368,FC,LLC,94012 Case Shores,58265,32618,Mcgeeland,P002,S001,FRA,IDF,271,3962,8551225406,PL3437,TX6723,01,01,D
300,PL8264,Stevens LLC,PL8264,C361235,V831480,FC,Ltd,536 Tommy Bypass,23918,10466,Jenningsbury,P001,S003,IND,KA,845,5983,5091928562,PL8264,TX5641,01,01,S
200,PL7902,"Nelson, Gay and Bowers",PL7902,C423325,V117353,FC,Group,2434 Fowler Tunnel Apt. 553,37793,16378,Stephanieside,P002,S001,IND,DL,406,2829,2403079675,PL7902,TX2597,01,01,S
200,PL7734,"Rivers, Olson and Martin",PL7734,C942249,V406930,FC,Group,064 Robert Lakes Suite 660,74241,79856,Stephenville,P003,S001,IND,MH,893,1394,6046724579,PL7734,TX2763,01,01,F
300,PL3299,Wiggins-Keller,PL3299,C422232,V515866,FC,Ltd,1331 Gomez Forks,99920,80093,Port Joannahaven,P003,S002,DEU,BW,399,1490,8587781126,PL3299,TX1600,01,01,E
100,PL2911,Meyer LLC,PL2911,C637028,V639856,FC,PLC,1695 Davidson Station,31705,87821,Christinebury,P002,S002,USA,PA,949,9364,2341317771,PL2911,TX2873,01,01,D
100,PL3407,"Adams, Ellis and Lee",PL3407,C250488,V528952,FC,LLC,50971 Thompson Walk Apt. 604,62903,46901,South Heidi,P002,S003,IND,DL,134,7115,2243835938,PL3407,TX9150,01,01,S
100,PL1744,"Smith, Spencer and Stevens",PL1744,C831531,V421418,FC,Ltd,5259 Jessica Mill Apt. 896,52184,15851,Port Amber,P001,S003,FRA,NAQ,110,5756,3248283424,PL1744,TX3731,01,01,F
300,PL8787,Baird-Moss,PL8787,C881721,V563338,FC,and Sons,2787 Jorge Burgs,80891,16282,Williamside,P001,S001,USA,PA,149,2350,6439309454,PL8787,TX2861,01,01,E
200,PL4404,Jimenez LLC,PL4404,C677655,V664146,FC,Inc,25106 Christopher Roads,73214,34553,West Pennymouth,P002,S001,FRA,NAQ,182,6948,2482181414,PL4404,TX4442,01,01,S
200,PL7405,"Rivera, Hurley and Jensen",PL7405,C586837,V958364,FC,and Sons,97239 Jessica Port Suite 654,16026,36031,New Vanessa,P001,S003,DEU,BY,429,2970,3071515774,PL7405,TX3917,01,01,D
200,PL1501,Alvarez PLC,PL1501,C573049,V255198,FC,PLC,008 Sanchez Stravenue,21930,42423,Lake Mariachester,P003,S003,USA,TX,903,6028,3228133594,PL1501,TX7619,01,01,E
100,PL2460,"Martinez, Scott and Alexander",PL2460,C641651,V737970,FC,PLC,3168 Brett Lakes,51373,04369,West Davidville,P003,S002,DEU,BY,448,7836,1226189655,PL2460,TX8916,01,01,D
100,PL3637,"Thomas, Taylor and Hunt",PL3637,C893732,V135935,FC,Inc,8491 Hall Groves Suite 816,16141,79812,Janetstad,P003,S002,DEU,BY,761,4597,1929941103,PL3637,TX1812,01,01,D
100,PL9264,"Hartman, Hanna and Johnson",PL9264,C504023,V556145,FC,Group,9270 Smith Lane Suite 900,97211,38871,South Kendraborough,P003,S003,IND,DL,142,5789,6769351376,PL9264,TX2259,01,01,E
300,PL1205,Gonzalez-Peterson,PL1205,C646431,V476656,FC,LLC,660 Sarah Street Suite 994,50194,79627,Bryanstad,P001,S002,FRA,NAQ,161,8863,5366083215,PL1205,TX1043,01,01,F
100,PL9483,Peterson PLC,PL9483,C891033,V746392,FC,Ltd,36273 Johnson Trail,23315,37087,Lake Christopher,P003,S002,USA,TX,422,8991,4076655986,PL9483,TX3064,01,01,E
100,PL4984,Alexander-Valdez,PL4984,C100034,V311777,FC,Ltd,863 Robinson Greens,86000,26433,Thomasmouth,P002,S003,IND,DL,123,2907,1711548656,PL4984,TX7050,01,01,E
300,PL4625,Cox-Sanchez,PL4625,C520800,V201704,FC,Inc,0633 Jones Mill Suite 011,52142,89716,East Tammyview,P001,S002,FRA,PAC,640,6139,6289112657,PL4625,TX4608,01,01,S
300,PL8288,"Walsh, Peterson and Sanders",PL8288,C926568,V565311,FC,Inc,37499 Jacobson River,20381,09447,Ramirezmouth,P002,S003,IND,MH,897,2190,3431403452,PL8288,TX3176,01,01,S
100,PL3545,"Conner, Greene and Nguyen",PL3545,C218179,V438616,FC,and Sons,128 Cody Mountain Apt. 951,97659,85137,East Tyler,P001,S003,FRA,PAC,543,8375,5824856332,PL3545,TX3363,01,01,E
200,PL8531,Boyle-Miller,PL8531,C937665,V986131,FC,Ltd,943 Brian Junctions,48467,14280,Sheltonchester,P002,S001,USA,PA,519,5599,2783272000,PL8531,TX2063,01,01,E
200,PL5143,Sullivan-Ballard,PL5143,C538979,V238742,FC,Inc,36696 Rose Flat Suite 013,92829,76503,West Brandyshire,P002,S001,FRA,PAC,434,2059,9319227677,PL5143,TX5807,01,01,D
300,PL9557,Montgomery and Sons,PL9557,C249959,V651261,FC,Group,34760 Roger Springs,61066,58221,Michaelchester,P002,S003,USA,TX,957,4459,8926329284,PL9557,TX7776,01,01,D
300,PL9993,Acosta-Allen,PL9993,C622479,V430601,FC,LLC,46257 Matthew Groves Suite 104,13182,33879,New Robertbury,P003,S003,DEU,BY,135,9418,1499183753,PL9993,TX9097,01,01,D
300,PL6992,Camacho-Brewer,PL6992,C808241,V149308,FC,LLC,9095 Lori Causeway,83207,79680,West Lauratown,P001,S001,DEU,BY,696,4374,7469386003,PL6992,TX8946,01,01,D
200,PL1777,Reid-Grant,PL1777,C421892,V703785,FC,Inc,4064 Crystal Alley Apt. 640,15487,33891,South Kathyland,P001,S003,IND,DL,779,5064,7621533380,PL1777,TX6424,01,01,F
200,PL2823,Gross-Carlson,PL2823,C727533,V254049,FC,Inc,59493 Baker Ramp,23905,41394,Erikaview,P002,S002,DEU,HE,193,7181,8719664029,PL2823,TX3202,01,01,D
200,PL9040,Moore-Collins,PL9040,C566942,V537091,FC,Group,757 Vincent Square,37213,92848,Danielchester,P003,S002,FRA,PAC,390,9413,7031906870,PL9040,TX9353,01,01,S
100,PL8769,Bridges-Cruz,PL8769,C913724,V244684,FC,Ltd,95194 Kristen Manor,95441,45059,Vazquezport,P001,S001,DEU,BW,968,7687,3989227145,PL8769,TX6947,01,01,E
200,PL9271,"Richmond, Graham and Santos",PL9271,C670938,V775824,FC,PLC,2209 Dorothy Dale Apt. 244,82115,45146,East Gregorychester,P002,S002,USA,NY,738,2285,3952499121,PL9271,TX2838,01,01,E
200,PL6522,Cervantes Group,PL6522,C546780,V358848,FC,Group,2386 Dustin Run Apt. 747,83996,62838,North Jay,P003,S002,USA,CA,189,9360,2948968504,PL6522,TX1681,01,01,E
200,PL3673,West-Johnson,PL3673,C972354,V479818,FC,and Sons,888 Nelson Stream,73857,22727,Lake Frank,P002,S001,FRA,PAC,230,5373,1347337056,PL3673,TX9372,01,01,E
100,PL5663,Thomas and Sons,PL5663,C609193,V981872,FC,LLC,15603 Michael Road Suite 363,56373,90044,Port Matthewberg,P002,S003,FRA,NAQ,815,8278,1266826461,PL5663,TX5344,01,01,D
100,PL2288,"Harrison, Doyle and Rios",PL2288,C705777,V518267,FC,PLC,466 Jennifer Locks,22690,73717,New Elizabeth,P002,S003,IND,MH,826,5007,9251502785,PL2288,TX8836,01,01,D
300,PL2964,Daniel Group,PL2964,C884787,V404105,FC,PLC,813 David Run,85753,59751,Port Dylan,P001,S003,IND,DL,683,5201,4006558915,PL2964,TX4146,01,01,F
300,PL2744,Huff Group,PL2744,C451551,V707443,FC,Group,1600 Russell Knoll,15251,68933,Jonathanbury,P003,S003,IND,MH,789,4803,4490515423,PL2744,TX4326,01,01,D
300,PL3545,Beasley-Lopez,PL3545,C230232,V526558,FC,Inc,14922 Cooper Crest,84414,82989,South Lisa,P003,S001,IND,TN,494,2856,5171306369,PL3545,TX4712,01,01,E
200,PL3616,Johnson-Mcdaniel,PL3616,C588507,V303624,FC,and Sons,3729 Katie Via Apt. 059,46902,44486,East Taylor,P003,S003,IND,MH,816,4504,6809566430,PL3616,TX8230,01,01,F
300,PL4394,Black PLC,PL4394,C980179,V111174,FC,PLC,3191 Rachel Way Apt. 310,25749,81914,North Jonathan,P003,S002,DEU,BY,984,1047,5167730653,PL4394,TX3376,01,01,D
100,PL3117,"Saunders, Davis and Turner",PL3117,C550785,V947943,FC,PLC,303 Aimee Common,94797,94294,Briantown,P001,S002,DEU,BY,670,4717,6136373657,PL3117,TX7570,01,01,S
100,PL2673,Newton-Dixon,PL2673,C413337,V211613,FC,Ltd,8763 Erik Village,20220,89076,Lake Catherine,P002,S002,FRA,IDF,733,5606,2514388959,PL2673,TX1812,01,01,S
300,PL1818,Burns Ltd,PL1818,C103191,V317209,FC,and Sons,29441 Lydia Club Suite 371,76393,67097,South Gregory,P002,S001,USA,CA,970,4351,7394876371,PL1818,TX5323,01,01,D
300,PL1687,Ramos-Bradley,PL1687,C767589,V408118,FC,Group,5346 Burns Summit,47893,60288,South Jessechester,P002,S001,FRA,IDF,915,6491,5136193904,PL1687,TX4856,01,01,D
300,PL7031,Hodge Group,PL7031,C575499,V223894,FC,PLC,6530 Joseph Causeway,31583,69415,South Joannville,P001,S002,FRA,NAQ,839,5422,2330884119,PL7031,TX8575,01,01,F
300,PL6261,Howard and Sons,PL6261,C106223,V442200,FC,and Sons,0271 Heather Stream,63923,71189,West Travisview,P003,S003,USA,TX,943,2368,9377079365,PL6261,TX1080,01,01,S
300,PL3698,Bradshaw and Sons,PL3698,C645293,V129998,FC,Ltd,2189 Young Pines,75243,05451,Port Zachary,P002,S001,IND,MH,892,6617,2688298367,PL3698,TX9583,01,01,S
100,PL5031,"Dixon, Bell and Harper",PL5031,C419334,V202550,FC,Group,02772 Hansen Trafficway Apt. 246,19722,35836,Port Robertside,P002,S003,DEU,HE,332,2129,6700650826,PL5031,TX4515,01,01,D
300,PL3448,Williams-Shepard,PL3448,C856749,V614521,FC,LLC,282 Jose Gardens Apt. 990,79341,71506,New Nancy,P003,S003,USA,CA,336,7604,9172775029,PL3448,TX2953,01,01,D
100,PL5741,Mack-Weber,PL5741,C485345,V581840,FC,Inc,6273 Williams Gardens Suite 691,82086,62803,Lake Anthonymouth,P002,S003,DEU,BY,746,9714,8964359774,PL5741,TX9974,01,01,E
100,PL4426,"Miller, Gonzales and Zuniga",PL4426,C533912,V187481,FC,Ltd,6356 Teresa Stream,36684,63614,Janetfort,P001,S001,FRA,PAC,652,7860,6482328467,PL4426,TX4398,01,01,S
100,PL9123,Thornton LLC,PL9123,C713829,V635168,FC,Group,28758 Elizabeth Rapid,52204,43593,Hoganburgh,P001,S002,USA,TX,840,5126,7321396474,PL9123,TX4685,01,01,S
200,PL9378,Gardner-Reeves,PL9378,C932252,V414911,FC,Group,43111 Ponce Ridge,42139,45939,East Josephtown,P001,S001,IND,MH,567,8030,6236409966,PL9378,TX9423,01,01,E
200,PL4406,"Moore, Lee and Anderson",PL4406,C996054,V585881,FC,and Sons,44467 Kimberly Fords Suite 004,57316,13898,Davidborough,P003,S003,FRA,IDF,457,8281,2095531503,PL4406,TX8610,01,01,D
300,PL7298,Wilson Ltd,PL7298,C778837,V920683,FC,Inc,1301 Jones Ford,33674,56556,West James,P001,S003,IND,MH,873,9917,9352051115,PL7298,TX1560,01,01,S
300,PL2906,Garcia Ltd,PL2906,C541659,V818265,FC,Inc,118 Hartman Junctions Suite 012,65927,58513,Armstrongbury,P003,S002,USA,TX,470,5331,7619914960,PL2906,TX5103,01,01,S
100,PL9860,Murray Group,PL9860,C354311,V708000,FC,PLC,41623 Atkinson Parks,79558,95801,Carlashire,P001,S003,DEU,BW,715,6146,2598364815,PL9860,TX7686,01,01,D
300,PL8015,"Barry, Johnson and Payne",PL8015,C213169,V916080,FC,PLC,3947 Casey Radial Suite 466,30366,04460,New Barbara,P001,S003,IND,MH,872,5043,3529995661,PL8015,TX6198,01,01,D
200,PL4951,Strickland Group,PL4951,C901583,V622057,FC,LLC,28191 Monique Highway Suite 395,70983,70045,Davisberg,P001,S001,IND,TN,603,4781,6450413748,PL4951,TX8496,01,01,D
200,PL8896,Strong LLC,PL8896,C344963,V161805,FC,Group,9228 Brown Course Suite 693,29933,81538,North Gwendolynside,P001,S003,IND,TN,814,6464,7717638743,PL8896,TX6279,01,01,E
100,PL9804,Williamson Ltd,PL9804,C347428,V500889,FC,and Sons,803 Bennett Ports Apt. 498,75252,82448,Trevorstad,P003,S003,IND,TN,694,5879,7799402943,PL9804,TX5388,01,01,E
100,PL4073,Kerr-Rojas,PL4073,C856802,V764503,FC,LLC,4037 Hopkins Wells Suite 938,57846,65829,Herreraport,P001,S003,DEU,BW,331,3044,9343082169,PL4073,TX6638,01,01,S
300,PL5589,"Taylor, Johnson and Parker",PL5589,C746375,V118820,FC,LLC,9578 Thomas Isle,51614,67948,Wilsonchester,P001,S003,USA,TX,138,3439,6688442641,PL5589,TX5635,01,01,F
300,PL1211,Turner PLC,PL1211,C655101,V789444,FC,LLC,44123 Juan Curve,73053,18558,Aaronmouth,P001,S003,DEU,BW,566,1063,7616107958,PL1211,TX3783,01,01,S
300,PL9403,Barber-Brown,PL9403,C546893,V711069,FC,Group,561 Morales Hill,79811,55124,Michaelport,P002,S001,IND,MH,320,1554,6490487567,PL9403,TX1346,01,01,F
100,PL8598,Thomas-Cooper,PL8598,C757587,V872044,FC,and Sons,3040 May Glens,38400,24511,West Justinberg,P002,S002,IND,MH,193,5623,4100362328,PL8598,TX3860,01,01,D
300,PL8006,Brown Ltd,PL8006,C771402,V948264,FC,Inc,58699 Tracey Rest,45863,67080,East Catherine,P001,S001,DEU,BY,745,1756,4864980294,PL8006,TX2694,01,01,S
100,PL4348,"Wong, Powell and Arnold",PL4348,C595309,V538404,FC,LLC,20013 Henderson Trail,48334,35837,New Tim,P002,S003,FRA,IDF,758,6438,8242170067,PL4348,TX8136,01,01,F
100,PL2890,Williams and Sons,PL2890,C837842,V389962,FC,Group,20339 Brooks Road,62006,03048,Jeremyton,P001,S002,FRA,NAQ,325,7821,5303817550,PL2890,TX3935,01,01,F
100,PL1886,"Woods, Lindsey and Wilson",PL1886,C101131,V400112,FC,Inc,931 Amanda Loop Suite 672,66767,70799,Josephberg,P001,S002,DEU,BY,149,6955,8327335270,PL1886,TX5532,01,01,F
300,PL6615,Brown-Ibarra,PL6615,C485198,V772766,FC,Inc,99766 Richard Forks Apt. 804,16364,80032,East Angelaburgh,P001,S001,IND,DL,341,1543,1594935370,PL6615,TX7502,01,01,D
100,PL3073,Jones-Ponce,PL3073,C938488,V546074,FC,PLC,786 Jennifer Well,52104,55394,Hayshaven,P001,S001,USA,TX,216,2550,4758287754,PL3073,TX4690,01,01,D
100,PL5921,"Donovan, King and Thomas",PL5921,C613940,V172481,FC,Ltd,05769 Dodson Place,26832,27678,Gabrielville,P002,S001,DEU,HE,503,5900,4204721503,PL5921,TX5459,01,01,S
200,PL7416,"Frazier, Stephens and Hall",PL7416,C159773,V491524,FC,Ltd,479 Davidson Highway,84224,77028,North Nicole,P002,S001,DEU,HE,211,3154,8189860666,PL7416,TX2209,01,01,S
100,PL4928,"Moore, Green and Mann",PL4928,C137965,V306718,FC,PLC,987 Le Shoals Suite 346,80485,95135,Michaelmouth,P001,S002,USA,TX,203,1376,3686789669,PL4928,TX5154,01,01,S
300,PL9679,"Smith, Robinson and Robinson",PL9679,C439544,V695159,FC,Inc,468 Walker Burgs,67018,64322,East Stacey,P001,S001,IND,DL,429,5559,7080780470,PL9679,TX7581,01,01,D
300,PL1817,Johnson-Hernandez,PL1817,C541943,V510602,FC,Inc,5722 Neil Centers,84510,52073,South Katherineburgh,P003,S003,IND,DL,903,8418,1892705911,PL1817,TX5323,01,01,F
100,PL2714,"Perez, Espinoza and Garcia",PL2714,C862516,V954710,FC,Group,7365 Eric Rest Apt. 414,67891,81012,Port Taraborough,P001,S003,USA,TX,733,4984,4228369250,PL2714,TX2805,01,01,E
300,PL8624,Harris-Russo,PL8624,C708600,V460426,FC,Inc,5861 Melissa Mountain,21018,13716,Charlesborough,P002,S003,DEU,BY,424,7912,5991590932,PL8624,TX7930,01,01,S
300,PL1739,"Trujillo, Sanders and Foster",PL1739,C656233,V137939,FC,and Sons,23501 Reed Alley Suite 297,41515,56206,Oliverburgh,P003,S002,DEU,HE,879,5622,1922150425,PL1739,TX1842,01,01,S
300,PL2200,"Simon, Hernandez and Ingram",PL2200,C221143,V136459,FC,Group,79640 Bradley Forge Apt. 594,45045,54261,Whiteberg,P003,S002,USA,TX,225,2119,5622951149,PL2200,TX4503,01,01,E
300,PL3073,"Flores, Mitchell and Lee",PL3073,C160642,V451714,FC,Inc,976 Webster Rue Apt. 141,18849,18313,North Matthew,P003,S002,FRA,NAQ,839,7053,8297864187,PL3073,TX3678,01,01,F
300,PL3867,Baker-Williams,PL3867,C826202,V820101,FC,LLC,631 Rodriguez Oval,17836,75610,Clarkmouth,P002,S002,USA,NY,904,7106,6686337366,PL3867,TX4039,01,01,D
200,PL7304,Peck LLC,PL7304,C728807,V181225,FC,Group,05298 Peterson Prairie Apt. 647,84420,50119,Webstershire,P002,S001,USA,PA,365,6057,1657038537,PL7304,TX9919,01,01,D
300,PL6540,Hernandez Group,PL6540,C834876,V553381,FC,LLC,9213 Angelica Parks,10723,67743,South Gabriel,P002,S003,FRA,IDF,231,6058,3301097520,PL6540,TX3067,01,01,E
200,PL9852,Miller-Rodriguez,PL9852,C765569,V735299,FC,PLC,9047 Torres Camp Suite 651,22693,18445,Oconnorshire,P003,S003,DEU,BW,693,6160,2785834460,PL9852,TX5005,01,01,S
100,PL1798,Baldwin-Brandt,PL1798,C210822,V960969,FC,LLC,0599 Angel Rest,88352,71476,North Kimberly,P002,S001,USA,NY,514,7264,1238197622,PL1798,TX4225,01,01,F
