ABWCT,ABWGA,FCURR,FFACT,GDATU,KURST,MANDT,TCURR,TFACT
G,20190802,AED,66,20190802,M,100,AUD,82
M,20201118,CAD,99,20201118,M,100,SGD,84
P,20230919,AED,45,20230919,P,100,AUD,45
B,20190914,EUR,65,20190914,G,100,GBP,2
P,20220720,SGD,19,20220720,P,100,USD,98
P,20200320,CAD,50,20200320,P,100,EUR,9
M,20211126,EUR,63,20211126,G,100,AED,74
G,20231006,CAD,88,20231006,B,100,SGD,15
B,20201123,JPY,83,20201123,B,100,AED,95
G,20230721,AUD,56,20230721,G,100,GBP,95
P,20210718,AED,57,20210718,P,100,EUR,61
M,20200510,USD,6,20200510,G,100,AED,93
P,20210714,JPY,98,20210714,G,100,AUD,46
G,20221204,JPY,97,20221204,P,100,CAD,44
M,20201129,GBP,34,20201129,G,100,JPY,97
M,20230526,AUD,96,20230526,P,100,JPY,89
B,20221130,USD,75,20221130,M,100,JPY,19
B,20210217,SGD,82,20210217,P,100,EUR,38
G,20210527,GBP,74,20210527,M,100,JPY,87
M,20191119,GBP,61,20191119,B,100,USD,23
G,20230125,AED,68,20230125,G,100,SGD,94
G,20221231,USD,74,20221231,G,100,INR,16
B,20240801,AED,37,20240801,P,100,EUR,5
P,20181223,AED,59,20181223,G,100,JPY,35
G,20221223,SGD,69,20221223,B,100,JPY,7
G,20200216,INR,68,20200216,B,100,JPY,7
B,20211227,INR,33,20211227,B,100,AUD,65
P,20240627,AUD,93,20240627,G,100,SGD,46
M,20211118,AUD,23,20211118,M,100,USD,43
P,20190208,SGD,85,20190208,B,100,INR,23
G,20210905,CAD,15,20210905,G,100,SGD,29
M,20230127,USD,78,20230127,B,100,JPY,20
M,20221013,CAD,5,20221013,P,100,AUD,63
M,20200502,GBP,95,20200502,B,100,EUR,86
B,20200817,SGD,21,20200817,G,100,AUD,53
M,20220221,SGD,13,20220221,B,100,JPY,55
G,20211007,USD,91,20211007,P,100,CAD,27
P,20180718,INR,51,20180718,G,100,CAD,90
B,20210816,SGD,73,20210816,G,100,CAD,73
B,20211101,AED,37,20211101,P,100,JPY,67
P,20180328,GBP,26,20180328,M,100,JPY,85
P,20180414,CAD,74,20180414,M,100,GBP,86
P,20240726,AUD,62,20240726,P,100,EUR,81
M,20230206,AED,36,20230206,M,100,CAD,7
M,20180211,SGD,79,20180211,B,100,AED,60
P,20190606,USD,60,20190606,G,100,AUD,33
G,20200618,CAD,29,20200618,G,100,USD,39
M,20220319,EUR,81,20220319,G,100,SGD,24
P,20220628,SGD,73,20220628,G,100,JPY,61
M,20210605,CAD,51,20210605,G,100,GBP,22
M,20181006,EUR,81,20181006,P,100,INR,54
B,20190809,AED,64,20190809,B,100,CAD,61
G,20211105,AUD,78,20211105,M,100,SGD,99
P,20180409,CAD,26,20180409,B,100,AED,79
B,20210901,CAD,36,20210901,G,100,INR,42
P,20180725,GBP,36,20180725,M,100,AED,76
G,20200813,EUR,85,20200813,G,100,SGD,8
G,20200326,EUR,73,20200326,P,100,CAD,23
P,20240115,JPY,96,20240115,M,100,AED,63
B,20221120,AUD,1,20221120,P,100,CAD,22
P,20180904,CAD,54,20180904,M,100,USD,96
G,20210910,INR,56,20210910,B,100,CAD,35
P,20190817,EUR,7,20190817,G,100,USD,53
B,20201009,GBP,76,20201009,M,100,AUD,7
M,20181030,CAD,97,20181030,M,100,INR,69
G,20230604,AED,41,20230604,G,100,INR,51
P,20240818,SGD,8,20240818,M,100,AED,94
G,20240506,AUD,10,20240506,B,100,INR,53
M,20200117,CAD,21,20200117,M,100,GBP,95
M,20220918,SGD,67,20220918,P,100,AED,34
M,20220329,SGD,6,20220329,P,100,AUD,61
P,20190403,USD,28,20190403,G,100,CAD,53
P,20211130,USD,48,20211130,P,100,SGD,35
P,20231230,GBP,71,20231230,M,100,USD,44
B,20200223,INR,62,20200223,G,100,AED,26
P,20210701,INR,27,20210701,G,100,CAD,19
P,20210528,JPY,73,20210528,G,100,EUR,92
B,20180419,AUD,4,20180419,M,100,SGD,9
P,20230211,AUD,14,20230211,M,100,SGD,61
B,20190407,AUD,74,20190407,P,100,INR,43
P,20230211,CAD,61,20230211,G,100,EUR,41
P,20231231,USD,65,20231231,B,100,SGD,100
M,20240524,CAD,83,20240524,B,100,INR,67
G,20230515,CAD,71,20230515,M,100,GBP,38
G,20180805,INR,69,20180805,M,100,USD,89
M,20230720,USD,51,20230720,M,100,INR,10
G,20210618,EUR,26,20210618,P,100,CAD,80
M,20220410,EUR,91,20220410,M,100,CAD,96
M,20220503,SGD,68,20220503,P,100,AUD,11
B,20180913,AED,54,20180913,B,100,SGD,80
G,20220127,JPY,61,20220127,P,100,EUR,52
G,20210527,CAD,33,20210527,M,100,SGD,72
M,20200502,CAD,36,20200502,P,100,INR,93
P,20230904,JPY,61,20230904,G,100,INR,29
G,20211107,INR,76,20211107,B,100,USD,20
G,20231117,AED,54,20231117,M,100,JPY,38
G,20201005,CAD,24,20201005,G,100,SGD,4
B,20210825,EUR,53,20210825,B,100,AED,59
M,20240507,GBP,69,20240507,M,100,SGD,83
P,20211126,CAD,63,20211126,P,100,INR,92
M,20200822,USD,25,20200822,P,100,INR,25
P,20221204,SGD,28,20221204,B,100,AED,9
B,20200528,AED,4,20200528,G,100,EUR,6
B,20201102,SGD,6,20201102,B,100,GBP,71
B,20230603,USD,42,20230603,P,100,EUR,90
M,20221014,GBP,5,20221014,B,100,INR,72
M,20221106,AUD,47,20221106,G,100,USD,57
G,20181219,JPY,34,20181219,G,100,AUD,59
B,20190612,AED,6,20190612,G,100,CAD,78
P,20230814,AED,59,20230814,B,100,SGD,59
B,20230725,AED,95,20230725,B,100,AUD,96
P,20190606,AUD,98,20190606,P,100,GBP,67
B,20181112,SGD,10,20181112,B,100,AED,87
M,20220227,JPY,41,20220227,G,100,SGD,41
G,20200314,INR,60,20200314,P,100,AUD,64
M,20220707,GBP,81,20220707,P,100,CAD,46
P,20190622,AED,83,20190622,G,100,CAD,61
G,20190108,EUR,57,20190108,P,100,SGD,47
M,20200402,CAD,27,20200402,P,100,JPY,53
G,20240412,EUR,16,20240412,G,100,AED,94
P,20220830,CAD,90,20220830,B,100,SGD,49
B,20220428,GBP,54,20220428,G,100,USD,95
M,20190202,AUD,44,20190202,G,100,EUR,59
G,20240818,AUD,7,20240818,B,100,GBP,76
G,20221015,INR,65,20221015,G,100,USD,60
B,20180620,JPY,4,20180620,M,100,INR,74
P,20221008,JPY,41,20221008,B,100,INR,56
P,20190301,AED,100,20190301,G,100,EUR,84
B,20190703,INR,89,20190703,P,100,CAD,7
B,20240303,EUR,35,20240303,B,100,JPY,88
B,20211014,INR,43,20211014,M,100,GBP,83
P,20181029,CAD,45,20181029,G,100,JPY,43
B,20191216,GBP,62,20191216,M,100,CAD,93
P,20180920,GBP,75,20180920,M,100,CAD,54
P,20210623,JPY,63,20210623,P,100,AUD,20
M,20240518,SGD,44,20240518,P,100,INR,36
P,20221006,AUD,51,20221006,P,100,EUR,39
G,20200928,GBP,62,20200928,P,100,AED,63
M,20241028,AED,4,20241028,B,100,CAD,7
M,20190821,AUD,2,20190821,M,100,USD,33
B,20180330,CAD,86,20180330,B,100,EUR,11
P,20210729,INR,43,20210729,G,100,JPY,30
P,20240308,USD,73,20240308,G,100,JPY,59
G,20211227,AUD,2,20211227,G,100,CAD,69
G,20231011,INR,98,20231011,P,100,CAD,30
P,20220106,AUD,83,20220106,B,100,JPY,56
B,20210406,AED,91,20210406,B,100,JPY,56
M,20240825,JPY,93,20240825,G,100,USD,83
B,20210530,USD,32,20210530,B,100,GBP,46
G,20230711,JPY,22,20230711,M,100,SGD,3
B,20220301,SGD,77,20220301,P,100,EUR,71
G,20230606,AUD,1,20230606,G,100,GBP,86
B,20191210,USD,10,20191210,M,100,CAD,17
M,20220303,EUR,46,20220303,G,100,AUD,93
M,20191115,INR,3,20191115,P,100,JPY,79
P,20210330,INR,16,20210330,G,100,JPY,23
P,20210818,USD,34,20210818,B,100,INR,74
G,20230715,SGD,55,20230715,B,100,AED,68
B,20190807,SGD,27,20190807,P,100,CAD,89
M,20240511,AUD,92,20240511,M,100,EUR,55
B,20221107,USD,17,20221107,M,100,JPY,49
B,20200124,AUD,30,20200124,M,100,GBP,90
G,20220302,JPY,41,20220302,M,100,INR,6
B,20231119,CAD,40,20231119,B,100,AED,79
M,20220509,CAD,58,20220509,B,100,SGD,26
P,20230415,CAD,94,20230415,P,100,SGD,10
B,20230606,SGD,83,20230606,B,100,AED,7
G,20240610,AED,7,20240610,M,100,EUR,29
M,20190628,EUR,34,20190628,B,100,SGD,87
P,20210802,SGD,24,20210802,B,100,GBP,5
P,20211004,INR,65,20211004,G,100,SGD,63
B,20231002,GBP,95,20231002,G,100,SGD,79
G,20190802,CAD,89,20190802,B,100,EUR,36
M,20190415,INR,70,20190415,B,100,GBP,57
G,20220915,EUR,90,20220915,B,100,AED,60
G,20200226,SGD,63,20200226,B,100,JPY,27
B,20230506,INR,13,20230506,M,100,AED,84
P,20230908,CAD,66,20230908,B,100,AED,66
G,20200318,EUR,47,20200318,B,100,INR,100
M,20180417,AED,5,20180417,B,100,INR,16
B,20190803,INR,26,20190803,P,100,USD,69
B,20200125,EUR,41,20200125,M,100,USD,96
P,20210509,INR,15,20210509,M,100,AED,88
B,20220610,USD,31,20220610,P,100,JPY,1
B,20241022,JPY,32,20241022,G,100,CAD,77
M,20230630,USD,99,20230630,M,100,SGD,100
G,20231225,EUR,71,20231225,B,100,USD,37
M,20211008,CAD,11,20211008,M,100,AED,77
B,20220626,CAD,62,20220626,B,100,SGD,37
G,20230802,GBP,15,20230802,P,100,SGD,99
G,20200627,GBP,48,20200627,P,100,INR,44
M,20240127,JPY,72,20240127,M,100,INR,30
B,20180805,INR,12,20180805,M,100,EUR,22
B,20200325,AUD,23,20200325,P,100,AED,68
B,20180713,AUD,62,20180713,B,100,GBP,47
M,20181225,GBP,5,20181225,M,100,AUD,21
M,20180211,CAD,60,20180211,G,100,SGD,64
M,20180317,JPY,1,20180317,M,100,INR,42
B,20220623,AUD,89,20220623,G,100,GBP,42
P,20240404,EUR,97,20240404,M,100,CAD,15
G,20240112,JPY,99,20240112,M,100,EUR,75
P,20230528,CAD,3,20230528,P,100,EUR,8
G,20240728,SGD,21,20240728,B,100,INR,66
G,20180119,JPY,71,20180119,M,100,SGD,91
P,20220724,SGD,51,20220724,M,100,INR,48
G,20190907,GBP,53,20190907,G,100,CAD,37
B,20191024,GBP,87,20191024,G,100,AED,52
G,20200823,GBP,13,20200823,B,100,USD,81
B,20221226,AUD,84,20221226,M,100,JPY,16
M,20221023,USD,28,20221023,P,100,CAD,28
P,20190602,JPY,88,20190602,P,100,CAD,37
B,20240123,EUR,88,20240123,P,100,USD,18
G,20221220,USD,43,20221220,M,100,JPY,48
P,20220212,EUR,60,20220212,M,100,USD,13
P,20220621,INR,31,20220621,B,100,CAD,81
P,20180929,GBP,34,20180929,B,100,AED,7
M,20180318,CAD,27,20180318,M,100,GBP,98
P,20200301,JPY,73,20200301,G,100,AUD,51
B,20181201,SGD,70,20181201,G,100,GBP,86
B,20210524,SGD,92,20210524,G,100,EUR,50
M,20221107,AED,28,20221107,B,100,USD,76
P,20221222,USD,9,20221222,P,100,SGD,51
B,20180502,INR,37,20180502,B,100,AUD,65
P,20221210,CAD,67,20221210,B,100,AED,40
P,20240605,SGD,13,20240605,B,100,CAD,70
M,20181006,GBP,23,20181006,B,100,INR,66
G,20231207,CAD,53,20231207,M,100,SGD,8
G,20240303,USD,40,20240303,B,100,JPY,79
G,20240907,USD,31,20240907,P,100,EUR,40
G,20210624,EUR,68,20210624,B,100,CAD,69
P,20190201,USD,8,20190201,P,100,CAD,24
P,20180507,JPY,73,20180507,P,100,INR,69
B,20210304,INR,82,20210304,P,100,GBP,55
G,20220124,CAD,3,20220124,B,100,INR,14
M,20210814,USD,77,20210814,M,100,CAD,34
G,20210311,SGD,85,20210311,M,100,EUR,46
M,20240825,GBP,13,20240825,G,100,SGD,84
G,20180816,JPY,4,20180816,M,100,AED,37
G,20210413,GBP,85,20210413,G,100,AUD,72
B,20220419,JPY,69,20220419,B,100,EUR,13
P,20190727,CAD,5,20190727,B,100,AUD,82
B,20211230,GBP,10,20211230,P,100,CAD,7
M,20190130,EUR,43,20190130,M,100,AED,61
G,20180521,AED,99,20180521,G,100,INR,62
P,20220630,USD,30,20220630,B,100,AUD,89
G,20200922,GBP,79,20200922,G,100,AED,46
M,20211130,JPY,95,20211130,P,100,GBP,16
B,20210416,EUR,39,20210416,B,100,USD,98
G,20180428,INR,12,20180428,B,100,CAD,60
G,20181012,EUR,91,20181012,G,100,AED,39
G,20220103,EUR,68,20220103,P,100,INR,81
M,20230301,AUD,87,20230301,B,100,GBP,8
G,20221021,USD,15,20221021,G,100,INR,62
P,20230422,SGD,62,20230422,M,100,INR,41
P,20210905,JPY,25,20210905,M,100,AUD,47
B,20240802,INR,18,20240802,P,100,USD,96
G,20191016,SGD,85,20191016,M,100,INR,65
B,20201217,JPY,29,20201217,B,100,USD,30
B,20190812,AUD,83,20190812,B,100,SGD,52
G,20231125,USD,75,20231125,P,100,AUD,25
B,20221113,JPY,17,20221113,P,100,AUD,18
M,20180311,USD,32,20180311,G,100,AUD,88
P,20230727,GBP,40,20230727,G,100,SGD,50
M,20220519,AED,40,20220519,B,100,SGD,71
M,20200523,CAD,36,20200523,G,100,EUR,12
M,20230220,USD,14,20230220,M,100,JPY,50
P,20240109,GBP,11,20240109,M,100,EUR,6
M,20180412,GBP,92,20180412,B,100,CAD,5
B,20180522,GBP,56,20180522,B,100,USD,89
M,20211207,INR,99,20211207,M,100,SGD,51
M,20220917,JPY,90,20220917,G,100,GBP,1
B,20190612,INR,77,20190612,M,100,CAD,41
M,20240716,USD,40,20240716,P,100,EUR,41
M,20220415,GBP,13,20220415,P,100,INR,68
P,20230509,INR,71,20230509,P,100,GBP,99
G,20190111,CAD,59,20190111,M,100,GBP,64
P,20181007,JPY,100,20181007,P,100,AUD,96
M,20220324,CAD,100,20220324,M,100,USD,2
P,20220322,USD,85,20220322,P,100,INR,53
B,20220824,AED,90,20220824,M,100,EUR,12
B,20191227,GBP,92,20191227,B,100,INR,53
M,20200212,AUD,91,20200212,G,100,EUR,63
M,20200420,AED,80,20200420,G,100,EUR,27
P,20201223,AED,79,20201223,M,100,GBP,16
M,20191007,GBP,44,20191007,G,100,INR,40
G,20210505,SGD,9,20210505,G,100,AUD,99
P,20190718,USD,59,20190718,G,100,CAD,26
G,20191022,CAD,62,20191022,B,100,USD,70
G,20240523,EUR,46,20240523,M,100,SGD,30
P,20221109,USD,92,20221109,M,100,SGD,34
G,20240716,AUD,55,20240716,M,100,USD,57
B,20231211,EUR,69,20231211,P,100,JPY,5
B,20220901,GBP,7,20220901,G,100,INR,87
M,20230830,USD,78,20230830,M,100,INR,28
M,20200507,SGD,5,20200507,G,100,JPY,97
B,20230715,AUD,98,20230715,M,100,SGD,10
P,20210607,SGD,76,20210607,B,100,USD,37
M,20190329,AUD,53,20190329,P,100,USD,60
B,20220513,JPY,87,20220513,M,100,GBP,5
P,20230717,SGD,28,20230717,G,100,EUR,61
P,20181128,GBP,35,20181128,B,100,USD,1
G,20231101,USD,83,20231101,B,100,JPY,12
P,20180101,INR,34,20180101,G,100,USD,95
M,20200818,GBP,95,20200818,P,100,AUD,63
P,20181013,JPY,80,20181013,G,100,GBP,30
P,20180127,CAD,11,20180127,B,100,AUD,44
M,20191115,INR,19,20191115,B,100,JPY,65
B,20201203,INR,11,20201203,P,100,CAD,50
B,20200305,CAD,64,20200305,G,100,USD,11
P,20230121,GBP,1,20230121,B,100,CAD,78
M,20240327,CAD,97,20240327,G,100,GBP,62
P,20190414,GBP,2,20190414,G,100,AUD,8
P,20191030,GBP,93,20191030,M,100,SGD,72
M,20231107,INR,72,20231107,M,100,AED,98
P,20190714,EUR,21,20190714,M,100,AUD,98
P,20200327,INR,47,20200327,P,100,EUR,1
B,20200112,CAD,98,20200112,M,100,EUR,6
P,20230329,SGD,28,20230329,P,100,CAD,91
B,20211226,USD,23,20211226,M,100,AED,99
M,20240123,USD,1,20240123,B,100,EUR,31
G,20231203,GBP,59,20231203,M,100,SGD,7
G,20190522,INR,4,20190522,B,100,SGD,3
P,20220117,JPY,20,20220117,G,100,EUR,13
B,20210905,AUD,34,20210905,M,100,INR,45
G,20200721,JPY,9,20200721,G,100,EUR,81
G,20180603,INR,12,20180603,G,100,AED,82
G,20230303,JPY,25,20230303,B,100,AUD,66
B,20200122,JPY,92,20200122,M,100,CAD,37
M,20200410,SGD,35,20200410,M,100,USD,21
P,20240617,USD,81,20240617,P,100,EUR,2
P,20200529,EUR,14,20200529,P,100,INR,69
P,20210705,JPY,88,20210705,G,100,CAD,87
P,20210311,USD,80,20210311,B,100,EUR,30
G,20191217,INR,42,20191217,M,100,SGD,48
P,20190101,AUD,81,20190101,B,100,GBP,70
P,20210505,CAD,53,20210505,B,100,INR,83
G,20180628,INR,98,20180628,G,100,SGD,61
B,20220722,GBP,36,20220722,B,100,INR,5
P,20210531,USD,40,20210531,P,100,AUD,3
P,20190126,INR,41,20190126,P,100,SGD,38
B,20190411,GBP,13,20190411,B,100,AUD,20
P,20180604,SGD,52,20180604,B,100,AUD,84
B,20220203,GBP,84,20220203,M,100,AUD,84
B,20201224,GBP,10,20201224,M,100,EUR,38
B,20221119,AUD,72,20221119,M,100,EUR,54
B,20200727,JPY,54,20200727,B,100,INR,71
P,20190114,CAD,30,20190114,B,100,EUR,25
B,20240511,INR,39,20240511,M,100,USD,47
B,20220829,CAD,87,20220829,B,100,USD,46
B,20190711,EUR,77,20190711,B,100,INR,41
G,20200528,SGD,65,20200528,P,100,EUR,96
P,20240319,JPY,68,20240319,M,100,EUR,12
M,20200402,INR,18,20200402,G,100,CAD,9
G,20211217,CAD,16,20211217,P,100,AUD,88
P,20240311,GBP,14,20240311,B,100,AUD,14
B,20191218,CAD,65,20191218,M,100,INR,95
P,20240112,AUD,72,20240112,G,100,USD,88
P,20211015,EUR,10,20211015,M,100,JPY,68
P,20220927,CAD,88,20220927,B,100,EUR,94
G,20240712,GBP,13,20240712,B,100,AED,4
M,20220422,AED,20,20220422,P,100,SGD,88
M,20210813,INR,59,20210813,M,100,EUR,57
G,20190616,USD,27,20190616,P,100,EUR,95
M,20180609,USD,100,20180609,G,100,SGD,42
B,20180424,SGD,64,20180424,P,100,JPY,15
M,20220522,INR,4,20220522,B,100,JPY,51
B,20180507,USD,51,20180507,B,100,INR,1
P,20210406,GBP,55,20210406,M,100,SGD,70
B,20180617,EUR,6,20180617,G,100,JPY,10
P,20200310,EUR,19,20200310,M,100,AED,87
B,20200518,SGD,11,20200518,M,100,JPY,60
P,20200819,AED,92,20200819,G,100,SGD,79
P,20180627,AED,15,20180627,M,100,GBP,19
M,20240328,CAD,17,20240328,B,100,AED,39
G,20221218,INR,52,20221218,M,100,EUR,47
G,20230806,JPY,35,20230806,B,100,INR,60
B,20230805,SGD,5,20230805,M,100,GBP,94
G,20191011,EUR,35,20191011,G,100,AED,16
G,20190701,USD,73,20190701,B,100,INR,81
M,20210509,SGD,94,20210509,G,100,JPY,71
B,20201015,AUD,60,20201015,G,100,SGD,89
P,20190818,USD,54,20190818,M,100,AUD,72
M,20230414,USD,6,20230414,M,100,CAD,28
G,20200103,JPY,68,20200103,B,100,USD,21
M,20210217,SGD,88,20210217,G,100,INR,70
P,20230329,EUR,91,20230329,M,100,CAD,32
B,20241102,SGD,58,20241102,B,100,INR,23
P,20230609,AUD,55,20230609,G,100,JPY,61
M,20210909,EUR,93,20210909,G,100,CAD,66
P,20210608,SGD,57,20210608,P,100,USD,96
G,20220926,INR,32,20220926,B,100,SGD,98
M,20180506,INR,32,20180506,M,100,EUR,85
P,20201018,EUR,57,20201018,B,100,SGD,22
M,20240929,GBP,82,20240929,M,100,SGD,29
B,20240321,GBP,90,20240321,P,100,SGD,61
G,20210611,EUR,44,20210611,M,100,CAD,85
P,20230913,SGD,66,20230913,G,100,USD,74
G,20181108,CAD,36,20181108,P,100,AUD,77
G,20210612,SGD,13,20210612,G,100,GBP,40
G,20190304,JPY,26,20190304,P,100,AUD,81
G,20201012,SGD,95,20201012,P,100,AED,27
M,20180410,AUD,49,20180410,P,100,CAD,13
G,20210110,EUR,59,20210110,P,100,SGD,8
G,20240404,EUR,33,20240404,B,100,GBP,78
B,20220306,GBP,56,20220306,P,100,EUR,53
P,20210820,SGD,7,20210820,P,100,EUR,61
M,20190930,CAD,59,20190930,M,100,JPY,75
P,20210827,EUR,96,20210827,M,100,AUD,70
G,20181230,AUD,24,20181230,P,100,AED,56
M,20191015,GBP,83,20191015,B,100,AED,98
M,20240430,INR,79,20240430,B,100,AUD,55
M,20211208,JPY,4,20211208,M,100,GBP,99
P,20230921,GBP,15,20230921,M,100,JPY,49
M,20230716,INR,1,20230716,M,100,EUR,68
M,20181009,USD,54,20181009,M,100,JPY,53
B,20220913,AUD,68,20220913,G,100,AED,72
G,20200515,JPY,7,20200515,B,100,AED,30
B,20190914,USD,97,20190914,G,100,CAD,66
G,20210403,JPY,100,20210403,B,100,GBP,94
P,20190514,INR,16,20190514,M,100,GBP,40
G,20231105,USD,12,20231105,M,100,AED,9
P,20181008,CAD,69,20181008,P,100,AED,38
M,20241004,SGD,91,20241004,B,100,EUR,34
M,20211216,JPY,40,20211216,P,100,INR,60
G,20200504,CAD,15,20200504,G,100,EUR,25
M,20220923,INR,36,20220923,G,100,CAD,1
P,20240805,INR,82,20240805,M,100,GBP,78
G,20200106,AUD,44,20200106,G,100,GBP,43
G,20180116,INR,83,20180116,P,100,USD,40
B,20201126,AUD,97,20201126,P,100,JPY,18
B,20201108,CAD,77,20201108,M,100,SGD,48
G,20240217,SGD,65,20240217,B,100,INR,87
B,20231215,JPY,49,20231215,P,100,AED,76
M,20201129,CAD,12,20201129,M,100,GBP,46
M,20190822,JPY,96,20190822,M,100,GBP,57
M,20190212,SGD,93,20190212,P,100,AUD,89
G,20210604,JPY,68,20210604,G,100,AUD,15
P,20190225,AUD,36,20190225,G,100,SGD,60
M,20190813,SGD,100,20190813,M,100,USD,99
P,20220112,USD,70,20220112,P,100,GBP,16
M,20190518,AED,79,20190518,M,100,INR,99
G,20230801,EUR,18,20230801,G,100,AED,53
G,20180802,GBP,41,20180802,M,100,CAD,99
M,20240926,SGD,59,20240926,G,100,JPY,35
B,20200825,SGD,7,20200825,G,100,INR,86
P,20191226,JPY,56,20191226,P,100,AED,65
B,20180221,GBP,31,20180221,B,100,USD,99
B,20240903,AED,11,20240903,P,100,GBP,27
B,20191205,INR,59,20191205,P,100,GBP,54
P,20240512,USD,24,20240512,P,100,AED,29
G,20180103,AED,27,20180103,B,100,EUR,6
B,20240826,EUR,15,20240826,G,100,CAD,34
G,20221126,JPY,1,20221126,G,100,USD,70
G,20220907,GBP,98,20220907,P,100,CAD,52
G,20230925,INR,55,20230925,B,100,AED,47
B,20200409,SGD,10,20200409,M,100,CAD,46
P,20200401,AED,60,20200401,G,100,INR,75
M,20201018,AED,33,20201018,M,100,SGD,37
B,20220313,EUR,79,20220313,M,100,AUD,18
M,20180302,AUD,55,20180302,B,100,CAD,26
P,20240116,AUD,7,20240116,G,100,AED,98
P,20191217,AED,35,20191217,G,100,CAD,68
B,20230319,AUD,60,20230319,B,100,EUR,89
G,20211206,GBP,33,20211206,P,100,AUD,24
B,20220318,SGD,14,20220318,M,100,GBP,61
B,20190410,EUR,53,20190410,P,100,GBP,11
B,20190209,INR,89,20190209,G,100,CAD,25
P,20201028,JPY,81,20201028,G,100,INR,43
P,20210206,JPY,53,20210206,P,100,SGD,26
G,20220623,INR,78,20220623,M,100,EUR,90
B,20220302,GBP,42,20220302,P,100,AED,32
G,20180526,AED,28,20180526,B,100,GBP,74
P,20200816,CAD,94,20200816,P,100,AED,3
P,20240620,AUD,67,20240620,M,100,INR,32
B,20230314,SGD,7,20230314,G,100,AED,64
B,20240330,CAD,12,20240330,M,100,USD,58
M,20210315,JPY,33,20210315,B,100,EUR,28
B,20190326,GBP,97,20190326,B,100,EUR,57
P,20210417,INR,75,20210417,G,100,GBP,97
M,20200315,GBP,6,20200315,M,100,CAD,12
G,20210131,USD,13,20210131,B,100,AED,5
M,20191004,SGD,53,20191004,M,100,EUR,27
P,20210303,JPY,73,20210303,P,100,SGD,24
G,20180820,USD,50,20180820,G,100,EUR,43
M,20200414,CAD,16,20200414,M,100,EUR,53
M,20190817,AED,27,20190817,G,100,SGD,11
M,20211015,AUD,39,20211015,B,100,INR,95
B,20191020,EUR,77,20191020,M,100,JPY,42
P,20190309,SGD,36,20190309,P,100,INR,48
P,20240324,JPY,87,20240324,G,100,SGD,19
G,20240523,USD,38,20240523,G,100,GBP,85
P,20190503,EUR,8,20190503,P,100,USD,18
P,20180920,GBP,88,20180920,G,100,AED,43
G,20200709,EUR,58,20200709,P,100,AUD,91
P,20221107,EUR,66,20221107,M,100,INR,34
P,20201105,AUD,4,20201105,G,100,EUR,37
B,20240522,JPY,12,20240522,G,100,EUR,27
M,20190721,EUR,42,20190721,M,100,JPY,55
G,20210105,EUR,67,20210105,M,100,USD,98
G,20180513,GBP,39,20180513,B,100,SGD,27
P,20220414,JPY,24,20220414,G,100,CAD,46
M,20230508,SGD,27,20230508,G,100,INR,9
P,20180612,AED,100,20180612,P,100,SGD,79
G,20210630,GBP,42,20210630,B,100,CAD,52
B,20240917,AED,84,20240917,G,100,INR,11
B,20191008,INR,56,20191008,G,100,USD,61
P,20221116,AUD,1,20221116,P,100,USD,98
B,20211117,GBP,72,20211117,G,100,AED,58
P,20230709,JPY,2,20230709,M,100,SGD,87
M,20230101,USD,25,20230101,B,100,EUR,64
P,20211217,USD,48,20211217,P,100,AED,4
B,20210401,JPY,83,20210401,B,100,SGD,54
M,20200514,AED,64,20200514,B,100,USD,26
M,20231026,USD,2,20231026,M,100,INR,38
P,20220317,AUD,76,20220317,P,100,GBP,61
M,20180602,USD,77,20180602,M,100,JPY,19
G,20190628,INR,83,20190628,G,100,USD,71
M,20190624,AED,9,20190624,M,100,INR,38
G,20220207,JPY,66,20220207,M,100,CAD,21
M,20230421,JPY,4,20230421,B,100,USD,51
M,20200204,GBP,41,20200204,B,100,SGD,44
M,20231217,AED,95,20231217,B,100,GBP,97
M,20240921,CAD,25,20240921,G,100,SGD,81
G,20200115,SGD,91,20200115,M,100,AED,23
G,20220421,EUR,20,20220421,B,100,JPY,65
M,20180420,AUD,32,20180420,M,100,SGD,54
G,20230612,AED,20,20230612,G,100,JPY,53
M,20210829,GBP,17,20210829,G,100,SGD,75
P,20191221,CAD,46,20191221,P,100,SGD,49
B,20221008,USD,85,20221008,M,100,SGD,57
M,20230409,GBP,81,20230409,G,100,EUR,61
M,20240912,INR,2,20240912,P,100,AUD,48
M,20201212,INR,49,20201212,G,100,GBP,55
M,20231106,SGD,52,20231106,B,100,INR,99
P,20240501,AUD,63,20240501,G,100,AED,39
P,20190301,INR,14,20190301,B,100,AUD,92
P,20231229,AED,24,20231229,B,100,JPY,86
B,20201231,CAD,48,20201231,M,100,GBP,38
B,20221118,AUD,35,20221118,P,100,USD,80
M,20190603,INR,65,20190603,B,100,CAD,2
B,20200917,CAD,34,20200917,M,100,AED,72
G,20240314,SGD,11,20240314,P,100,JPY,52
P,20240522,SGD,91,20240522,P,100,JPY,81
P,20180608,SGD,92,20180608,B,100,CAD,37
G,20231120,GBP,65,20231120,B,100,CAD,84
B,20180126,AUD,74,20180126,M,100,EUR,52
G,20190209,SGD,15,20190209,P,100,INR,71
P,20190615,JPY,89,20190615,P,100,AUD,59
G,20230306,AED,1,20230306,B,100,SGD,16
B,20180824,EUR,63,20180824,G,100,SGD,6
