AENAM,CEINM,CHARG,CHDLL,CHJIN,CHRUE,CINSM,CLABS,CRETM,CSPEM,CUMLM,CVMEI,CVMIN,CVMLA,CVMRE,CVMSP,CVMUM,ERNAM,ERSDA,HERKL,KZICE,KZICL,KZICQ,KZICS,KZVCE,KZVCL,KZVCQ,KZVCS,LAEDA,LFGJA,LFMON,LGORT,LVORM,MANDT,MATNR,SPERC,WERKS
clarkjason,61.714,B199905024,20250210,2026,"",248.96,4468.625,45.333,200.24,481.395,54.145,221.258,4054.517,40.965,162.161,405.614,daniel91,20250401,CN,"","","","","","","","",20240224,2026,12,S065,"",100,617566885910091096,"",P039
thomasrodrig,73.586,B543387951,20240329,2022,X,270.547,3155.349,47.724,81.555,374.97,67.266,227.945,2964.203,40.676,67.718,341.791,kim26,20250129,CN,"","","","","","","","",20241015,2023,11,S074,"",100,657983834187879512,X,P037
deanclifford,11.058,B900802174,20251022,2025,X,25.038,330.402,4.482,3.945,34.147,9.316,21.075,288.284,4.244,3.676,29.992,qmckinney,20230615,CN,"","","","","","","","",20230523,2022,02,S092,"",100,881740331063024473,"",P014
ericksonmatt,52.467,B464901856,20250902,2025,"",243.606,2589.12,31.879,128.317,253.814,47.64,218.558,2483.675,28.772,116.426,231.098,younglindsay,20241107,IN,"","","","","","","","",20230916,2025,05,S060,"",100,579129423041013706,"",P005
kristasulliv,136.529,B778768206,20241105,2022,"",130.256,3888.349,25.563,140.385,272.911,120.009,114.567,3410.716,22.789,117.234,232.507,moorekristin,20240915,CN,"","","","","","","","",20250216,2023,12,S037,"",100,615860881343472519,X,P026
mary28,11.423,B146542252,20231226,2023,"",8.404,231.386,4.403,10.434,33.14,10.108,7.22,212.71,4.055,9.721,26.83,elizabethhar,20250903,US,"","","","","","","","",20250801,2022,04,S048,"",100,721349823491617635,"",P011
justin88,20.111,B401519568,20250413,2026,X,108.142,1421.496,27.767,39.865,273.633,17.462,100.426,1346.997,26.163,34.073,231.276,michelle04,20240508,CN,"","","","","","","","",20240721,2026,12,S073,"",100,590145973635351324,"",P026
ambercoleman,33.371,B123910325,20250821,2024,"",282.299,3321.403,45.921,140.923,406.621,27.478,239.383,2924.459,37.681,132.937,353.744,ckim,20251022,IN,"","","","","","","","",20250316,2026,12,S041,"",100,823076089068515543,"",P034
jenningswill,70.591,B358735438,20230621,2026,X,145.231,1558.852,23.847,60.783,90.098,62.799,123.396,1478.569,21.595,55.144,72.864,bbates,20250226,CN,"","","","","","","","",20230928,2026,01,S043,"",100,471714105495303078,"",P039
steve79,147.304,B256097020,20230731,2025,X,128.402,3359.939,59.554,114.184,255.118,136.117,106.079,2895.722,49.345,96.824,209.016,donaldrodrig,20240104,CN,"","","","","","","","",20250321,2022,02,S007,"",100,331187868260463923,"",P035
gordonsherry,7.818,B962340107,20240803,2026,X,9.922,163.007,1.024,7.55,19.02,6.953,8.936,153.334,0.859,6.403,16.823,brendabrown,20250426,IN,"","","","","","","","",20250201,2025,01,S046,"",100,196448711964465373,"",P030
ogiles,37.268,B437858486,20240927,2022,X,53.824,1313.083,22.201,36.931,153.04,30.342,50.282,1241.176,18.565,33.435,141.676,morganbrian,20231030,DE,"","","","","","","","",20240130,2025,04,S026,"",100,993993179256548265,"",P006
aliciaholt,87.046,B391006996,20251102,2025,X,127.891,2087.817,18.95,23.647,142.643,78.825,113.03,1980.996,16.09,22.001,117.972,lacosta,20251105,US,"","","","","","","","",20230824,2025,09,S030,"",100,326943329401267710,X,P048
ztorres,11.405,B502431844,20230727,2026,X,9.558,412.159,5.899,19.87,55.96,10.174,8.864,372.103,4.749,16.678,47.6,hcox,20231027,CN,"","","","","","","","",20251230,2024,12,S047,"",100,857636226954747963,X,P025
lloydanna,38.264,B258155894,20240513,2026,X,74.68,898.628,14.082,39.627,101.645,35.45,70.089,804.247,13.116,31.774,83.406,marshallcass,20240926,DE,"","","","","","","","",20260201,2023,01,S014,"",100,631774051844402142,X,P041
thomas53,127.6,B919860557,20251119,2026,"",101.545,2590.01,16.625,57.627,175.51,107.459,82.768,2257.245,15.448,46.459,163.195,johngriffin,20240806,US,"","","","","","","","",20231106,2024,10,S061,"",100,733871919587259403,X,P035
fknight,49.946,B488576163,20260125,2026,X,46.904,1120.49,6.617,46.701,220.19,46.75,38.698,1065.315,6.145,40.63,197.295,robertslori,20260129,CN,"","","","","","","","",20240220,2023,11,S030,"",100,921402861725234400,X,P012
kevinweaver,12.879,B732095907,20251110,2023,"",30.354,497.424,5.047,7.039,56.554,12.002,27.902,429.247,4.685,6.348,48.575,andrea71,20240413,CN,"","","","","","","","",20250805,2022,02,S092,"",100,198264923413476085,"",P042
robin91,76.22,B199771239,20250224,2026,"",83.721,2321.855,14.854,113.319,215.123,70.779,75.447,2144.821,12.192,94.544,193.575,jacobhenders,20230818,US,"","","","","","","","",20231217,2025,05,S061,"",100,721995967471176300,"",P012
susanpierce,130.228,B903506710,20230708,2022,"",78.714,2713.949,45.879,61.346,349.925,107.245,74.253,2444.349,42.696,52.875,304.131,jthomas,20240405,US,"","","","","","","","",20250514,2022,08,S061,"",100,151893328573333268,"",P008
kimberly31,61.114,B667439060,20230806,2024,X,228.981,2321.342,14.428,40.183,378.21,52.042,190.186,2133.378,12.212,33.176,353.506,zbruce,20250418,CN,"","","","","","","","",20241225,2023,07,S033,"",100,595691607258783417,X,P023
seanwarren,97.108,B476739834,20240917,2024,"",241.828,2682.507,47.693,54.208,508.612,87.736,220.721,2591.407,41.064,46.374,441.566,wquinn,20251224,CN,"","","","","","","","",20250707,2022,08,S010,"",100,406101722817385231,X,P028
nathan05,26.982,B137330697,20241206,2026,"",153.92,1768.872,24.98,70.12,320.092,22.819,140.544,1714.326,23.065,59.16,280.752,stewartmaria,20250427,US,"","","","","","","","",20240605,2022,05,S034,"",100,654145106376435393,"",P017
sadkins,17.07,B840883267,20250428,2025,X,84.11,853.697,15.702,27.911,81.844,14.211,75.74,761.672,14.639,23.651,66.5,hwade,20250817,US,"","","","","","","","",20231005,2023,08,S081,"",100,808135135752379526,"",P038
michael19,77.98,B817847702,20240823,2022,"",259.872,2842.15,45.812,46.571,340.252,71.57,231.046,2521.318,38.886,41.036,274.374,woodsmarcia,20250811,IN,"","","","","","","","",20230811,2026,05,S093,"",100,766746399327329612,X,P048
brandon05,31.331,B364654570,20240217,2023,"",54.318,1231.102,12.716,41.768,92.519,29.149,47.106,1091.241,10.967,34.901,80.245,nelsonjasmin,20230728,US,"","","","","","","","",20240210,2022,01,S027,"",100,645060438335789079,X,P015
nicholas02,9.6,B205840101,20250622,2026,"",36.508,375.824,6.848,9.369,19.464,8.821,34.474,350.566,6.076,7.655,16.815,johnsonmicha,20250317,US,"","","","","","","","",20250217,2024,08,S059,"",100,407400754486304560,X,P003
michaelcabre,8.632,B544733741,20241017,2023,X,23.351,373.729,3.99,14.862,24.492,7.146,21.637,350.563,3.678,13.863,19.746,camposmeliss,20250117,IN,"","","","","","","","",20240322,2023,10,S062,"",100,893926518546903483,X,P016
ssanders,21.366,B606944803,20250908,2025,"",46.51,715.704,11.487,14.763,70.399,17.094,37.282,668.298,9.629,12.793,56.472,xweber,20230610,IN,"","","","","","","","",20250321,2024,05,S064,"",100,879450646891158157,"",P030
cmartin,93.997,B313587049,20240926,2022,"",378.146,4008.051,29.135,47.966,369.081,82.503,348.588,3916.001,26.526,43.998,334.75,joshua34,20230826,US,"","","","","","","","",20250105,2026,04,S081,"",100,835693363449333348,X,P025
lmclean,23.24,B386006312,20241212,2024,X,21.857,649.924,6.382,30.538,35.097,18.604,19.499,614.902,5.403,26.113,31.265,scott66,20241215,US,"","","","","","","","",20240113,2026,07,S014,"",100,509036565468864647,"",P046
james63,3.465,B517346532,20241103,2025,X,28.461,306.644,4.378,8.597,53.23,2.89,26.973,279.343,3.763,7.241,46.085,kward,20241204,DE,"","","","","","","","",20240523,2023,09,S025,"",100,679565129733020015,X,P015
lewispatrick,3.102,B813249783,20241009,2026,X,8.379,93.062,0.563,2.666,7.138,2.885,6.925,84.873,0.533,2.221,6.174,miguel27,20231023,CN,"","","","","","","","",20250522,2025,10,S044,"",100,517748501824401543,X,P036
chelseawhite,111.298,B698567577,20250111,2026,"",251.679,4840.137,45.758,132.172,685.46,103.268,215.348,4614.062,37.8,111.099,617.462,jenkinssamue,20250125,CN,"","","","","","","","",20230822,2026,11,S049,"",100,725445614260175623,X,P013
kflores,66.806,B174990482,20240503,2026,X,232.702,2944.349,32.003,124.787,277.676,54.299,208.574,2701.014,27.755,114.328,261.461,carlymorgan,20230707,CN,"","","","","","","","",20250109,2024,11,S024,"",100,412739605154689127,"",P015
athompson,91.7,B809113193,20251119,2022,"",64.684,2501.222,36.194,67.615,168.038,78.724,52.939,2251.766,31.25,55.968,142.238,isingleton,20250814,US,"","","","","","","","",20250223,2023,05,S005,"",100,533879886480712992,X,P022
baileybritta,92.95,B764330502,20240308,2026,"",111.031,1907.802,21.438,75.924,277.418,85.842,92.352,1655.277,19.243,71.225,253.198,turnercharle,20251025,US,"","","","","","","","",20240922,2026,11,S015,"",100,975688787762153372,"",P005
qnelson,101.652,B404038803,20240612,2024,X,160.032,2462.119,12.584,35.487,383.892,83.406,142.163,2317.635,10.982,29.18,354.369,william42,20250228,US,"","","","","","","","",20241022,2025,08,S027,"",100,283897809735208779,X,P016
kjohnson,55.072,B792200943,20231226,2022,X,160.747,1927.589,17.643,57.62,238.367,51.563,143.288,1731.148,15.675,49.254,217.975,tgutierrez,20251226,IN,"","","","","","","","",20250703,2024,08,S022,"",100,825367944022959341,X,P007
suegray,98.55,B914089515,20240503,2023,"",88.612,2032.164,24.228,79.0,168.424,80.8,79.009,1951.058,20.22,68.51,152.663,kingnicholas,20240119,CN,"","","","","","","","",20250911,2025,08,S096,"",100,838778642788508715,"",P010
frank95,31.958,B888446357,20250801,2025,"",97.343,2171.987,11.696,106.279,144.764,26.589,89.2,2016.967,9.972,94.248,116.572,ywatkins,20240602,US,"","","","","","","","",20251024,2025,04,S036,"",100,998371922819378346,X,P038
andersondani,137.755,B747067105,20241013,2023,"",355.366,4034.404,61.008,146.328,534.985,129.699,304.235,3600.135,56.366,135.597,479.816,zduran,20230612,IN,"","","","","","","","",20250721,2026,01,S061,"",100,967466899504283116,"",P007
latoya90,217.574,B241019831,20240802,2025,X,101.638,4656.594,54.804,73.286,753.523,181.35,95.174,4050.566,49.695,68.382,607.504,benjamin92,20240212,CN,"","","","","","","","",20231009,2023,05,S021,"",100,378243000954443746,X,P029
erincummings,115.887,B848109133,20240225,2022,X,281.359,4547.245,53.348,69.491,676.445,99.244,227.837,4213.963,48.318,61.617,559.596,barkerclaire,20250606,US,"","","","","","","","",20240603,2025,06,S094,"",100,207606713514393162,"",P012
hubermichell,60.508,B214558820,20251119,2024,"",85.089,2099.864,32.288,55.649,276.778,53.072,75.848,1926.833,26.932,48.397,260.609,ldavis,20241215,DE,"","","","","","","","",20250914,2024,01,S021,"",100,876427243113261755,"",P045
welchdaniell,4.054,B280982425,20250623,2023,"",14.603,172.016,1.77,7.032,14.923,3.46,13.116,164.906,1.577,6.203,12.917,matthew68,20230814,DE,"","","","","","","","",20250226,2024,08,S032,"",100,817706925391198206,X,P010
eric60,89.248,B909021388,20240106,2026,"",327.26,3457.561,50.742,123.618,637.17,75.023,273.064,3292.685,46.442,110.348,601.552,jeremypatter,20250426,US,"","","","","","","","",20241227,2025,04,S091,"",100,803416258207706674,"",P028
randall57,60.835,B458397933,20231115,2025,"",70.556,2386.784,30.827,79.061,166.072,57.777,62.373,2219.748,28.812,74.705,134.958,matthewbaldw,20260115,US,"","","","","","","","",20240331,2026,01,S023,"",100,195576280393824573,"",P027
olivia20,184.278,B322827985,20240902,2022,X,95.418,4346.025,53.11,212.424,856.289,168.085,90.562,3957.759,49.377,192.575,784.008,dennisstephe,20230714,DE,"","","","","","","","",20251020,2025,02,S042,"",100,174570278942883022,X,P011
michaelstewa,74.886,B312528201,20241024,2022,X,87.286,1585.582,27.504,20.636,313.284,66.075,70.919,1506.325,26.023,18.807,287.986,mcarr,20240110,DE,"","","","","","","","",20240731,2025,06,S087,"",100,328536621832292627,X,P049
brandon63,37.123,B826241345,20251130,2024,"",86.863,1200.286,9.775,19.842,195.066,33.2,75.155,1101.723,8.627,16.281,179.665,thompsonjona,20250809,DE,"","","","","","","","",20250112,2023,08,S082,"",100,823247793575970484,X,P018
connorholt,54.333,B258673184,20240801,2022,X,169.761,1746.048,16.145,63.7,257.838,45.674,154.292,1489.445,12.972,54.936,226.956,reillydaniel,20240614,CN,"","","","","","","","",20241228,2023,01,S043,"",100,656923064468793941,X,P034
ireeves,26.07,B878303080,20230804,2025,X,20.455,602.092,5.371,17.673,69.492,21.746,17.943,585.097,5.084,16.666,58.422,nathanayala,20240210,CN,"","","","","","","","",20251029,2024,05,S076,"",100,989812700312935719,"",P011
pjohnson,114.379,B928033058,20230713,2022,"",220.932,3566.09,60.489,105.695,515.765,103.235,182.059,3225.872,57.082,96.201,483.575,brownamy,20240614,DE,"","","","","","","","",20250510,2024,06,S054,"",100,238772524691892282,"",P021
kevinrobinso,48.65,B845595687,20231205,2026,"",116.173,1181.041,12.057,27.974,111.074,45.041,109.023,1144.367,10.347,23.593,98.081,suzannemckin,20251212,IN,"","","","","","","","",20230908,2025,09,S095,"",100,886166686868187898,X,P046
berryphillip,165.822,B302519042,20230714,2023,"",83.897,3747.614,26.072,129.051,338.238,153.469,69.293,3312.717,24.737,112.688,289.819,imiller,20241205,DE,"","","","","","","","",20240903,2026,02,S053,"",100,207774191601603453,"",P036
hilldaniel,129.508,B859989105,20240615,2023,X,172.484,4086.942,52.471,176.473,212.221,113.892,151.359,3951.309,46.064,155.344,186.371,jill75,20240706,IN,"","","","","","","","",20240828,2023,01,S053,"",100,641206555766047378,X,P013
dspence,52.533,B909335082,20240830,2022,X,211.829,2538.365,47.393,106.376,324.035,42.76,177.606,2262.851,40.904,96.522,261.519,xatkinson,20231106,IN,"","","","","","","","",20250329,2026,11,S070,"",100,877999561102042557,"",P038
anna00,64.584,B836129583,20230928,2024,"",267.605,4720.62,93.129,133.363,451.826,55.472,223.372,4265.59,76.094,107.114,405.649,kellystanton,20251209,IN,"","","","","","","","",20260203,2022,06,S064,"",100,811198890303635046,X,P018
jacksoncathe,26.114,B968757959,20250206,2024,"",98.455,1065.628,7.283,20.995,165.455,23.486,79.076,911.283,6.77,17.009,142.433,kcastillo,20231102,DE,"","","","","","","","",20240414,2022,08,S016,"",100,724541847732038432,"",P044
sherry71,6.461,B425819726,20250712,2023,X,37.943,511.246,4.676,11.786,45.057,5.199,31.552,440.361,3.849,10.47,40.325,ssimpson,20230613,DE,"","","","","","","","",20251230,2023,09,S087,"",100,274137322842209907,"",P033
ramirezlaura,22.447,B239742623,20250725,2023,X,13.391,527.338,10.11,6.286,62.756,20.894,10.78,459.953,9.291,5.192,59.197,ferrellsteph,20250803,US,"","","","","","","","",20240425,2024,07,S083,"",100,980749384898979132,"",P013
crawfordbrad,106.076,B166221367,20240923,2022,X,256.393,3801.56,60.698,54.514,455.511,90.019,208.882,3522.825,48.985,50.014,419.938,melissa97,20251126,IN,"","","","","","","","",20231201,2022,06,S067,"",100,384297639054048782,"",P040
mcintyremich,45.807,B332503696,20230528,2024,"",86.98,1504.009,25.793,40.129,290.931,36.775,76.655,1448.725,21.794,34.005,258.75,gregory34,20250614,DE,"","","","","","","","",20250619,2026,05,S023,"",100,777690623807909640,"",P041
kstevens,94.27,B926323780,20251129,2023,"",319.938,3243.179,47.894,62.726,574.62,79.201,287.535,2858.519,42.993,51.31,502.788,emily94,20240802,CN,"","","","","","","","",20240205,2024,04,S100,"",100,565421552606314399,X,P022
sayala,172.46,B960440328,20230531,2022,X,227.552,3903.444,72.881,104.89,382.155,156.671,211.323,3469.795,67.757,94.962,328.017,collincurry,20250802,DE,"","","","","","","","",20241001,2026,10,S066,"",100,852694175743974178,"",P011
smithlisa,170.436,B143928539,20250409,2025,"",167.3,4053.284,35.66,59.656,793.028,137.713,148.117,3965.561,29.42,54.158,735.849,cartermeliss,20250104,US,"","","","","","","","",20231216,2025,08,S083,"",100,141500122892349699,X,P011
kellysarah,44.74,B439971236,20260207,2025,X,65.68,969.434,17.057,14.944,119.193,41.854,59.044,943.151,13.778,12.394,107.525,amanda34,20241006,DE,"","","","","","","","",20250224,2024,03,S012,"",100,938980137321375390,X,P030
markssara,211.495,B925715036,20250126,2026,"",124.793,4653.836,35.246,92.43,282.151,193.966,118.186,4130.061,32.555,74.074,255.903,qross,20250330,DE,"","","","","","","","",20240811,2023,03,S013,"",100,990837178527139653,"",P048
djordan,37.44,B129507785,20251021,2023,"",236.013,2727.125,53.276,61.483,396.929,34.357,219.959,2543.136,43.722,54.174,344.232,shawngray,20250926,DE,"","","","","","","","",20240924,2024,12,S025,"",100,513908890333636693,"",P047
tuckerdennis,20.459,B423146924,20251126,2023,"",26.883,504.587,2.821,5.875,46.428,19.089,23.006,451.586,2.278,5.5,38.483,pgomez,20240328,IN,"","","","","","","","",20250105,2026,11,S068,"",100,493379135578799898,"",P035
erinmitchell,43.041,B434251086,20230813,2024,"",328.949,3987.706,51.712,195.241,281.379,35.116,285.097,3821.364,43.428,182.821,264.907,millernichol,20240308,IN,"","","","","","","","",20250717,2026,02,S070,"",100,523709564031612693,"",P032
steinshelley,12.364,B918124716,20230611,2026,"",34.223,614.19,3.701,23.346,103.041,10.36,31.355,546.348,3.25,21.888,92.378,alexandriaru,20241225,US,"","","","","","","","",20250130,2025,04,S005,"",100,462099688276608775,"",P044
gholt,229.461,B594958721,20250527,2025,X,407.16,4603.183,53.06,178.03,425.336,184.567,328.298,4086.029,46.903,161.213,391.626,xware,20250321,DE,"","","","","","","","",20240128,2025,05,S019,"",100,731526116471742653,X,P025
gbrown,124.677,B370037428,20240419,2024,"",162.775,3461.866,60.431,78.383,421.727,105.197,143.328,2963.721,50.858,63.477,392.503,scottanita,20231229,IN,"","","","","","","","",20241124,2026,09,S085,"",100,699795731897038617,"",P017
pthompson,41.513,B878729156,20230622,2024,"",50.216,1882.938,23.456,32.332,169.734,39.11,40.529,1837.043,21.46,29.165,144.227,murillokenne,20240531,IN,"","","","","","","","",20240203,2026,07,S089,"",100,769328719985836375,"",P043
brianstanton,79.905,B838163725,20240425,2023,"",62.228,1899.815,10.739,78.004,205.38,69.516,51.623,1830.438,9.999,62.493,190.305,johnmoreno,20231006,IN,"","","","","","","","",20251117,2026,07,S092,"",100,527577756371099017,"",P010
duane72,98.296,B563175080,20231004,2023,"",340.882,4563.595,81.105,209.023,230.498,93.035,273.754,3917.565,73.908,174.693,199.688,brownmatthew,20240521,DE,"","","","","","","","",20250617,2024,06,S036,"",100,903342470565196966,X,P026
zachary67,158.294,B387298023,20260111,2026,"",297.091,4390.99,45.981,77.62,391.984,132.122,273.926,4153.178,42.298,67.001,331.927,manninglawre,20231206,IN,"","","","","","","","",20240624,2023,10,S073,"",100,804533784232341767,"",P036
fmoreno,96.75,B624133682,20251112,2022,X,163.182,3231.928,39.025,56.508,547.866,79.019,154.893,2917.131,34.152,47.827,517.188,thomas48,20250212,US,"","","","","","","","",20251116,2024,08,S071,"",100,164018691114193120,X,P044
davidterry,4.404,B460729387,20251010,2024,"",9.526,274.803,5.296,5.616,28.415,3.845,8.364,236.705,4.427,4.626,23.425,sandy85,20240813,DE,"","","","","","","","",20251018,2026,08,S082,"",100,656923064468793941,X,P031
goldentaylor,23.721,B133591223,20240123,2023,"",17.662,722.784,8.081,9.283,116.331,19.794,16.541,632.173,6.839,8.418,108.285,fernandezdeb,20251111,IN,"","","","","","","","",20240118,2023,06,S100,"",100,945188033525386232,X,P048
cwebster,124.36,B800983066,20240511,2026,"",288.084,4129.813,45.73,105.569,370.008,109.149,270.868,3789.128,43.154,96.666,341.863,jenningskayl,20250712,IN,"","","","","","","","",20231007,2023,08,S054,"",100,538993432460210635,"",P044
apeterson,105.627,B169784963,20250210,2023,X,274.395,3600.654,49.33,162.205,502.515,94.446,255.128,3264.131,41.518,141.805,430.992,brucewebb,20260110,CN,"","","","","","","","",20230914,2024,04,S099,"",100,620349460244009223,"",P002
peter54,135.399,B468497935,20250327,2024,X,261.409,4121.219,20.8,158.99,785.469,119.505,230.804,3735.749,17.337,141.703,733.397,dharris,20240512,DE,"","","","","","","","",20230612,2022,02,S048,"",100,442184155152550322,X,P039
vpark,22.716,B458698430,20240523,2026,X,50.175,979.832,5.851,18.964,160.161,21.107,46.518,857.668,5.018,17.5,146.716,rodriguezdia,20251019,IN,"","","","","","","","",20231006,2024,03,S021,"",100,628072587081729546,"",P003
gibsonjoseph,130.718,B578145188,20240706,2023,X,181.46,4543.815,65.021,152.436,557.935,108.252,159.439,3934.178,54.969,123.473,450.532,owenselizabe,20240626,US,"","","","","","","","",20240819,2025,12,S088,"",100,256273470925877067,"",P049
ehughes,165.052,B709254979,20230917,2022,X,264.872,4585.18,34.88,156.917,880.899,134.167,219.603,4310.403,28.152,138.422,809.22,fdaniels,20240527,CN,"","","","","","","","",20250728,2022,03,S002,"",100,646460464429667602,"",P027
cortezhenry,25.188,B500406443,20231105,2022,"",49.642,1261.451,12.762,21.207,75.783,22.807,46.231,1113.991,10.395,17.26,61.614,perrycalvin,20250805,IN,"","","","","","","","",20230525,2023,03,S081,"",100,107907601273432145,X,P033
reneeclark,92.75,B931985298,20260108,2023,"",225.586,2987.456,25.325,77.163,573.368,86.436,185.827,2667.771,22.367,67.539,475.814,kyle90,20240821,CN,"","","","","","","","",20231122,2022,07,S084,"",100,870175147856957864,"",P043
greenechrist,52.037,B908182953,20230521,2023,"",211.282,2599.584,34.674,84.186,169.115,47.366,187.956,2240.79,28.353,74.883,158.747,qgarrett,20241031,IN,"","","","","","","","",20240927,2022,02,S017,"",100,568431859764588107,X,P034
okelly,22.76,B313670274,20250529,2026,X,79.191,1027.705,14.501,46.044,73.084,19.862,71.453,975.333,12.125,41.905,69.296,philip50,20250906,IN,"","","","","","","","",20250406,2024,10,S054,"",100,533005847997332819,"",P043
benjaminfish,149.122,B771081340,20250221,2024,X,273.013,4565.615,44.963,113.265,781.021,129.143,237.532,3951.799,38.071,91.963,710.454,theodoreowen,20231013,IN,"","","","","","","","",20240822,2022,01,S027,"",100,166171234442419771,X,P032
nwashington,30.768,B721698871,20240828,2026,X,63.993,1467.865,18.303,48.931,90.064,24.678,56.999,1387.01,17.247,44.27,84.014,evanstimothy,20250522,IN,"","","","","","","","",20250426,2024,02,S026,"",100,357795342334013204,"",P013
elizabeth44,95.265,B175498814,20251017,2023,X,58.887,2389.947,35.831,32.528,415.841,89.597,49.73,2282.162,29.371,28.464,387.009,michaelhudso,20240415,DE,"","","","","","","","",20250221,2025,01,S045,"",100,718245180556564737,X,P049
gary46,132.247,B557256402,20250329,2026,X,141.345,2716.418,49.397,69.0,298.569,123.852,129.286,2502.509,46.682,61.099,282.208,robinsonlarr,20260115,DE,"","","","","","","","",20230828,2022,01,S028,"",100,278683942650407197,"",P044
denniskoch,57.123,B834884943,20250919,2024,"",136.125,2108.898,34.524,31.511,144.573,51.595,120.63,1957.464,30.49,27.724,127.797,huffmandalto,20250110,IN,"","","","","","","","",20250505,2023,03,S023,"",100,222833688084705621,"",P002
hcortez,31.309,B120815993,20250131,2024,"",190.702,2131.754,35.373,74.491,297.907,28.655,153.616,2040.819,32.52,60.506,241.765,steven64,20240916,DE,"","","","","","","","",20240616,2025,01,S079,"",100,355355386509094394,"",P004
cuevaslisa,23.825,B602268236,20250119,2022,"",64.799,884.925,9.295,12.374,79.562,21.096,57.328,841.21,7.522,10.442,73.948,pmartin,20250808,CN,"","","","","","","","",20240810,2022,02,S078,"",100,220734063253476603,"",P046
douglas00,72.239,B130444993,20240913,2024,X,47.152,1727.145,12.91,35.084,306.179,58.06,43.85,1681.051,11.285,32.662,245.721,aarongarrett,20251221,CN,"","","","","","","","",20230901,2026,05,S019,"",100,872652375842329890,"",P028
collinsveron,125.046,B368332217,20231219,2026,X,182.477,3297.867,45.527,65.142,251.508,110.568,151.388,3046.051,39.535,55.686,228.404,stacey23,20240220,IN,"","","","","","","","",20240908,2026,09,S001,"",100,267228450663588436,"",P015
tuckercrysta,46.378,B335964182,20231027,2025,"",24.525,1179.02,16.517,12.808,185.262,43.763,19.819,1058.976,15.203,12.148,164.736,gardnerpaula,20240525,US,"","","","","","","","",20250404,2026,08,S083,"",100,357953990983087491,X,P044
ybuckley,128.168,B522092389,20250223,2025,"",128.615,3178.584,56.39,55.871,177.054,103.673,111.532,3036.806,51.849,47.723,159.058,robert65,20251023,IN,"","","","","","","","",20230806,2024,11,S013,"",100,815265350713763441,"",P039
nathaniel73,123.129,B487064189,20251008,2024,X,107.447,3571.898,63.865,132.407,404.908,114.959,86.978,3058.378,60.124,123.727,355.684,carlos96,20260206,CN,"","","","","","","","",20240817,2026,10,S008,"",100,224505935302325498,"",P050
jefferypayne,111.965,B531897687,20260115,2022,"",159.257,4204.502,77.469,103.345,424.166,96.854,144.381,3763.552,70.652,86.234,371.071,joshua81,20260201,CN,"","","","","","","","",20250701,2023,08,S027,"",100,264670655708791192,"",P026
adouglas,19.352,B963412332,20260128,2026,X,45.147,488.661,6.805,21.527,53.295,15.871,39.328,475.078,6.417,19.174,48.039,vharding,20230913,IN,"","","","","","","","",20240405,2026,10,S092,"",100,538137053263077081,X,P031
lisajensen,24.764,B492220067,20251123,2026,"",85.099,913.403,16.504,25.26,148.699,21.697,79.039,828.285,13.733,22.454,119.15,pwilson,20250930,IN,"","","","","","","","",20250915,2022,08,S099,"",100,409141685694446072,"",P003
tyler13,198.545,B334076852,20250613,2024,X,334.31,4084.369,24.432,161.777,732.944,177.964,291.309,3603.34,21.368,142.704,608.546,sheila99,20250813,IN,"","","","","","","","",20260121,2023,02,S005,"",100,595739501890946097,X,P040
jcox,67.585,B806458888,20230912,2022,X,254.937,3901.21,45.594,181.0,513.093,62.67,228.98,3751.835,42.775,146.99,456.884,michaelmille,20260103,DE,"","","","","","","","",20250328,2026,03,S079,"",100,455649133771200949,"",P050
colemanmary,32.715,B992767658,20240106,2025,"",115.824,1791.035,31.19,75.814,251.151,30.777,101.604,1636.179,24.999,70.664,229.841,jay10,20240227,IN,"","","","","","","","",20240229,2026,06,S002,"",100,318815206440251080,"",P047
frankgordon,33.55,B840199885,20241031,2023,X,57.988,676.998,6.271,27.653,57.949,31.507,47.333,633.394,5.631,22.755,46.748,morrowautumn,20260128,DE,"","","","","","","","",20231023,2024,06,S073,"",100,593323886173394153,"",P025
angela02,47.347,B904089562,20251018,2025,"",57.965,1359.708,8.375,16.016,141.202,42.558,54.939,1167.295,7.459,13.931,119.877,mackenzie30,20250318,IN,"","","","","","","","",20230730,2023,05,S038,"",100,651801408858108284,"",P008
simpsonrober,211.868,B323519488,20250730,2024,"",165.334,4510.1,88.182,92.537,424.85,198.412,155.844,4202.937,75.032,85.146,393.478,davidporter,20250806,US,"","","","","","","","",20241101,2026,02,S095,"",100,795100360965159465,"",P019
hallen,42.642,B186645099,20250604,2025,"",224.909,3065.126,58.939,45.577,585.638,38.599,201.809,2993.174,50.848,40.618,551.58,qjohnson,20241224,DE,"","","","","","","","",20231219,2025,08,S009,"",100,293040453446749661,"",P013
vjones,117.806,B638809679,20240624,2022,"",176.314,3359.791,21.087,87.105,220.866,105.915,160.58,3081.163,19.716,80.134,199.79,ugriffin,20250427,DE,"","","","","","","","",20240924,2026,03,S027,"",100,365695237289408372,X,P049
tony16,85.145,B612945148,20250504,2025,"",181.799,2169.372,41.166,100.574,387.781,80.01,171.603,1902.799,34.085,89.193,338.504,wcaldwell,20240505,US,"","","","","","","","",20250128,2024,09,S086,"",100,345983759760876318,X,P011
