MANDANT,PRUEFLOS,KZART,ZAEHLER,VKATART,VWERKS,VAUSWAHLMG,VCODEGRP,VCODE,VERSIONAM,VERSIONCD,VBEWERTUNG,DBEWERTUNG,VFOLGEAKTI,QKENNZAHL,LTEXTKZ,VNAME,VDATUM,VEZEITERF,VAENAME,VAEDATUM,VEZEITAEN,STAFO,TEILLOS,VORGLFNR
300,900000008501,P,008502,B,PL02,UDSET0101,UDGRP0101,R001,008501,008501,R,0,REWORK,1,N,INSPECTOR_101,20241029,054141,QA_MANAGER_001,20260212,104646,STAT11,008501,00059507
100,900000008502,S,008503,A,PL03,UDSET0102,UDGRP0102,R002,008502,008502,R,0,ACCEPT,2,Y,INSPECTOR_102,20241028,064242,QA_MANAGER_002,20260212,114747,STAT12,008502,00059514
200,900000008503,I,008504,B,PL04,UDSET0103,UDGRP0103,A002,008503,008503,R,0,RETURN,3,N,INSPECTOR_103,20241027,074343,QA_MANAGER_003,20260212,124848,STAT13,008503,00059521
300,900000008504,L,008505,A,PL05,UDSET0104,UDGRP0104,A003,008504,008504,R,0,SCRAP,4,Y,INSPECTOR_104,20241026,084444,QA_MANAGER_004,20260212,134949,STAT14,008504,00059528
100,900000008505,P,008506,B,PL06,UDSET0105,UDGRP0105,A001,008505,008505,R,1,REWORK,5,N,INSPECTOR_105,20241025,094545,QA_MANAGER_005,20260212,145050,STAT00,008505,00059535
200,900000008506,S,008507,A,PL07,UDSET0106,UDGRP0106,R001,008506,008506,R,0,ACCEPT,6,Y,INSPECTOR_106,20241024,104646,QA_MANAGER_006,20260212,155151,STAT01,008506,00059542
300,900000008507,I,008508,B,PL08,UDSET0107,UDGRP0107,R002,008507,008507,R,0,RETURN,7,N,INSPECTOR_107,20241023,114747,QA_MANAGER_007,20260212,165252,STAT02,008507,00059549
100,900000008508,L,008509,A,PL09,UDSET0108,UDGRP0108,A002,008508,008508,R,0,SCRAP,8,Y,INSPECTOR_108,20241022,124848,QA_MANAGER_008,20260212,175353,STAT03,008508,00059556
200,900000008509,P,008510,B,PL10,UDSET0109,UDGRP0109,A003,008509,008509,R,0,REWORK,9,N,INSPECTOR_109,20241021,134949,QA_MANAGER_009,20260212,185454,STAT04,008509,00059563
300,900000008510,S,008511,A,PL11,UDSET0110,UDGRP0110,A001,008510,008510,R,0,ACCEPT,10,Y,INSPECTOR_110,20241020,145050,QA_MANAGER_010,20260212,195555,STAT05,008510,00059570
100,900000008511,I,008512,B,PL12,UDSET0111,UDGRP0111,R001,008511,008511,R,0,RETURN,11,N,INSPECTOR_111,20241019,155151,QA_MANAGER_011,20260212,205656,STAT06,008511,00059577
200,900000008512,L,008513,A,PL13,UDSET0112,UDGRP0112,R002,008512,008512,R,1,SCRAP,12,Y,INSPECTOR_112,20241018,165252,QA_MANAGER_012,20260212,215757,STAT07,008512,00059584
300,900000008513,P,008514,B,PL14,UDSET0113,UDGRP0113,A002,008513,008513,R,0,REWORK,13,N,INSPECTOR_113,20241017,175353,QA_MANAGER_013,20260212,225858,STAT08,008513,00059591
100,900000008514,S,008515,A,PL15,UDSET0114,UDGRP0114,A003,008514,008514,R,0,ACCEPT,14,Y,INSPECTOR_114,20241016,185454,QA_MANAGER_014,20260212,235959,STAT09,008514,00059598
200,900000008515,I,008516,B,PL16,UDSET0115,UDGRP0115,A001,008515,008515,R,0,RETURN,15,N,INSPECTOR_115,20241015,195555,QA_MANAGER_015,20260212,000000,STAT10,008515,00059605
300,900000008516,L,008517,A,PL17,UDSET0116,UDGRP0116,R001,008516,008516,R,0,SCRAP,16,Y,INSPECTOR_116,20241014,205656,QA_MANAGER_016,20260212,010101,STAT11,008516,00059612
100,900000008517,P,008518,B,PL18,UDSET0117,UDGRP0117,R002,008517,008517,R,0,REWORK,17,N,INSPECTOR_117,20241013,215757,QA_MANAGER_017,20260212,020202,STAT12,008517,00059619
200,900000008518,S,008519,A,PL19,UDSET0118,UDGRP0118,A002,008518,008518,R,0,ACCEPT,18,Y,INSPECTOR_118,20241012,225858,QA_MANAGER_018,20260212,030303,STAT13,008518,00059626
300,900000008519,I,008520,B,PL20,UDSET0119,UDGRP0119,A003,008519,008519,R,1,RETURN,19,N,INSPECTOR_119,20241011,235959,QA_MANAGER_019,20260212,040404,STAT14,008519,00059633
100,900000008520,L,008521,A,PL01,UDSET0120,UDGRP0120,A001,008520,008520,R,0,SCRAP,20,Y,INSPECTOR_120,20241010,000000,QA_MANAGER_020,20260212,050505,STAT00,008520,00059640
200,900000008521,P,008522,B,PL02,UDSET0121,UDGRP0121,R001,008521,008521,R,0,REWORK,21,N,INSPECTOR_121,20241009,010101,QA_MANAGER_021,20260212,060606,STAT01,008521,00059647
300,900000008522,S,008523,A,PL03,UDSET0122,UDGRP0122,R002,008522,008522,R,0,ACCEPT,22,Y,INSPECTOR_122,20241008,020202,QA_MANAGER_022,20260212,070707,STAT02,008522,00059654
100,900000008523,I,008524,B,PL04,UDSET0123,UDGRP0123,A002,008523,008523,R,0,RETURN,23,N,INSPECTOR_123,20241007,030303,QA_MANAGER_023,20260212,080808,STAT03,008523,00059661
200,900000008524,L,008525,A,PL05,UDSET0124,UDGRP0124,A003,008524,008524,R,0,SCRAP,24,Y,INSPECTOR_124,20241006,040404,QA_MANAGER_024,20260212,090909,STAT04,008524,00059668
300,900000008525,P,008526,B,PL06,UDSET0125,UDGRP0125,A001,008525,008525,R,0,REWORK,25,N,INSPECTOR_125,20241005,050505,QA_MANAGER_025,20260212,101010,STAT05,008525,00059675
100,900000008526,S,008527,A,PL07,UDSET0126,UDGRP0126,R001,008526,008526,R,1,ACCEPT,26,Y,INSPECTOR_126,20241004,060606,QA_MANAGER_026,20260212,111111,STAT06,008526,00059682
200,900000008527,I,008528,B,PL08,UDSET0127,UDGRP0127,R002,008527,008527,R,0,RETURN,27,N,INSPECTOR_127,20241003,070707,QA_MANAGER_027,20260212,121212,STAT07,008527,00059689
300,900000008528,L,008529,A,PL09,UDSET0128,UDGRP0128,A002,008528,008528,R,0,SCRAP,28,Y,INSPECTOR_128,20241002,080808,QA_MANAGER_028,20260212,131313,STAT08,008528,00059696
100,900000008529,P,008530,B,PL10,UDSET0129,UDGRP0129,A003,008529,008529,R,0,REWORK,29,N,INSPECTOR_129,20241001,090909,QA_MANAGER_029,20260212,141414,STAT09,008529,00059703
200,900000008530,S,008531,A,PL11,UDSET0130,UDGRP0130,A001,008530,008530,R,0,ACCEPT,30,Y,INSPECTOR_130,20240930,101010,QA_MANAGER_030,20260212,151515,STAT10,008530,00059710
300,900000008531,I,008532,B,PL12,UDSET0131,UDGRP0131,R001,008531,008531,R,0,RETURN,31,N,INSPECTOR_131,20240929,111111,QA_MANAGER_031,20260212,161616,STAT11,008531,00059717
100,900000008532,L,008533,A,PL13,UDSET0132,UDGRP0132,R002,008532,008532,R,0,SCRAP,32,Y,INSPECTOR_132,20240928,121212,QA_MANAGER_032,20260212,171717,STAT12,008532,00059724
200,900000008533,P,008534,B,PL14,UDSET0133,UDGRP0133,A002,008533,008533,R,1,REWORK,33,N,INSPECTOR_133,20240927,131313,QA_MANAGER_033,20260212,181818,STAT13,008533,00059731
300,900000008534,S,008535,A,PL15,UDSET0134,UDGRP0134,A003,008534,008534,R,0,ACCEPT,34,Y,INSPECTOR_134,20240926,141414,QA_MANAGER_034,20260212,191919,STAT14,008534,00059738
100,900000008535,I,008536,B,PL16,UDSET0135,UDGRP0135,A001,008535,008535,R,0,RETURN,35,N,INSPECTOR_135,20240925,151515,QA_MANAGER_035,20260212,202020,STAT00,008535,00059745
200,900000008536,L,008537,A,PL17,UDSET0136,UDGRP0136,R001,008536,008536,R,0,SCRAP,36,Y,INSPECTOR_136,20240924,161616,QA_MANAGER_036,20260212,212121,STAT01,008536,00059752
300,900000008537,P,008538,B,PL18,UDSET0137,UDGRP0137,R002,008537,008537,R,0,REWORK,37,N,INSPECTOR_137,20240923,171717,QA_MANAGER_037,20260212,222222,STAT02,008537,00059759
100,900000008538,S,008539,A,PL19,UDSET0138,UDGRP0138,A002,008538,008538,R,0,ACCEPT,38,Y,INSPECTOR_138,20240922,181818,QA_MANAGER_038,20260212,232323,STAT03,008538,00059766
200,900000008539,I,008540,B,PL20,UDSET0139,UDGRP0139,A003,008539,008539,R,0,RETURN,39,N,INSPECTOR_139,20240921,191919,QA_MANAGER_039,20260212,002424,STAT04,008539,00059773
300,900000008540,L,008541,A,PL01,UDSET0140,UDGRP0140,A001,008540,008540,R,1,SCRAP,40,Y,INSPECTOR_140,20240920,202020,QA_MANAGER_040,20260212,012525,STAT05,008540,00059780
100,900000008541,P,008542,B,PL02,UDSET0141,UDGRP0141,R001,008541,008541,R,0,REWORK,41,N,INSPECTOR_141,20240919,212121,QA_MANAGER_041,20260212,022626,STAT06,008541,00059787
200,900000008542,S,008543,A,PL03,UDSET0142,UDGRP0142,R002,008542,008542,R,0,ACCEPT,42,Y,INSPECTOR_142,20240918,222222,QA_MANAGER_042,20260212,032727,STAT07,008542,00059794
300,900000008543,I,008544,B,PL04,UDSET0143,UDGRP0143,A002,008543,008543,R,0,RETURN,43,N,INSPECTOR_143,20240917,232323,QA_MANAGER_043,20260212,042828,STAT08,008543,00059801
100,900000008544,L,008545,A,PL05,UDSET0144,UDGRP0144,A003,008544,008544,R,0,SCRAP,44,Y,INSPECTOR_144,20240916,002424,QA_MANAGER_044,20260212,052929,STAT09,008544,00059808
200,900000008545,P,008546,B,PL06,UDSET0145,UDGRP0145,A001,008545,008545,R,0,REWORK,45,N,INSPECTOR_145,20240915,012525,QA_MANAGER_045,20260212,063030,STAT10,008545,00059815
300,900000008546,S,008547,A,PL07,UDSET0146,UDGRP0146,R001,008546,008546,R,0,ACCEPT,46,Y,INSPECTOR_146,20240914,022626,QA_MANAGER_046,20260212,073131,STAT11,008546,00059822
100,900000008547,I,008548,B,PL08,UDSET0147,UDGRP0147,R002,008547,008547,R,1,RETURN,47,N,INSPECTOR_147,20240913,032727,QA_MANAGER_047,20260212,083232,STAT12,008547,00059829
200,900000008548,L,008549,A,PL09,UDSET0148,UDGRP0148,A002,008548,008548,R,0,SCRAP,48,Y,INSPECTOR_148,20240912,042828,QA_MANAGER_048,20260212,093333,STAT13,008548,00059836
300,900000008549,P,008550,B,PL10,UDSET0149,UDGRP0149,A003,008549,008549,R,0,REWORK,49,N,INSPECTOR_149,20240911,052929,QA_MANAGER_049,20260212,103434,STAT14,008549,00059843
100,900000008550,S,008551,A,PL11,UDSET0150,UDGRP0000,A001,008550,008550,R,0,ACCEPT,50,Y,INSPECTOR_150,20240910,063030,QA_MANAGER_050,20260212,113535,STAT00,008550,00059850
200,900000008551,I,008552,B,PL12,UDSET0151,UDGRP0001,R001,008551,008551,R,0,RETURN,51,N,INSPECTOR_151,20240909,073131,QA_MANAGER_051,20260212,123636,STAT01,008551,00059857
300,900000008552,L,008553,A,PL13,UDSET0152,UDGRP0002,R002,008552,008552,R,0,SCRAP,52,Y,INSPECTOR_152,20240908,083232,QA_MANAGER_052,20260212,133737,STAT02,008552,00059864
100,900000008553,P,008554,B,PL14,UDSET0153,UDGRP0003,A002,008553,008553,R,0,REWORK,53,N,INSPECTOR_153,20240907,093333,QA_MANAGER_053,20260212,143838,STAT03,008553,00059871
200,900000008554,S,008555,A,PL15,UDSET0154,UDGRP0004,A003,008554,008554,R,1,ACCEPT,54,Y,INSPECTOR_154,20240906,103434,QA_MANAGER_054,20260212,153939,STAT04,008554,00059878
300,900000008555,I,008556,B,PL16,UDSET0155,UDGRP0005,A001,008555,008555,R,0,RETURN,55,N,INSPECTOR_155,20240905,113535,QA_MANAGER_055,20260212,164040,STAT05,008555,00059885
100,900000008556,L,008557,A,PL17,UDSET0156,UDGRP0006,R001,008556,008556,R,0,SCRAP,56,Y,INSPECTOR_156,20240904,123636,QA_MANAGER_056,20260212,174141,STAT06,008556,00059892
200,900000008557,P,008558,B,PL18,UDSET0157,UDGRP0007,R002,008557,008557,R,0,REWORK,57,N,INSPECTOR_157,20240903,133737,QA_MANAGER_057,20260212,184242,STAT07,008557,00059899
300,900000008558,S,008559,A,PL19,UDSET0158,UDGRP0008,A002,008558,008558,R,0,ACCEPT,58,Y,INSPECTOR_158,20240902,143838,QA_MANAGER_058,20260212,194343,STAT08,008558,00059906
100,900000008559,I,008560,B,PL20,UDSET0159,UDGRP0009,A003,008559,008559,R,0,RETURN,59,N,INSPECTOR_159,20240901,153939,QA_MANAGER_059,20260212,204444,STAT09,008559,00059913
200,900000008560,L,008561,A,PL01,UDSET0160,UDGRP0010,A001,008560,008560,R,0,SCRAP,60,Y,INSPECTOR_160,20240831,164040,QA_MANAGER_060,20260212,214545,STAT10,008560,00059920
300,900000008561,P,008562,B,PL02,UDSET0161,UDGRP0011,R001,008561,008561,A,1,REWORK,61,N,INSPECTOR_161,20240830,174141,QA_MANAGER_061,20260212,224646,STAT11,008561,00059927
100,900000008562,S,008563,A,PL03,UDSET0162,UDGRP0012,R002,008562,008562,A,0,ACCEPT,62,Y,INSPECTOR_162,20240829,184242,QA_MANAGER_062,20260212,234747,STAT12,008562,00059934
200,900000008563,I,008564,B,PL04,UDSET0163,UDGRP0013,A002,008563,008563,A,0,RETURN,63,N,INSPECTOR_163,20240828,194343,QA_MANAGER_063,20260212,004848,STAT13,008563,00059941
300,900000008564,L,008565,A,PL05,UDSET0164,UDGRP0014,A003,008564,008564,A,0,SCRAP,64,Y,INSPECTOR_164,20240827,204444,QA_MANAGER_064,20260212,014949,STAT14,008564,00059948
100,900000008565,P,008566,B,PL06,UDSET0165,UDGRP0015,A001,008565,008565,A,0,REWORK,65,N,INSPECTOR_165,20240826,214545,QA_MANAGER_065,20260212,025050,STAT00,008565,00059955
200,900000008566,S,008567,A,PL07,UDSET0166,UDGRP0016,R001,008566,008566,A,0,ACCEPT,66,Y,INSPECTOR_166,20240825,224646,QA_MANAGER_066,20260212,035151,STAT01,008566,00059962
300,900000008567,I,008568,B,PL08,UDSET0167,UDGRP0017,R002,008567,008567,A,0,RETURN,67,N,INSPECTOR_167,20240824,234747,QA_MANAGER_067,20260212,045252,STAT02,008567,00059969
100,900000008568,L,008569,A,PL09,UDSET0168,UDGRP0018,A002,008568,008568,A,1,SCRAP,68,Y,INSPECTOR_168,20240823,004848,QA_MANAGER_068,20260212,055353,STAT03,008568,00059976
200,900000008569,P,008570,B,PL10,UDSET0169,UDGRP0019,A003,008569,008569,A,0,REWORK,69,N,INSPECTOR_169,20240822,014949,QA_MANAGER_069,20260212,065454,STAT04,008569,00059983
300,900000008570,S,008571,A,PL11,UDSET0170,UDGRP0020,A001,008570,008570,A,0,ACCEPT,70,Y,INSPECTOR_170,20240821,025050,QA_MANAGER_070,20260212,075555,STAT05,008570,00059990
100,900000008571,I,008572,B,PL12,UDSET0171,UDGRP0021,R001,008571,008571,A,0,RETURN,71,N,INSPECTOR_171,20240820,035151,QA_MANAGER_071,20260212,085656,STAT06,008571,00059997
200,900000008572,L,008573,A,PL13,UDSET0172,UDGRP0022,R002,008572,008572,A,0,SCRAP,72,Y,INSPECTOR_172,20240819,045252,QA_MANAGER_072,20260212,095757,STAT07,008572,00060004
300,900000008573,P,008574,B,PL14,UDSET0173,UDGRP0023,A002,008573,008573,A,0,REWORK,73,N,INSPECTOR_173,20240818,055353,QA_MANAGER_073,20260212,105858,STAT08,008573,00060011
100,900000008574,S,008575,A,PL15,UDSET0174,UDGRP0024,A003,008574,008574,A,0,ACCEPT,74,Y,INSPECTOR_174,20240817,065454,QA_MANAGER_074,20260212,115959,STAT09,008574,00060018
200,900000008575,I,008576,B,PL16,UDSET0175,UDGRP0025,A001,008575,008575,A,1,RETURN,75,N,INSPECTOR_175,20240816,075555,QA_MANAGER_075,20260212,120000,STAT10,008575,00060025
300,900000008576,L,008577,A,PL17,UDSET0176,UDGRP0026,R001,008576,008576,A,0,SCRAP,76,Y,INSPECTOR_176,20240815,085656,QA_MANAGER_076,20260212,130101,STAT11,008576,00060032
100,900000008577,P,008578,B,PL18,UDSET0177,UDGRP0027,R002,008577,008577,A,0,REWORK,77,N,INSPECTOR_177,20240814,095757,QA_MANAGER_077,20260212,140202,STAT12,008577,00060039
200,900000008578,S,008579,A,PL19,UDSET0178,UDGRP0028,A002,008578,008578,A,0,ACCEPT,78,Y,INSPECTOR_178,20240813,105858,QA_MANAGER_078,20260212,150303,STAT13,008578,00060046
300,900000008579,I,008580,B,PL20,UDSET0179,UDGRP0029,A003,008579,008579,A,0,RETURN,79,N,INSPECTOR_179,20240812,115959,QA_MANAGER_079,20260212,160404,STAT14,008579,00060053
100,900000008580,L,008581,A,PL01,UDSET0180,UDGRP0030,A001,008580,008580,A,0,SCRAP,80,Y,INSPECTOR_180,20240811,120000,QA_MANAGER_080,20260212,170505,STAT00,008580,00060060
200,900000008581,P,008582,B,PL02,UDSET0181,UDGRP0031,R001,008581,008581,A,0,REWORK,81,N,INSPECTOR_181,20240810,130101,QA_MANAGER_081,20260212,180606,STAT01,008581,00060067
300,900000008582,S,008583,A,PL03,UDSET0182,UDGRP0032,R002,008582,008582,A,1,ACCEPT,82,Y,INSPECTOR_182,20240809,140202,QA_MANAGER_082,20260212,190707,STAT02,008582,00060074
100,900000008583,I,008584,B,PL04,UDSET0183,UDGRP0033,A002,008583,008583,A,0,RETURN,83,N,INSPECTOR_183,20240808,150303,QA_MANAGER_083,20260212,200808,STAT03,008583,00060081
200,900000008584,L,008585,A,PL05,UDSET0184,UDGRP0034,A003,008584,008584,A,0,SCRAP,84,Y,INSPECTOR_184,20240807,160404,QA_MANAGER_084,20260212,210909,STAT04,008584,00060088
300,900000008585,P,008586,B,PL06,UDSET0185,UDGRP0035,A001,008585,008585,A,0,REWORK,85,N,INSPECTOR_185,20240806,170505,QA_MANAGER_085,20260212,221010,STAT05,008585,00060095
100,900000008586,S,008587,A,PL07,UDSET0186,UDGRP0036,R001,008586,008586,A,0,ACCEPT,86,Y,INSPECTOR_186,20240805,180606,QA_MANAGER_086,20260212,231111,STAT06,008586,00060102
200,900000008587,I,008588,B,PL08,UDSET0187,UDGRP0037,R002,008587,008587,A,0,RETURN,87,N,INSPECTOR_187,20240804,190707,QA_MANAGER_087,20260212,001212,STAT07,008587,00060109
300,900000008588,L,008589,A,PL09,UDSET0188,UDGRP0038,A002,008588,008588,A,0,SCRAP,88,Y,INSPECTOR_188,20240803,200808,QA_MANAGER_088,20260212,011313,STAT08,008588,00060116
100,900000008589,P,008590,B,PL10,UDSET0189,UDGRP0039,A003,008589,008589,A,1,REWORK,89,N,INSPECTOR_189,20240802,210909,QA_MANAGER_089,20260212,021414,STAT09,008589,00060123
200,900000008590,S,008591,A,PL11,UDSET0190,UDGRP0040,A001,008590,008590,A,0,ACCEPT,90,Y,INSPECTOR_190,20240801,221010,QA_MANAGER_090,20260212,031515,STAT10,008590,00060130
300,900000008591,I,008592,B,PL12,UDSET0191,UDGRP0041,R001,008591,008591,A,0,RETURN,91,N,INSPECTOR_191,20240731,231111,QA_MANAGER_091,20260212,041616,STAT11,008591,00060137
100,900000008592,L,008593,A,PL13,UDSET0192,UDGRP0042,R002,008592,008592,A,0,SCRAP,92,Y,INSPECTOR_192,20240730,001212,QA_MANAGER_092,20260212,051717,STAT12,008592,00060144
200,900000008593,P,008594,B,PL14,UDSET0193,UDGRP0043,A002,008593,008593,A,0,REWORK,93,N,INSPECTOR_193,20240729,011313,QA_MANAGER_093,20260212,061818,STAT13,008593,00060151
300,900000008594,S,008595,A,PL15,UDSET0194,UDGRP0044,A003,008594,008594,A,0,ACCEPT,94,Y,INSPECTOR_194,20240728,021414,QA_MANAGER_094,20260212,071919,STAT14,008594,00060158
100,900000008595,I,008596,B,PL16,UDSET0195,UDGRP0045,A001,008595,008595,A,0,RETURN,95,N,INSPECTOR_195,20240727,031515,QA_MANAGER_095,20260212,082020,STAT00,008595,00060165
200,900000008596,L,008597,A,PL17,UDSET0196,UDGRP0046,R001,008596,008596,A,1,SCRAP,96,Y,INSPECTOR_196,20240726,041616,QA_MANAGER_096,20260212,092121,STAT01,008596,00060172
300,900000008597,P,008598,B,PL18,UDSET0197,UDGRP0047,R002,008597,008597,A,0,REWORK,97,N,INSPECTOR_197,20240725,051717,QA_MANAGER_097,20260212,102222,STAT02,008597,00060179
100,900000008598,S,008599,A,PL19,UDSET0198,UDGRP0048,A002,008598,008598,A,0,ACCEPT,98,Y,INSPECTOR_198,20240724,061818,QA_MANAGER_098,20260212,112323,STAT03,008598,00060186
200,900000008599,I,008600,B,PL20,UDSET0199,UDGRP0049,A003,008599,008599,A,0,RETURN,99,N,INSPECTOR_199,20240723,071919,QA_MANAGER_099,20260212,122424,STAT04,008599,00060193
300,900000008600,L,008601,A,PL01,UDSET0200,UDGRP0050,A001,008600,008600,R,0,SCRAP,0,Y,INSPECTOR_000,20240722,082020,QA_MANAGER_000,20260212,132525,STAT05,008600,00060200
100,900000008601,P,008602,B,PL02,UDSET0201,UDGRP0051,R001,008601,008601,R,0,REWORK,1,N,INSPECTOR_001,20240721,092121,QA_MANAGER_001,20260212,142626,STAT06,008601,00060207
200,900000008602,S,008603,A,PL03,UDSET0202,UDGRP0052,R002,008602,008602,R,0,ACCEPT,2,Y,INSPECTOR_002,20240720,102222,QA_MANAGER_002,20260212,152727,STAT07,008602,00060214
300,900000008603,I,008604,B,PL04,UDSET0203,UDGRP0053,A002,008603,008603,R,1,RETURN,3,N,INSPECTOR_003,20240719,112323,QA_MANAGER_003,20260212,162828,STAT08,008603,00060221
100,900000008604,L,008605,A,PL05,UDSET0204,UDGRP0054,A003,008604,008604,R,0,SCRAP,4,Y,INSPECTOR_004,20240718,122424,QA_MANAGER_004,20260212,172929,STAT09,008604,00060228
200,900000008605,P,008606,B,PL06,UDSET0205,UDGRP0055,A001,008605,008605,R,0,REWORK,5,N,INSPECTOR_005,20240717,132525,QA_MANAGER_005,20260212,183030,STAT10,008605,00060235
300,900000008606,S,008607,A,PL07,UDSET0206,UDGRP0056,R001,008606,008606,R,0,ACCEPT,6,Y,INSPECTOR_006,20240716,142626,QA_MANAGER_006,20260212,193131,STAT11,008606,00060242
100,900000008607,I,008608,B,PL08,UDSET0207,UDGRP0057,R002,008607,008607,R,0,RETURN,7,N,INSPECTOR_007,20240715,152727,QA_MANAGER_007,20260212,203232,STAT12,008607,00060249
200,900000008608,L,008609,A,PL09,UDSET0208,UDGRP0058,A002,008608,008608,R,0,SCRAP,8,Y,INSPECTOR_008,20240714,162828,QA_MANAGER_008,20260212,213333,STAT13,008608,00060256
300,900000008609,P,008610,B,PL10,UDSET0209,UDGRP0059,A003,008609,008609,R,0,REWORK,9,N,INSPECTOR_009,20240713,172929,QA_MANAGER_009,20260212,223434,STAT14,008609,00060263
100,900000008610,S,008611,A,PL11,UDSET0210,UDGRP0060,A001,008610,008610,R,1,ACCEPT,10,Y,INSPECTOR_010,20240712,183030,QA_MANAGER_010,20260212,233535,STAT00,008610,00060270
200,900000008611,I,008612,B,PL12,UDSET0211,UDGRP0061,R001,008611,008611,R,0,RETURN,11,N,INSPECTOR_011,20240711,193131,QA_MANAGER_011,20260212,003636,STAT01,008611,00060277
300,900000008612,L,008613,A,PL13,UDSET0212,UDGRP0062,R002,008612,008612,R,0,SCRAP,12,Y,INSPECTOR_012,20240710,203232,QA_MANAGER_012,20260212,013737,STAT02,008612,00060284
100,900000008613,P,008614,B,PL14,UDSET0213,UDGRP0063,A002,008613,008613,R,0,REWORK,13,N,INSPECTOR_013,20240709,213333,QA_MANAGER_013,20260212,023838,STAT03,008613,00060291
200,900000008614,S,008615,A,PL15,UDSET0214,UDGRP0064,A003,008614,008614,R,0,ACCEPT,14,Y,INSPECTOR_014,20240708,223434,QA_MANAGER_014,20260212,033939,STAT04,008614,00060298
300,900000008615,I,008616,B,PL16,UDSET0215,UDGRP0065,A001,008615,008615,R,0,RETURN,15,N,INSPECTOR_015,20240707,233535,QA_MANAGER_015,20260212,044040,STAT05,008615,00060305
100,900000008616,L,008617,A,PL17,UDSET0216,UDGRP0066,R001,008616,008616,R,0,SCRAP,16,Y,INSPECTOR_016,20240706,003636,QA_MANAGER_016,20260212,054141,STAT06,008616,00060312
200,900000008617,P,008618,B,PL18,UDSET0217,UDGRP0067,R002,008617,008617,R,1,REWORK,17,N,INSPECTOR_017,20240705,013737,QA_MANAGER_017,20260212,064242,STAT07,008617,00060319
300,900000008618,S,008619,A,PL19,UDSET0218,UDGRP0068,A002,008618,008618,R,0,ACCEPT,18,Y,INSPECTOR_018,20240704,023838,QA_MANAGER_018,20260212,074343,STAT08,008618,00060326
100,900000008619,I,008620,B,PL20,UDSET0219,UDGRP0069,A003,008619,008619,R,0,RETURN,19,N,INSPECTOR_019,20240703,033939,QA_MANAGER_019,20260212,084444,STAT09,008619,00060333
200,900000008620,L,008621,A,PL01,UDSET0220,UDGRP0070,A001,008620,008620,R,0,SCRAP,20,Y,INSPECTOR_020,20240702,044040,QA_MANAGER_020,20260212,094545,STAT10,008620,00060340
300,900000008621,P,008622,B,PL02,UDSET0221,UDGRP0071,R001,008621,008621,R,0,REWORK,21,N,INSPECTOR_021,20240701,054141,QA_MANAGER_021,20260212,104646,STAT11,008621,00060347
100,900000008622,S,008623,A,PL03,UDSET0222,UDGRP0072,R002,008622,008622,R,0,ACCEPT,22,Y,INSPECTOR_022,20240630,064242,QA_MANAGER_022,20260212,114747,STAT12,008622,00060354
200,900000008623,I,008624,B,PL04,UDSET0223,UDGRP0073,A002,008623,008623,R,0,RETURN,23,N,INSPECTOR_023,20240629,074343,QA_MANAGER_023,20260212,124848,STAT13,008623,00060361
300,900000008624,L,008625,A,PL05,UDSET0224,UDGRP0074,A003,008624,008624,R,1,SCRAP,24,Y,INSPECTOR_024,20240628,084444,QA_MANAGER_024,20260212,134949,STAT14,008624,00060368
100,900000008625,P,008626,B,PL06,UDSET0225,UDGRP0075,A001,008625,008625,R,0,REWORK,25,N,INSPECTOR_025,20240627,094545,QA_MANAGER_025,20260212,145050,STAT00,008625,00060375
200,900000008626,S,008627,A,PL07,UDSET0226,UDGRP0076,R001,008626,008626,R,0,ACCEPT,26,Y,INSPECTOR_026,20240626,104646,QA_MANAGER_026,20260212,155151,STAT01,008626,00060382
300,900000008627,I,008628,B,PL08,UDSET0227,UDGRP0077,R002,008627,008627,R,0,RETURN,27,N,INSPECTOR_027,20240625,114747,QA_MANAGER_027,20260212,165252,STAT02,008627,00060389
100,900000008628,L,008629,A,PL09,UDSET0228,UDGRP0078,A002,008628,008628,R,0,SCRAP,28,Y,INSPECTOR_028,20240624,124848,QA_MANAGER_028,20260212,175353,STAT03,008628,00060396
200,900000008629,P,008630,B,PL10,UDSET0229,UDGRP0079,A003,008629,008629,R,0,REWORK,29,N,INSPECTOR_029,20240623,134949,QA_MANAGER_029,20260212,185454,STAT04,008629,00060403
300,900000008630,S,008631,A,PL11,UDSET0230,UDGRP0080,A001,008630,008630,R,0,ACCEPT,30,Y,INSPECTOR_030,20240622,145050,QA_MANAGER_030,20260212,195555,STAT05,008630,00060410
100,900000008631,I,008632,B,PL12,UDSET0231,UDGRP0081,R001,008631,008631,R,1,RETURN,31,N,INSPECTOR_031,20240621,155151,QA_MANAGER_031,20260212,205656,STAT06,008631,00060417
200,900000008632,L,008633,A,PL13,UDSET0232,UDGRP0082,R002,008632,008632,R,0,SCRAP,32,Y,INSPECTOR_032,20240620,165252,QA_MANAGER_032,20260212,215757,STAT07,008632,00060424
300,900000008633,P,008634,B,PL14,UDSET0233,UDGRP0083,A002,008633,008633,R,0,REWORK,33,N,INSPECTOR_033,20240619,175353,QA_MANAGER_033,20260212,225858,STAT08,008633,00060431
