MANDT,EBELN,EBELP,ZEKKN,VGABE,GJAHR,BELNR,BUZEI,BEWTP,BWART,BUDAT,MENGE,BPMNG,DMBTR,WRBTR,WAERS,AREWR,WESBS,BPWES,SHKZG,BWTAR,ELIKZ,XBLNR,LFGJA,LFBNR,CPUDT,CPUTM,REEWR,EVERE,REFWR,MATNR,WERKS,XWSBR,ETENS,KNUMV,MWSKZ,LSMNG,LSMEH,EMATN,AREWW,HSWAE,BAMNG,CHARG,BLDAT,XWOFF,XUNPL,ERNAM
200,4585226492,00001,02,2,2023,5150089691,4357,Q,105,20230910,362.794,362.794,47388.15,47388.15,EUR,46924.98,18.14,18.14,H,VAL3,X,REF72893,2023,6934459236,20230910,215226,45018.74,OK,45966.51,MAT427861,PL02,X,8404,8416799573,A0,362.794,LTR,MAT427861,46440.39,EUR,362.794,B9377,20230910,X,N,USER50
300,4513514904,00050,04,2,2023,5798731282,4171,Q,122,20240621,215.395,215.395,70996.35,70996.35,INR,69713.34,10.77,10.77,S,VAL1,X,REF37817,2023,6418413350,20240621,212136,67446.53,OK,68866.46,MAT339806,PL03,X,4626,4474854973,C2,215.395,KG,MAT339806,69576.42,INR,215.395,B3182,20240621,X,N,USER51
100,4511662086,00005,01,3,2024,5989582886,6918,Q,101,20250412,72.575,72.575,31446.02,31446.02,INR,31819.66,3.629,3.629,H,VAL2,X,REF45258,2024,6142796124,20250412,170930,29873.72,OK,30502.64,MAT286571,PL01,X,2758,2455249382,A0,72.575,KG,MAT286571,30817.1,INR,72.575,B6808,20250412,X,N,USER21
200,4586948074,00021,01,1,2024,5214637891,6359,R,105,20240318,69.305,69.305,22823.52,22823.52,EUR,22733.6,3.465,3.465,S,VAL3,X,REF28830,2024,6415243046,20240318,165358,21682.34,OK,22138.81,MAT941364,PL01,X,7390,1987035797,A0,69.305,EA,MAT941364,22367.05,EUR,69.305,B7371,20240318,X,N,USER40
200,4515791450,00026,01,2,2026,5783187518,8804,R,122,20240427,445.414,445.414,42510.31,42510.31,EUR,42040.66,22.271,22.271,H,VAL1,X,REF15577,2026,6093100235,20240427,075939,40384.79,OK,41235.0,MAT622527,PL02,X,3135,4738542812,C2,445.414,LTR,MAT622527,41660.1,EUR,445.414,B1759,20240427,X,N,USER74
200,4503893317,00030,03,1,2026,5790303938,3799,E,105,20250317,325.054,325.054,139909.74,139909.74,EUR,140776.64,16.253,16.253,S,VAL1,X,REF51404,2026,6020424022,20250317,090745,132914.25,OK,135712.45,MAT306720,PL01,X,6110,7618099919,A0,325.054,KG,MAT306720,137111.55,EUR,325.054,B1952,20250317,X,N,USER20
100,4567624621,00011,01,2,2022,5355058473,8096,Q,105,20231118,329.216,329.216,155939.74,155939.74,USD,154231.8,16.461,16.461,S,VAL3,X,REF96670,2022,6665873846,20231118,050502,148142.75,OK,151261.55,MAT898800,PL02,X,4156,4250168297,C2,329.216,LTR,MAT898800,152820.95,USD,329.216,B5212,20231118,X,N,USER97
300,4520366866,00010,04,1,2023,5709188726,4200,E,101,20240731,393.108,393.108,131372.76,131372.76,INR,133696.33,19.655,19.655,S,VAL5,X,REF48820,2023,6806846823,20240731,115725,124804.12,OK,127431.58,MAT980917,PL03,X,3766,2155853053,B1,393.108,EA,MAT980917,128745.3,INR,393.108,B4458,20240731,X,N,USER59
100,4524266372,00042,02,3,2024,5756756007,1415,Q,105,20240927,116.645,116.645,52610.39,52610.39,INR,52541.63,5.832,5.832,H,VAL3,X,REF66088,2024,6947420632,20240927,115606,49979.87,OK,51032.08,MAT775575,PL04,X,4595,5254685889,B1,116.645,EA,MAT775575,51558.18,INR,116.645,B2638,20240927,X,N,USER87
100,4553548866,00044,01,3,2022,5221477400,2537,Q,101,20240104,388.213,388.213,132442.75,132442.75,USD,135085.29,19.411,19.411,H,VAL2,X,REF97984,2022,6871234037,20240104,112359,125820.61,OK,128469.47,MAT829510,PL02,X,3969,4740662616,B1,388.213,EA,MAT829510,129793.9,USD,388.213,B5278,20240104,X,N,USER5
300,4566801920,00032,02,3,2022,5916563956,9033,E,101,20231229,446.054,446.054,152452.34,152452.34,INR,150384.0,22.303,22.303,S,VAL2,X,REF71457,2022,6951710775,20231229,210146,144829.72,OK,147878.77,MAT245760,PL03,X,8638,8069800181,C2,446.054,EA,MAT245760,149403.29,INR,446.054,B4921,20231229,X,N,USER23
300,4541882294,00012,02,3,2023,5652901584,8160,E,101,20230718,480.054,480.054,167399.63,167399.63,USD,167655.07,24.003,24.003,H,VAL2,X,REF91247,2023,6814471096,20230718,091936,159029.65,OK,162377.64,MAT382445,PL01,X,6173,7792377249,C2,480.054,EA,MAT382445,164051.64,USD,480.054,B7230,20230718,X,N,USER22
100,4534488451,00049,02,3,2022,5844294544,9856,E,122,20230720,472.119,472.119,225890.06,225890.06,EUR,227031.86,23.606,23.606,S,VAL4,X,REF57497,2022,6021571551,20230720,110530,214595.56,OK,219113.36,MAT936255,PL03,X,0536,6366562287,A0,472.119,LTR,MAT936255,221372.26,EUR,472.119,B4699,20230720,X,N,USER87
200,4597736031,00048,05,3,2023,5757254375,5522,E,122,20241117,114.514,114.514,8206.07,8206.07,INR,8057.29,5.726,5.726,H,VAL3,X,REF43799,2023,6776156237,20241117,052348,7795.77,OK,7959.89,MAT526629,PL03,X,6254,9072410414,C2,114.514,EA,MAT526629,8041.95,INR,114.514,B4271,20241117,X,N,USER45
100,4560765630,00005,02,3,2025,5220708077,8730,R,102,20250628,220.883,220.883,56625.57,56625.57,USD,56534.94,11.044,11.044,H,VAL3,X,REF73257,2025,6122299080,20250628,052022,53794.29,OK,54926.8,MAT962374,PL03,X,2333,7046916309,A0,220.883,KG,MAT962374,55493.06,USD,220.883,B6979,20250628,X,N,USER70
300,4561876102,00044,01,1,2024,5335966227,1163,R,101,20251031,425.27,425.27,106343.02,106343.02,EUR,104250.23,21.264,21.264,H,VAL4,X,REF25406,2024,6260671064,20251031,170823,101025.87,OK,103152.73,MAT948522,PL03,X,0909,7775529836,C2,425.27,LTR,MAT948522,104216.16,EUR,425.27,B7968,20251031,X,N,USER8
200,4597637648,00007,03,3,2023,5604730456,3391,E,105,20260118,128.122,128.122,54205.86,54205.86,EUR,54247.73,6.406,6.406,S,VAL4,X,REF88020,2023,6804442772,20260118,002201,51495.57,OK,52579.68,MAT326328,PL01,X,4460,2449785384,C2,128.122,KG,MAT326328,53121.74,EUR,128.122,B9918,20260118,X,N,USER22
200,4584122108,00007,05,2,2023,5186636453,5279,R,101,20231026,5.688,5.688,1939.84,1939.84,INR,1931.51,0.284,0.284,S,VAL2,X,REF66978,2023,6852785844,20231026,180347,1842.85,OK,1881.64,MAT894993,PL01,X,5884,9173631920,A0,5.688,EA,MAT894993,1901.04,INR,5.688,B5746,20231026,X,N,USER86
200,4550496186,00015,05,3,2022,5001802998,7602,E,105,20240918,366.584,366.584,123307.86,123307.86,INR,122183.37,18.329,18.329,S,VAL4,X,REF20576,2022,6453098465,20240918,010251,117142.47,OK,119608.62,MAT974044,PL01,X,5854,9210146321,C2,366.584,KG,MAT974044,120841.7,INR,366.584,B6978,20240918,X,N,USER98
200,4599184131,00008,01,1,2025,5188237263,3251,Q,101,20260206,409.816,409.816,127485.56,127485.56,EUR,125542.89,20.491,20.491,H,VAL1,X,REF10218,2025,6838172550,20260206,100817,121111.28,OK,123660.99,MAT130562,PL03,X,8470,5799245975,B1,409.816,EA,MAT130562,124935.85,EUR,409.816,B5386,20260206,X,N,USER24
200,4557245736,00017,02,2,2022,5379290298,8897,R,102,20241004,315.033,315.033,127512.76,127512.76,USD,126100.66,15.752,15.752,H,VAL2,X,REF16367,2022,6339868436,20241004,114452,121137.12,OK,123687.38,MAT775609,PL04,X,9528,6528672937,C2,315.033,LTR,MAT775609,124962.5,USD,315.033,B5474,20241004,X,N,USER86
300,4572459342,00047,02,1,2023,5533191891,2418,R,102,20250619,491.656,491.656,234790.32,234790.32,USD,237034.51,24.583,24.583,H,VAL3,X,REF70905,2023,6084245719,20250619,182145,223050.8,OK,227746.61,MAT582027,PL02,X,0616,6264312612,A0,491.656,EA,MAT582027,230094.51,USD,491.656,B8605,20250619,X,N,USER54
100,4515049260,00024,03,2,2024,5709789243,4332,Q,105,20240513,52.677,52.677,15824.17,15824.17,INR,15798.02,2.634,2.634,H,VAL1,X,REF42801,2024,6048209533,20240513,174511,15032.96,OK,15349.44,MAT566845,PL04,X,2648,1651381312,C2,52.677,KG,MAT566845,15507.69,INR,52.677,B4867,20240513,X,N,USER8
100,4531467122,00037,03,2,2024,5137284559,4634,R,102,20240502,64.825,64.825,4929.94,4929.94,USD,4922.19,3.241,3.241,H,VAL5,X,REF57494,2024,6558405645,20240502,083521,4683.44,OK,4782.04,MAT917923,PL04,X,8339,6157384186,A0,64.825,EA,MAT917923,4831.34,USD,64.825,B1302,20240502,X,N,USER72
100,4591765491,00006,02,2,2024,5581308078,9827,E,122,20230525,307.41,307.41,124845.35,124845.35,USD,126595.2,15.371,15.371,S,VAL5,X,REF42592,2024,6131407513,20230525,193141,118603.08,OK,121099.99,MAT799686,PL01,X,8693,6822160248,A0,307.41,EA,MAT799686,122348.44,USD,307.41,B2954,20230525,X,N,USER85
200,4531991916,00034,02,1,2024,5402887580,3216,E,105,20250823,465.263,465.263,85738.67,85738.67,USD,85538.98,23.263,23.263,S,VAL2,X,REF77518,2024,6578507063,20250823,100713,81451.74,OK,83166.51,MAT279577,PL01,X,2784,5868632257,B1,465.263,KG,MAT279577,84023.9,USD,465.263,B2801,20250823,X,N,USER73
200,4588600647,00050,02,1,2026,5988520821,5411,E,101,20240920,374.073,374.073,170917.69,170917.69,USD,170183.16,18.704,18.704,H,VAL5,X,REF21068,2026,6947183818,20240920,012449,162371.81,OK,165790.16,MAT714973,PL01,X,3452,9809100131,B1,374.073,EA,MAT714973,167499.34,USD,374.073,B1360,20240920,X,N,USER76
100,4541561577,00011,03,3,2026,5103067186,8813,Q,105,20231104,483.385,483.385,110990.03,110990.03,INR,111836.19,24.169,24.169,S,VAL4,X,REF88437,2026,6476384527,20231104,085958,105440.53,OK,107660.33,MAT185400,PL03,X,7426,9445511006,A0,483.385,KG,MAT185400,108770.23,INR,483.385,B6882,20231104,X,N,USER84
200,4508672047,00021,05,3,2024,5771455059,4749,E,105,20250917,407.781,407.781,108143.52,108143.52,USD,107273.28,20.389,20.389,S,VAL5,X,REF97846,2024,6348090244,20250917,162622,102736.34,OK,104899.21,MAT858223,PL02,X,5165,1506960929,A0,407.781,EA,MAT858223,105980.65,USD,407.781,B8726,20250917,X,N,USER26
300,4550178511,00028,02,3,2025,5164992941,8729,R,105,20260120,379.88,379.88,142151.1,142151.1,EUR,142366.85,18.994,18.994,H,VAL1,X,REF59023,2025,6784778376,20260120,080955,135043.55,OK,137886.57,MAT906487,PL03,X,6426,2524896824,B1,379.88,EA,MAT906487,139308.08,EUR,379.88,B1842,20260120,X,N,USER42
100,4592547018,00016,04,2,2023,5738107373,4760,Q,102,20250926,426.105,426.105,128449.35,128449.35,USD,128481.89,21.305,21.305,H,VAL4,X,REF19248,2023,6349839040,20250926,154615,122026.88,OK,124595.87,MAT793431,PL03,X,4464,6527289790,C2,426.105,KG,MAT793431,125880.36,USD,426.105,B3233,20250926,X,N,USER99
100,4511246113,00010,04,2,2023,5706870325,6860,Q,101,20250801,489.973,489.973,162166.36,162166.36,INR,162507.71,24.499,24.499,S,VAL1,X,REF45065,2023,6244769763,20250801,082045,154058.04,OK,157301.37,MAT344514,PL03,X,0335,7117537522,C2,489.973,EA,MAT344514,158923.03,INR,489.973,B7542,20250801,X,N,USER20
100,4572214895,00044,02,1,2022,5634426648,0513,R,101,20241215,375.679,375.679,128985.63,128985.63,INR,129741.54,18.784,18.784,H,VAL3,X,REF31166,2022,6634233500,20241215,122711,122536.35,OK,125116.06,MAT366447,PL02,X,7812,3659085600,B1,375.679,LTR,MAT366447,126405.92,INR,375.679,B9253,20241215,X,N,USER99
100,4529483775,00024,03,3,2025,5490369898,7633,E,102,20250907,271.521,271.521,123650.66,123650.66,INR,123196.6,13.576,13.576,S,VAL5,X,REF92966,2025,6009601795,20250907,225645,117468.13,OK,119941.14,MAT519397,PL02,X,9093,9792738746,C2,271.521,LTR,MAT519397,121177.65,INR,271.521,B3474,20250907,X,N,USER33
200,4593599875,00041,02,1,2025,5248089133,7504,Q,101,20240322,494.038,494.038,101920.04,101920.04,USD,102213.37,24.702,24.702,S,VAL4,X,REF33281,2025,6559412403,20240322,065823,96824.04,OK,98862.44,MAT151268,PL03,X,9513,4586378231,B1,494.038,KG,MAT151268,99881.64,USD,494.038,B8730,20240322,X,N,USER71
200,4571023654,00001,02,3,2024,5709909383,3080,E,101,20250419,440.096,440.096,150345.6,150345.6,USD,147865.17,22.005,22.005,H,VAL1,X,REF51000,2024,6743612312,20250419,203321,142828.32,OK,145835.23,MAT711760,PL02,X,0390,7797614809,C2,440.096,LTR,MAT711760,147338.69,USD,440.096,B6529,20250419,X,N,USER29
200,4519027860,00025,02,3,2024,5142477915,1118,E,101,20251007,253.109,253.109,14761.32,14761.32,INR,14724.23,12.655,12.655,S,VAL1,X,REF80794,2024,6305250461,20251007,010009,14023.25,OK,14318.48,MAT132251,PL02,X,8234,5951181436,A0,253.109,EA,MAT132251,14466.09,INR,253.109,B9807,20251007,X,N,USER10
100,4577630279,00034,01,2,2022,5061426794,6557,Q,122,20231229,264.717,264.717,67365.18,67365.18,EUR,66173.12,13.236,13.236,H,VAL2,X,REF91958,2022,6843686999,20231229,113447,63996.92,OK,65344.22,MAT873431,PL01,X,9913,8327424120,C2,264.717,KG,MAT873431,66017.88,EUR,264.717,B2947,20231229,X,N,USER38
200,4521969771,00010,03,1,2026,5381563913,3404,R,102,20250130,443.741,443.741,177554.09,177554.09,EUR,174989.96,22.187,22.187,S,VAL1,X,REF25584,2026,6569172316,20250130,164623,168676.39,OK,172227.47,MAT223318,PL03,X,0580,8884998507,B1,443.741,LTR,MAT223318,174003.01,EUR,443.741,B4889,20250130,X,N,USER62
200,4549105226,00042,02,3,2023,5741759321,5294,E,102,20240731,471.85,471.85,102891.61,102891.61,INR,104019.63,23.593,23.593,H,VAL2,X,REF62610,2023,6265579993,20240731,233623,97747.03,OK,99804.86,MAT112439,PL01,X,1501,9056476313,B1,471.85,KG,MAT112439,100833.78,INR,471.85,B9926,20240731,X,N,USER72
200,4559569647,00039,02,3,2024,5476058650,2880,Q,105,20250720,408.788,408.788,147866.8,147866.8,USD,148370.18,20.439,20.439,S,VAL4,X,REF26632,2024,6105407787,20250720,031805,140473.46,OK,143430.8,MAT625208,PL04,X,8211,2048675641,B1,408.788,LTR,MAT625208,144909.46,USD,408.788,B3593,20250720,X,N,USER71
300,4594287342,00043,02,3,2023,5832257295,3755,Q,102,20250528,31.385,31.385,14390.96,14390.96,USD,14209.52,1.569,1.569,H,VAL3,X,REF79048,2023,6488790490,20250528,183203,13671.41,OK,13959.23,MAT866190,PL03,X,6613,1350711933,A0,31.385,KG,MAT866190,14103.14,USD,31.385,B4652,20250528,X,N,USER61
200,4529233767,00020,03,3,2024,5093588769,8315,E,122,20230929,154.246,154.246,26012.05,26012.05,INR,25863.53,7.712,7.712,S,VAL1,X,REF62736,2024,6676256818,20230929,024916,24711.45,OK,25231.69,MAT256582,PL04,X,9896,6857048714,C2,154.246,EA,MAT256582,25491.81,INR,154.246,B4579,20230929,X,N,USER23
300,4525294401,00008,05,2,2022,5181174727,5478,Q,101,20240520,256.98,256.98,115468.82,115468.82,USD,115592.0,12.849,12.849,S,VAL3,X,REF19380,2022,6603182615,20240520,092732,109695.38,OK,112004.76,MAT168792,PL03,X,8906,5929633101,C2,256.98,LTR,MAT168792,113159.44,USD,256.98,B9833,20240520,X,N,USER78
200,4517193878,00027,02,3,2022,5291554581,2787,E,105,20250605,33.005,33.005,14750.59,14750.59,USD,14471.05,1.65,1.65,H,VAL1,X,REF62952,2022,6809185267,20250605,180122,14013.06,OK,14308.07,MAT300214,PL02,X,2918,1028933384,B1,33.005,KG,MAT300214,14455.58,USD,33.005,B6183,20250605,X,N,USER81
200,4559043135,00036,03,2,2023,5101257361,7222,Q,105,20250916,188.172,188.172,93365.3,93365.3,EUR,94928.91,9.409,9.409,S,VAL2,X,REF25274,2023,6108166865,20250916,141756,88697.04,OK,90564.34,MAT168214,PL04,X,7428,3851876353,B1,188.172,KG,MAT168214,91497.99,EUR,188.172,B3098,20250916,X,N,USER71
200,4506076776,00015,01,1,2024,5294541573,3146,Q,122,20240823,283.552,283.552,20307.99,20307.99,INR,19980.03,14.178,14.178,S,VAL2,X,REF78870,2024,6332854791,20240823,132029,19292.59,OK,19698.75,MAT720736,PL04,X,0653,1421024766,B1,283.552,KG,MAT720736,19901.83,INR,283.552,B5573,20240823,X,N,USER38
100,4518241157,00014,02,3,2026,5861475262,4056,R,102,20240129,480.765,480.765,103604.86,103604.86,USD,103774.24,24.038,24.038,H,VAL4,X,REF19345,2026,6664338473,20240129,132303,98424.62,OK,100496.71,MAT125449,PL02,X,0249,2456585357,A0,480.765,KG,MAT125449,101532.76,USD,480.765,B7191,20240129,X,N,USER12
200,4547258364,00007,02,3,2025,5114870896,5407,R,122,20251112,463.435,463.435,42816.76,42816.76,EUR,43353.47,23.172,23.172,H,VAL2,X,REF11521,2025,6959045834,20251112,173442,40675.92,OK,41532.26,MAT697196,PL02,X,2664,7148195696,B1,463.435,KG,MAT697196,41960.42,EUR,463.435,B1752,20251112,X,N,USER81
300,4542867662,00022,02,1,2022,5836026599,9599,Q,101,20240225,177.664,177.664,49106.33,49106.33,EUR,49710.74,8.883,8.883,S,VAL1,X,REF47892,2022,6795942494,20240225,011903,46651.01,OK,47633.14,MAT819127,PL01,X,7724,5347809332,B1,177.664,LTR,MAT819127,48124.2,EUR,177.664,B1738,20240225,X,N,USER16
300,4518490060,00049,04,1,2024,5285433221,4185,R,122,20230611,499.322,499.322,229093.93,229093.93,USD,231649.53,24.966,24.966,S,VAL2,X,REF48954,2024,6261149430,20230611,112241,217639.23,OK,222221.11,MAT161619,PL04,X,9551,6435751563,A0,499.322,LTR,MAT161619,224512.05,USD,499.322,B4336,20230611,X,N,USER28
300,4594656364,00003,03,3,2025,5437068368,4616,Q,101,20240506,135.558,135.558,62478.68,62478.68,USD,62752.35,6.778,6.778,H,VAL4,X,REF14095,2025,6560414125,20240506,043316,59354.75,OK,60604.32,MAT420387,PL02,X,5064,4032177016,C2,135.558,EA,MAT420387,61229.11,USD,135.558,B7414,20240506,X,N,USER84
200,4581805811,00006,01,1,2024,5190409300,3267,Q,122,20240528,286.024,286.024,27272.39,27272.39,INR,27687.09,14.301,14.301,S,VAL2,X,REF49274,2024,6057839162,20240528,070003,25908.77,OK,26454.22,MAT746557,PL01,X,3061,9338740148,A0,286.024,KG,MAT746557,26726.94,INR,286.024,B8031,20240528,X,N,USER50
300,4544516856,00022,05,3,2026,5822844070,3111,R,122,20240921,376.797,376.797,141864.07,141864.07,USD,141165.74,18.84,18.84,S,VAL1,X,REF15081,2026,6448369111,20240921,170318,134770.87,OK,137608.15,MAT535887,PL02,X,9303,2487421632,B1,376.797,EA,MAT535887,139026.79,USD,376.797,B6288,20240921,X,N,USER48
300,4574913406,00011,05,3,2026,5171354688,6852,E,105,20230701,279.97,279.97,54420.57,54420.57,EUR,53497.22,13.999,13.999,S,VAL4,X,REF43979,2026,6379360263,20230701,115130,51699.54,OK,52787.95,MAT164133,PL03,X,9802,1189881891,B1,279.97,KG,MAT164133,53332.16,EUR,279.97,B8052,20230701,X,N,USER38
200,4546883262,00049,04,2,2022,5530929588,3337,E,102,20230530,390.802,390.802,164668.33,164668.33,USD,162825.04,19.54,19.54,H,VAL5,X,REF89024,2022,6686066172,20230530,005335,156434.91,OK,159728.28,MAT858266,PL02,X,8973,8413048567,B1,390.802,KG,MAT858266,161374.96,USD,390.802,B4689,20230530,X,N,USER46
100,4543603743,00049,03,1,2025,5153437281,1126,Q,105,20240603,389.86,389.86,175253.77,175253.77,INR,173139.75,19.493,19.493,H,VAL3,X,REF35956,2025,6246897276,20240603,173438,166491.08,OK,169996.16,MAT668768,PL02,X,8045,6839273326,A0,389.86,KG,MAT668768,171748.69,INR,389.86,B6765,20240603,X,N,USER77
100,4576859582,00021,05,3,2025,5112155985,0594,Q,101,20241209,313.564,313.564,128896.75,128896.75,USD,127243.46,15.678,15.678,H,VAL3,X,REF18027,2025,6099259637,20241209,070930,122451.91,OK,125029.85,MAT796174,PL03,X,6180,2272532662,A0,313.564,EA,MAT796174,126318.82,USD,313.564,B6656,20241209,X,N,USER38
100,4506943573,00039,05,2,2024,5388304740,7446,Q,122,20230712,45.683,45.683,9751.95,9751.95,USD,9734.89,2.284,2.284,S,VAL3,X,REF22588,2024,6488401595,20230712,011218,9264.35,OK,9459.39,MAT201229,PL02,X,7892,3160061780,C2,45.683,EA,MAT201229,9556.91,USD,45.683,B2267,20230712,X,N,USER28
100,4582382316,00012,02,1,2024,5173154789,9474,E,101,20251112,28.483,28.483,5844.14,5844.14,USD,5941.17,1.424,1.424,H,VAL5,X,REF95740,2024,6764893203,20251112,044429,5551.93,OK,5668.82,MAT804351,PL01,X,9024,1572639927,C2,28.483,LTR,MAT804351,5727.26,USD,28.483,B4950,20251112,X,N,USER33
200,4548295231,00006,01,3,2022,5389517124,5398,Q,101,20240216,233.429,233.429,94594.77,94594.77,USD,94928.58,11.671,11.671,H,VAL1,X,REF72260,2022,6205170264,20240216,042022,89865.03,OK,91756.93,MAT312808,PL04,X,3239,3371114336,B1,233.429,EA,MAT312808,92702.87,USD,233.429,B2705,20240216,X,N,USER90
100,4502881383,00011,04,1,2026,5985433387,4914,R,105,20241126,140.227,140.227,33466.58,33466.58,USD,33426.78,7.011,7.011,H,VAL5,X,REF18975,2026,6073680115,20241126,031633,31793.25,OK,32462.58,MAT197649,PL02,X,1894,6129329566,C2,140.227,EA,MAT197649,32797.25,USD,140.227,B2827,20241126,X,N,USER52
300,4552890150,00008,01,2,2026,5904758996,0557,R,105,20250907,288.762,288.762,119122.99,119122.99,EUR,121272.83,14.438,14.438,S,VAL2,X,REF70586,2026,6048147438,20250907,124649,113166.84,OK,115549.3,MAT260383,PL03,X,9559,4765525580,A0,288.762,EA,MAT260383,116740.53,EUR,288.762,B1309,20250907,X,N,USER44
300,4528977921,00005,05,1,2026,5447309040,3423,Q,102,20230622,30.016,30.016,3986.12,3986.12,USD,3942.78,1.501,1.501,H,VAL4,X,REF56037,2026,6348547106,20230622,182133,3786.81,OK,3866.54,MAT383209,PL02,X,4189,8525592903,C2,30.016,EA,MAT383209,3906.4,USD,30.016,B5921,20230622,X,N,USER33
200,4596106035,00048,03,3,2026,5662333509,8619,E,102,20231019,230.628,230.628,24923.97,24923.97,INR,25267.77,11.531,11.531,S,VAL1,X,REF78907,2026,6399933564,20231019,043546,23677.77,OK,24176.25,MAT408126,PL02,X,8470,9173554107,A0,230.628,LTR,MAT408126,24425.49,INR,230.628,B3126,20231019,X,N,USER72
200,4596513528,00033,02,3,2022,5728062499,8692,E,105,20250907,21.136,21.136,9577.57,9577.57,INR,9701.36,1.057,1.057,S,VAL5,X,REF61850,2022,6144271550,20250907,200944,9098.69,OK,9290.24,MAT903390,PL03,X,5614,8883144851,B1,21.136,KG,MAT903390,9386.02,INR,21.136,B2301,20250907,X,N,USER64
200,4558315350,00009,04,3,2024,5767394055,9924,R,122,20241017,378.714,378.714,136087.09,136087.09,EUR,138069.71,18.936,18.936,S,VAL3,X,REF43245,2024,6516492702,20241017,061954,129282.74,OK,132004.48,MAT441842,PL03,X,6211,2101213985,C2,378.714,LTR,MAT441842,133365.35,EUR,378.714,B4137,20241017,X,N,USER51
100,4584349596,00018,03,2,2022,5771498376,6097,Q,122,20251108,327.769,327.769,86032.81,86032.81,USD,85031.66,16.388,16.388,H,VAL1,X,REF34352,2022,6545890568,20251108,103222,81731.17,OK,83451.83,MAT892787,PL04,X,1038,9059840726,A0,327.769,LTR,MAT892787,84312.15,USD,327.769,B7204,20251108,X,N,USER31
200,4568193834,00022,03,2,2024,5782805520,5595,E,122,20250612,216.481,216.481,94024.19,94024.19,EUR,95377.31,10.824,10.824,S,VAL3,X,REF76892,2024,6915911406,20250612,083845,89322.98,OK,91203.46,MAT825545,PL03,X,0321,3012609350,A0,216.481,KG,MAT825545,92143.71,EUR,216.481,B9490,20250612,X,N,USER45
100,4562692435,00047,02,3,2023,5453275088,0918,E,105,20231024,228.568,228.568,46307.88,46307.88,USD,46136.78,11.428,11.428,H,VAL5,X,REF60967,2023,6419438326,20231024,181550,43992.49,OK,44918.64,MAT774508,PL02,X,2843,7757232896,C2,228.568,EA,MAT774508,45381.72,USD,228.568,B6259,20231024,X,N,USER95
200,4596633794,00011,04,3,2025,5844117456,1951,R,102,20231208,336.709,336.709,73092.79,73092.79,USD,72360.57,16.835,16.835,S,VAL3,X,REF84461,2025,6285385955,20231208,084803,69438.15,OK,70900.01,MAT191472,PL02,X,6931,6292139511,A0,336.709,KG,MAT191472,71630.93,USD,336.709,B2666,20231208,X,N,USER65
100,4526886438,00046,02,1,2023,5403937483,3241,E,101,20240920,329.914,329.914,118670.07,118670.07,INR,119669.78,16.496,16.496,S,VAL1,X,REF55165,2023,6194288077,20240920,072627,112736.57,OK,115109.97,MAT512597,PL02,X,7236,7846868197,B1,329.914,EA,MAT512597,116296.67,INR,329.914,B4424,20240920,X,N,USER80
200,4595290575,00006,05,1,2025,5241733043,3309,Q,102,20230811,420.493,420.493,33849.69,33849.69,INR,34065.18,21.025,21.025,H,VAL4,X,REF87144,2025,6632813670,20230811,024034,32157.21,OK,32834.2,MAT586643,PL01,X,1484,8392513987,C2,420.493,EA,MAT586643,33172.7,INR,420.493,B9071,20230811,X,N,USER77
300,4582154139,00034,01,1,2023,5814008640,2034,Q,101,20240128,114.665,114.665,26876.33,26876.33,USD,26775.18,5.733,5.733,S,VAL1,X,REF36853,2023,6803020948,20240128,120733,25532.51,OK,26070.04,MAT158450,PL04,X,5042,4157869752,A0,114.665,EA,MAT158450,26338.8,USD,114.665,B7041,20240128,X,N,USER71
200,4596556423,00007,02,1,2023,5729362246,4848,Q,101,20250925,398.168,398.168,74724.19,74724.19,USD,74417.28,19.908,19.908,H,VAL5,X,REF70637,2023,6501814149,20250925,102510,70987.98,OK,72482.46,MAT321121,PL02,X,5780,2947449031,B1,398.168,EA,MAT321121,73229.71,USD,398.168,B7129,20250925,X,N,USER53
200,4515576075,00012,05,3,2024,5753471304,7423,Q,101,20250303,403.378,403.378,48643.35,48643.35,EUR,48036.27,20.169,20.169,H,VAL3,X,REF19028,2024,6643940891,20250303,140440,46211.18,OK,47184.05,MAT156780,PL04,X,5497,9264932861,A0,403.378,EA,MAT156780,47670.48,EUR,403.378,B6470,20250303,X,N,USER59
300,4597416950,00002,04,1,2022,5804877765,9422,E,101,20251017,197.362,197.362,89203.68,89203.68,EUR,90197.89,9.868,9.868,H,VAL3,X,REF26752,2022,6684594607,20251017,191530,84743.5,OK,86527.57,MAT117537,PL02,X,9118,9611298259,A0,197.362,LTR,MAT117537,87419.61,EUR,197.362,B6058,20251017,X,N,USER11
200,4523824993,00042,03,3,2024,5713564644,0608,E,102,20240209,260.563,260.563,24560.67,24560.67,INR,24102.73,13.028,13.028,S,VAL2,X,REF88919,2024,6461955069,20240209,085337,23332.64,OK,23823.85,MAT643513,PL01,X,2763,5435704373,C2,260.563,LTR,MAT643513,24069.46,INR,260.563,B7458,20240209,X,N,USER74
