AUSME,AUSSS,BESKZ,BSTMA,BSTMI,BWTTY,DISGR,DISMM,DISPO,DISPR,EISBE,EISLO,EKGRP,HERKL,KAUTB,KORDB,KZKRI,LAGPR,LFGJA,LFMON,LGPRO,LOSFX,LVORM,MAABC,MABST,MANDT,MATNR,MINBE,MMSTA,MMSTD,MTVER,PERKZ,PLIFZ,PRCTR,PSTAT,SERNP,STAWN,TARGET_STOCK,TRAME,VINT1,VINT2,VRMOD,WEBAZ,WERKS,XCHAR,XMCNG
EA,2.1,X,1016.058,493.495,"",G05,PD,192,1994,237.879,10.278,094,IN,X,"",X,2,2025,12,S016,140.32,"",C,1016.058,100,393522656335886261,493.495,02,20231227,M011,W,1,8294649785,K,S373,85874030843802011,286.683,51.403,000,017,3,6,P024,"",""
M,0.01,E,338.357,96.453,"",G18,ND,612,3990,23.938,43.811,008,IN,X,"","",3,2023,01,S044,190.67,"",C,338.357,100,802211362507077346,96.453,03,20230911,M018,M,7,7634895740,K,S840,61014464700378897,472.402,19.212,015,025,1,9,P027,X,X
M,1.93,X,321.022,69.655,X,G13,PD,186,7475,31.536,124.903,005,CN,X,X,X,1,2025,10,S021,84.8,"",C,321.022,100,202433907242414504,69.655,03,20250826,M010,W,41,9522828639,K,S488,67705285647300337,469.257,17.666,007,010,1,1,P001,"",X
L,2.05,E,413.092,142.699,X,G07,ND,284,7958,46.354,79.37,076,CN,X,"",X,2,2023,07,S042,91.51,"",B,413.092,100,143034161510848582,142.699,02,20220602,M018,M,43,5498146192,K,S534,98116248108855071,498.986,19.593,024,028,3,6,P037,"",X
M,0.04,F,1067.296,442.098,X,G06,ND,965,7554,161.259,72.18,090,IN,X,"","",1,2023,04,S035,199.51,"",B,1067.296,100,629416249848644868,442.098,01,20250222,M012,W,44,2302126124,K,S751,90009404148787721,153.357,2.102,015,003,1,7,P036,"",X
M,2.78,F,1564.125,432.346,X,G02,ND,502,5621,164.781,52.619,069,IN,"",X,"",1,2026,11,S040,85.42,"",A,1564.125,100,677216685573647097,432.346,01,20250401,M015,D,36,5115984352,K,S535,92201246436978917,277.818,38.976,022,011,3,7,P021,X,""
L,3.24,X,340.589,153.518,"",G19,PD,815,6640,70.909,62.492,095,IN,"","",X,2,2024,06,S041,13.33,"",A,340.589,100,830443246771890355,153.518,02,20220815,M004,D,46,3360983334,K,S576,59388707870156007,220.235,71.602,013,020,2,4,P003,"",X
M,1.65,X,910.016,345.635,X,G17,ND,232,6709,123.731,157.188,047,CN,X,X,"",3,2026,04,S008,87.82,"",B,910.016,100,429077114303155342,345.635,03,20221107,M006,W,18,8003842614,K,S842,54869403290716892,55.007,46.42,030,030,2,7,P045,X,""
KG,2.38,E,546.867,160.668,X,G06,ND,834,5251,37.111,141.377,078,CN,X,X,X,3,2024,09,S014,48.77,"",C,546.867,100,288503972643148959,160.668,02,20221002,M002,D,13,1363538170,K,S196,56912467835217083,439.098,70.43,004,005,1,4,P006,"",""
EA,3.5,F,2337.734,497.763,X,G07,ND,799,2845,120.278,76.873,057,IN,X,"","",3,2025,02,S025,156.04,"",B,2337.734,100,338849887319775184,497.763,02,20240724,M019,W,28,6210899016,K,S279,17119660950187399,391.939,40.682,008,017,3,4,P050,"",X
EA,0.92,F,743.241,256.717,X,G06,PD,117,1954,74.181,141.67,022,DE,"",X,X,2,2026,03,S039,177.41,"",A,743.241,100,553241784527723632,256.717,03,20220508,M019,M,52,9542322807,K,S253,61799099109281306,102.09,95.267,014,006,3,5,P001,X,X
EA,1.48,E,944.454,225.335,"",G19,ND,307,2689,106.115,134.484,086,CN,"",X,X,2,2023,10,S010,92.87,"",C,944.454,100,388302482538965447,225.335,02,20220802,M012,W,4,9248974111,K,S958,29922712603125510,496.464,83.061,010,008,1,10,P006,"",""
KG,3.96,F,1228.209,252.168,X,G05,VB,337,8744,91.546,134.752,051,DE,"",X,"",1,2022,06,S030,10.53,"",B,1228.209,100,983791207068518603,252.168,02,20250618,M010,D,28,7811391795,K,S865,29721048644994754,222.284,3.651,013,030,1,5,P020,X,""
L,0.44,X,675.743,147.182,X,G08,ND,128,4727,32.68,165.954,048,DE,"",X,X,3,2025,11,S049,169.94,"",B,675.743,100,333227186124209701,147.182,02,20251008,M019,M,51,4170450309,K,S547,37886178286053005,204.841,15.624,002,028,3,3,P044,X,""
L,1.33,E,650.973,174.028,"",G02,VB,259,7475,64.228,94.309,048,DE,X,"",X,3,2022,05,S018,10.05,"",A,650.973,100,335439590411869786,174.028,03,20251230,M006,D,49,7891673206,K,S999,74670913436728946,423.018,67.161,017,026,3,2,P032,"",X
EA,3.7,E,1381.979,469.63,"",G08,VB,448,6898,110.165,81.818,010,DE,X,"",X,2,2026,05,S010,104.19,"",C,1381.979,100,636610607066467859,469.63,01,20250203,M007,W,34,4033727509,K,S828,69894096950422681,343.528,45.839,026,008,1,1,P049,X,""
L,4.91,X,1712.54,461.883,X,G16,VB,134,4429,158.023,15.368,049,US,"","",X,2,2023,04,S022,30.24,"",C,1712.54,100,110274336631356771,461.883,03,20241019,M018,W,5,6735096950,K,S699,60795502291114866,268.481,26.439,006,018,3,2,P011,"",X
EA,1.97,F,516.798,171.59,X,G16,ND,735,8207,81.227,196.187,068,US,X,X,"",3,2023,04,S016,172.44,"",A,516.798,100,135222275590174204,171.59,02,20230904,M012,D,15,2600585616,K,S944,48522476635569380,194.041,92.021,026,017,1,10,P026,"",X
M,2.99,E,1557.064,347.292,X,G19,ND,312,5240,149.285,30.625,003,CN,"",X,X,3,2023,07,S034,179.49,"",A,1557.064,100,583466855679971796,347.292,03,20230220,M018,M,52,9613714926,K,S997,24441303376182204,437.144,76.648,003,017,2,9,P021,X,""
KG,0.23,X,709.616,166.368,X,G11,PD,632,2465,74.162,78.442,093,US,"",X,"",2,2026,06,S010,160.93,"",A,709.616,100,443398017944726800,166.368,01,20250410,M001,M,53,7697539214,K,S448,35062802020586876,65.898,55.624,006,004,3,1,P042,X,""
EA,2.62,F,95.987,29.391,X,G19,VB,444,8143,7.281,170.008,013,DE,X,X,X,1,2023,05,S023,152.14,"",A,95.987,100,974674567172966636,29.391,01,20260104,M008,D,12,9650817983,K,S816,43989873586586904,432.921,91.839,029,029,3,3,P024,X,""
L,0.32,X,1686.758,457.918,"",G15,PD,150,7032,160.834,28.321,049,US,X,X,X,1,2026,09,S016,15.12,"",C,1686.758,100,188344446768658457,457.918,01,20260211,M018,D,35,1520129864,K,S202,19010581051323307,462.999,55.287,014,001,3,10,P044,X,X
M,2.57,F,1365.918,361.144,X,G07,ND,656,4121,83.609,30.505,095,US,"","",X,2,2022,09,S050,158.72,"",A,1365.918,100,231177194468952237,361.144,03,20250517,M007,M,43,8927467353,K,S408,26497180275336260,109.618,82.717,003,025,3,4,P034,"",""
M,0.12,F,2137.234,433.117,X,G09,PD,930,5832,98.447,194.565,027,CN,"","",X,1,2026,03,S041,31.73,"",C,2137.234,100,412861465577739857,433.117,02,20220129,M015,M,48,2765133285,K,S407,56968552962000838,250.733,8.843,013,022,1,6,P015,"",X
EA,4.09,E,229.286,95.051,"",G04,ND,359,7166,42.608,152.237,071,US,X,"",X,2,2022,02,S031,93.15,"",A,229.286,100,884053831531280542,95.051,01,20250227,M010,D,30,2072668256,K,S238,94339437152749617,186.629,53.753,015,006,2,6,P006,X,X
L,2.06,X,1888.455,393.731,X,G07,ND,877,4308,106.968,60.865,007,IN,X,"","",2,2025,07,S032,114.38,"",B,1888.455,100,286862535204242203,393.731,03,20230523,M002,W,30,1477490282,K,S736,18088429279746868,285.88,19.867,018,028,1,7,P009,"",""
KG,4.84,E,79.403,20.763,"",G10,VB,942,6995,7.415,90.785,058,US,X,X,"",3,2026,08,S005,104.28,"",C,79.403,100,442309401477975757,20.763,02,20240410,M019,M,49,9630012308,K,S137,76606281021588268,288.911,8.825,005,027,1,10,P033,"",X
M,4.66,X,834.722,167.25,"",G03,ND,687,5050,44.528,172.71,023,US,X,X,X,3,2025,04,S033,123.54,"",B,834.722,100,653039583887954296,167.25,03,20230214,M014,D,4,9039691915,K,S706,72685930787046963,186.861,91.409,008,025,3,9,P011,"",X
KG,2.21,E,1047.978,373.279,X,G12,ND,429,8083,172.029,129.074,097,US,X,"","",2,2025,07,S003,174.62,"",A,1047.978,100,428307852719750719,373.279,02,20251206,M016,W,9,4214037342,K,S669,64484828118607886,389.001,32.996,018,019,1,9,P036,"",X
EA,2.65,F,128.288,31.654,"",G15,VB,796,7541,8.83,157.82,080,US,X,"",X,1,2026,04,S024,160.84,"",A,128.288,100,657697869023270102,31.654,01,20230531,M009,M,24,2416712171,K,S747,79984475920428546,472.37,68.062,006,006,1,5,P023,"",X
M,3.79,F,804.648,285.945,"",G04,ND,438,1103,80.131,71.529,057,US,"","","",3,2022,09,S011,39.01,"",C,804.648,100,475188132648239994,285.945,02,20250120,M008,D,26,6964105961,K,S423,41092164438310858,212.052,87.073,020,021,1,4,P038,"",X
L,3.64,F,490.307,151.04,"",G04,PD,994,8298,37.325,27.779,066,CN,"",X,X,3,2022,10,S022,147.15,"",A,490.307,100,166321815524918527,151.04,01,20220616,M004,M,9,4800846761,K,S511,86321655925530737,322.755,53.203,005,019,1,8,P042,X,X
EA,2.21,X,778.865,298.824,"",G08,VB,344,6747,110.352,122.508,047,IN,"","","",3,2022,09,S046,154.24,"",A,778.865,100,384418427575061420,298.824,01,20250214,M016,D,44,3076413201,K,S421,59589841833764547,436.493,65.716,024,025,3,3,P002,X,X
KG,3.99,X,1798.743,480.506,"",G04,PD,255,3178,206.096,62.961,098,DE,"","","",3,2025,01,S001,67.73,"",A,1798.743,100,539833365727167505,480.506,01,20220716,M011,M,39,6828509097,K,S923,93070301084376671,458.883,62.877,013,007,3,2,P013,X,""
M,3.73,X,861.073,221.759,X,G20,VB,983,7487,100.817,25.419,096,IN,"","","",1,2025,04,S023,144.37,"",B,861.073,100,839166787052891124,221.759,02,20220803,M003,W,29,2021905170,K,S251,40925278383586808,245.042,34.18,016,009,3,10,P038,X,X
L,0.63,E,813.491,265.357,"",G08,VB,932,1827,129.876,11.829,029,US,X,X,"",2,2022,05,S009,179.1,"",B,813.491,100,382112306196326993,265.357,02,20220720,M014,M,33,2339328637,K,S662,80641217503046079,162.264,57.952,004,024,2,6,P020,X,""
EA,0.89,X,491.638,190.919,X,G15,ND,203,5700,50.841,71.842,033,DE,"","",X,3,2022,11,S041,128.43,"",B,491.638,100,474965747484183909,190.919,03,20240819,M016,D,60,9932221887,K,S157,79425339139718636,226.236,76.938,009,024,2,9,P005,X,X
L,3.28,F,491.346,135.512,"",G16,PD,904,7703,63.411,184.033,098,US,X,X,X,3,2024,08,S014,126.54,"",B,491.346,100,445357024508525904,135.512,01,20250803,M003,M,60,8877801642,K,S449,59435488051791347,187.296,12.47,006,001,3,5,P034,"",X
EA,3.45,X,702.17,236.054,"",G06,VB,748,6437,94.486,5.408,048,CN,"",X,"",3,2023,04,S026,83.25,"",B,702.17,100,206094517700744678,236.054,01,20251027,M020,M,4,1756987843,K,S241,96126955366492340,469.144,38.978,003,004,2,2,P023,"",""
M,4.85,X,928.998,206.061,"",G08,VB,944,4766,78.077,135.816,097,DE,X,"",X,2,2022,12,S029,141.96,"",C,928.998,100,928315511059276329,206.061,03,20241110,M011,W,14,4122709962,K,S375,99314276724883836,290.636,66.189,022,000,2,6,P005,X,""
EA,4.03,X,402.199,167.64,X,G19,VB,965,2189,40.749,122.677,086,IN,"","",X,2,2024,09,S004,18.08,"",A,402.199,100,244140004733442695,167.64,02,20260204,M018,M,58,2729117627,K,S132,28628492320848996,193.935,38.01,024,019,2,6,P039,X,X
KG,4.26,E,251.964,90.812,"",G10,ND,492,4248,19.276,5.79,002,IN,"","",X,3,2022,10,S038,158.9,"",B,251.964,100,113092936348844651,90.812,03,20230309,M016,D,37,9858660716,K,S286,24760144182562198,200.885,59.502,027,001,3,9,P009,X,X
M,0.47,X,1007.982,243.93,X,G17,ND,336,5333,117.924,66.61,007,CN,X,X,X,1,2022,04,S001,91.52,"",A,1007.982,100,113175995966088930,243.93,02,20250123,M015,D,54,9881730080,K,S675,91643864982852393,475.97,49.941,014,012,3,5,P039,"",X
M,2.85,F,260.992,109.995,"",G02,ND,655,6481,29.667,173.761,055,IN,"",X,"",3,2022,05,S020,62.55,"",C,260.992,100,153970421503532638,109.995,02,20251012,M003,D,51,3948287280,K,S326,22689320100798659,337.906,74.239,028,024,1,8,P043,X,X
EA,1.92,E,634.916,237.995,"",G05,PD,363,8899,50.262,171.552,092,CN,X,"","",2,2026,10,S001,94.86,"",B,634.916,100,180424808700886990,237.995,03,20250219,M015,D,57,9971960727,K,S396,66714099512143735,103.437,93.651,005,025,2,10,P026,X,X
KG,4.24,X,2036.943,474.951,"",G14,PD,550,2776,190.482,8.058,004,US,"","","",3,2026,03,S032,36.47,"",A,2036.943,100,634850904410553041,474.951,03,20251123,M018,D,11,7846285529,K,S738,56356567946882382,427.308,59.197,024,002,3,6,P007,X,""
L,4.26,E,326.466,92.613,"",G12,ND,889,7358,36.035,127.585,097,CN,X,"",X,1,2025,04,S036,114.44,"",A,326.466,100,629538853329207079,92.613,01,20240618,M014,M,26,1951864816,K,S695,42421435738447563,327.822,56.83,005,001,1,7,P010,X,""
KG,1.55,X,1290.373,493.646,X,G03,ND,794,9093,197.2,51.884,095,DE,X,"",X,1,2023,05,S006,192.77,"",C,1290.373,100,132173395686136173,493.646,02,20220425,M016,W,31,1507094440,K,S491,84365738831423552,169.678,58.681,030,023,2,2,P013,X,""
EA,2.29,X,272.685,85.408,"",G09,PD,660,6934,29.011,116.739,067,CN,"",X,X,3,2025,08,S013,119.68,"",C,272.685,100,313859802300156021,85.408,02,20221001,M009,M,15,7225603843,K,S562,21836406003455541,353.473,78.536,011,029,3,4,P007,"",""
EA,0.28,F,909.79,304.68,X,G01,ND,185,4070,141.401,35.157,087,IN,X,"","",2,2024,11,S018,175.79,"",A,909.79,100,568000284680505505,304.68,03,20230817,M012,M,51,7520062015,K,S945,35942156901284250,399.367,1.143,023,026,2,5,P010,"",""
M,4.36,X,107.411,26.582,X,G19,ND,920,4246,9.666,143.803,041,CN,"",X,X,2,2024,02,S032,50.76,"",A,107.411,100,117606430592308250,26.582,01,20241214,M012,M,33,9413959065,K,S306,41659534210789852,473.958,72.151,013,006,3,1,P038,X,""
KG,4.9,X,1676.408,393.063,X,G10,VB,161,7890,139.983,34.362,041,DE,"","",X,1,2026,02,S023,148.74,"",A,1676.408,100,856622181608286222,393.063,01,20250303,M017,M,27,6829954641,K,S388,52832330339073356,388.257,57.21,012,010,2,8,P001,X,X
EA,4.15,X,645.379,245.617,X,G15,PD,243,7527,67.301,117.693,066,CN,X,"",X,1,2026,12,S018,108.51,"",C,645.379,100,525362138007412097,245.617,01,20230721,M016,M,19,5065993259,K,S270,99479206015418322,318.225,51.231,004,030,1,8,P006,"",""
KG,0.15,X,1792.795,428.425,X,G14,PD,998,3525,128.612,173.724,037,CN,"",X,"",2,2025,03,S012,65.34,"",A,1792.795,100,924327674510803234,428.425,03,20220119,M004,D,54,1513788875,K,S159,11875876808238663,492.384,50.389,019,021,3,9,P022,"",""
KG,0.43,X,1386.565,283.054,"",G15,ND,512,7400,67.674,35.935,059,US,X,X,X,1,2025,02,S005,86.61,"",B,1386.565,100,911129390666116371,283.054,03,20241127,M015,M,16,2541008213,K,S374,55403334415234435,284.895,68.141,007,008,1,8,P047,"",""
L,1.84,E,689.797,141.575,X,G19,PD,348,5944,58.87,175.711,035,US,"","","",1,2024,08,S033,140.15,"",A,689.797,100,348310774345282894,141.575,03,20251124,M008,D,11,9356796197,K,S782,33255697354833807,281.068,72.68,017,015,2,3,P007,"",""
EA,3.89,F,1227.898,410.089,X,G02,VB,276,7032,145.554,136.029,033,CN,X,"","",3,2026,02,S009,166.6,"",C,1227.898,100,264932911227287998,410.089,03,20240305,M016,D,11,8461149948,K,S873,78909544752587934,409.093,46.513,015,018,1,2,P026,X,X
KG,3.46,F,252.928,72.603,"",G06,PD,941,8699,26.296,124.984,020,DE,"",X,"",1,2025,01,S032,10.71,"",B,252.928,100,615833923296302806,72.603,01,20230322,M005,D,1,4528128899,K,S568,78275017136831189,362.439,17.78,011,010,1,3,P041,"",X
L,1.77,F,425.453,105.83,"",G05,ND,451,4296,26.059,41.731,074,US,"",X,X,3,2025,11,S011,90.99,"",A,425.453,100,751660693472286620,105.83,03,20220708,M004,W,17,6472059440,K,S900,53960614864684311,95.624,4.14,026,025,1,6,P034,"",X
KG,4.34,X,1241.646,273.997,X,G09,ND,405,5485,111.826,92.154,039,CN,X,"","",1,2023,08,S020,117.06,"",C,1241.646,100,638196092713241518,273.997,03,20250905,M017,W,50,1883634469,K,S899,87535382659134880,74.322,67.137,019,007,1,6,P028,"",""
KG,3.88,E,167.594,40.552,X,G07,ND,571,2748,17.907,45.569,087,IN,"","",X,2,2026,11,S013,34.0,"",C,167.594,100,852832072275282108,40.552,01,20230802,M017,M,49,3586064586,K,S607,64308889162503335,95.931,52.402,026,029,2,5,P001,X,""
L,1.63,X,1153.252,249.718,X,G06,PD,792,5483,95.138,196.455,031,IN,X,"","",3,2022,01,S006,125.6,"",A,1153.252,100,448814415375365027,249.718,02,20240326,M015,D,41,4997856904,K,S729,49461448793975296,293.535,59.961,021,027,3,8,P010,X,X
L,1.87,F,991.212,450.045,"",G12,VB,317,5168,126.984,130.611,048,DE,"",X,"",2,2024,05,S002,76.1,"",A,991.212,100,652978459187594662,450.045,01,20220628,M004,W,5,5173772720,K,S707,82368543663680443,274.428,44.108,006,004,3,7,P011,X,X
M,3.57,E,66.862,23.808,"",G19,VB,340,2943,5.874,43.89,013,US,"",X,"",1,2022,01,S006,88.57,"",C,66.862,100,327005382554126024,23.808,02,20250821,M012,D,21,5966809730,K,S642,26163592352260868,182.371,25.311,028,029,1,2,P029,X,X
KG,2.45,E,476.362,102.156,X,G16,ND,165,5539,41.537,166.692,081,DE,X,X,"",2,2025,07,S037,144.19,"",A,476.362,100,239692177311257128,102.156,01,20220613,M003,M,19,3746280021,K,S801,36223815586077375,449.453,42.958,006,012,2,3,P039,"",X
L,0.53,X,83.141,19.79,"",G04,ND,562,9769,6.805,142.562,028,IN,"","",X,3,2024,02,S025,140.17,"",C,83.141,100,191191005167666279,19.79,02,20250113,M004,W,12,6302375778,K,S962,11615851041498168,470.695,65.904,009,004,2,4,P005,X,""
M,4.22,F,509.565,224.827,X,G02,PD,918,2565,54.316,128.841,080,CN,"",X,"",2,2022,06,S014,118.38,"",B,509.565,100,412861465577739857,224.827,02,20230919,M009,W,40,6040235621,K,S109,37281907929690847,144.538,25.297,026,007,3,1,P030,"",""
M,1.7,X,958.84,359.897,X,G07,VB,156,7835,126.639,191.939,087,CN,X,"","",2,2024,12,S017,127.01,"",A,958.84,100,538802371706399329,359.897,03,20220411,M019,W,27,2850284470,K,S297,88322951152418921,324.769,53.585,006,002,1,10,P017,X,""
L,0.98,X,1766.347,397.426,"",G04,ND,234,9712,124.619,70.838,096,DE,X,"","",2,2022,07,S007,195.91,"",A,1766.347,100,207867724451297270,397.426,01,20230710,M019,M,49,7436708866,K,S366,47172576719849290,148.656,49.857,025,013,2,8,P018,"",""
L,3.13,F,1364.51,493.575,X,G05,PD,679,3870,245.222,114.836,083,DE,X,"",X,1,2022,01,S034,92.4,"",A,1364.51,100,929965422217594469,493.575,02,20241119,M019,W,40,2127364617,K,S201,62755558002824147,374.409,51.044,020,004,3,3,P015,X,""
L,4.02,F,2378.921,488.171,"",G07,PD,180,4381,203.131,24.396,036,DE,X,X,"",2,2022,07,S015,70.02,"",B,2378.921,100,633786829281004266,488.171,01,20231128,M006,M,12,7639079456,K,S944,80702747685058388,221.974,7.741,001,014,2,5,P050,"",X
M,2.55,X,1400.673,367.543,X,G06,PD,938,4383,147.725,133.121,093,US,X,X,X,1,2026,03,S008,27.02,"",A,1400.673,100,238117652199746717,367.543,02,20240128,M003,M,28,2203336672,K,S342,57647391830388084,73.692,71.129,001,001,3,4,P003,X,""
KG,2.11,X,885.345,262.462,X,G02,PD,109,8350,79.238,27.822,022,US,"",X,"",2,2025,03,S020,165.39,"",C,885.345,100,560540355646373423,262.462,01,20240309,M019,D,15,5294258393,K,S281,69115195628776374,182.073,25.812,005,001,3,2,P050,X,""
L,0.73,F,363.819,89.213,"",G20,ND,834,7339,36.16,167.194,006,US,X,X,"",2,2023,09,S018,49.93,"",A,363.819,100,684094367775056243,89.213,02,20250219,M016,W,39,8679703546,K,S517,48121708402697189,221.767,49.042,005,024,3,9,P048,"",X
KG,1.13,E,1433.162,330.256,"",G14,VB,676,7351,74.316,30.43,016,CN,X,X,X,1,2026,08,S010,93.6,"",B,1433.162,100,806536083881407190,330.256,03,20220418,M019,D,23,7830019777,K,S922,59714171364595966,123.895,31.19,012,021,1,5,P040,X,X
M,2.98,E,1897.059,445.151,X,G03,VB,575,6555,176.841,66.857,086,CN,X,X,X,1,2022,10,S026,95.04,"",C,1897.059,100,799208722609031244,445.151,02,20250613,M001,D,39,3396188808,K,S152,12198998628014890,77.852,58.106,001,018,3,8,P015,X,""
L,4.82,E,1104.89,285.879,"",G10,PD,141,4632,63.937,132.169,080,US,X,"","",3,2022,04,S022,169.69,"",C,1104.89,100,246526136104226049,285.879,01,20230804,M007,D,4,1883411885,K,S179,24737566417786329,499.816,67.869,004,024,2,2,P035,X,X
KG,3.32,E,702.262,172.143,"",G03,ND,489,1930,51.735,49.527,090,DE,"","","",2,2026,01,S027,175.66,"",C,702.262,100,108177973554055514,172.143,01,20250829,M013,D,29,3522808437,K,S556,86167263650572797,331.934,18.192,009,023,1,2,P004,X,X
EA,4.92,E,1406.298,331.116,"",G19,VB,731,4657,131.791,46.311,012,IN,X,"","",1,2025,10,S013,140.57,"",B,1406.298,100,884098610859589250,331.116,03,20251108,M007,M,5,8078881922,K,S223,88089421931403552,83.346,22.955,014,009,2,9,P006,"",X
M,2.85,E,401.213,96.441,X,G13,VB,356,7706,19.308,130.383,059,US,"","",X,3,2023,12,S049,154.19,"",B,401.213,100,226715534836718986,96.441,02,20250814,M014,W,7,6293273982,K,S860,44749430938591001,113.937,50.309,004,001,1,1,P050,"",""
KG,2.0,F,735.269,228.116,X,G04,VB,864,4849,93.568,23.936,035,CN,"",X,"",1,2024,03,S041,124.31,"",C,735.269,100,690067439811715556,228.116,01,20251001,M015,W,49,5026599186,K,S200,75278353605094817,100.406,3.801,012,018,2,6,P044,"",X
EA,0.82,X,1234.08,328.507,X,G01,VB,404,2399,75.874,131.295,070,IN,"",X,X,2,2026,08,S007,115.94,"",B,1234.08,100,636740978156997804,328.507,01,20220824,M019,M,33,8956073955,K,S519,87149513099121519,178.523,67.1,011,018,2,8,P035,X,""
KG,3.96,E,668.026,241.585,"",G09,ND,236,1212,106.975,148.159,069,DE,"","","",1,2025,05,S005,59.95,"",B,668.026,100,450094577604703882,241.585,01,20240331,M005,M,6,1327698626,K,S734,30911972712515311,471.266,44.785,013,025,2,10,P032,"",X
KG,0.99,F,317.828,119.47,X,G15,PD,535,6961,55.909,27.387,040,CN,X,"","",2,2025,11,S016,144.94,"",B,317.828,100,193311288510051593,119.47,03,20250119,M002,W,4,6844002060,K,S311,92707185735936085,78.428,29.485,004,010,1,10,P037,"",""
L,3.18,F,365.162,124.552,"",G17,VB,966,3749,52.125,144.597,010,IN,"","",X,2,2024,04,S018,184.1,"",B,365.162,100,954011546312562442,124.552,03,20250618,M017,W,33,3469674439,K,S429,55682146457372181,322.747,69.253,000,004,3,5,P035,X,X
L,2.65,E,418.237,162.354,X,G04,ND,140,4384,67.915,73.358,040,US,X,"","",2,2023,01,S014,90.57,"",C,418.237,100,436840095794690846,162.354,02,20220318,M012,M,41,8950267383,K,S130,30766429281565350,239.866,16.725,025,022,3,8,P023,"",""
M,4.52,E,1693.681,438.325,"",G18,PD,266,9689,167.143,78.445,019,IN,"",X,X,1,2025,08,S008,196.95,"",C,1693.681,100,573656373701434808,438.325,02,20220224,M020,M,38,3712961753,K,S812,63474794071176436,378.893,9.78,014,022,2,10,P027,"",X
M,4.65,X,369.336,130.508,X,G01,ND,903,6280,49.297,198.673,025,US,X,X,"",3,2025,05,S009,102.96,"",B,369.336,100,108585942588447745,130.508,02,20230507,M009,W,20,7593733829,K,S924,35871252965536287,489.932,7.696,010,030,3,6,P043,"",""
KG,1.6,X,389.892,120.638,"",G10,ND,782,6766,59.786,164.692,037,IN,"",X,X,1,2026,04,S023,55.97,"",B,389.892,100,714263940932738680,120.638,03,20220726,M019,D,10,7075446639,K,S129,95322592564301105,252.049,34.418,030,027,1,4,P014,X,""
KG,1.45,E,862.335,340.696,X,G07,ND,724,5784,107.426,79.194,042,CN,X,X,"",3,2024,06,S004,184.42,"",C,862.335,100,862265626219169349,340.696,02,20230504,M014,D,17,8087633648,K,S826,63824347989866588,261.896,31.108,012,019,1,3,P013,X,""
EA,3.04,X,1694.762,480.753,X,G15,ND,624,9483,191.242,79.966,009,US,"",X,X,3,2023,05,S016,77.47,"",C,1694.762,100,848377298727579639,480.753,01,20240623,M013,W,17,1372833656,K,S254,25069421973287326,427.319,56.283,022,017,3,10,P022,X,""
EA,4.75,F,278.13,101.704,X,G08,PD,566,8013,22.748,80.869,017,IN,X,"","",2,2024,02,S010,94.39,"",A,278.13,100,105712250592404880,101.704,02,20240326,M007,D,46,9947158741,K,S848,99389153379030844,336.567,80.881,016,026,3,9,P007,"",X
L,2.78,F,763.211,181.348,X,G17,VB,999,3070,77.795,113.007,092,US,X,X,X,2,2022,03,S043,11.35,"",C,763.211,100,625211233858646317,181.348,03,20230604,M019,W,58,8301408171,K,S358,54806682255647268,426.105,36.789,003,006,2,1,P049,"",X
L,1.89,F,824.322,375.965,X,G06,ND,735,8594,149.698,53.81,039,IN,X,"",X,1,2022,12,S009,24.47,"",C,824.322,100,426039519001458291,375.965,01,20250305,M018,W,5,8536519623,K,S758,51537887877576683,230.354,96.502,017,012,2,6,P049,X,""
L,4.47,E,1451.103,348.992,"",G13,VB,380,2316,157.629,126.121,028,DE,"","","",3,2025,05,S044,118.87,"",C,1451.103,100,586557783069309845,348.992,01,20240606,M012,M,16,2222506476,K,S789,62901275617906312,356.269,57.812,022,029,1,9,P001,X,X
EA,2.07,F,563.523,180.703,"",G15,VB,327,3414,89.673,170.083,008,CN,X,"","",2,2025,02,S013,144.92,"",B,563.523,100,629935020922703813,180.703,01,20220528,M019,D,13,8174145154,K,S382,88346487109078179,345.325,53.554,004,020,3,2,P027,X,X
KG,4.49,X,160.669,66.455,"",G09,VB,201,8244,26.545,69.652,051,IN,X,"",X,3,2024,08,S017,187.57,"",A,160.669,100,974086349211103992,66.455,03,20240901,M016,D,39,2583080031,K,S251,35212504623412885,218.859,82.611,020,026,1,4,P030,"",X
L,4.45,F,728.467,205.839,"",G19,PD,757,8475,82.049,44.505,056,CN,X,"","",1,2026,05,S034,97.66,"",A,728.467,100,614316357407853558,205.839,02,20240609,M003,W,9,6426935418,K,S966,48059790281934682,435.583,11.865,000,024,3,7,P046,"",X
KG,3.72,E,2413.47,493.805,X,G04,PD,573,8890,236.497,19.362,076,US,X,X,X,2,2024,06,S042,148.77,"",A,2413.47,100,711891625584746224,493.805,03,20220510,M007,D,18,8472402596,K,S242,93327367754055092,283.249,71.701,029,013,1,8,P010,X,""
EA,2.9,X,1249.294,412.586,X,G04,VB,143,6337,194.135,174.26,081,CN,"",X,"",1,2026,12,S020,79.84,"",C,1249.294,100,994841281571884404,412.586,01,20221120,M005,M,28,2279208001,K,S804,80728300026507413,404.842,42.721,028,016,2,8,P003,X,X
