BDIFP,BUKRS,BWKEY,BWMOD,EFREJ,ERKLAERKOM,FMP_PRFRGR,FMP_PRSFR,MANDT,MLAST,MLASV,MLBWA,MLBWV,MLCCS,PRSFR,UPROF,WBPRO,X2FDO,XBKNG,XEFRE,XEWRX,XLBPD,XVKBW
1.23,3103,V488,0002,2018,"",GR49,X,100,2,"","",X,X,"",UP01,WB03,X,X,X,X,"",""
2.68,3676,V489,0004,2017,"",GR20,X,100,"","","",X,X,X,UP02,WB02,X,"",X,X,X,X
3.7,6184,V490,0004,2026,"",GR48,X,100,"","",X,X,X,X,UP02,WB03,X,X,"",X,"",""
2.16,4698,V491,0004,2025,X,GR32,X,100,"","",X,"",X,X,UP02,WB02,"","","","","",X
4.98,8796,V492,0004,2015,"",GR99,X,100,"",X,X,X,"","",UP01,WB02,X,"","","",X,""
3.77,6468,V493,0004,2019,"",GR84,"",100,"",X,"",X,X,"",UP03,WB03,X,X,X,X,X,""
1.24,3434,V494,0003,2021,X,GR69,X,100,"","",X,"","",X,UP01,WB02,"","",X,X,"",""
4.98,1948,V495,0003,2023,"",GR93,"",100,2,X,"","",X,X,UP02,WB03,"","",X,"","",X
3.32,7722,V496,0001,2016,X,GR43,"",100,3,"","","",X,"",UP03,WB03,X,"",X,X,"",X
4.97,4243,V497,0002,2022,X,GR13,"",100,2,"","",X,"","",UP02,WB02,X,"","",X,"",""
1.58,2392,V498,0001,2024,"",GR29,X,100,2,X,"","","",X,UP02,WB03,X,"","",X,"",""
2.78,6614,V499,0001,2021,X,GR14,X,100,2,"",X,X,"","",UP02,WB01,X,X,"",X,"",X
1.75,6409,V500,0002,2025,X,GR65,X,100,2,"","","","","",UP03,WB03,X,X,X,"",X,""
3.35,4460,V001,0003,2025,"",GR74,"",100,3,X,X,X,"","",UP02,WB01,"","","","",X,""
4.67,9801,V002,0003,2019,"",GR59,X,100,2,"",X,X,X,"",UP03,WB03,"",X,X,X,"",""
0.13,10309,V003,0001,2021,"",GR64,X,100,3,X,X,"",X,X,UP02,WB03,X,"","","",X,""
0.04,6726,V004,0001,2020,X,GR87,X,100,3,"","",X,"",X,UP01,WB02,"",X,X,"","",X
1.37,1632,V005,0002,2021,X,GR40,X,100,2,"","",X,X,"",UP01,WB01,X,X,X,X,"",""
4.69,1106,V006,0003,2021,X,GR15,"",100,"","",X,"",X,X,UP02,WB02,X,X,X,"",X,""
2.48,10418,V007,0003,2017,X,GR84,"",100,"","",X,"","",X,UP01,WB01,"","","",X,X,X
4.87,9016,V008,0002,2020,"",GR40,X,100,2,"",X,X,X,X,UP02,WB03,X,"",X,"","",X
2.84,1035,V009,0003,2015,X,GR22,X,100,2,X,"","","",X,UP03,WB02,X,"",X,X,X,""
3.27,8057,V010,0003,2018,"",GR72,"",100,2,X,X,X,X,X,UP02,WB02,X,X,X,"","",X
0.57,6413,V011,0001,2025,X,GR38,"",100,"",X,X,"","","",UP03,WB01,X,X,"",X,X,X
0.53,6255,V012,0004,2022,X,GR28,X,100,2,X,"","","","",UP02,WB03,"","",X,X,X,""
3.87,8645,V013,0002,2023,"",GR68,X,100,"","","","","","",UP01,WB03,"",X,X,X,"",X
2.7,7365,V014,0001,2019,X,GR28,"",100,2,"","",X,"","",UP03,WB03,X,"","","","",X
2.97,3749,V015,0003,2025,"",GR71,"",100,"",X,"",X,"","",UP02,WB03,"",X,"","","",X
2.54,3378,V016,0004,2023,X,GR81,X,100,"",X,"",X,"","",UP03,WB01,X,X,"",X,X,""
2.12,9578,V017,0004,2015,X,GR29,"",100,"",X,X,X,"",X,UP02,WB02,"",X,X,X,X,X
1.63,10848,V018,0004,2024,"",GR66,X,100,2,X,X,"","",X,UP03,WB03,X,X,"","","",""
1.75,4897,V019,0001,2023,"",GR44,"",100,3,"","","","","",UP01,WB03,"",X,X,"",X,X
1.33,4783,V020,0002,2021,X,GR98,X,100,"","",X,"","","",UP01,WB02,X,"",X,"","",X
3.58,8187,V021,0004,2019,"",GR89,X,100,"","",X,X,"",X,UP01,WB02,"","",X,X,X,""
3.26,7318,V022,0004,2018,X,GR60,X,100,2,"","",X,"",X,UP02,WB02,"","","",X,X,""
4.49,7875,V023,0003,2026,X,GR77,X,100,"",X,"",X,"",X,UP03,WB01,"","",X,X,"",""
3.69,7229,V024,0001,2023,"",GR92,X,100,2,X,X,X,"",X,UP01,WB02,"",X,"",X,X,""
4.22,1300,V025,0001,2022,X,GR88,X,100,"","","","",X,"",UP01,WB02,"",X,"","",X,""
1.1,5657,V026,0003,2024,X,GR67,X,100,2,X,X,"",X,X,UP02,WB03,X,X,X,"",X,X
4.06,10832,V027,0002,2015,X,GR23,"",100,2,"",X,"","",X,UP03,WB02,"",X,"","",X,""
3.64,2200,V028,0001,2020,X,GR47,X,100,3,"",X,"",X,"",UP03,WB02,"",X,"","","",X
1.73,4323,V029,0001,2015,"",GR19,"",100,3,X,X,"","","",UP03,WB02,"",X,X,"",X,""
1.42,10319,V030,0002,2018,X,GR32,"",100,3,X,X,"","","",UP01,WB01,X,"","",X,"",""
0.67,6053,V031,0002,2025,X,GR19,"",100,2,X,X,X,"","",UP01,WB01,"","",X,X,X,X
4.99,9779,V032,0003,2015,"",GR77,X,100,3,"","","","",X,UP01,WB02,X,X,X,"",X,""
2.95,9792,V033,0001,2022,X,GR53,"",100,2,"",X,X,"",X,UP02,WB03,X,"","",X,"",""
4.47,8893,V034,0002,2016,X,GR74,X,100,3,"","","","",X,UP02,WB03,X,"",X,X,X,""
0.3,8662,V035,0002,2022,"",GR13,X,100,"",X,"","","","",UP01,WB01,"",X,"",X,"",""
0.71,1091,V036,0002,2016,X,GR50,X,100,3,"",X,X,X,X,UP03,WB03,"","","",X,X,X
3.92,4469,V037,0002,2022,"",GR74,"",100,2,X,X,"","",X,UP02,WB02,"","",X,"",X,X
0.7,9039,V038,0002,2023,X,GR53,"",100,2,"","","","",X,UP03,WB02,"","",X,X,X,X
3.39,5809,V039,0001,2017,"",GR12,"",100,3,X,"",X,"",X,UP02,WB01,"",X,"","","",X
1.84,7609,V040,0003,2026,X,GR72,X,100,"",X,X,X,"","",UP02,WB02,"","",X,"",X,X
4.95,9667,V041,0002,2020,X,GR66,"",100,2,"","","",X,"",UP01,WB03,X,"",X,"",X,""
3.44,3523,V042,0004,2023,X,GR57,"",100,3,"",X,X,X,"",UP01,WB03,X,"",X,X,"",""
2.63,10275,V043,0001,2023,"",GR91,"",100,2,X,X,"","","",UP03,WB01,"",X,"",X,"",X
3.6,6629,V044,0004,2019,"",GR76,X,100,"","","","","","",UP03,WB03,"","","",X,X,""
0.17,2539,V045,0004,2015,X,GR25,X,100,2,X,X,X,"","",UP02,WB01,X,X,"",X,"",X
4.03,7071,V046,0004,2025,X,GR26,"",100,"",X,"",X,X,"",UP01,WB01,X,X,"",X,"",X
3.86,7264,V047,0001,2022,"",GR57,X,100,"","",X,"",X,"",UP03,WB02,X,"",X,"",X,X
4.24,7727,V048,0003,2020,X,GR93,"",100,3,X,"",X,"",X,UP01,WB01,"",X,X,"",X,X
3.79,1918,V049,0004,2019,X,GR81,X,100,"","","",X,"","",UP02,WB03,"",X,"","","",""
1.98,5340,V050,0002,2023,"",GR56,"",100,2,"",X,"","",X,UP03,WB02,X,"",X,"","",""
2.13,1129,V051,0001,2015,X,GR61,"",100,3,X,X,"",X,X,UP03,WB03,X,"","",X,"",X
2.07,4353,V052,0001,2021,X,GR15,X,100,3,"","",X,X,X,UP03,WB01,X,"",X,"",X,""
0.38,8025,V053,0002,2024,X,GR18,X,100,2,X,X,X,"",X,UP01,WB03,"","",X,X,X,""
0.87,6149,V054,0002,2017,X,GR59,"",100,"","",X,"",X,"",UP01,WB01,X,"","","",X,""
0.43,8269,V055,0001,2021,"",GR32,X,100,"",X,"",X,X,X,UP01,WB03,X,X,X,"","",X
3.48,5817,V056,0004,2021,X,GR51,X,100,3,X,X,X,"",X,UP02,WB02,"",X,X,"","",""
0.65,8059,V057,0001,2026,X,GR12,X,100,2,"","","",X,"",UP03,WB02,X,X,X,X,"",""
2.79,9821,V058,0004,2022,"",GR58,X,100,3,"","","",X,"",UP02,WB03,"","",X,"","",""
3.95,5042,V059,0004,2022,"",GR37,X,100,"",X,"",X,X,X,UP01,WB03,"","",X,X,X,X
1.83,1404,V060,0004,2016,X,GR92,"",100,"",X,X,X,X,X,UP01,WB03,"","",X,X,X,X
3.52,2805,V061,0001,2020,X,GR83,"",100,3,"","","","","",UP03,WB01,"","",X,"","",""
1.83,9663,V062,0002,2019,X,GR72,X,100,"","",X,X,"","",UP01,WB02,X,X,X,"",X,X
1.72,1751,V063,0001,2017,X,GR19,X,100,3,"","",X,X,"",UP01,WB01,"","","",X,"",""
3.21,9322,V064,0004,2020,"",GR98,X,100,2,X,"","","","",UP03,WB02,X,"","",X,"",X
0.63,4635,V065,0004,2024,X,GR56,"",100,2,"",X,"","","",UP01,WB01,X,"","",X,"",""
0.85,4558,V066,0004,2022,"",GR88,"",100,3,X,"",X,"","",UP03,WB01,X,"","","",X,""
1.19,2090,V067,0001,2016,X,GR26,X,100,3,X,"","","","",UP02,WB01,"",X,X,"","",""
0.83,8263,V068,0002,2018,"",GR97,"",100,3,"",X,"",X,X,UP03,WB02,X,"","",X,"",""
4.97,9528,V069,0001,2019,X,GR25,"",100,2,X,X,X,"",X,UP03,WB02,"","","","","",""
0.48,2773,V070,0003,2022,X,GR17,"",100,"",X,"","",X,"",UP02,WB01,X,"","","","",""
3.33,3145,V071,0002,2022,"",GR23,"",100,2,X,"","","",X,UP02,WB01,"",X,X,X,X,X
4.56,4957,V072,0002,2026,"",GR60,"",100,2,"",X,X,"","",UP02,WB02,"","",X,"",X,""
1.64,6340,V073,0004,2025,"",GR91,X,100,"",X,X,"","","",UP01,WB03,"",X,"","",X,X
1.4,6448,V074,0003,2020,X,GR86,"",100,2,X,X,"","","",UP03,WB01,"",X,"","","",""
3.69,4298,V075,0002,2020,X,GR89,"",100,3,X,X,X,X,X,UP02,WB01,X,X,X,"","",X
4.06,6990,V076,0003,2016,"",GR94,"",100,3,X,X,"","","",UP01,WB01,X,X,"","",X,X
1.14,6972,V077,0002,2019,"",GR60,"",100,2,X,X,"",X,X,UP02,WB01,"","","","",X,""
1.65,7626,V078,0003,2018,X,GR93,"",100,"",X,"","",X,"",UP02,WB02,"",X,X,"",X,X
1.47,4097,V079,0003,2025,X,GR11,X,100,3,X,X,"",X,"",UP02,WB01,"",X,"",X,"",X
4.66,4862,V080,0004,2016,"",GR33,"",100,2,"",X,X,X,"",UP02,WB03,X,X,"","","",X
4.42,9276,V081,0002,2022,"",GR74,X,100,"","","",X,X,"",UP03,WB02,"","",X,"","",X
4.85,6600,V082,0001,2018,X,GR20,X,100,3,"",X,X,"","",UP03,WB03,X,X,"",X,"",X
1.93,7432,V083,0002,2016,X,GR13,"",100,2,"",X,X,"",X,UP01,WB01,X,X,"","","",X
3.71,10219,V084,0001,2024,X,GR24,"",100,2,"",X,"","",X,UP01,WB03,X,"",X,"","",""
4.14,4966,V085,0001,2019,"",GR18,X,100,2,X,"","",X,"",UP02,WB03,X,X,X,"","",X
2.11,6874,V086,0004,2024,X,GR18,"",100,"","",X,X,X,X,UP03,WB01,X,X,"","","",X
3.67,7853,V087,0003,2015,X,GR97,"",100,"",X,"","",X,X,UP03,WB02,X,"",X,X,X,X
0.63,3316,V088,0001,2024,X,GR98,"",100,"",X,X,X,X,"",UP03,WB02,X,"",X,X,X,X
1.69,7201,V089,0002,2024,X,GR89,X,100,"",X,"","","",X,UP02,WB02,X,X,"","",X,X
0.8,8721,V090,0004,2020,X,GR52,X,100,2,"",X,X,X,"",UP03,WB03,"","","","","",""
0.86,5522,V091,0003,2020,"",GR92,X,100,3,"","","",X,"",UP01,WB01,"","",X,"",X,X
2.42,7542,V092,0001,2018,X,GR81,X,100,3,"","","",X,X,UP01,WB01,"",X,X,X,"",""
1.57,2425,V093,0004,2018,X,GR75,X,100,"",X,"","","","",UP02,WB02,X,"","","","",""
4.36,2985,V094,0002,2022,"",GR16,X,100,"",X,"","","",X,UP03,WB03,"",X,X,X,"",""
4.88,8035,V095,0003,2021,X,GR93,"",100,3,"",X,"","","",UP01,WB03,X,X,"","",X,""
4.11,9390,V096,0002,2019,"",GR79,"",100,"","",X,X,"",X,UP03,WB02,X,"","",X,"",X
0.7,5246,V097,0003,2020,"",GR26,"",100,"","",X,X,X,"",UP02,WB01,"",X,"",X,"",X
4.41,6265,V098,0003,2017,"",GR77,"",100,3,X,X,"",X,X,UP01,WB02,X,"","","","",X
3.09,3011,V099,0002,2026,X,GR93,"",100,"",X,"","",X,"",UP01,WB01,X,"",X,X,"",X
4.05,6055,V100,0003,2024,"",GR57,"",100,2,X,X,X,X,"",UP02,WB02,"",X,"",X,X,""
0.72,9362,V101,0004,2026,"",GR93,X,100,"","",X,X,"","",UP02,WB01,"","","","","",X
2.35,5001,V102,0002,2026,X,GR45,X,100,2,"",X,X,"","",UP02,WB02,"","",X,X,"",""
0.35,2068,V103,0001,2022,X,GR15,X,100,3,X,X,"",X,X,UP01,WB02,X,X,X,"","",""
0.8,6457,V104,0003,2016,X,GR24,"",100,2,"","","","",X,UP02,WB01,"",X,"","",X,""
4.98,4249,V105,0003,2016,"",GR99,X,100,2,"",X,X,"","",UP02,WB01,"",X,X,X,X,X
1.76,4075,V106,0004,2023,X,GR50,"",100,2,"",X,"",X,"",UP01,WB02,X,"",X,X,X,""
1.7,6240,V107,0004,2023,X,GR87,"",100,2,X,X,"","","",UP03,WB03,X,X,X,X,"",X
2.2,2814,V108,0002,2024,X,GR40,"",100,3,X,"","",X,X,UP02,WB01,X,X,"","",X,""
2.26,3147,V109,0004,2021,X,GR80,X,100,"","","","",X,X,UP01,WB03,X,X,X,X,"",X
3.61,5479,V110,0003,2018,"",GR70,"",100,"",X,"","","",X,UP01,WB03,"",X,X,X,X,""
4.21,1658,V111,0001,2018,"",GR72,X,100,3,"",X,X,X,X,UP01,WB02,X,X,X,X,"",X
4.36,3440,V112,0003,2026,"",GR48,X,100,"","","","",X,"",UP01,WB03,"","","","",X,X
3.38,4595,V113,0003,2025,X,GR31,X,100,2,X,X,"",X,X,UP03,WB02,"","","",X,X,X
1.7,1648,V114,0004,2022,X,GR32,"",100,"","",X,"",X,X,UP02,WB01,"","","",X,X,X
0.9,4522,V115,0002,2022,"",GR52,"",100,3,X,"","","","",UP01,WB03,X,"",X,X,"",X
2.74,2417,V116,0004,2026,"",GR34,"",100,2,"",X,X,"","",UP01,WB01,X,X,"","","",""
2.27,9705,V117,0003,2021,"",GR38,"",100,3,X,"","","","",UP01,WB03,X,"","",X,X,X
3.92,2691,V118,0001,2026,X,GR30,X,100,"",X,X,"",X,"",UP01,WB02,"","","","","",X
1.86,6854,V119,0002,2018,"",GR65,X,100,3,X,X,"",X,X,UP03,WB01,"","","",X,X,""
3.05,7547,V120,0004,2018,X,GR44,X,100,2,X,"","","","",UP02,WB03,X,"","",X,X,""
0.52,7085,V121,0001,2017,X,GR77,"",100,2,X,X,"","",X,UP01,WB02,X,X,"",X,X,""
0.6,3471,V122,0002,2016,"",GR64,"",100,"","","","",X,"",UP02,WB03,"","","",X,X,""
4.8,9693,V123,0003,2017,"",GR44,"",100,2,X,X,X,"","",UP02,WB03,"",X,X,"","",X
3.6,10385,V124,0002,2025,"",GR70,X,100,3,X,"","",X,X,UP02,WB01,"",X,X,X,"",X
3.02,10008,V125,0004,2016,"",GR51,X,100,3,X,"",X,"","",UP01,WB01,X,X,"","",X,""
1.94,2272,V126,0002,2026,"",GR77,X,100,"","",X,X,"","",UP02,WB03,"",X,X,X,X,""
3.38,3463,V127,0002,2022,X,GR38,X,100,"","",X,X,"",X,UP01,WB03,"",X,"","",X,X
1.91,1071,V128,0002,2020,"",GR37,"",100,2,"",X,"","","",UP01,WB01,X,"","","",X,""
2.9,2262,V129,0001,2020,X,GR98,X,100,"","","",X,X,X,UP01,WB01,"","","","","",X
0.06,5360,V130,0001,2024,X,GR23,X,100,3,"","",X,"",X,UP01,WB01,X,X,X,X,X,""
0.35,3161,V131,0002,2018,"",GR97,X,100,2,"","",X,X,"",UP01,WB03,"","","","","",X
3.71,5977,V132,0004,2025,"",GR77,X,100,"","","",X,X,X,UP03,WB03,"",X,X,"","",""
0.34,3800,V133,0004,2026,"",GR48,X,100,3,"",X,X,"",X,UP02,WB03,X,"","","","",X
4.82,10957,V134,0001,2018,X,GR50,"",100,3,"",X,"","","",UP02,WB03,X,X,X,X,X,""
1.83,9212,V135,0004,2026,X,GR49,X,100,3,X,"","",X,X,UP02,WB02,X,"","","",X,X
2.35,5009,V136,0002,2016,X,GR81,X,100,2,X,X,"","","",UP01,WB02,X,X,"","","",X
0.54,9277,V137,0001,2021,X,GR54,X,100,"",X,"",X,"","",UP03,WB01,X,"",X,"","",X
0.85,3652,V138,0003,2016,"",GR50,X,100,"",X,"",X,X,X,UP03,WB01,X,"",X,X,X,""
0.96,5700,V139,0004,2023,"",GR34,"",100,3,"","",X,X,X,UP02,WB02,"",X,X,"",X,""
2.49,3500,V140,0002,2018,"",GR81,"",100,3,X,X,"",X,X,UP03,WB03,X,"","","","",X
3.86,2276,V141,0003,2017,X,GR47,"",100,2,"","","","",X,UP01,WB01,"",X,X,X,"",X
1.88,7284,V142,0002,2026,"",GR52,"",100,"","","","",X,X,UP03,WB01,"","","",X,X,X
2.35,2249,V143,0004,2024,"",GR89,X,100,"",X,X,"",X,X,UP01,WB02,X,X,X,"",X,""
0.71,4314,V144,0004,2026,X,GR58,"",100,3,"","","","","",UP03,WB03,"",X,X,"","",""
0.75,3962,V145,0004,2020,"",GR55,"",100,3,"","","",X,X,UP03,WB01,"","","",X,X,""
0.71,4487,V146,0003,2020,"",GR96,"",100,"","","","","","",UP01,WB03,"","","","",X,X
1.45,8522,V147,0002,2021,X,GR92,X,100,3,"",X,X,X,X,UP01,WB03,"",X,X,"","",X
3.98,2002,V148,0003,2015,X,GR80,X,100,"","","","","","",UP02,WB01,X,X,X,X,X,X
3.5,5191,V149,0003,2024,"",GR76,"",100,2,"",X,X,"",X,UP03,WB02,X,"","",X,X,""
4.32,10221,V150,0004,2026,"",GR49,"",100,2,"","",X,"",X,UP03,WB03,"",X,X,"","",X
1.88,2128,V151,0003,2016,"",GR61,"",100,3,X,"","",X,X,UP01,WB02,"",X,"",X,X,X
4.76,7599,V152,0002,2015,"",GR50,"",100,"","","",X,X,"",UP02,WB01,"",X,X,X,X,""
0.79,2525,V153,0003,2020,"",GR13,X,100,"","",X,"","","",UP01,WB03,X,"",X,"",X,X
3.28,9678,V154,0003,2025,X,GR68,X,100,"",X,"",X,"",X,UP01,WB03,"",X,"",X,X,""
2.71,3838,V155,0003,2022,X,GR91,X,100,3,"",X,X,"",X,UP01,WB02,X,X,"","",X,""
1.2,10672,V156,0001,2022,"",GR39,X,100,2,X,"",X,"",X,UP03,WB02,"",X,"",X,"",""
0.02,9973,V157,0002,2026,X,GR12,"",100,"","","","","","",UP02,WB01,"",X,"",X,"",""
4.2,1342,V158,0001,2021,X,GR10,"",100,"",X,X,"","",X,UP02,WB03,"","",X,X,"",""
2.13,4290,V159,0004,2021,"",GR89,"",100,2,"","",X,X,X,UP03,WB01,"",X,X,X,X,X
3.03,9188,V160,0002,2021,"",GR53,X,100,3,X,"",X,"","",UP02,WB02,X,X,"","",X,""
3.12,5748,V161,0001,2019,"",GR94,"",100,"",X,X,"","",X,UP02,WB02,X,"",X,"","",X
2.55,6192,V162,0004,2019,X,GR56,X,100,"",X,"",X,X,"",UP01,WB03,X,X,X,X,X,""
1.14,4476,V163,0002,2023,X,GR79,"",100,2,X,"","",X,"",UP03,WB03,"",X,X,X,X,""
4.45,10662,V164,0002,2015,X,GR21,X,100,"","",X,"",X,"",UP02,WB03,"",X,"",X,"",X
0.76,6683,V165,0003,2022,"",GR64,X,100,"","",X,X,"",X,UP02,WB02,X,X,"",X,X,""
2.74,6574,V166,0004,2025,X,GR69,"",100,3,"","","","",X,UP01,WB03,"","","","",X,""
3.75,4096,V167,0003,2016,X,GR27,"",100,"",X,X,X,"","",UP02,WB03,"",X,X,"","",X
4.84,6114,V168,0003,2022,X,GR84,X,100,"",X,X,"","",X,UP03,WB02,"","","","",X,X
1.42,4285,V169,0001,2015,X,GR52,"",100,3,X,"",X,X,X,UP03,WB03,"","",X,"",X,""
3.38,8282,V170,0004,2021,"",GR33,"",100,2,X,X,"","","",UP01,WB03,"",X,X,"","",X
0.29,9121,V171,0002,2026,X,GR25,X,100,2,"",X,X,X,"",UP01,WB03,X,"",X,X,"",X
3.61,7346,V172,0002,2015,"",GR28,"",100,2,X,"","","",X,UP01,WB03,"","",X,"","",X
2.48,4167,V173,0004,2015,X,GR86,"",100,2,"",X,X,X,X,UP02,WB01,X,"",X,X,X,X
1.84,2053,V174,0003,2024,X,GR93,"",100,"",X,"","",X,X,UP02,WB03,"","","","","",X
3.9,4490,V175,0003,2020,X,GR17,X,100,2,X,"","","","",UP03,WB02,X,X,"","","",""
4.28,1485,V176,0002,2020,X,GR20,X,100,3,"","","",X,"",UP02,WB02,"","","",X,"",X
4.86,5215,V177,0004,2020,"",GR72,"",100,"","","","","",X,UP03,WB02,X,"",X,X,"",X
2.66,9105,V178,0003,2017,X,GR37,X,100,"",X,"","",X,X,UP02,WB03,X,X,X,X,"",""
3.2,2483,V179,0003,2017,X,GR78,"",100,"",X,X,X,"","",UP01,WB03,X,X,"","",X,X
3.24,2481,V180,0002,2025,X,GR65,X,100,2,X,"",X,"","",UP02,WB01,X,X,X,X,"",X
4.51,3507,V181,0001,2022,"",GR86,"",100,"",X,X,X,X,X,UP02,WB03,X,X,X,X,"",""
2.61,2638,V182,0001,2016,X,GR88,"",100,"","",X,X,X,"",UP02,WB03,"","","",X,X,""
2.09,4848,V183,0002,2023,X,GR52,"",100,2,X,"","",X,X,UP02,WB01,X,"","",X,X,""
0.48,10448,V184,0002,2020,X,GR78,X,100,2,"","",X,"","",UP02,WB03,X,X,X,X,X,""
1.23,7280,V185,0003,2021,X,GR75,"",100,"","","",X,"",X,UP03,WB03,"","",X,X,X,""
2.36,9694,V186,0004,2025,X,GR64,"",100,"","",X,"","","",UP03,WB02,"","","","",X,""
3.24,4603,V187,0002,2019,"",GR84,X,100,3,X,"","","","",UP03,WB02,X,"",X,"","",""
4.05,10027,V188,0004,2019,"",GR58,"",100,3,X,X,"",X,"",UP03,WB03,"","","","","",X
1.93,10184,V189,0004,2023,"",GR70,X,100,"",X,X,"","","",UP02,WB03,"","","",X,"",""
1.3,7630,V190,0001,2017,X,GR38,X,100,3,X,X,"",X,"",UP03,WB01,X,X,"",X,"",""
0.15,1478,V191,0003,2019,X,GR31,X,100,2,"",X,X,X,X,UP01,WB03,"",X,"",X,"",""
4.82,1226,V192,0001,2016,"",GR69,"",100,"","","","",X,X,UP03,WB02,X,"",X,X,X,X
4.08,7043,V193,0004,2018,X,GR89,"",100,2,X,X,"",X,"",UP02,WB02,"",X,X,"",X,""
3.98,9195,V194,0002,2019,"",GR15,"",100,3,X,X,"","","",UP03,WB02,X,"",X,X,"",X
1.45,3451,V195,0001,2017,"",GR62,X,100,"",X,"","","","",UP01,WB02,"",X,"",X,"",""
4.7,4873,V196,0004,2021,"",GR24,"",100,3,"",X,"","",X,UP03,WB01,X,X,"","",X,X
0.99,5589,V197,0004,2021,"",GR36,X,100,2,X,"",X,X,"",UP01,WB03,"",X,X,"","",X
1.68,1294,V198,0004,2025,"",GR46,X,100,"","","",X,"",X,UP03,WB02,"","",X,"",X,""
1.38,4226,V199,0001,2017,X,GR11,X,100,"",X,X,X,X,X,UP02,WB01,X,"",X,"",X,X
3.31,4682,V200,0003,2015,X,GR85,"",100,2,"","","",X,"",UP03,WB02,X,X,"","",X,""
2.15,7129,V201,0001,2019,"",GR58,"",100,2,"","","",X,"",UP03,WB02,X,X,X,X,X,X
3.42,5858,V202,0003,2024,X,GR44,X,100,"","","",X,X,"",UP03,WB02,"",X,"",X,X,""
2.03,1054,V203,0003,2015,"",GR43,"",100,2,X,X,X,"","",UP02,WB01,X,X,X,X,X,X
4.38,6733,V204,0002,2026,"",GR62,X,100,"","","","",X,X,UP01,WB01,X,X,X,"",X,""
3.04,4302,V205,0001,2024,X,GR82,"",100,2,X,X,X,X,"",UP01,WB02,"","","",X,"",""
2.85,5509,V206,0004,2023,X,GR40,"",100,3,X,X,X,X,X,UP01,WB02,"","",X,X,X,X
4.58,2993,V207,0002,2015,"",GR85,"",100,3,X,X,X,"","",UP01,WB02,X,"",X,X,"",X
0.51,1011,V208,0003,2018,"",GR33,"",100,2,"","",X,X,X,UP02,WB01,X,X,"",X,X,X
1.78,6989,V209,0001,2024,"",GR65,X,100,"",X,X,"","",X,UP02,WB01,X,"",X,"","",""
1.06,1138,V210,0004,2016,X,GR39,"",100,3,"","","","",X,UP02,WB01,"",X,X,X,X,""
0.55,9476,V211,0004,2018,"",GR10,"",100,3,X,X,"",X,X,UP01,WB03,X,"",X,"",X,""
1.66,7841,V212,0003,2025,X,GR95,"",100,2,"","","",X,X,UP02,WB01,"",X,X,"","",""
3.29,1830,V213,0001,2019,"",GR35,X,100,2,"","",X,"","",UP01,WB01,X,"","","",X,""
3.89,9760,V214,0002,2025,"",GR21,"",100,3,"",X,"",X,X,UP02,WB01,"","",X,"","",""
0.29,10812,V215,0004,2023,X,GR38,"",100,3,"",X,X,"","",UP02,WB03,"",X,"",X,"",""
4.17,8796,V216,0002,2018,X,GR93,"",100,3,X,"",X,X,"",UP01,WB01,"",X,"","","",""
2.32,8428,V217,0002,2016,"",GR59,X,100,2,"",X,"","",X,UP01,WB01,X,"","",X,"",""
3.39,5031,V218,0003,2023,X,GR94,"",100,2,"",X,"","","",UP03,WB03,X,X,X,X,"",X
3.1,4825,V219,0001,2020,X,GR68,X,100,3,X,"","","","",UP01,WB02,"",X,X,X,X,X
3.01,8144,V220,0001,2021,"",GR55,"",100,"","","","",X,X,UP03,WB03,X,"","","",X,""
1.25,6163,V221,0004,2023,"",GR37,"",100,2,X,"","","","",UP03,WB01,"","",X,"",X,X
1.46,10572,V222,0003,2023,X,GR12,X,100,"","","","","",X,UP01,WB03,"",X,X,X,"",X
4.67,5855,V223,0003,2023,"",GR58,"",100,2,X,"","","","",UP01,WB03,"",X,"",X,X,X
0.01,2849,V224,0002,2021,X,GR58,X,100,2,"",X,X,X,X,UP01,WB02,X,"","","","",X
0.02,6297,V225,0004,2015,X,GR42,X,100,3,X,X,X,"","",UP01,WB03,"",X,"","","",""
3.98,2235,V226,0001,2021,"",GR58,"",100,3,X,"",X,X,"",UP01,WB01,X,X,X,X,X,X
4.37,2591,V227,0002,2025,"",GR35,X,100,2,"",X,X,X,X,UP01,WB03,"","","",X,X,""
3.74,1960,V228,0001,2024,X,GR11,"",100,3,X,"","",X,"",UP02,WB02,"",X,"","",X,""
1.11,4748,V229,0001,2025,X,GR15,"",100,"",X,"",X,"","",UP01,WB02,X,X,X,"",X,""
1.22,7321,V230,0001,2023,"",GR73,"",100,"",X,X,X,X,"",UP02,WB03,"","","",X,X,X
0.34,5216,V231,0004,2020,"",GR27,X,100,3,"",X,X,"",X,UP02,WB02,"","","","",X,X
3.09,4449,V232,0001,2025,X,GR60,X,100,"","","",X,X,"",UP01,WB03,"",X,"","",X,X
1.44,9239,V233,0002,2026,"",GR58,X,100,3,"","",X,"",X,UP02,WB02,"","","",X,X,X
3.43,9483,V234,0001,2025,X,GR80,X,100,3,"","",X,X,"",UP02,WB03,"","",X,X,X,""
2.67,8578,V235,0004,2021,X,GR92,X,100,"","",X,X,"",X,UP03,WB03,X,X,X,"","",X
0.38,8197,V236,0004,2015,X,GR21,"",100,2,"","","","","",UP02,WB01,X,X,"","","",X
