MANDT,MATNR,WERKS,CHARG,SOBKZ,LIFNR,LFGJA,LFMON,LBLAB,LBINS,LBEIN,LBUML
300,MAT753531,PL35,ES38ML8X,E,V527930,2022,05,3547.262,13.11,54.555,1003.121
400,MAT288821,PL42,JUA7WUH4,K,V555478,2023,09,4568.632,909.048,404.13,1381.353
100,MAT213160,PL40,RVX9TNW1,E,V546844,2025,11,554.861,700.584,38.345,962.686
300,MAT268663,PL29,X5V1RRI1,Q,V351691,2026,09,4761.042,237.037,421.335,469.879
300,MAT731543,PL08,1L4IMDFD,O,V341550,2024,11,2427.698,336.473,484.162,1049.318
100,MAT800143,PL33,UXUGAQY3,E,V430411,2023,11,3680.005,510.875,445.928,232.701
100,MAT476175,PL20,6TQCMW9R,"",V866111,2023,04,195.369,742.438,72.016,661.314
100,MAT898196,PL36,ZRSKI60Z,O,V346151,2025,12,2656.817,609.929,113.886,820.489
300,MAT909588,PL36,Z05BKKJN,Q,V567970,2023,02,3385.582,261.127,455.426,907.406
200,MAT664257,PL29,F9CHOG7M,K,V435906,2026,11,2034.079,456.777,222.853,1913.915
400,MAT751501,PL20,RPRHP2SF,E,V129677,2023,08,2156.537,233.463,79.91,103.444
100,MAT377584,PL10,WHAU5FR2,"",V981486,2025,06,803.071,340.772,149.132,894.245
300,MAT274952,PL20,P081PXFJ,Q,V898382,2025,02,1916.028,946.198,447.818,575.337
300,MAT530189,PL32,7R8SJX51,"",V396853,2023,10,1674.616,39.672,413.704,700.484
100,MAT178543,PL04,CPW8NZJT,E,V788002,2022,12,1670.038,471.507,446.264,1897.161
400,MAT525951,PL08,LS7LOKHV,E,V449228,2023,02,900.346,547.047,100.232,1090.041
100,MAT698186,PL14,HO4901I5,O,V425608,2025,02,625.863,472.236,158.848,342.238
400,MAT476614,PL47,DOGCE2UM,O,V432825,2022,09,1488.051,460.962,445.803,1173.863
100,MAT810722,PL02,MEHUV77W,E,V847818,2023,09,2096.709,842.738,252.052,563.753
400,MAT615535,PL35,OYBVG9VJ,"",V524730,2026,12,2627.024,969.293,280.096,1886.314
400,MAT233774,PL09,YGNNYWCV,E,V154592,2024,01,310.973,426.857,207.647,1531.524
300,MAT170494,PL09,6YVZ6AW9,"",V438224,2023,09,2474.993,616.62,38.659,1122.445
300,MAT216580,PL27,2CU6WF0R,E,V506221,2026,04,3255.43,318.147,288.287,1729.304
200,MAT749713,PL33,NDWD1QG2,Q,V543582,2025,03,4772.741,438.419,209.8,1696.654
200,MAT348028,PL24,O6W3V30Z,O,V233612,2023,06,3025.547,859.494,479.811,675.85
200,MAT983220,PL22,77XJ3XHG,K,V757269,2024,01,174.659,721.122,448.179,1644.451
300,MAT685221,PL37,8ZLFC3TA,E,V135460,2024,07,3372.261,802.697,256.65,1802.335
100,MAT515408,PL17,MDKEYMUJ,"",V291145,2026,11,3019.997,510.892,277.528,1636.158
300,MAT551069,PL34,2IOQCL9O,E,V867068,2024,10,2277.194,581.867,167.899,768.012
300,MAT184952,PL37,3RJUGJYK,"",V322575,2024,04,1031.257,803.984,264.915,917.791
200,MAT717052,PL29,AX8435TY,O,V623696,2024,09,161.236,420.297,306.102,1655.977
300,MAT891286,PL32,O3QEP7MS,Q,V274211,2023,01,507.802,931.755,2.767,1653.201
100,MAT425236,PL15,AKOH70T8,"",V755290,2022,07,3752.569,579.367,37.73,1042.595
100,MAT784624,PL44,Y5WCGMU6,E,V567428,2023,03,1653.924,948.208,232.681,989.254
200,MAT722973,PL10,YW38F7LI,"",V657341,2023,04,3175.326,244.642,113.679,1143.32
100,MAT562686,PL39,0T703OTO,"",V119096,2024,05,3958.574,326.401,78.088,1363.369
300,MAT639740,PL35,JNJK9RY1,K,V516500,2025,09,661.381,489.134,326.267,801.15
100,MAT872933,PL01,7Q2PPHGP,"",V536194,2024,01,772.642,88.736,24.071,1176.229
400,MAT836390,PL07,I02SY1T1,K,V854716,2024,04,2971.825,666.661,89.935,1204.944
400,MAT951542,PL18,GLRI2ZP9,Q,V500766,2023,11,3119.082,660.407,104.556,688.622
400,MAT711473,PL18,U5UT45F9,O,V286941,2022,10,1231.144,685.183,233.089,1725.076
100,MAT198922,PL03,QOM7LSF7,"",V215727,2026,11,3335.7,817.719,444.352,1786.443
300,MAT669465,PL28,NY4ZS88C,"",V721944,2026,11,248.04,275.736,438.537,625.907
300,MAT576500,PL10,4I7AUNLZ,O,V480565,2023,09,4432.676,562.11,407.213,1116.358
100,MAT319811,PL33,YPJ3F8YJ,"",V182231,2022,09,868.21,216.438,24.221,561.786
200,MAT936357,PL27,5I99613U,E,V705177,2026,02,340.397,567.651,98.087,1811.805
300,MAT211901,PL33,ZWPHYLOB,Q,V181508,2024,09,4459.942,282.406,159.449,947.515
100,MAT900637,PL33,LFELPPK4,"",V929941,2026,06,107.277,786.624,371.566,135.449
100,MAT831025,PL41,9PEI091Y,"",V246501,2022,09,4438.442,890.647,214.094,716.26
100,MAT202353,PL11,B6QTUWOI,E,V164250,2026,03,3823.842,970.643,374.772,1439.13
100,MAT384877,PL41,RHSXCKQ9,E,V731179,2025,08,3077.966,646.495,354.044,890.017
300,MAT687994,PL07,PZYF78BN,E,V254210,2024,02,4367.804,948.274,81.13,356.732
200,MAT316642,PL14,ZLZ4XZMM,"",V878088,2022,09,2830.052,211.022,421.241,10.038
300,MAT511052,PL43,QP57IX9U,E,V967863,2025,06,3252.728,534.723,248.768,1538.953
300,MAT950181,PL38,SVSKMTQK,"",V309753,2023,12,508.624,43.95,340.141,135.514
400,MAT845457,PL06,6YC57CSM,Q,V850003,2026,10,3907.243,495.582,380.64,1757.142
400,MAT477258,PL31,501WXJWS,E,V635455,2022,02,2783.392,339.673,60.616,774.673
300,MAT854645,PL49,09MT4PKY,E,V284522,2023,09,1646.311,422.482,5.164,13.028
200,MAT265169,PL19,CDO6O4EK,O,V944832,2022,01,732.644,456.641,404.691,1820.912
200,MAT547868,PL38,ECZE3VBC,E,V624933,2023,08,2079.154,958.722,51.095,100.007
300,MAT876956,PL07,H433BY9R,"",V797609,2026,11,4552.552,298.055,66.563,1826.911
200,MAT925203,PL21,RBVZ979O,E,V437139,2025,12,3192.495,367.349,230.255,11.662
400,MAT890339,PL20,D0HSC1XL,O,V626170,2022,03,3893.441,778.326,362.737,1065.206
100,MAT159990,PL08,6IZCLK2K,K,V402947,2022,06,1576.464,520.721,89.081,459.188
200,MAT471045,PL33,05RW2C37,O,V136318,2025,04,4849.552,679.592,403.591,592.745
400,MAT473043,PL21,8MB1H1BR,O,V256243,2025,04,1886.295,590.046,157.675,600.395
200,MAT580136,PL06,18SBJX3Z,O,V476755,2024,01,2463.209,589.752,459.332,40.711
400,MAT197374,PL07,95SYJDGE,K,V683522,2026,01,4808.945,854.205,268.957,224.162
300,MAT520046,PL28,5R0GSS03,"",V980776,2024,05,560.842,820.831,419.821,829.63
100,MAT189187,PL08,9X2N24Q5,O,V412598,2022,04,4629.955,259.817,219.432,1972.384
400,MAT811819,PL49,3ADHR1B2,"",V702640,2023,09,327.737,944.435,81.013,1065.192
400,MAT164749,PL09,8T8JO0ON,"",V423922,2025,04,2410.085,822.137,428.76,1197.723
100,MAT267702,PL20,HT6AX6O9,Q,V849031,2023,04,115.129,833.133,22.876,1473.571
100,MAT493833,PL22,96VUKQ55,K,V462222,2023,03,3777.245,788.671,223.556,1590.667
400,MAT755717,PL48,XTZW8HZR,"",V787617,2024,11,199.687,705.831,262.076,1318.487
300,MAT414594,PL03,Y13RCOTE,"",V730470,2023,06,4870.049,815.898,365.196,659.823
200,MAT678978,PL24,XWV4EWOB,Q,V299144,2022,01,3031.683,298.865,271.904,923.754
300,MAT421499,PL34,O03WKMSS,O,V267458,2023,05,448.569,775.451,206.367,1034.895
300,MAT493287,PL16,Q0Z88TSW,O,V198620,2022,07,3639.812,764.425,309.995,1128.439
300,MAT870162,PL40,GCF6N1WT,O,V553898,2022,04,2140.659,250.626,424.345,1103.052
300,MAT213896,PL27,1D50F7SX,O,V309235,2023,03,1152.999,584.371,251.675,1136.333
400,MAT775974,PL46,T994MNMO,E,V593180,2022,10,16.532,61.549,205.001,1233.263
200,MAT335087,PL42,FDJM2H0Q,O,V607805,2022,08,4867.149,791.989,188.28,665.041
200,MAT476488,PL12,IQDMP0ON,"",V310305,2025,05,3324.347,759.305,77.713,1385.057
100,MAT297763,PL36,08C86N09,"",V558711,2022,02,769.506,154.679,175.759,1507.677
200,MAT477771,PL05,2Q5I2M73,E,V518305,2023,06,4739.967,150.715,41.865,824.535
300,MAT529242,PL33,DZBGVIDQ,O,V283617,2022,04,4717.815,18.134,204.399,705.261
300,MAT142012,PL41,4TLFGSM3,E,V264818,2024,05,4140.749,4.253,120.709,779.722
300,MAT216855,PL21,XK3RYDXQ,E,V398086,2026,03,2296.027,20.545,248.136,1030.343
100,MAT281011,PL37,G5LLTT6H,"",V520206,2023,08,910.172,27.674,366.33,822.364
400,MAT219356,PL32,1CHTARNN,"",V302949,2024,08,1774.364,980.241,353.128,78.723
400,MAT378859,PL36,N56XGGJO,Q,V926159,2025,12,4691.528,696.454,491.641,567.025
400,MAT562607,PL43,CLCNOT8E,E,V385310,2023,01,1788.924,940.959,490.663,1966.65
100,MAT283098,PL04,DCPLXUHD,Q,V934683,2025,06,1848.295,253.326,435.058,150.191
100,MAT667624,PL08,JAUCNSUA,"",V303333,2022,06,3166.39,821.394,22.683,1722.556
300,MAT206861,PL30,72PRSK6U,E,V694071,2023,05,1663.264,766.092,440.064,1725.767
100,MAT912080,PL09,BOIYEF5W,K,V327603,2025,12,691.78,439.977,164.451,639.768
300,MAT362506,PL41,NDKHB8N8,"",V166534,2025,10,975.366,321.258,404.147,1680.172
400,MAT878894,PL19,9Y8YCJ9P,O,V632847,2026,03,989.185,735.962,425.107,540.102
300,MAT167663,PL04,BK02X2D9,"",V332440,2025,06,178.98,857.717,275.325,1216.68
100,MAT415335,PL50,YN4U1KHI,E,V410764,2025,07,3444.952,132.17,314.361,1925.615
400,MAT818074,PL37,4JAPNBGW,"",V644419,2026,04,1728.442,187.504,81.717,827.806
300,MAT983796,PL06,EWCTS9YS,K,V284825,2025,06,2914.495,11.567,411.742,1779.595
400,MAT305089,PL16,JWFUTOQ7,O,V952332,2026,12,2363.288,291.92,390.949,1557.966
200,MAT835024,PL20,3JXPLTJL,Q,V868867,2026,06,1607.747,717.601,201.801,274.733
400,MAT254351,PL30,ZU8XYLHE,"",V518925,2022,08,240.53,107.803,420.328,583.388
300,MAT945557,PL08,SBB4QPIU,O,V329623,2023,02,538.314,476.397,58.947,94.292
100,MAT794748,PL45,WWSED5GS,K,V727538,2023,01,3493.505,196.208,160.771,1084.204
300,MAT566823,PL10,09WGZV42,Q,V596057,2022,07,1540.557,245.65,231.234,1634.731
300,MAT262850,PL17,7XSCWXH1,O,V372987,2025,06,587.099,279.784,63.578,589.463
300,MAT749023,PL34,1QXGOXPS,"",V492052,2026,01,2724.579,234.784,313.757,154.93
300,MAT864707,PL23,2ZNWQGN0,O,V447558,2026,11,4059.384,875.685,177.67,932.566
300,MAT565348,PL47,ID2HYYRW,K,V312569,2022,10,2527.105,809.405,255.846,121.126
200,MAT410781,PL28,8FT249D0,O,V927164,2024,10,4242.937,460.663,80.424,568.648
400,MAT132284,PL26,GAA6DYGK,"",V323696,2025,09,859.229,956.327,66.641,1.018
300,MAT413637,PL35,UGR2ZCBR,Q,V847342,2023,04,301.582,274.787,138.426,975.41
100,MAT206292,PL20,4FOE5K01,"",V232802,2026,05,1542.544,455.695,26.192,832.264
400,MAT116651,PL01,FAHSAPE2,E,V136200,2024,03,2721.837,170.287,236.51,1072.944
400,MAT583069,PL35,UVKS668G,Q,V809105,2024,07,2881.695,246.724,92.332,1652.679
200,MAT989351,PL11,UH4JHOI4,"",V348387,2023,12,2657.343,49.912,312.91,1989.928
400,MAT510145,PL29,P9CMFW43,K,V856054,2023,12,3353.601,250.363,348.615,621.175
100,MAT875157,PL39,E9GERJX9,O,V117131,2024,11,2932.393,473.098,186.697,1621.558
400,MAT969784,PL14,FEV4AO2O,Q,V500455,2026,10,719.011,5.405,492.916,1976.405
300,MAT424385,PL40,ER2MDJUK,K,V193876,2026,02,2607.952,785.425,137.886,361.452
100,MAT870252,PL36,IF2MWAN7,O,V259519,2025,05,4709.575,889.698,105.703,268.194
400,MAT315558,PL35,AKC8SLXS,E,V672165,2023,09,1433.579,731.232,337.319,402.191
400,MAT990096,PL12,SKNMZKY9,"",V667876,2022,11,1308.523,700.826,396.238,1463.913
100,MAT426190,PL04,U6APG43C,E,V106863,2026,11,2305.971,879.744,436.735,78.759
100,MAT913751,PL10,I84N9JEE,K,V261779,2025,11,4331.547,342.454,488.234,1459.814
300,MAT334315,PL04,ONQVQV23,Q,V314342,2025,12,4980.021,214.072,366.682,1383.057
200,MAT438586,PL44,6QHDNPPQ,Q,V684312,2026,10,3288.02,987.981,213.653,1654.886
200,MAT904100,PL22,70IRAN62,"",V396378,2026,01,3791.097,334.707,137.924,434.124
400,MAT133933,PL23,3MO2EMX8,E,V672736,2022,08,2639.86,741.051,418.274,444.186
100,MAT742543,PL09,521X6F28,"",V855130,2026,02,859.303,747.434,466.372,1892.352
200,MAT491270,PL16,A0SQMGAB,"",V225608,2023,06,1757.575,872.428,46.383,402.99
200,MAT959606,PL33,7ICGMGD4,E,V221402,2026,08,1089.678,751.671,102.692,1948.442
400,MAT189485,PL21,3VPV6N0K,Q,V601626,2025,03,4802.466,867.495,386.093,1355.337
400,MAT834243,PL30,CNVIOKIP,"",V210181,2023,07,446.865,748.281,343.718,1325.991
200,MAT389248,PL18,NGAE0SE0,K,V991397,2024,06,3662.485,393.229,230.898,1166.053
400,MAT978704,PL05,5VYNDZGR,E,V989784,2023,01,1153.899,505.848,234.53,1255.864
400,MAT816393,PL03,74PC4RX8,K,V242196,2023,01,3059.224,834.067,13.025,568.286
400,MAT110879,PL30,6E0XEM5S,Q,V610337,2025,07,4029.981,133.805,457.037,1696.934
200,MAT519479,PL16,IS8XC1NY,O,V917565,2023,04,2895.769,706.697,219.808,607.923
400,MAT370082,PL17,M1HER1SU,Q,V372537,2022,04,1118.041,812.127,87.912,549.674
200,MAT186570,PL40,7Z92WNUN,K,V657875,2023,05,2012.349,237.828,241.061,1323.267
300,MAT343470,PL42,210NFNIL,Q,V337036,2023,02,1754.952,171.385,247.144,1723.499
200,MAT587916,PL01,WI0KVSP8,E,V862469,2022,02,4286.41,84.002,10.965,1352.773
400,MAT720726,PL24,067J4VPG,"",V249968,2024,10,3823.232,334.707,149.179,1229.421
300,MAT642111,PL15,YVI8I7IA,"",V283024,2026,10,90.196,570.816,128.992,1678.719
400,MAT602229,PL43,GWCFLH4L,O,V790119,2022,08,3619.829,506.945,301.459,1859.893
200,MAT666678,PL16,Y8KJJHU5,Q,V305610,2025,11,4274.153,625.225,154.884,487.831
400,MAT753407,PL43,I4UYE66V,O,V242355,2026,11,1005.032,690.196,7.483,1450.155
100,MAT215144,PL07,LA9WCI99,"",V339766,2026,05,961.243,542.117,289.658,1391.955
400,MAT445953,PL09,TDHM9F6E,O,V550495,2026,01,1097.457,131.051,156.973,1308.686
300,MAT411974,PL39,EZ10G2BR,Q,V811600,2025,04,2190.102,848.525,235.41,1355.123
100,MAT244963,PL20,58AVNMOI,Q,V820640,2025,08,1147.062,917.588,336.154,824.441
300,MAT148414,PL37,GBM4FRQ6,E,V273572,2022,08,4027.505,295.337,194.821,1576.375
400,MAT615354,PL10,3EVJK2SD,Q,V286038,2022,04,4341.632,914.545,55.019,1111.831
400,MAT594945,PL10,0JLYUGRK,E,V915901,2022,02,3497.072,310.366,29.677,703.438
400,MAT528190,PL36,ZC9WOIIA,K,V594701,2026,08,1602.034,167.666,346.181,1224.654
400,MAT375359,PL44,KO125LHP,"",V953502,2024,11,3955.842,27.586,80.932,729.943
200,MAT709323,PL14,RBCBT5AK,Q,V411566,2025,04,4792.12,949.605,124.715,1879.358
200,MAT344881,PL28,U56F6TNW,K,V634631,2022,04,799.405,538.716,177.213,1665.678
300,MAT232624,PL34,NTIK2BNQ,"",V763317,2022,11,4916.435,777.125,76.277,1311.906
400,MAT878395,PL32,24W348I8,O,V176679,2025,07,283.885,931.581,305.416,1875.446
200,MAT491681,PL27,N7AGZACD,O,V934382,2025,12,609.122,767.885,174.307,1228.916
300,MAT566545,PL48,84TX3K61,O,V951849,2025,02,2747.302,247.683,42.089,265.649
400,MAT858509,PL09,EVLEB4R7,"",V843533,2025,07,82.126,961.001,254.524,144.673
200,MAT184450,PL17,B54ROOSK,O,V323261,2025,06,1594.478,204.565,440.63,1981.268
100,MAT944352,PL12,H0P70T1P,O,V477437,2022,09,4701.965,678.667,322.898,306.633
300,MAT525481,PL36,XT34V9ZB,K,V685192,2023,02,4965.448,634.826,156.625,884.914
200,MAT343351,PL38,6R7RSOZH,O,V796443,2024,10,3141.929,586.04,357.596,1860.419
300,MAT785032,PL27,8VSR6FQR,O,V203279,2024,02,4234.934,309.458,325.261,141.016
300,MAT107931,PL07,V4V2T5LA,Q,V457777,2023,08,1979.103,370.271,272.98,1526.64
200,MAT690092,PL03,8O89C3S1,"",V816723,2026,06,2992.143,957.847,345.075,1933.626
400,MAT618405,PL04,01XF1808,E,V862129,2026,06,3637.12,905.503,413.899,70.783
300,MAT295522,PL14,F3VTFPR9,O,V648490,2023,03,617.5,841.539,349.544,1229.958
400,MAT672371,PL40,77RCE21F,E,V847956,2025,04,2941.81,584.756,177.906,288.532
400,MAT180516,PL12,NZH5MKJH,E,V592312,2023,09,1634.848,142.457,166.866,1799.767
200,MAT418444,PL29,683JNT1K,E,V273073,2025,11,4199.576,766.958,70.425,1069.157
200,MAT786150,PL43,ZJ4O47TD,K,V451611,2023,11,1478.741,76.557,227.78,1637.68
400,MAT137312,PL05,ZA3NBCXI,Q,V779453,2025,04,4181.76,567.216,95.36,1200.771
400,MAT113549,PL14,PBEW8BHH,O,V702975,2022,04,2641.384,328.551,280.593,916.81
300,MAT585742,PL11,ZMIGD1DX,E,V145249,2026,06,4129.966,437.051,422.13,398.573
200,MAT381307,PL10,3KIXSRMX,O,V258673,2026,10,1719.648,231.565,198.162,396.125
400,MAT446913,PL32,0K84CREP,Q,V909346,2022,06,3938.403,255.278,407.247,14.704
100,MAT670378,PL31,J9I12KZ2,E,V994752,2026,12,3365.494,662.904,381.053,182.787
200,MAT529756,PL39,T36Q5EOL,"",V335166,2024,06,1386.46,472.645,248.682,268.287
200,MAT618910,PL44,3KZT178C,O,V339513,2022,02,4007.155,559.651,326.459,498.024
300,MAT530078,PL28,91OAHRZE,O,V592140,2025,02,2757.18,974.325,371.461,1672.468
400,MAT946245,PL49,M7W8P59W,Q,V174084,2025,02,332.219,740.563,409.395,220.8
300,MAT114024,PL03,JZ6HHENH,E,V821603,2023,06,4975.295,642.886,35.536,1360.865
300,MAT936144,PL32,MCRQDFQN,E,V221546,2023,02,1359.295,993.462,64.86,1803.477
200,MAT515563,PL37,ZE75PFMR,Q,V216361,2024,07,553.168,247.972,122.195,250.708
400,MAT600424,PL37,VG28Q75C,K,V163970,2023,01,3999.266,876.152,294.791,1550.359
100,MAT670760,PL19,C6QLET8H,"",V212518,2025,04,2875.768,5.966,35.877,163.278
400,MAT953087,PL37,6806BW0M,O,V510944,2024,05,1751.138,622.307,346.432,904.334
400,MAT930145,PL09,Y9VKUXLD,"",V302616,2024,10,4654.616,949.099,176.523,1213.533
200,MAT857877,PL14,74ZA0ZX8,Q,V638793,2025,12,1052.901,182.521,271.126,949.548
400,MAT331757,PL43,3FD7RCB6,Q,V156365,2023,02,3307.849,513.731,54.489,1289.38
300,MAT996562,PL46,7MHZ27RQ,"",V861158,2026,02,1345.138,145.517,171.967,1932.069
200,MAT994328,PL33,MIW7TWIX,Q,V728551,2024,12,4317.656,486.258,236.285,1182.905
100,MAT284605,PL41,VWVGU2DN,Q,V130449,2022,01,2147.486,313.546,277.185,513.774
200,MAT977618,PL26,7TS5WESF,"",V678035,2026,11,2016.633,946.317,495.836,881.884
300,MAT877287,PL13,RDOYLZUU,E,V257437,2026,02,2324.612,703.932,493.394,438.553
300,MAT790876,PL49,88PUCWYT,O,V231043,2024,12,1351.686,811.406,154.114,40.177
100,MAT513768,PL24,QX16P9DV,O,V494004,2024,06,4043.927,501.299,101.325,723.713
300,MAT457101,PL48,JXJG05N8,K,V748852,2023,08,3062.725,464.093,149.738,1564.002
300,MAT979333,PL21,PPIRIN4C,O,V402390,2024,11,1014.557,918.645,331.042,476.787
200,MAT671008,PL08,RB187BA9,K,V429522,2025,12,1735.28,712.169,89.935,400.05
400,MAT522949,PL39,4XZAXCH1,K,V523055,2026,03,1756.835,990.819,457.857,1678.857
200,MAT892772,PL13,QC653CZV,K,V337889,2024,12,2743.325,251.853,56.745,551.292
200,MAT816965,PL10,5JP37B5K,O,V618658,2022,04,1246.236,989.209,300.396,676.417
200,MAT176652,PL07,O5FYUOV4,O,V788911,2025,07,2726.387,416.214,440.334,190.45
200,MAT672693,PL33,P6DWRCW0,Q,V975382,2023,05,1129.509,464.977,424.533,1360.205
400,MAT852768,PL01,IORKH4N8,Q,V543484,2026,10,2793.989,912.127,465.69,255.63
100,MAT245695,PL50,SVRV78HM,O,V854417,2025,08,3003.896,848.021,453.787,16.314
100,MAT582401,PL10,4BQRHLDV,Q,V586760,2022,03,912.162,956.267,391.128,559.871
200,MAT374878,PL23,J20Z9J16,K,V385577,2026,05,4626.838,727.225,60.649,1846.83
200,MAT853152,PL38,FBVJQC36,K,V805163,2025,11,3293.866,824.695,244.405,442.116
300,MAT988587,PL10,NVNXMX1U,"",V758912,2023,05,3713.969,206.548,236.959,1882.024
400,MAT930607,PL14,8YM322D3,K,V769561,2026,12,4062.842,608.84,227.486,199.028
100,MAT317843,PL22,6MI9ZCFL,Q,V304240,2026,02,4989.778,841.452,130.497,304.589
300,MAT467657,PL20,R775CDAP,E,V886742,2024,11,2560.803,423.279,376.948,247.829
400,MAT136552,PL40,NXZ1XARQ,O,V298438,2024,08,4509.517,963.139,113.7,1261.549
200,MAT601818,PL26,FQP3KUT8,K,V720273,2022,05,1957.59,535.742,447.573,625.324
400,MAT423654,PL37,4Q7TQQXQ,E,V445991,2026,09,1938.344,976.598,85.627,791.002
400,MAT649836,PL25,YVIAVQJT,"",V146238,2023,05,2712.99,240.453,255.219,1378.019
300,MAT129908,PL24,KEESFHEJ,K,V432760,2026,04,301.538,312.182,425.262,284.096
400,MAT787778,PL04,HQY8C28U,"",V804235,2023,03,699.158,314.049,380.496,1872.797
200,MAT862027,PL41,JXRRTG99,"",V777752,2024,05,1002.934,84.69,375.661,1517.391
100,MAT487298,PL46,HZLL1KVB,"",V973020,2024,08,4458.042,991.62,29.362,1186.797
100,MAT343455,PL21,IQ874FA8,Q,V755385,2026,05,2694.679,345.377,315.168,946.787
300,MAT250596,PL49,G6UL4PKD,Q,V371004,2026,10,364.313,489.909,73.079,488.319
200,MAT438244,PL19,AMS4Y3X0,K,V784141,2024,08,361.829,879.236,171.827,335.266
100,MAT314157,PL40,ARLP98WV,"",V562975,2023,07,2715.709,46.702,438.878,1284.014
300,MAT410457,PL25,F8836L41,"",V166745,2025,03,3929.587,376.595,149.481,647.357
200,MAT550441,PL09,HQ47685L,Q,V209241,2025,09,200.543,400.221,483.598,980.779
400,MAT899294,PL26,E1XUXOB6,K,V937209,2022,04,855.028,859.987,324.521,83.538
100,MAT335125,PL43,B4VDEW0E,E,V971630,2025,05,4324.171,951.217,482.09,1730.116
300,MAT308006,PL07,T9D74EG7,E,V100400,2025,10,2015.782,268.304,76.257,192.195
400,MAT273485,PL50,21F2KOC7,E,V896162,2022,09,4011.647,930.523,124.675,1778.877
300,MAT714801,PL15,MNDNG3G6,Q,V888285,2024,09,3853.515,87.099,330.983,465.59
100,MAT884503,PL13,6VIVB595,K,V568910,2022,11,1761.148,794.907,169.65,92.428
200,MAT917213,PL24,2ZVCUGZW,K,V681156,2024,06,1363.295,45.732,156.725,1293.62
400,MAT241063,PL24,C08AVURI,"",V563429,2025,09,3935.937,168.069,429.88,672.465
100,MAT740933,PL11,5W8W0PUF,K,V878112,2022,05,1735.029,145.471,256.601,1363.67
200,MAT600599,PL02,L1H5LW71,E,V159118,2024,07,276.804,376.981,482.898,1104.344
100,MAT100138,PL27,M3ISC3NR,E,V155177,2024,08,476.905,779.687,127.933,245.961
300,MAT175291,PL20,QEMN45M6,E,V866996,2023,12,520.838,690.852,325.129,1157.722
400,MAT466181,PL02,IY4O5RZM,"",V302503,2023,01,3281.929,427.101,425.774,1967.352
400,MAT122889,PL44,XDA9SNP8,O,V637088,2026,03,3957.076,226.477,360.163,1465.295
100,MAT879030,PL33,X2COPB3R,Q,V562063,2024,06,3783.743,517.287,309.708,1871.547
400,MAT800024,PL16,W8XHBUT3,Q,V662226,2022,03,1934.248,168.51,235.783,1373.596
100,MAT778427,PL38,VHJ03JXT,K,V852318,2025,10,1163.096,170.902,74.675,833.053
400,MAT655553,PL25,FJU99P70,"",V460288,2022,11,684.652,430.014,338.17,1973.243
100,MAT750123,PL23,1GPCSKVR,K,V278938,2023,09,4739.887,880.698,415.682,1927.899
100,MAT729134,PL48,LC6QRXEX,O,V725228,2026,04,93.664,956.884,222.086,1216.448
100,MAT212952,PL20,TY5P03VA,Q,V968064,2025,08,4903.463,422.458,175.798,1063.575
200,MAT334699,PL15,A99LNZ5T,E,V508412,2022,04,4029.844,297.919,48.405,753.1
100,MAT405150,PL44,Z60LPTCJ,E,V766263,2023,06,1212.144,655.017,125.24,717.778
100,MAT613680,PL33,MYFF56VW,E,V262182,2025,11,96.163,126.41,322.289,1617.365
300,MAT119224,PL28,3M7AHQYL,Q,V169234,2022,03,167.529,592.5,495.39,698.978
200,MAT199740,PL33,JS6CQPNM,E,V824833,2022,06,4868.494,960.422,355.788,1006.25
300,MAT172424,PL39,4ARGE2OZ,"",V678111,2025,09,4086.101,457.706,16.933,800.266
400,MAT651303,PL07,9WV4GM8K,O,V247009,2022,02,115.981,682.246,136.234,1671.676
100,MAT381273,PL03,0RGY4KRU,K,V740572,2022,06,4076.775,69.292,463.801,1514.842
100,MAT804504,PL40,DQ6Y4CKA,O,V180527,2022,05,78.36,648.904,268.159,761.087
400,MAT385969,PL43,8GW9FYZV,"",V190366,2024,02,2690.492,810.305,428.554,1345.211
400,MAT978893,PL38,VGRFZDI2,"",V610013,2024,11,1204.346,532.307,284.826,941.759
300,MAT585443,PL02,MAJBS9CO,O,V600686,2026,04,1803.561,403.219,306.733,1249.906
400,MAT475848,PL02,ZW3P9UGM,E,V664092,2023,11,3744.559,826.442,333.401,474.385
100,MAT825233,PL47,ZD7MOP6P,O,V817891,2022,06,1859.995,221.654,21.922,1260.734
200,MAT213312,PL50,DHONBGP3,O,V553304,2023,05,2402.897,32.884,288.338,76.763
100,MAT430706,PL40,1LO47HR1,O,V949894,2023,05,2153.139,228.689,296.096,1772.65
200,MAT610829,PL02,W5KTCJBM,Q,V127781,2026,08,2171.017,249.61,173.768,1974.987
100,MAT920010,PL35,KF6P57V9,K,V616082,2024,07,3022.191,482.217,38.995,622.345
400,MAT574244,PL47,VCFAKUIF,E,V674043,2022,12,3409.101,142.559,387.701,861.27
100,MAT715862,PL02,YQVARH61,K,V880473,2023,09,4089.887,96.08,335.643,1751.349
400,MAT295016,PL05,GBR29T3D,E,V791501,2025,03,4928.895,900.579,217.178,1494.521
300,MAT737882,PL22,F4DU8RK4,E,V731776,2026,03,4078.784,365.158,295.651,1377.521
100,MAT211369,PL12,ZHDELTFC,O,V460371,2026,09,3550.422,463.902,179.197,1032.209
200,MAT755570,PL14,EVQU1HWM,K,V252266,2023,06,1620.773,210.565,166.594,1404.206
