CEINM,CHARG,CINSM,CLABS,CRETM,CSPEM,CUMLM,LFGJA,LFMON,LGORT,MANDT,MATNR,WERKS
172.389,BATCH8915,693.891,1708.188,217.675,15.797,2944.919,2025,08,S096,100,934055061391777156,P004
1334.072,BATCH6341,1868.108,5977.183,429.064,303.784,2991.711,2025,01,S098,100,323017846235703841,P046
1112.057,BATCH6969,1994.948,3057.832,66.052,278.048,1516.871,2022,06,S005,100,806015944061291130,P015
641.94,BATCH2233,1518.875,6512.489,274.755,927.222,1848.595,2026,05,S048,100,750382809463939840,P002
1303.328,BATCH1166,1362.354,1419.722,390.862,385.752,1311.938,2021,07,S082,100,607970311641157188,P014
7.867,BATCH2127,500.065,1070.877,163.325,368.591,447.913,2024,06,S017,100,725941832946670628,P047
908.729,BATCH0679,961.421,2812.538,394.286,52.401,1326.275,2026,09,S017,100,114834173885557192,P022
1465.663,BATCH7234,678.485,7252.59,469.27,198.979,387.676,2023,03,S053,100,596789157909257692,P036
745.202,BATCH7911,1794.49,5625.834,454.148,542.052,1464.645,2021,11,S060,100,398616449390378888,P015
1178.29,BATCH9770,518.38,4569.188,172.722,492.135,1778.94,2024,01,S045,100,238071769643289434,P014
54.335,BATCH3272,339.138,3225.058,263.456,968.203,1921.781,2020,07,S054,100,382061312885453598,P016
597.863,BATCH5730,449.108,4475.323,99.819,186.865,2356.909,2026,10,S028,100,319764607240937667,P026
1416.015,BATCH6835,807.051,9571.252,276.264,74.253,1627.618,2026,02,S041,100,505722063793187866,P017
103.331,BATCH8641,446.809,8638.613,264.394,897.646,1829.861,2026,12,S003,100,996574568667617295,P043
738.494,BATCH9441,599.896,2925.344,404.397,209.715,2112.739,2024,05,S097,100,633050026015626164,P002
1053.237,BATCH6668,1164.209,9929.903,212.836,618.821,22.736,2026,05,S010,100,151906104278716997,P012
327.482,BATCH1189,1841.342,7196.414,67.742,351.479,865.098,2023,08,S100,100,774145443325351880,P043
219.589,BATCH4476,1173.967,2731.649,496.429,824.628,2172.499,2026,09,S072,100,589211362453790936,P026
422.682,BATCH6211,1613.654,9060.444,426.217,497.902,1209.004,2020,11,S043,100,955367616949160394,P025
1043.441,BATCH4171,1220.7,9356.5,336.253,641.086,1331.027,2024,08,S077,100,734592034917215484,P041
530.937,BATCH5949,1384.943,3527.147,214.393,10.928,350.87,2024,03,S031,100,811656483820654717,P031
1304.841,BATCH1201,457.832,971.707,168.882,918.295,2535.348,2026,03,S039,100,783934090147038708,P016
28.686,BATCH0055,779.93,8350.315,492.486,82.679,1108.895,2024,12,S073,100,980883808073003107,P040
25.436,BATCH9603,274.554,8717.212,63.642,911.792,1993.046,2025,01,S032,100,271063562908502496,P026
97.75,BATCH3574,213.822,8508.433,342.115,873.672,902.971,2024,01,S064,100,448717507477929301,P027
97.725,BATCH9073,754.945,6542.387,8.256,486.769,2832.544,2020,12,S018,100,615833923296302806,P016
207.786,BATCH3545,1500.394,792.642,266.686,83.212,1070.298,2020,04,S026,100,605605280390189952,P017
1237.916,BATCH1614,83.176,6295.344,265.061,625.55,1581.861,2025,02,S057,100,347120037914114607,P019
327.086,BATCH1179,1829.138,6601.891,318.243,799.306,2977.604,2022,06,S091,100,711801520766639585,P011
1076.703,BATCH5963,1740.943,256.773,398.776,842.705,1792.518,2021,06,S082,100,371144018708075441,P031
1446.559,BATCH6209,1300.79,9338.914,265.155,945.261,1107.775,2021,01,S058,100,428379685670493814,P021
829.224,BATCH7469,1693.676,7914.159,430.777,162.647,1128.974,2023,12,S002,100,386854955113329358,P038
392.806,BATCH5468,1184.214,6079.908,422.943,20.063,187.176,2022,12,S070,100,279953564779314880,P018
956.796,BATCH6531,1262.336,1045.451,465.313,560.987,2300.053,2022,06,S098,100,619303241842390547,P008
162.55,BATCH8262,1276.873,2884.531,422.611,934.766,123.527,2026,03,S065,100,546226197201703826,P032
317.763,BATCH7792,1100.948,1275.001,476.142,433.859,2919.574,2025,10,S019,100,687701254258462784,P039
822.106,BATCH5122,866.85,7866.069,97.976,892.95,2840.363,2023,04,S097,100,156879696696070142,P035
191.81,BATCH4775,1285.341,8346.646,7.444,335.776,1704.699,2024,09,S100,100,234649064435603123,P047
977.494,BATCH4399,1114.913,4985.606,22.21,866.408,2728.501,2021,08,S074,100,893467775058582611,P021
601.497,BATCH8480,1730.834,2853.21,378.998,594.034,2265.103,2024,03,S026,100,913924327274584765,P030
1275.513,BATCH2745,229.831,170.27,214.696,867.192,1384.888,2021,07,S071,100,322235086115548931,P025
742.21,BATCH5563,1183.945,9668.523,234.526,582.552,842.401,2022,08,S068,100,520343384303488699,P035
402.566,BATCH1673,175.736,6041.816,473.016,770.383,202.891,2026,08,S001,100,424379420773749841,P028
214.79,BATCH1863,926.696,4806.964,171.101,382.806,2091.505,2021,01,S073,100,674359236723129631,P035
368.938,BATCH7383,1512.457,3009.59,343.538,449.526,1817.258,2022,10,S035,100,776698607507063015,P029
610.093,BATCH2820,1765.895,881.752,158.049,908.358,2002.754,2020,03,S015,100,722608065242819529,P037
556.081,BATCH3539,1961.004,2579.282,188.851,863.458,2928.211,2020,11,S001,100,240664890736320994,P020
74.362,BATCH5614,1643.185,108.119,444.308,283.21,547.439,2025,12,S021,100,638914053490171237,P034
1086.852,BATCH8331,1781.382,9774.593,203.49,279.19,1228.843,2024,09,S005,100,634158766323748938,P040
506.037,BATCH0883,398.227,7542.934,93.042,262.996,1976.019,2024,09,S085,100,325578534857050078,P041
285.524,BATCH2577,94.122,4259.994,43.648,980.686,665.996,2023,06,S052,100,660354475274864372,P038
1042.987,BATCH3023,1688.331,8155.036,6.39,796.686,172.965,2026,12,S074,100,703460954742865787,P012
1074.968,BATCH7316,1774.805,8526.218,389.85,599.003,1274.928,2020,10,S075,100,439368727790621186,P004
1154.92,BATCH3204,604.752,2744.353,61.102,223.609,2294.278,2024,08,S003,100,170769136263470295,P035
329.168,BATCH8134,118.428,4794.478,470.94,840.291,2762.384,2023,12,S085,100,957321348209466471,P027
265.27,BATCH8208,84.494,4131.859,236.911,986.547,2.727,2025,01,S012,100,423428171518840235,P001
23.913,BATCH6125,123.377,2651.83,490.781,104.031,1623.777,2025,02,S019,100,738831181168722991,P046
270.769,BATCH2561,440.339,423.471,250.279,359.066,463.782,2025,06,S085,100,789069310650075527,P031
1153.001,BATCH7338,707.615,9912.366,480.695,454.582,2574.78,2026,11,S030,100,403115741954313136,P006
614.708,BATCH7114,1353.212,3269.403,95.185,602.918,1511.632,2023,09,S026,100,290034296044925903,P034
1084.248,BATCH7673,346.403,6857.29,468.977,263.53,1698.046,2020,12,S095,100,182148079111592428,P033
74.36,BATCH0112,1522.881,7429.963,61.185,641.75,1175.926,2022,11,S049,100,429873887092367030,P014
460.769,BATCH2290,767.196,494.25,225.166,251.891,9.542,2024,01,S036,100,208881554656385640,P021
750.346,BATCH5879,146.384,1573.703,51.302,608.4,1645.844,2020,05,S047,100,485260750218715293,P036
783.032,BATCH6243,248.34,8964.32,288.749,875.703,2971.986,2021,08,S090,100,918754930938732696,P005
68.515,BATCH8522,305.779,5454.674,50.169,313.129,1087.409,2021,10,S004,100,267466416117682379,P018
816.859,BATCH4018,311.029,3229.733,262.093,556.988,2665.447,2021,08,S099,100,535801474592456769,P037
1385.667,BATCH0283,579.344,6183.323,33.739,765.613,1323.282,2023,08,S013,100,934243958125553341,P002
372.668,BATCH0936,1473.286,9526.892,175.834,733.859,1130.123,2023,08,S066,100,602379545560059325,P018
1422.832,BATCH0856,751.854,8262.337,334.273,935.395,8.275,2024,02,S064,100,536328240810405053,P029
869.925,BATCH5154,1644.477,6015.627,143.333,136.134,2918.341,2022,05,S094,100,426189010489489228,P014
1162.701,BATCH6586,606.045,29.359,357.561,245.241,1406.175,2023,02,S029,100,593178877970376808,P043
1032.665,BATCH3660,502.321,7903.938,267.29,930.245,1091.629,2022,06,S068,100,148504343178494748,P002
1176.05,BATCH0079,1617.976,6305.972,406.654,724.974,1755.687,2025,06,S007,100,571026138695883181,P042
343.822,BATCH7124,963.187,1739.272,107.876,400.784,1922.011,2026,11,S016,100,147739210889648678,P047
569.835,BATCH3260,808.01,3264.502,379.523,489.354,513.887,2024,10,S036,100,389817671309061860,P047
419.973,BATCH2620,1414.17,7498.835,477.521,591.473,2696.15,2020,05,S006,100,315168135809678291,P032
438.775,BATCH4816,907.124,3069.679,178.443,254.839,2455.775,2021,05,S004,100,992209292521565608,P034
400.784,BATCH0278,1692.357,3266.074,47.06,180.414,2029.024,2026,01,S075,100,250080391085758801,P040
138.603,BATCH7561,1701.46,4246.403,163.477,438.669,248.785,2024,08,S089,100,168094944108467457,P044
508.757,BATCH4515,809.636,7734.198,373.131,744.916,2751.537,2025,01,S003,100,504905107174193390,P018
530.778,BATCH4394,1195.053,4312.008,158.139,564.197,2118.677,2024,06,S011,100,814179746400837962,P014
164.368,BATCH2965,1602.961,8200.07,161.045,816.176,732.923,2021,05,S057,100,560914364727253787,P004
314.411,BATCH9269,903.511,1770.342,311.442,26.71,2696.512,2024,09,S010,100,463947265391734150,P020
856.648,BATCH6245,1603.0,8973.768,80.036,548.612,922.308,2022,07,S025,100,535307560636692383,P035
599.419,BATCH9354,420.167,5454.917,397.044,860.023,2762.782,2025,04,S015,100,482263938605224706,P034
796.341,BATCH9259,892.41,4439.718,252.093,350.254,209.002,2025,06,S079,100,548675115250416337,P021
1471.331,BATCH2083,1254.815,7117.587,76.97,403.626,327.087,2022,06,S091,100,431457495597615436,P032
284.902,BATCH3320,1179.589,8204.463,435.318,158.879,1622.368,2024,08,S020,100,840085183058533028,P044
995.408,BATCH1860,664.632,8724.791,142.818,461.669,1403.821,2021,12,S040,100,105218049101475681,P027
585.677,BATCH5862,1557.585,7321.629,6.8,169.34,844.214,2022,05,S074,100,455171235298810975,P050
224.451,BATCH1500,1535.877,2721.23,170.862,410.79,1890.401,2026,05,S069,100,892643040547612249,P044
807.662,BATCH8551,1135.989,3401.049,329.879,746.572,657.316,2023,05,S086,100,278367675087477652,P010
1412.583,BATCH9547,1134.874,5836.28,133.528,963.587,1909.375,2024,09,S038,100,960750869141416256,P015
290.514,BATCH1393,1308.962,10.859,339.668,167.911,1967.793,2026,08,S005,100,518016878562548059,P021
254.986,BATCH5936,210.81,1872.47,32.073,918.371,1133.995,2020,06,S085,100,539804985988776786,P001
367.392,BATCH6745,374.774,4035.008,232.108,852.982,2829.238,2020,01,S081,100,890316682548875443,P044
1455.844,BATCH9761,1413.547,9372.56,406.39,555.637,267.996,2025,06,S030,100,457467230796652901,P012
913.928,BATCH0562,1253.421,2644.317,336.685,262.032,1961.822,2023,11,S043,100,471820295365517133,P016
908.633,BATCH4424,688.259,1470.109,189.099,753.77,812.593,2022,09,S018,100,919755849211911844,P039
538.383,BATCH6021,1506.234,7313.032,16.492,531.298,2082.168,2023,08,S095,100,490732689379563071,P009
1199.248,BATCH3691,620.311,1716.497,266.176,377.991,1145.496,2022,06,S074,100,271608326031300618,P038
749.575,BATCH5983,1531.333,9588.08,353.987,188.675,1738.849,2026,04,S020,100,287828357272651627,P024
518.033,BATCH6997,373.113,2037.806,36.434,72.637,1285.206,2021,09,S094,100,974652450522601498,P048
460.639,BATCH8534,35.959,1713.366,343.817,939.667,569.59,2025,01,S012,100,996574568667617295,P014
285.989,BATCH0693,11.658,3612.47,147.476,388.33,482.636,2021,04,S029,100,577260864410103572,P028
1318.112,BATCH8676,1604.408,473.328,440.337,146.037,43.387,2025,04,S054,100,830443246771890355,P041
377.108,BATCH8638,579.639,8495.585,419.124,493.102,1398.75,2023,12,S017,100,470516553857971034,P012
523.675,BATCH4482,1880.553,8408.801,222.496,232.181,271.549,2021,01,S041,100,111751924742017814,P014
706.115,BATCH2322,934.109,340.793,62.468,708.846,2159.642,2021,09,S012,100,860024779721375498,P001
1423.46,BATCH2124,231.122,2454.096,226.823,653.562,5.278,2024,07,S075,100,670048618303147586,P024
722.467,BATCH7663,735.66,1583.58,211.06,804.054,397.41,2026,09,S066,100,319633906923780866,P030
1417.426,BATCH9685,1120.903,3810.524,468.47,576.85,2788.669,2022,08,S064,100,229519806712981053,P042
371.155,BATCH9596,654.828,994.063,283.279,11.108,2017.884,2025,10,S034,100,754311323610342176,P008
759.651,BATCH6591,948.614,7316.368,232.688,549.546,618.183,2023,10,S034,100,908927897080088271,P009
777.088,BATCH7562,1977.396,6274.683,116.843,518.581,144.525,2023,07,S026,100,815856005203353095,P019
405.294,BATCH0050,1313.847,9919.844,153.743,677.003,983.761,2021,07,S027,100,163349126114111277,P015
1268.46,BATCH4511,1717.178,9605.482,319.357,829.731,738.172,2022,06,S085,100,959743116580696365,P009
250.402,BATCH4619,1235.305,6414.364,372.039,891.063,1284.871,2022,03,S079,100,749902947616040169,P045
1268.618,BATCH5032,1070.925,9480.084,350.617,968.038,2.162,2025,09,S013,100,720380035681727400,P050
765.64,BATCH2404,1295.255,8560.265,261.241,105.806,643.776,2020,08,S040,100,279932403459527137,P013
1206.696,BATCH9664,1923.303,7139.708,162.064,34.4,923.774,2022,11,S068,100,238152724616159153,P032
789.028,BATCH6440,709.068,9593.128,274.735,900.791,1638.038,2025,03,S091,100,573348518773529288,P029
851.621,BATCH4854,1235.893,4129.15,364.62,666.877,1406.53,2021,04,S032,100,637235572883505653,P037
816.56,BATCH2465,1458.722,8212.421,340.118,432.69,562.558,2026,10,S071,100,812031973417976368,P041
344.43,BATCH7078,723.85,1792.368,247.265,744.301,2670.271,2026,12,S004,100,685296973756238458,P040
1238.448,BATCH2508,764.184,336.128,238.277,291.414,1191.697,2022,07,S040,100,401350292759323512,P045
974.376,BATCH6678,1082.606,7873.298,230.481,54.505,2233.888,2024,07,S062,100,772361938498628760,P029
527.864,BATCH7399,100.678,1702.019,105.977,516.616,246.965,2021,10,S093,100,732830426358774914,P046
1188.118,BATCH4606,1559.494,8496.169,458.273,707.474,525.319,2025,12,S030,100,305323780017128083,P045
1445.511,BATCH6690,799.03,4989.078,349.002,86.325,2098.794,2020,01,S031,100,322432407703533390,P025
1144.616,BATCH1830,1317.831,2781.931,406.761,906.884,2754.083,2022,07,S082,100,442453605694935451,P038
1263.31,BATCH9699,656.206,7487.458,492.892,40.528,380.839,2024,05,S036,100,444464375809331942,P021
784.456,BATCH5784,201.04,4856.507,220.2,634.086,17.287,2020,01,S031,100,924327674510803234,P029
88.055,BATCH8421,348.784,6437.841,53.819,310.177,2062.069,2026,08,S035,100,693506405594761068,P031
1244.343,BATCH6277,1396.336,6075.695,79.882,346.606,816.006,2021,01,S082,100,194913221718932556,P017
1374.984,BATCH2474,446.843,641.408,478.843,992.743,1089.553,2020,06,S014,100,256271073659757768,P025
461.717,BATCH3390,374.563,4908.926,353.894,820.557,2663.134,2021,01,S065,100,565406046189598930,P024
1145.231,BATCH4414,1379.313,7642.125,267.077,620.989,2124.718,2021,05,S022,100,659170473154201129,P035
824.394,BATCH9301,402.839,6528.968,22.109,179.217,502.649,2022,07,S019,100,434863233351442352,P028
898.985,BATCH2473,290.668,7632.236,462.023,792.684,2533.421,2020,03,S074,100,509138964418524464,P004
1015.669,BATCH7264,1707.316,5324.236,468.023,406.378,1873.173,2025,12,S076,100,175135482313743348,P015
492.5,BATCH5073,1466.307,8563.711,124.592,589.016,1204.079,2021,07,S008,100,836964478530398915,P008
1332.876,BATCH0843,1004.652,3333.759,72.211,452.058,1317.672,2023,06,S087,100,426652469939012873,P010
1330.513,BATCH6059,332.324,6681.565,344.778,76.425,166.636,2022,02,S077,100,847836323425920317,P031
337.097,BATCH6586,1536.251,8339.985,120.984,315.616,1605.883,2021,10,S087,100,898459541807187810,P036
1093.816,BATCH5760,1827.543,1539.154,86.16,240.021,507.916,2025,06,S040,100,931254942668184635,P015
258.104,BATCH6922,1660.209,3806.887,207.38,891.943,191.363,2025,09,S060,100,433269074272781715,P026
708.426,BATCH0596,383.792,7383.54,320.952,110.568,2831.324,2023,06,S040,100,503288614630946230,P012
1400.85,BATCH5453,342.484,6303.74,260.119,273.522,261.847,2020,12,S086,100,426738541557461528,P036
714.141,BATCH6396,816.896,8024.955,475.969,819.429,2252.639,2020,08,S067,100,875055606980602037,P003
984.216,BATCH9225,1302.622,7682.315,387.134,271.206,1405.898,2026,12,S081,100,726251809685758505,P039
252.318,BATCH2659,1623.538,977.809,163.518,550.336,592.002,2025,03,S006,100,544526569810825148,P034
279.028,BATCH3188,1625.774,7777.794,95.585,626.472,1728.852,2025,09,S063,100,579036066127300395,P034
819.488,BATCH2653,191.163,7110.816,235.33,130.789,1936.497,2024,03,S098,100,214347765398932668,P040
196.911,BATCH2958,1678.827,3159.107,182.898,946.043,1124.147,2024,09,S017,100,178715107351615011,P039
921.399,BATCH2373,1150.806,3714.48,106.472,56.21,679.8,2022,07,S035,100,103883046180813489,P013
1152.943,BATCH7278,686.077,1102.905,278.001,41.393,2067.553,2024,08,S052,100,673552895363317973,P036
1301.211,BATCH5668,1508.667,4859.203,347.349,793.131,2121.215,2023,01,S023,100,898939422552647990,P015
160.256,BATCH5539,1942.798,5292.425,498.73,602.253,1140.274,2026,04,S044,100,600285141965967822,P018
500.989,BATCH9380,1708.938,2144.404,329.108,985.466,856.689,2022,05,S063,100,920563006409860374,P001
494.594,BATCH9239,1335.85,9595.792,345.505,372.793,1058.909,2021,06,S050,100,890552795522874599,P004
1294.823,BATCH6243,763.148,4229.717,339.561,38.363,1291.475,2020,02,S077,100,334026924470244852,P045
636.383,BATCH1453,953.293,8552.969,344.171,521.674,1170.408,2024,05,S032,100,150714962941470658,P047
1098.479,BATCH2286,921.847,4807.629,146.491,20.92,1013.767,2026,10,S008,100,265660419772598073,P004
655.143,BATCH4305,53.926,3864.779,64.646,540.549,1309.146,2020,12,S084,100,230887274334785643,P030
863.095,BATCH8031,1113.102,9896.254,73.796,866.679,1066.766,2020,08,S035,100,493379135578799898,P030
1171.226,BATCH6073,691.656,5245.494,81.731,684.175,1164.532,2025,10,S072,100,837000617714639616,P048
225.403,BATCH8121,362.323,6057.199,66.604,395.458,51.34,2026,03,S010,100,304608654776716394,P047
24.367,BATCH7059,1572.549,4516.965,378.12,179.389,359.869,2025,10,S041,100,328020918711117279,P027
726.779,BATCH8928,252.527,7310.257,388.613,406.931,2837.557,2021,04,S019,100,618148907027087357,P009
9.58,BATCH2196,276.663,3953.982,336.943,267.145,2722.999,2023,08,S018,100,884264013967197629,P036
1418.004,BATCH7149,327.952,2360.524,152.391,125.957,2506.595,2020,03,S056,100,500514771188439219,P004
1376.469,BATCH7590,575.077,2510.922,236.55,447.211,799.729,2024,10,S100,100,469271669136907660,P049
1085.369,BATCH0030,271.179,6800.676,278.482,752.642,593.883,2022,04,S051,100,157756286687949828,P033
1153.428,BATCH6475,819.92,1082.691,424.863,430.268,1048.767,2022,03,S038,100,506200682825933741,P029
1192.224,BATCH3046,937.576,2874.428,113.167,171.428,1538.222,2026,12,S074,100,331198048461097613,P019
435.199,BATCH3243,1040.496,9533.023,301.733,682.938,1660.614,2025,06,S072,100,815857189321881868,P048
711.577,BATCH1461,1841.106,8789.522,59.161,581.858,991.192,2024,06,S056,100,816200439172896858,P040
549.559,BATCH2654,560.669,3749.613,311.88,744.136,795.919,2022,01,S064,100,124365759311293095,P013
1198.588,BATCH2049,298.16,9390.394,305.25,111.366,201.137,2025,08,S074,100,347391341399395750,P026
1427.198,BATCH5678,578.401,3279.25,427.794,12.184,2497.241,2024,06,S079,100,874739805346239959,P001
1311.543,BATCH2516,274.759,456.314,92.945,685.55,204.119,2021,06,S013,100,535646658945936737,P013
427.644,BATCH3351,5.767,8429.278,145.653,800.322,1299.901,2026,08,S091,100,472494095886102275,P033
172.318,BATCH6354,613.078,232.476,187.863,129.646,940.373,2026,04,S070,100,170336968582739384,P009
277.132,BATCH9103,1960.425,2807.196,320.815,164.641,529.123,2026,07,S054,100,209901245127994407,P024
1115.646,BATCH8950,549.906,9049.004,197.836,240.179,695.323,2025,02,S007,100,204383935737785945,P044
1079.345,BATCH0890,615.021,165.685,404.195,46.202,81.199,2025,12,S065,100,632943223690199766,P029
539.496,BATCH4584,1396.102,214.933,366.119,293.002,759.81,2021,04,S006,100,626772553781832072,P030
1204.796,BATCH1652,1103.712,5436.532,432.507,522.708,2944.155,2025,01,S065,100,236165149982800932,P012
99.305,BATCH6574,1503.09,677.249,61.464,460.552,777.389,2023,03,S063,100,820563726810301794,P013
1367.314,BATCH1080,934.134,7445.213,13.953,664.701,1588.553,2022,02,S022,100,938417039355368515,P047
865.962,BATCH9885,170.761,6247.545,125.085,81.837,1327.838,2021,03,S002,100,109798789843750102,P030
1404.533,BATCH2230,799.188,275.587,344.195,944.091,1887.614,2023,05,S023,100,738685271151165636,P019
1395.585,BATCH7123,1157.64,7200.605,69.222,445.887,1936.097,2021,07,S039,100,889382841738921832,P022
185.739,BATCH9487,974.49,1880.088,431.538,1.839,1614.377,2021,08,S037,100,338604311542758354,P048
888.78,BATCH0502,1254.301,4141.462,82.117,267.949,1849.532,2022,03,S096,100,669075149111339976,P024
108.87,BATCH8024,1909.566,1958.483,232.897,893.571,2064.039,2025,03,S100,100,411516042832267120,P045
1417.084,BATCH3310,215.659,7501.988,424.689,467.107,2234.559,2022,01,S048,100,881175865991622725,P017
1198.977,BATCH0539,1926.828,816.361,409.946,508.6,1680.052,2022,08,S040,100,255194904019930001,P048
1057.415,BATCH9375,1784.515,8417.335,378.889,140.507,2879.029,2021,05,S029,100,431973480370804703,P050
1441.848,BATCH0612,1841.469,326.439,310.627,77.916,2251.239,2022,11,S068,100,704432596170565678,P017
123.801,BATCH6212,1830.303,9626.573,55.476,469.095,1197.123,2022,02,S005,100,742848796716060760,P004
29.702,BATCH1362,666.633,6496.305,155.201,110.185,180.7,2022,07,S010,100,734085318389644425,P001
84.935,BATCH4486,336.823,2202.506,126.858,979.167,464.174,2026,11,S072,100,811135311639838854,P013
1242.016,BATCH6665,18.964,7757.043,303.228,125.429,2390.579,2026,08,S096,100,754537150489062493,P030
1348.971,BATCH6223,1589.448,2060.434,182.307,367.892,884.098,2023,05,S082,100,110619598486652256,P049
376.227,BATCH2604,437.484,5186.016,163.32,471.159,1559.296,2024,03,S061,100,152450203388345106,P005
1270.159,BATCH5798,1667.451,2490.391,223.983,844.07,1488.027,2021,06,S100,100,114834173885557192,P025
241.731,BATCH3589,421.228,9394.646,412.083,728.189,1181.296,2025,05,S052,100,182331507856611260,P003
1191.93,BATCH8975,80.708,2589.229,407.488,359.506,1198.589,2026,03,S002,100,861171653832529899,P016
403.904,BATCH5704,797.011,8338.447,182.72,201.435,2414.383,2021,10,S019,100,577435875735921256,P040
304.133,BATCH7682,1938.471,3326.989,280.483,454.913,751.305,2020,01,S048,100,981107768308623701,P003
1429.346,BATCH8749,1957.356,52.152,167.6,828.243,2091.014,2025,08,S012,100,483990993639454191,P014
341.439,BATCH5384,1458.129,7259.687,454.361,339.863,897.311,2023,02,S030,100,157142383620255824,P004
1305.476,BATCH4127,9.008,1203.54,326.723,407.992,1203.264,2021,10,S043,100,710560874681345657,P049
811.543,BATCH2185,896.54,1498.694,224.32,628.355,2860.803,2024,10,S099,100,848047516144473658,P029
346.612,BATCH2883,1962.499,3346.709,469.465,462.51,1923.217,2026,06,S037,100,363764381100580673,P021
654.867,BATCH6053,1199.712,2562.194,102.263,907.525,1565.439,2022,06,S049,100,295676678433103250,P045
299.55,BATCH7440,348.334,7109.551,446.1,426.558,2107.932,2025,12,S056,100,815641819985535852,P017
952.55,BATCH9067,744.829,4049.433,418.479,553.865,213.113,2026,05,S080,100,514910678868631482,P003
704.896,BATCH6907,116.516,4572.25,324.785,148.071,1255.016,2022,07,S086,100,736096836676589332,P020
895.325,BATCH2546,28.519,2404.479,442.941,376.956,2028.151,2020,06,S045,100,401092636540045335,P006
46.522,BATCH2676,335.959,292.653,219.216,85.54,2100.258,2021,05,S090,100,414848508320847117,P032
1430.888,BATCH6575,373.789,1428.494,316.821,248.751,1534.035,2022,03,S006,100,431457495597615436,P022
564.425,BATCH5009,668.326,637.892,142.137,614.85,2275.06,2021,04,S002,100,699085246502179629,P003
1165.598,BATCH3488,1831.212,7964.559,112.22,619.821,2707.147,2020,07,S093,100,499226817776020491,P037
1018.07,BATCH5337,869.841,1446.429,127.959,810.299,2669.541,2026,04,S022,100,859658848781972721,P024
951.163,BATCH9699,1969.608,3906.588,466.294,34.02,101.284,2026,09,S049,100,950722667227565368,P010
802.071,BATCH7319,735.11,7763.579,49.578,386.543,2407.45,2022,09,S016,100,848823145517328805,P017
505.277,BATCH5114,1856.958,4463.461,205.71,208.277,2829.98,2023,09,S065,100,642746636742143282,P012
59.577,BATCH1653,582.036,1819.219,205.359,568.976,2588.915,2025,05,S017,100,257597031477649525,P005
635.125,BATCH8783,1754.41,7817.692,314.707,68.069,1961.891,2024,05,S072,100,820260617580457676,P022
1138.137,BATCH1431,848.265,4793.154,452.522,997.751,1351.673,2023,04,S051,100,538013706028208216,P035
669.207,BATCH4785,1199.758,2041.901,325.531,79.596,2043.089,2020,10,S088,100,650292194446281324,P047
1481.175,BATCH4080,1619.962,3134.329,381.114,195.557,485.218,2020,02,S014,100,276503912606660163,P023
1480.617,BATCH4673,159.425,2154.267,37.833,475.402,1093.118,2023,05,S081,100,795978171213367162,P027
7.859,BATCH8297,91.986,2557.361,225.619,313.674,872.633,2021,07,S048,100,813499960938469763,P013
580.284,BATCH8325,704.122,591.348,392.131,212.94,687.686,2021,10,S005,100,955452173343355870,P011
855.033,BATCH1369,1816.629,6361.58,229.514,21.022,756.823,2021,05,S011,100,561753350323692718,P050
333.152,BATCH0998,282.491,4019.852,207.19,204.513,597.63,2023,10,S014,100,758644950163633780,P041
59.902,BATCH9429,1405.132,4706.315,447.178,130.805,1725.446,2023,09,S017,100,366739200623175054,P049
1187.585,BATCH5616,1572.3,8787.571,174.663,233.783,1855.249,2021,06,S030,100,248413975184819094,P008
861.546,BATCH4787,1529.14,2000.398,283.837,237.551,1276.658,2023,11,S092,100,217041046712372930,P010
710.179,BATCH7244,872.747,938.366,138.134,75.112,1421.008,2025,08,S092,100,883898574805986054,P022
120.697,BATCH6207,158.626,2380.375,358.585,206.248,2215.821,2023,09,S045,100,489344800827945283,P001
568.261,BATCH8122,825.533,9157.12,307.792,211.995,2420.569,2020,05,S058,100,172872450643704649,P016
561.247,BATCH4474,1077.501,4479.611,222.393,972.545,56.695,2022,05,S066,100,652460418002585028,P023
1350.027,BATCH8751,1806.189,9812.067,75.853,720.889,464.73,2026,09,S070,100,614377390721443100,P004
511.162,BATCH9003,164.87,1594.38,474.094,240.777,2087.696,2022,04,S038,100,133054338633869328,P042
705.215,BATCH8711,278.757,8804.389,483.229,902.065,685.336,2024,10,S032,100,577892205039887879,P023
1098.033,BATCH5978,494.812,9201.572,241.995,598.357,410.687,2022,06,S033,100,257429413436290961,P041
664.04,BATCH5273,625.371,3220.133,310.367,897.286,794.849,2025,11,S094,100,268751782713648861,P018
349.175,BATCH3113,361.943,8709.651,238.568,611.153,2964.04,2024,03,S055,100,730904835656591651,P037
1241.946,BATCH5982,92.884,4948.054,35.179,954.756,1923.875,2020,01,S094,100,517315837806532807,P005
307.83,BATCH6424,357.351,748.871,16.916,930.379,1887.938,2025,03,S017,100,638198204780049269,P021
1426.434,BATCH1402,665.448,3836.84,234.623,722.48,339.514,2020,03,S006,100,656799308279387833,P039
985.652,BATCH6676,1429.19,1998.133,277.656,281.221,2843.667,2025,03,S055,100,725371812336251119,P027
302.197,BATCH9252,291.598,9511.025,95.118,483.946,455.817,2022,03,S038,100,504194303797019420,P029
925.488,BATCH4674,1058.715,2017.462,426.402,875.397,2264.821,2023,01,S093,100,843425325744050231,P036
20.378,BATCH0571,1512.55,4889.376,438.697,400.219,753.381,2022,07,S045,100,479229181323810081,P010
