BKLAS,BWKEY,BWPRH,BWPRS,BWSPA,BWTAR,BWTTY,LAEPR,LBKUM,LFGJA,LFMON,LPLPR,LVORM,MANDT,MATNR,PEINH,PSTAT,SALK3,SALKV,SPERW,STPRS,STPRV,TIMESTAMP,VERPR,VJBKL,VJBWH,VJBWS,VJKUM,VJPEI,VJSAL,VJSAV,VJSTP,VJVER,VJVPR,VKSAL,VMBKL,VMKUM,VMPEI,VMSAL,VMSAV,VMSTP,VMVER,VMVPR,VPLPR,VPRSV,VVJLB,VVJSL,VVMLB,VVSAL,WLINL,ZKDAT,ZKPRS,ZPLD1,ZPLD2,ZPLD3,ZPLP1,ZPLP2,ZPLP3,ZPLPR
3420,V021,309.21,333.41,3.54,"",X,20221106,7575.131,2023,05,345.96,"",100,830679811312830102,1,K,2525624.43,2525624.43,"",309.21,287.66,20260212121508,333.41,3935,334.16,316.9,6063.06,1,1921383.71,1921383.71,332.11,316.9,S,2525624.43,3185,6749.817,1,2287445.48,2287445.48,291.07,338.89,S,281.0,V,5218.781,1670375.31,5605.945,2080229.99,20250131,20251126,330.63,20240104,20231018,20250413,311.84,394.64,413.85,323.08
3290,V013,484.23,507.86,3.47,"",X,20231109,1689.299,2024,05,535.31,"",100,751155302307130710,1,K,857927.39,857927.39,X,484.23,515.62,20260212121508,507.86,3868,485.96,550.06,1430.7,1,786970.84,786970.84,522.87,550.06,V,857927.39,3086,1483.111,1,754369.58,754369.58,467.06,508.64,S,520.01,S,1349.694,657253.96,1401.827,710726.25,20240316,20230105,529.99,20240401,20231123,20240915,580.8,572.76,620.71,559.53
3595,V025,268.63,275.37,4.6,"",X,20230425,3456.148,2022,04,298.64,"",100,339373591233962431,1,K,951719.47,951719.47,"",268.63,283.98,20260212121508,275.37,3484,293.15,274.04,2784.127,1,762962.16,762962.16,261.0,274.04,V,951719.47,3569,3322.347,1,854075.74,854075.74,257.42,257.07,S,249.72,S,2235.735,647413.43,2754.923,690924.26,20240914,20241028,311.79,20230416,20221102,20230113,283.07,319.92,332.85,334.16
3556,V026,84.34,80.21,3.87,"","",20221116,3358.745,2022,11,86.64,"",100,785024696598626958,1,K,269404.94,269404.94,"",84.34,92.51,20260212121508,80.21,3206,89.76,72.76,2759.987,1,200816.65,200816.65,76.13,72.76,V,269404.94,3546,3251.552,1,249491.58,249491.58,79.11,76.73,S,83.0,S,2271.615,168574.4,2682.163,200063.4,20251227,20260208,98.05,20241025,20240331,20250209,89.09,93.14,109.65,89.93
3209,V033,364.11,368.92,1.94,"",X,20240601,6807.509,2026,07,376.09,"",100,868909777719413006,1,K,2511426.22,2511426.22,"",364.11,335.59,20260212121508,368.92,3536,371.09,386.43,5487.797,1,2120649.39,2120649.39,338.36,386.43,S,2511426.22,3950,6449.141,1,2160462.23,2160462.23,368.48,335.0,V,400.14,V,4882.516,1727321.93,5416.372,1854100.29,20231211,20230130,393.31,20230205,20251120,20230716,428.74,440.34,455.01,430.04
3917,V028,320.25,335.47,0.33,"","",20250330,5444.664,2024,09,334.88,"",100,171142447264048933,1,K,1826521.43,1826521.43,"",320.25,322.52,20260212121508,335.47,3377,310.61,323.9,4604.773,1,1491485.97,1491485.97,279.93,323.9,S,1826521.43,3097,5241.196,1,1614026.31,1614026.31,319.89,307.95,S,326.76,V,3691.111,1205905.18,4521.742,1305881.91,20230710,20251117,383.67,20251223,20250620,20251101,346.02,395.9,408.05,389.96
3667,V048,16.16,15.06,1.37,"",X,20260128,9961.222,2022,10,19.37,"",100,630548027981753355,1,K,150016.0,150016.0,X,16.16,14.69,20260212121508,15.06,3931,15.21,16.08,7385.824,1,118764.05,118764.05,16.07,16.08,S,150016.0,3786,8823.347,1,131644.34,131644.34,16.29,14.92,V,16.09,V,7004.406,101889.51,7382.299,116056.14,20230903,20240208,19.31,20250327,20230325,20231201,16.86,18.33,21.33,19.98
3205,V015,198.84,212.54,2.54,"","",20231023,973.431,2026,09,227.12,"",100,344681797269706252,1,K,206893.02,206893.02,"",198.84,185.28,20260212121508,212.54,3256,212.32,213.39,822.736,1,175563.64,175563.64,189.3,213.39,S,206893.02,3183,834.072,1,181619.18,181619.18,179.21,217.75,S,189.48,V,693.433,144695.61,714.545,157283.78,20230806,20221114,208.23,20230503,20250428,20230111,204.11,236.86,258.31,234.11
3672,V039,132.54,127.81,4.77,"","",20241014,4601.536,2022,10,142.28,"",100,136585845926269413,1,K,588122.32,588122.32,"",132.54,129.27,20260212121508,127.81,3939,125.1,121.93,3826.786,1,466600.02,466600.02,118.39,121.93,S,588122.32,3051,4304.36,1,544759.8,544759.8,130.31,126.56,V,141.86,S,3457.085,418161.22,3811.359,502603.44,20221106,20230713,142.34,20221224,20240404,20230208,148.82,169.95,160.63,149.34
3932,V024,477.67,504.91,4.39,"","",20250121,1170.594,2025,09,539.69,"",100,875186037108348436,1,K,591044.62,591044.62,"",477.67,510.02,20260212121508,504.91,3079,464.17,487.83,880.438,1,429504.07,429504.07,511.95,487.83,V,591044.62,3942,1048.53,1,526068.47,526068.47,469.26,501.72,V,453.03,V,727.019,356598.59,985.778,483571.12,20231017,20230331,541.7,20240123,20240318,20250523,558.98,556.92,581.03,584.04
3810,V039,280.43,268.11,0.42,"",X,20240322,3402.805,2023,12,320.24,"",100,223098139868584899,1,K,912326.05,912326.05,"",280.43,271.2,20260212121508,268.11,3114,284.39,237.37,2454.349,1,582588.82,582588.82,295.39,237.37,V,912326.05,3947,3235.11,1,821103.27,821103.27,290.84,253.81,V,302.7,S,2187.752,521539.2,2682.71,690439.39,20240525,20230925,316.36,20230919,20231129,20250627,321.65,341.48,365.07,327.66
3180,V047,124.29,136.34,3.89,"",X,20250615,635.71,2022,10,139.26,"",100,536897790883064782,1,K,86672.7,86672.7,"",124.29,131.93,20260212121508,136.34,3606,128.54,136.18,542.072,1,73819.36,73819.36,135.88,136.18,S,86672.7,3502,566.882,1,75072.18,75072.18,125.45,132.43,S,136.17,S,446.386,62932.24,456.022,64881.53,20250816,20231206,147.26,20221205,20240606,20241119,126.26,154.44,171.42,145.21
3812,V029,380.66,368.52,1.55,"",X,20251205,437.145,2022,06,416.99,"",100,985857928058089068,1,K,161096.68,161096.68,"",380.66,367.84,20260212121508,368.52,3223,351.64,351.49,355.391,1,124916.38,124916.38,355.67,351.49,S,161096.68,3222,423.929,1,150121.74,150121.74,358.27,354.12,V,386.77,S,318.22,105296.11,363.945,123376.95,20221116,20240921,386.45,20240103,20251227,20231026,432.28,471.31,510.31,412.2
3299,V031,380.11,397.9,0.97,"",X,20250318,5414.085,2023,03,432.77,"",100,571162834073100753,1,K,2154264.42,2154264.42,"",380.11,383.41,20260212121508,397.9,3755,394.7,360.25,3931.638,1,1416372.59,1416372.59,339.3,360.25,S,2154264.42,3830,5149.904,1,1985957.48,1985957.48,388.32,385.63,V,365.07,S,3521.703,1282286.47,4819.517,1705036.6,20230609,20250422,436.56,20230228,20251128,20230518,428.9,423.78,530.13,455.13
3223,V014,174.3,158.11,2.89,"",X,20230921,7081.379,2023,04,179.42,"",100,939786733807078568,1,K,1119636.83,1119636.83,X,174.3,191.7,20260212121508,158.11,3245,181.9,134.78,5174.505,1,697419.78,697419.78,175.42,134.78,S,1119636.83,3088,6700.487,1,1033416.11,1033416.11,160.19,154.23,S,187.35,S,4533.504,651876.78,5791.189,958857.34,20250316,20230326,196.75,20240508,20221107,20240128,181.13,210.97,234.85,202.46
3239,V003,430.33,423.64,1.06,"","",20240817,2822.649,2024,01,457.84,"",100,404083932768684281,1,K,1195787.02,1195787.02,"",430.33,394.53,20260212121508,423.64,3911,394.09,463.67,2241.951,1,1039525.42,1039525.42,441.72,463.67,V,1195787.02,3429,2626.763,1,1016058.2,1016058.2,397.78,386.81,S,460.55,V,2006.555,898325.28,2251.694,906056.73,20250112,20240328,491.02,20250111,20240121,20241125,473.57,509.23,570.96,540.41
3135,V026,363.73,394.98,0.89,"","",20230310,4819.646,2025,05,432.92,"",100,503054005627003741,1,K,1903663.78,1903663.78,X,363.73,391.36,20260212121508,394.98,3043,341.25,424.86,3830.737,1,1627526.92,1627526.92,386.65,424.86,V,1903663.78,3036,4252.054,1,1637763.64,1637763.64,380.69,385.17,S,353.66,V,3132.549,1333586.22,3632.015,1508924.42,20231014,20230330,402.47,20221115,20240904,20231002,376.17,448.84,476.57,464.93
3739,V017,384.18,350.3,0.41,"",X,20230302,4352.559,2024,07,384.31,"",100,447492035306316801,1,K,1524701.42,1524701.42,X,384.18,360.97,20260212121508,350.3,3653,402.84,323.27,3736.555,1,1207916.13,1207916.13,401.0,323.27,S,1524701.42,3236,3988.439,1,1354394.12,1354394.12,382.24,339.58,S,405.74,V,3442.817,1066261.09,3423.236,1245995.82,20230816,20250731,427.23,20260121,20250119,20230118,457.68,483.7,488.56,384.25
3972,V050,279.92,286.97,0.28,"","",20250628,7281.373,2024,01,280.18,"",100,865000179554078205,1,K,2089535.61,2089535.61,X,279.92,267.98,20260212121508,286.97,3211,261.94,304.34,6314.141,1,1921645.67,1921645.67,264.0,304.34,V,2089535.61,3791,6211.631,1,1613905.97,1613905.97,255.69,259.82,V,269.54,V,5510.107,1806725.99,5722.411,1324241.16,20230925,20240205,298.87,20251008,20230204,20240727,310.72,333.42,379.53,299.46
3266,V050,170.65,162.69,1.32,"","",20230427,1111.048,2023,09,189.03,"",100,357651941784545787,1,K,180756.4,180756.4,"",170.65,180.3,20260212121508,162.69,3290,185.81,175.29,888.712,1,155782.33,155782.33,176.05,175.29,V,180756.4,3323,1025.125,1,169227.64,169227.64,154.58,165.08,S,170.35,V,835.614,144389.38,935.65,139081.5,20241206,20250920,191.87,20230702,20231123,20251122,182.27,198.17,210.51,207.62
3621,V043,317.2,348.02,3.5,"","",20240904,4930.808,2023,03,352.86,"",100,195704772221303007,1,K,1716019.8,1716019.8,"",317.2,324.26,20260212121508,348.02,3717,286.1,366.14,3647.274,1,1335412.9,1335412.9,342.31,366.14,S,1716019.8,3316,4366.797,1,1446021.16,1446021.16,302.34,331.14,S,299.36,S,3355.029,1198318.79,3570.901,1328363.98,20240613,20230227,324.4,20231001,20251005,20230527,374.56,371.46,400.74,383.32
3923,V009,441.47,480.31,3.9,"",X,20240623,4538.408,2022,05,479.5,"",100,861347256429940079,1,K,2179842.75,2179842.75,X,441.47,448.89,20260212121508,480.31,3762,442.84,507.15,3838.891,1,1946893.57,1946893.57,422.42,507.15,S,2179842.75,3185,3926.266,1,1864740.77,1864740.77,416.29,474.94,V,437.55,S,3528.549,1644473.95,3289.044,1590203.47,20240814,20240523,515.08,20240707,20240828,20240619,505.09,561.9,542.12,458.05
3112,V036,23.82,25.58,1.32,"",X,20230209,8733.695,2025,05,24.75,"",100,970865457214048004,1,K,223407.92,223407.92,"",23.82,22.24,20260212121508,25.58,3257,25.69,24.61,6877.61,1,169257.98,169257.98,23.7,24.61,S,223407.92,3760,8053.626,1,201179.58,201179.58,24.69,24.98,V,25.13,S,6255.659,147254.72,7177.554,177758.68,20230501,20240806,27.87,20240214,20240205,20250710,26.81,28.93,32.18,29.86
3631,V008,167.43,155.32,1.84,"","",20260108,1056.062,2022,05,172.3,"",100,535831477890530210,1,K,164027.55,164027.55,"",167.43,172.97,20260212121508,155.32,3004,160.86,146.57,815.852,1,119579.43,119579.43,154.23,146.57,V,164027.55,3815,898.934,1,145744.17,145744.17,173.87,162.13,V,168.02,V,750.694,112542.18,835.463,122507.34,20240620,20241220,199.83,20251104,20240219,20221211,173.01,206.3,219.56,178.14
3455,V034,377.97,351.73,4.94,"","",20230614,5640.23,2024,09,444.77,"",100,137417718162561421,1,K,1983838.1,1983838.1,X,377.97,343.48,20260212121508,351.73,3389,411.24,345.07,4462.734,1,1539955.62,1539955.62,400.79,345.07,S,1983838.1,3272,5159.941,1,1905359.81,1905359.81,381.28,369.26,V,414.09,V,3811.617,1296092.97,4309.657,1713373.92,20230315,20250106,379.74,20250415,20230429,20221109,394.53,484.73,482.67,421.41
3186,V031,415.88,432.34,3.47,"","",20221105,8864.183,2025,02,472.38,"",100,585461632383748642,1,K,3832340.88,3832340.88,"",415.88,457.3,20260212121508,432.34,3625,447.75,376.92,7790.428,1,2936368.12,2936368.12,391.78,376.92,V,3832340.88,3399,8419.34,1,3573757.25,3573757.25,422.78,424.47,S,417.22,V,6618.113,2710422.75,7039.065,3336342.94,20231123,20250403,444.71,20231021,20241217,20240308,423.08,497.47,574.36,539.2
3234,V018,408.9,433.17,2.92,"","",20240821,380.243,2023,06,431.04,"",100,113175995966088930,1,K,164709.86,164709.86,X,408.9,432.62,20260212121508,433.17,3101,377.71,444.01,316.205,1,140398.18,140398.18,390.56,444.01,S,164709.86,3702,360.219,1,143006.94,143006.94,376.56,397.0,V,425.47,S,294.142,126240.19,341.345,129928.04,20250429,20230615,451.65,20251224,20240105,20250715,447.45,465.0,554.31,409.02
3816,V019,29.88,27.44,2.88,"","",20250604,5162.12,2024,01,35.43,"",100,790459269396243707,1,K,141648.57,141648.57,"",29.88,31.6,20260212121508,27.44,3384,29.95,25.82,4510.796,1,116468.75,116468.75,26.99,25.82,V,141648.57,3415,4944.857,1,139642.76,139642.76,29.2,28.24,S,27.3,V,4026.726,100397.82,4554.013,124949.8,20240402,20230420,35.04,20230812,20230614,20230808,35.37,32.94,39.32,31.2
3312,V038,354.15,381.79,4.07,"",X,20250816,5245.58,2026,11,371.31,"",100,609542141317223588,1,K,2002709.99,2002709.99,X,354.15,328.76,20260212121508,381.79,3547,356.01,333.01,3888.063,1,1294763.86,1294763.86,301.78,333.01,V,2002709.99,3819,4641.897,1,1624571.11,1624571.11,361.46,349.98,S,385.86,V,3258.772,1148561.77,4308.726,1514228.91,20240925,20241115,404.75,20240308,20240401,20240628,388.11,449.26,456.56,388.37
3887,V045,157.68,148.83,4.09,"",X,20250318,5359.48,2023,08,166.89,"",100,186048697057609741,1,K,797651.41,797651.41,"",157.68,171.77,20260212121508,148.83,3959,154.29,135.94,4228.532,1,574826.64,574826.64,165.57,135.94,S,797651.41,3061,4968.27,1,725119.01,725119.01,156.87,145.95,V,173.26,V,3909.898,528497.25,4644.93,630474.38,20230615,20230525,163.92,20251019,20250312,20240309,170.3,186.13,214.18,201.53
3290,V038,128.67,124.26,0.36,"","",20251029,6254.381,2022,05,153.56,"",100,457298624796313394,1,K,777169.38,777169.38,"",128.67,120.98,20260212121508,124.26,3085,116.39,129.13,5348.631,1,690668.72,690668.72,111.16,129.13,V,777169.38,3811,5783.692,1,715095.68,715095.68,128.11,123.64,V,138.43,V,4380.953,615068.35,5422.647,618177.51,20230726,20231110,150.56,20240907,20250825,20240202,151.59,142.31,166.59,159.88
3954,V039,318.68,341.43,4.71,"","",20230602,5220.931,2025,07,368.87,"",100,448901408636388667,1,K,1782582.47,1782582.47,X,318.68,301.62,20260212121508,341.43,3932,291.18,345.87,3875.661,1,1340474.87,1340474.87,284.67,345.87,S,1782582.47,3893,4976.413,1,1673119.81,1673119.81,323.1,336.21,V,340.5,V,3528.019,1253459.02,4025.64,1558363.65,20250307,20240308,371.91,20251204,20231110,20230219,370.37,410.53,395.07,399.85
3374,V040,101.89,100.59,3.4,"",X,20230521,9714.531,2023,08,102.73,"",100,857660235895533769,1,K,977184.67,977184.67,"",101.89,111.72,20260212121508,100.59,3929,106.13,105.1,8424.509,1,885415.9,885415.9,87.92,105.1,S,977184.67,3457,9233.923,1,913234.98,913234.98,99.55,98.9,V,101.68,S,7029.935,791749.05,8623.788,801965.52,20230520,20230925,109.25,20230606,20240822,20230219,117.17,116.57,128.9,114.65
3597,V004,65.3,63.2,2.94,"",X,20250812,9449.074,2024,04,67.51,"",100,686570562350118798,1,K,597181.48,597181.48,X,65.3,69.94,20260212121508,63.2,3508,64.81,65.32,6683.011,1,436534.28,436534.28,58.09,65.32,S,597181.48,3100,9098.959,1,534563.84,534563.84,62.66,58.75,V,61.68,S,5884.917,386256.14,7986.596,503971.52,20230510,20240306,74.66,20251215,20230928,20240602,70.3,76.47,91.22,74.32
3611,V010,267.95,264.69,2.35,"",X,20250518,5447.393,2026,02,282.35,"",100,857465746098439587,1,K,1441870.45,1441870.45,"",267.95,280.13,20260212121508,264.69,3745,279.71,253.59,3922.385,1,994677.61,994677.61,282.77,253.59,S,1441870.45,3956,5000.95,1,1236834.95,1236834.95,262.6,247.32,S,294.74,V,3446.724,863491.76,4586.794,1166333.24,20231013,20251026,270.13,20250516,20230306,20241110,295.5,313.02,330.06,326.45
3328,V028,315.45,291.28,3.06,"","",20230721,2790.878,2022,01,329.74,"",100,413134282597248131,1,K,812926.94,812926.94,X,315.45,307.34,20260212121508,291.28,3327,306.41,293.58,2301.636,1,675714.3,675714.3,332.18,293.58,V,812926.94,3088,2501.339,1,694972.03,694972.03,305.94,277.84,S,297.01,S,1886.94,555090.69,2288.3,618330.76,20230523,20240109,336.97,20250530,20221214,20230926,368.81,352.7,429.31,400.89
3898,V014,405.32,398.26,0.85,"",X,20231119,2639.374,2024,03,430.97,"",100,328265424523240822,1,K,1051157.09,1051157.09,"",405.32,379.31,20260212121508,398.26,3940,422.8,351.58,1880.829,1,661261.86,661261.86,379.12,351.58,S,1051157.09,3923,2536.648,1,1032821.6,1032821.6,374.08,407.16,S,424.4,S,1545.929,622173.71,2137.349,908623.88,20251022,20240126,486.23,20250904,20251119,20230430,415.42,494.87,537.91,426.55
3449,V015,148.38,138.76,1.0,"","",20230228,9191.173,2025,06,163.97,"",100,201331806431925319,1,K,1275367.17,1275367.17,"",148.38,142.37,20260212121508,138.76,3352,159.15,147.39,7887.179,1,1162491.31,1162491.31,149.18,147.39,V,1275367.17,3520,8991.664,1,1263059.04,1263059.04,155.79,140.47,V,146.79,S,6379.121,1059598.56,7652.45,1072962.63,20230703,20240519,149.34,20250520,20230610,20230304,171.51,168.0,183.79,191.32
3232,V019,32.38,33.89,3.15,"",X,20260110,3073.622,2026,11,32.4,"",100,509036565468864647,1,K,104165.05,104165.05,X,32.38,29.55,20260212121508,33.89,3346,35.06,30.51,2306.729,1,70378.3,70378.3,31.69,30.51,S,104165.05,3050,2691.735,1,84089.8,84089.8,30.07,31.24,V,34.83,V,2183.803,57576.33,2301.794,79452.75,20251120,20221219,35.99,20240804,20231107,20241109,37.91,36.86,39.17,36.56
3478,V005,460.08,460.53,0.4,"",X,20251125,1739.846,2022,08,470.14,"",100,223397688352277981,1,K,801251.28,801251.28,"",460.08,446.75,20260212121508,460.53,3854,436.86,478.94,1341.875,1,642677.61,642677.61,477.16,478.94,S,801251.28,3026,1480.824,1,613875.59,613875.59,440.36,414.55,V,454.43,V,1204.317,593883.69,1397.453,498917.48,20250117,20230503,501.92,20240220,20241229,20250226,532.7,590.45,569.98,508.72
3246,V019,439.63,468.96,4.82,"",X,20221111,8310.318,2023,04,475.32,"",100,244232091812297385,1,K,3897206.73,3897206.73,"",439.63,418.35,20260212121508,468.96,3475,408.41,433.49,6256.27,1,2712030.48,2712030.48,437.39,433.49,V,3897206.73,3487,7780.473,1,3795859.36,3795859.36,396.77,487.87,V,468.58,S,5937.358,2242389.22,6734.099,3053555.39,20241107,20240914,499.67,20250805,20230812,20250223,474.74,547.22,556.02,449.26
3820,V007,50.91,54.59,4.95,"","",20230302,4066.099,2024,02,56.94,"",100,490870609261993096,1,K,221968.34,221968.34,"",50.91,55.68,20260212121508,54.59,3951,46.67,49.02,3493.341,1,171243.58,171243.58,54.45,49.02,S,221968.34,3741,3697.136,1,198092.55,198092.55,53.27,53.58,S,48.02,S,3057.206,160969.04,3370.951,160289.68,20250615,20240117,51.84,20230323,20251217,20250108,56.87,64.59,64.73,57.19
3732,V045,364.33,361.23,1.25,"","",20231029,3907.651,2022,05,377.59,"",100,682665100008605340,1,K,1411560.77,1411560.77,"",364.33,341.49,20260212121508,361.23,3956,384.45,319.59,2907.58,1,929233.49,929233.49,377.31,319.59,V,1411560.77,3784,3587.494,1,1201774.62,1201774.62,378.77,334.99,V,395.86,S,2696.114,840554.99,3131.47,1115496.73,20250109,20240619,372.75,20260119,20240823,20240810,367.38,422.6,498.64,411.96
3988,V036,427.59,419.13,2.27,"","",20251116,8177.228,2026,06,472.45,"",100,747163619511576041,1,K,3427321.57,3427321.57,"",427.59,454.63,20260212121508,419.13,3269,453.17,447.9,6091.258,1,2728274.46,2728274.46,461.51,447.9,V,3427321.57,3921,7369.361,1,2899696.17,2899696.17,447.11,393.48,S,398.44,V,5629.205,2269593.25,5982.301,2531896.7,20260119,20251119,469.63,20230825,20250222,20230902,438.64,497.78,578.32,542.1
3531,V025,53.86,56.26,0.39,"","",20230912,5547.793,2022,02,54.14,"",100,494477341527719390,1,K,312118.83,312118.83,X,53.86,53.01,20260212121508,56.26,3624,48.94,59.07,4893.055,1,289032.76,289032.76,54.29,59.07,S,312118.83,3271,5259.433,1,278855.14,278855.14,54.38,53.02,S,58.01,S,4092.765,243363.21,4701.184,250607.21,20250329,20260127,64.52,20250923,20250116,20230805,61.77,62.47,66.03,63.11
3448,V038,17.74,18.72,1.21,"",X,20230418,4982.929,2024,09,19.02,"",100,149805772968222411,1,K,93280.43,93280.43,"",17.74,17.43,20260212121508,18.72,3830,16.47,17.24,4159.3,1,71706.33,71706.33,19.34,17.24,S,93280.43,3358,4581.666,1,82195.09,82195.09,18.62,17.94,S,19.23,S,3688.689,62806.79,3876.806,69437.04,20240131,20240807,20.9,20241007,20230518,20250927,17.92,21.37,22.86,19.1
3035,V022,238.37,231.49,0.12,"","",20241118,4095.75,2026,10,257.88,"",100,634697228965525457,1,K,948125.17,948125.17,X,238.37,258.34,20260212121508,231.49,3307,248.55,252.82,3127.422,1,790674.83,790674.83,234.6,252.82,S,948125.17,3499,3755.956,1,810234.83,810234.83,230.64,215.72,V,256.49,V,2652.206,745305.2,3446.707,686629.85,20230204,20230106,251.37,20250302,20240229,20251113,277.92,278.34,287.68,285.09
3498,V007,32.04,29.58,4.9,"",X,20240121,8997.46,2022,10,37.63,"",100,235934675430909624,1,K,266144.87,266144.87,"",32.04,30.68,20260212121508,29.58,3427,29.48,31.61,6941.165,1,219410.23,219410.23,32.75,31.61,S,266144.87,3657,7828.008,1,225290.07,225290.07,33.33,28.78,S,31.95,V,5649.917,202300.01,7285.751,206291.95,20250910,20250604,35.74,20250203,20250301,20241116,32.54,36.46,43.22,35.09
3648,V032,71.59,70.68,2.35,"",X,20240627,1216.414,2024,04,73.11,"",100,976478399902899910,1,K,85976.14,85976.14,"",71.59,72.58,20260212121508,70.68,3295,64.7,67.82,973.837,1,66045.63,66045.63,72.57,67.82,S,85976.14,3168,1189.76,1,84306.39,84306.39,71.42,70.86,V,75.22,S,893.061,58707.18,1086.532,67714.31,20251201,20230204,78.73,20231109,20240523,20230608,72.0,87.17,97.83,83.27
3470,V038,164.15,148.83,4.38,"","",20251103,1340.731,2024,01,172.86,"",100,106519505276641954,1,K,199540.99,199540.99,"",164.15,165.97,20260212121508,148.83,3566,160.34,127.45,1127.672,1,143721.8,143721.8,143.19,127.45,V,199540.99,3262,1179.998,1,170639.51,170639.51,149.19,144.61,S,175.19,V,973.889,129888.43,1107.768,145839.63,20240531,20250913,168.98,20260209,20250413,20240306,172.02,202.56,198.03,204.41
3788,V001,438.64,472.71,1.99,"",X,20250416,4785.283,2024,02,511.26,"",100,915438098890503014,1,K,2262051.13,2262051.13,"",438.64,432.73,20260212121508,472.71,3016,431.59,460.81,3633.584,1,1674391.84,1674391.84,404.6,460.81,V,2262051.13,3224,4251.62,1,1821564.07,1821564.07,420.63,428.44,V,477.96,S,3381.543,1580218.72,3656.166,1550932.88,20230225,20251223,502.03,20240726,20231215,20260101,451.48,542.57,549.47,521.0
3822,V032,438.19,410.44,4.03,"",X,20230209,6631.074,2025,02,457.3,"",100,626481090067535824,1,K,2721658.01,2721658.01,X,438.19,411.92,20260212121508,410.44,3013,446.61,434.22,4809.3,1,2088294.25,2088294.25,399.64,434.22,V,2721658.01,3417,5993.286,1,2532702.73,2532702.73,405.51,422.59,V,397.83,V,4034.038,1765247.45,5656.75,2333050.23,20251107,20260101,484.1,20240225,20250402,20250926,516.38,566.73,584.88,538.61
3749,V006,228.51,238.22,0.34,"","",20230928,3301.148,2025,05,241.69,"",100,173379287481010775,1,K,786399.48,786399.48,X,228.51,248.42,20260212121508,238.22,3859,226.38,245.5,2571.772,1,631370.03,631370.03,224.61,245.5,S,786399.48,3408,3087.095,1,691817.99,691817.99,221.72,224.1,S,244.85,S,2173.429,519485.38,2699.721,581699.19,20240504,20240813,245.44,20231128,20251004,20230609,272.68,292.37,286.49,245.24
3974,V043,40.7,40.68,2.36,"",X,20230810,6317.054,2026,11,41.87,"",100,988202572548531479,1,K,256977.76,256977.76,"",40.7,38.48,20260212121508,40.68,3867,37.27,38.4,4940.762,1,189725.26,189725.26,41.97,38.4,V,256977.76,3950,5563.766,1,230506.83,230506.83,41.88,41.43,S,43.89,V,4039.199,153676.69,4757.866,212583.67,20230303,20240710,45.02,20230116,20230408,20250527,42.04,49.54,55.2,48.8
3266,V007,474.34,494.5,2.35,"",X,20230218,8029.106,2022,07,484.9,"",100,300642843644358685,1,K,3970392.92,3970392.92,X,474.34,445.39,20260212121508,494.5,3509,511.48,470.31,5643.545,1,2654215.65,2654215.65,425.95,470.31,S,3970392.92,3962,7299.317,1,3681191.55,3681191.55,481.49,504.32,V,487.42,V,4704.316,2228216.35,5966.162,3321664.02,20230407,20250809,495.78,20230612,20221226,20221214,508.36,600.82,592.17,537.3
3255,V020,221.16,221.46,0.62,"",X,20230812,7782.228,2026,10,246.38,"",100,992019845219038925,1,K,1723452.21,1723452.21,"",221.16,221.33,20260212121508,221.46,3259,200.85,232.58,6561.323,1,1526032.5,1526032.5,224.75,232.58,S,1723452.21,3294,7256.777,1,1580598.6,1580598.6,228.88,217.81,S,203.65,S,5804.347,1289405.53,6553.73,1389648.64,20260108,20241011,261.63,20240905,20260212,20250620,228.81,261.12,287.32,228.73
3238,V046,349.0,315.65,0.66,"",X,20240103,1564.202,2025,01,364.92,"",100,608498065913196804,1,K,493740.36,493740.36,X,349.0,345.08,20260212121508,315.65,3136,339.25,342.0,1112.545,1,380490.39,380490.39,313.94,342.0,V,493740.36,3766,1431.413,1,421823.1,421823.1,352.37,294.69,S,325.08,V,977.958,323351.4,1298.35,373731.8,20231205,20240329,369.8,20241121,20250131,20241008,358.08,408.41,483.15,453.44
3047,V035,402.02,429.63,1.71,"","",20221227,1459.921,2022,03,481.87,"",100,842472481576777867,1,K,627225.86,627225.86,X,402.02,406.74,20260212121508,429.63,3679,389.71,416.81,1274.557,1,531248.1,531248.1,394.41,416.81,S,627225.86,3915,1363.866,1,593186.24,593186.24,384.27,434.93,V,440.81,V,1023.017,474408.08,1193.97,524248.66,20260208,20240530,407.4,20250714,20241216,20231006,425.95,461.51,525.67,449.1
3814,V024,134.57,124.12,1.89,"",X,20240717,2246.042,2022,04,138.08,"",100,856881008585072254,1,K,278778.73,278778.73,X,134.57,144.47,20260212121508,124.12,3004,143.6,110.6,1873.634,1,207223.92,207223.92,137.6,110.6,S,278778.73,3837,2086.137,1,263166.18,263166.18,135.02,126.15,V,139.11,S,1712.91,174117.15,1893.932,229508.37,20251027,20230129,150.23,20250327,20240207,20230306,149.17,156.61,187.16,174.12
3459,V027,160.27,175.02,1.54,"",X,20251129,9901.13,2026,05,176.89,"",100,174568928384648711,1,K,1732895.77,1732895.77,"",160.27,156.32,20260212121508,175.02,3377,171.09,154.47,8277.685,1,1278654.0,1278654.0,173.4,154.47,V,1732895.77,3321,8640.297,1,1413898.2,1413898.2,167.04,163.64,S,154.19,V,7834.571,1088118.52,7570.136,1210506.44,20250328,20240412,171.36,20230811,20241020,20250102,165.61,193.52,211.67,174.12
