MANDT,MATNR,CHARG,LVORM,ERSDA,ERNAM,AENAM,LAEDA,VERAB,VFDAT,ZUSCH,ZUSTD,ZAEDT,LIFNR,LICHA,VLCHA,VLWRK,VLMAT,CHAME,LWEDT,FVDT1,FVDT2,FVDT3,FVDT4,FVDT5,FVDT6,HERKL,HERKR,MTVER,QNDAT,HSDAT,CUOBJ_BM,DEACT_BM,BATCH_TYPE
200,000000000000004539,BATCH09539,"",20240823,USER138,USER088,20260212,20260511,20260501,A,"",20260212,VEND000539,VBATCH00739,OBATCH00539,PL19,000000000000001539,EA,20260115,20260212,20260212,20260212,20260212,20260212,20260212,IND,035,0548,20260809,20240823,000000000000123994,"",2
300,000000000000004540,BATCH09540,"",20240822,USER139,USER089,20260212,20260512,20260502,R,"",20260212,VEND000540,VBATCH00740,OBATCH00540,PL20,000000000000001540,EA,20260114,20260212,20260212,20260212,20260212,20260212,20260212,FRA,036,0549,20260810,20240822,000000000000124007,"",3
100,000000000000004541,BATCH09541,X,20240821,USER140,USER090,20260212,20260212,20260503,A,X,20260212,VEND000541,VBATCH00741,OBATCH00541,PL01,000000000000001541,EA,20260212,20260212,20260212,20260212,20260212,20260212,20260212,USA,037,0550,20260212,20240821,000000000000124020,"",1
200,000000000000004542,BATCH09542,"",20240820,USER141,USER091,20260212,20260213,20260504,R,"",20260212,VEND000542,VBATCH00742,OBATCH00542,PL02,000000000000001542,EA,20260211,20260212,20260212,20260212,20260212,20260212,20260212,DEU,038,0551,20260213,20240820,000000000000124033,"",2
300,000000000000004543,BATCH09543,"",20240819,USER142,USER092,20260212,20260214,20260505,A,"",20260212,VEND000543,VBATCH00743,OBATCH00543,PL03,000000000000001543,EA,20260210,20260212,20260212,20260212,20260212,20260212,20260212,IND,039,0552,20260214,20240819,000000000000124046,"",3
100,000000000000004544,BATCH09544,"",20240818,USER143,USER093,20260212,20260215,20260506,R,"",20260212,VEND000544,VBATCH00744,OBATCH00544,PL04,000000000000001544,EA,20260209,20260212,20260212,20260212,20260212,20260212,20260212,FRA,040,0553,20260215,20240818,000000000000124059,"",1
200,000000000000004545,BATCH09545,"",20240817,USER144,USER094,20260212,20260216,20260507,A,"",20260212,VEND000545,VBATCH00745,OBATCH00545,PL05,000000000000001545,EA,20260208,20260212,20260212,20260212,20260212,20260212,20260212,USA,041,0554,20260216,20240817,000000000000124072,"",2
300,000000000000004546,BATCH09546,"",20240816,USER145,USER095,20260212,20260217,20260508,R,X,20260212,VEND000546,VBATCH00746,OBATCH00546,PL06,000000000000001546,EA,20260207,20260212,20260212,20260212,20260212,20260212,20260212,DEU,042,0555,20260217,20240816,000000000000124085,"",3
100,000000000000004547,BATCH09547,"",20240815,USER146,USER096,20260212,20260218,20260509,A,"",20260212,VEND000547,VBATCH00747,OBATCH00547,PL07,000000000000001547,EA,20260206,20260212,20260212,20260212,20260212,20260212,20260212,IND,043,0556,20260218,20240815,000000000000124098,"",1
200,000000000000004548,BATCH09548,"",20240814,USER147,USER097,20260212,20260219,20260510,R,"",20260212,VEND000548,VBATCH00748,OBATCH00548,PL08,000000000000001548,EA,20260205,20260212,20260212,20260212,20260212,20260212,20260212,FRA,044,0557,20260219,20240814,000000000000124111,"",2
300,000000000000004549,BATCH09549,"",20240813,USER148,USER098,20260212,20260220,20260511,A,"",20260212,VEND000549,VBATCH00749,OBATCH00549,PL09,000000000000001549,EA,20260204,20260212,20260212,20260212,20260212,20260212,20260212,USA,045,0558,20260220,20240813,000000000000124124,"",3
100,000000000000004550,BATCH09550,"",20240812,USER149,USER099,20260212,20260221,20260512,R,"",20260212,VEND000550,VBATCH00750,OBATCH00550,PL10,000000000000001550,EA,20260203,20260212,20260212,20260212,20260212,20260212,20260212,DEU,046,0559,20260221,20240812,000000000000124137,"",1
200,000000000000004551,BATCH09551,"",20240811,USER150,USER100,20260212,20260222,20260513,A,X,20260212,VEND000551,VBATCH00751,OBATCH00551,PL11,000000000000001551,EA,20260202,20260212,20260212,20260212,20260212,20260212,20260212,IND,047,0560,20260222,20240811,000000000000124150,X,2
300,000000000000004552,BATCH09552,"",20240810,USER151,USER101,20260212,20260223,20260514,R,"",20260212,VEND000552,VBATCH00752,OBATCH00552,PL12,000000000000001552,EA,20260201,20260212,20260212,20260212,20260212,20260212,20260212,FRA,048,0561,20260223,20240810,000000000000124163,"",3
100,000000000000004553,BATCH09553,"",20240809,USER152,USER102,20260212,20260224,20260515,A,"",20260212,VEND000553,VBATCH00753,OBATCH00553,PL13,000000000000001553,EA,20260131,20260212,20260212,20260212,20260212,20260212,20260212,USA,049,0562,20260224,20240809,000000000000124176,"",1
200,000000000000004554,BATCH09554,"",20240808,USER153,USER103,20260212,20260225,20260516,R,"",20260212,VEND000554,VBATCH00754,OBATCH00554,PL14,000000000000001554,EA,20260130,20260212,20260212,20260212,20260212,20260212,20260212,DEU,050,0563,20260225,20240808,000000000000124189,"",2
300,000000000000004555,BATCH09555,"",20240807,USER154,USER104,20260212,20260226,20260517,A,"",20260212,VEND000555,VBATCH00755,OBATCH00555,PL15,000000000000001555,EA,20260129,20260212,20260212,20260212,20260212,20260212,20260212,IND,051,0564,20260226,20240807,000000000000124202,"",3
100,000000000000004556,BATCH09556,"",20240806,USER155,USER105,20260212,20260227,20260518,R,X,20260212,VEND000556,VBATCH00756,OBATCH00556,PL16,000000000000001556,EA,20260128,20260212,20260212,20260212,20260212,20260212,20260212,FRA,052,0565,20260227,20240806,000000000000124215,"",1
200,000000000000004557,BATCH09557,"",20240805,USER156,USER106,20260212,20260228,20260519,A,"",20260212,VEND000557,VBATCH00757,OBATCH00557,PL17,000000000000001557,EA,20260127,20260212,20260212,20260212,20260212,20260212,20260212,USA,053,0566,20260228,20240805,000000000000124228,"",2
300,000000000000004558,BATCH09558,"",20240804,USER157,USER107,20260212,20260301,20260520,R,"",20260212,VEND000558,VBATCH00758,OBATCH00558,PL18,000000000000001558,EA,20260126,20260212,20260212,20260212,20260212,20260212,20260212,DEU,054,0567,20260301,20240804,000000000000124241,"",3
100,000000000000004559,BATCH09559,"",20240803,USER158,USER108,20260212,20260302,20260521,A,"",20260212,VEND000559,VBATCH00759,OBATCH00559,PL19,000000000000001559,EA,20260125,20260212,20260212,20260212,20260212,20260212,20260212,IND,055,0568,20260302,20240803,000000000000124254,"",1
200,000000000000004560,BATCH09560,"",20240802,USER159,USER109,20260212,20260303,20260522,R,"",20260212,VEND000560,VBATCH00760,OBATCH00560,PL20,000000000000001560,EA,20260124,20260212,20260212,20260212,20260212,20260212,20260212,FRA,056,0569,20260303,20240802,000000000000124267,"",2
300,000000000000004561,BATCH09561,X,20240801,USER160,USER110,20260212,20260304,20260523,A,X,20260212,VEND000561,VBATCH00761,OBATCH00561,PL01,000000000000001561,EA,20260123,20260212,20260212,20260212,20260212,20260212,20260212,USA,057,0570,20260304,20240801,000000000000124280,"",3
100,000000000000004562,BATCH09562,"",20240731,USER161,USER111,20260212,20260305,20260524,R,"",20260212,VEND000562,VBATCH00762,OBATCH00562,PL02,000000000000001562,EA,20260122,20260212,20260212,20260212,20260212,20260212,20260212,DEU,058,0571,20260305,20240731,000000000000124293,"",1
200,000000000000004563,BATCH09563,"",20240730,USER162,USER112,20260212,20260306,20260525,A,"",20260212,VEND000563,VBATCH00763,OBATCH00563,PL03,000000000000001563,EA,20260121,20260212,20260212,20260212,20260212,20260212,20260212,IND,059,0572,20260306,20240730,000000000000124306,"",2
300,000000000000004564,BATCH09564,"",20240729,USER163,USER113,20260212,20260307,20260526,R,"",20260212,VEND000564,VBATCH00764,OBATCH00564,PL04,000000000000001564,EA,20260120,20260212,20260212,20260212,20260212,20260212,20260212,FRA,060,0573,20260307,20240729,000000000000124319,"",3
100,000000000000004565,BATCH09565,"",20240728,USER164,USER114,20260212,20260308,20260527,A,"",20260212,VEND000565,VBATCH00765,OBATCH00565,PL05,000000000000001565,EA,20260119,20260212,20260212,20260212,20260212,20260212,20260212,USA,061,0574,20260308,20240728,000000000000124332,"",1
200,000000000000004566,BATCH09566,"",20240727,USER165,USER115,20260212,20260309,20260528,R,X,20260212,VEND000566,VBATCH00766,OBATCH00566,PL06,000000000000001566,EA,20260118,20260212,20260212,20260212,20260212,20260212,20260212,DEU,062,0575,20260309,20240727,000000000000124345,"",2
300,000000000000004567,BATCH09567,"",20240726,USER166,USER116,20260212,20260310,20260529,A,"",20260212,VEND000567,VBATCH00767,OBATCH00567,PL07,000000000000001567,EA,20260117,20260212,20260212,20260212,20260212,20260212,20260212,IND,063,0576,20260310,20240726,000000000000124358,"",3
100,000000000000004568,BATCH09568,"",20240725,USER167,USER117,20260212,20260311,20260530,R,"",20260212,VEND000568,VBATCH00768,OBATCH00568,PL08,000000000000001568,EA,20260116,20260212,20260212,20260212,20260212,20260212,20260212,FRA,064,0577,20260311,20240725,000000000000124371,"",1
200,000000000000004569,BATCH09569,"",20240724,USER168,USER118,20260212,20260312,20260531,A,"",20260212,VEND000569,VBATCH00769,OBATCH00569,PL09,000000000000001569,EA,20260115,20260212,20260212,20260212,20260212,20260212,20260212,USA,065,0578,20260312,20240724,000000000000124384,"",2
300,000000000000004570,BATCH09570,"",20240723,USER169,USER119,20260212,20260313,20260601,R,"",20260212,VEND000570,VBATCH00770,OBATCH00570,PL10,000000000000001570,EA,20260114,20260212,20260212,20260212,20260212,20260212,20260212,DEU,066,0579,20260313,20240723,000000000000124397,"",3
100,000000000000004571,BATCH09571,"",20240722,USER170,USER120,20260212,20260314,20260602,A,X,20260212,VEND000571,VBATCH00771,OBATCH00571,PL11,000000000000001571,EA,20260212,20260212,20260212,20260212,20260212,20260212,20260212,IND,067,0580,20260314,20240722,000000000000124410,"",1
200,000000000000004572,BATCH09572,"",20240721,USER171,USER121,20260212,20260315,20260603,R,"",20260212,VEND000572,VBATCH00772,OBATCH00572,PL12,000000000000001572,EA,20260211,20260212,20260212,20260212,20260212,20260212,20260212,FRA,068,0581,20260315,20240721,000000000000124423,"",2
300,000000000000004573,BATCH09573,"",20240720,USER172,USER122,20260212,20260316,20260604,A,"",20260212,VEND000573,VBATCH00773,OBATCH00573,PL13,000000000000001573,EA,20260210,20260212,20260212,20260212,20260212,20260212,20260212,USA,069,0582,20260316,20240720,000000000000124436,"",3
100,000000000000004574,BATCH09574,"",20240719,USER173,USER123,20260212,20260317,20260605,R,"",20260212,VEND000574,VBATCH00774,OBATCH00574,PL14,000000000000001574,EA,20260209,20260212,20260212,20260212,20260212,20260212,20260212,DEU,070,0583,20260317,20240719,000000000000124449,"",1
200,000000000000004575,BATCH09575,"",20240718,USER174,USER124,20260212,20260318,20260606,A,"",20260212,VEND000575,VBATCH00775,OBATCH00575,PL15,000000000000001575,EA,20260208,20260212,20260212,20260212,20260212,20260212,20260212,IND,071,0584,20260318,20240718,000000000000124462,"",2
300,000000000000004576,BATCH09576,"",20240717,USER175,USER125,20260212,20260319,20260607,R,X,20260212,VEND000576,VBATCH00776,OBATCH00576,PL16,000000000000001576,EA,20260207,20260212,20260212,20260212,20260212,20260212,20260212,FRA,072,0585,20260319,20240717,000000000000124475,"",3
100,000000000000004577,BATCH09577,"",20240716,USER176,USER126,20260212,20260320,20260608,A,"",20260212,VEND000577,VBATCH00777,OBATCH00577,PL17,000000000000001577,EA,20260206,20260212,20260212,20260212,20260212,20260212,20260212,USA,073,0586,20260320,20240716,000000000000124488,"",1
200,000000000000004578,BATCH09578,"",20240715,USER177,USER127,20260212,20260321,20260609,R,"",20260212,VEND000578,VBATCH00778,OBATCH00578,PL18,000000000000001578,EA,20260205,20260212,20260212,20260212,20260212,20260212,20260212,DEU,074,0587,20260321,20240715,000000000000124501,"",2
300,000000000000004579,BATCH09579,"",20240714,USER178,USER128,20260212,20260322,20260610,A,"",20260212,VEND000579,VBATCH00779,OBATCH00579,PL19,000000000000001579,EA,20260204,20260212,20260212,20260212,20260212,20260212,20260212,IND,075,0588,20260322,20240714,000000000000124514,"",3
100,000000000000004580,BATCH09580,"",20240713,USER179,USER129,20260212,20260323,20260611,R,"",20260212,VEND000580,VBATCH00780,OBATCH00580,PL20,000000000000001580,EA,20260203,20260212,20260212,20260212,20260212,20260212,20260212,FRA,076,0589,20260323,20240713,000000000000124527,"",1
200,000000000000004581,BATCH09581,X,20240712,USER180,USER130,20260212,20260324,20260612,A,X,20260212,VEND000581,VBATCH00781,OBATCH00581,PL01,000000000000001581,EA,20260202,20260212,20260212,20260212,20260212,20260212,20260212,USA,077,0590,20260324,20240712,000000000000124540,"",2
300,000000000000004582,BATCH09582,"",20240711,USER181,USER131,20260212,20260325,20260613,R,"",20260212,VEND000582,VBATCH00782,OBATCH00582,PL02,000000000000001582,EA,20260201,20260212,20260212,20260212,20260212,20260212,20260212,DEU,078,0591,20260325,20240711,000000000000124553,"",3
100,000000000000004583,BATCH09583,"",20240710,USER182,USER132,20260212,20260326,20260614,A,"",20260212,VEND000583,VBATCH00783,OBATCH00583,PL03,000000000000001583,EA,20260131,20260212,20260212,20260212,20260212,20260212,20260212,IND,079,0592,20260326,20240710,000000000000124566,"",1
200,000000000000004584,BATCH09584,"",20240709,USER183,USER133,20260212,20260327,20260615,R,"",20260212,VEND000584,VBATCH00784,OBATCH00584,PL04,000000000000001584,EA,20260130,20260212,20260212,20260212,20260212,20260212,20260212,FRA,080,0593,20260327,20240709,000000000000124579,"",2
300,000000000000004585,BATCH09585,"",20240708,USER184,USER134,20260212,20260328,20260616,A,"",20260212,VEND000585,VBATCH00785,OBATCH00585,PL05,000000000000001585,EA,20260129,20260212,20260212,20260212,20260212,20260212,20260212,USA,081,0594,20260328,20240708,000000000000124592,"",3
100,000000000000004586,BATCH09586,"",20240707,USER185,USER135,20260212,20260329,20260617,R,X,20260212,VEND000586,VBATCH00786,OBATCH00586,PL06,000000000000001586,EA,20260128,20260212,20260212,20260212,20260212,20260212,20260212,DEU,082,0595,20260329,20240707,000000000000124605,"",1
200,000000000000004587,BATCH09587,"",20240706,USER186,USER136,20260212,20260330,20260618,A,"",20260212,VEND000587,VBATCH00787,OBATCH00587,PL07,000000000000001587,EA,20260127,20260212,20260212,20260212,20260212,20260212,20260212,IND,083,0596,20260330,20240706,000000000000124618,"",2
300,000000000000004588,BATCH09588,"",20240705,USER187,USER137,20260212,20260331,20260619,R,"",20260212,VEND000588,VBATCH00788,OBATCH00588,PL08,000000000000001588,EA,20260126,20260212,20260212,20260212,20260212,20260212,20260212,FRA,084,0597,20260331,20240705,000000000000124631,"",3
100,000000000000004589,BATCH09589,"",20240704,USER188,USER138,20260212,20260401,20260620,A,"",20260212,VEND000589,VBATCH00789,OBATCH00589,PL09,000000000000001589,EA,20260125,20260212,20260212,20260212,20260212,20260212,20260212,USA,085,0598,20260401,20240704,000000000000124644,"",1
200,000000000000004590,BATCH09590,"",20240703,USER189,USER139,20260212,20260402,20260621,R,"",20260212,VEND000590,VBATCH00790,OBATCH00590,PL10,000000000000001590,EA,20260124,20260212,20260212,20260212,20260212,20260212,20260212,DEU,086,0599,20260402,20240703,000000000000124657,"",2
300,000000000000004591,BATCH09591,"",20240702,USER190,USER140,20260212,20260403,20260622,A,X,20260212,VEND000591,VBATCH00791,OBATCH00591,PL11,000000000000001591,EA,20260123,20260212,20260212,20260212,20260212,20260212,20260212,IND,087,0600,20260403,20240702,000000000000124670,"",3
100,000000000000004592,BATCH09592,"",20240701,USER191,USER141,20260212,20260404,20260623,R,"",20260212,VEND000592,VBATCH00792,OBATCH00592,PL12,000000000000001592,EA,20260122,20260212,20260212,20260212,20260212,20260212,20260212,FRA,088,0601,20260404,20240701,000000000000124683,"",1
200,000000000000004593,BATCH09593,"",20240630,USER192,USER142,20260212,20260405,20260624,A,"",20260212,VEND000593,VBATCH00793,OBATCH00593,PL13,000000000000001593,EA,20260121,20260212,20260212,20260212,20260212,20260212,20260212,USA,089,0602,20260405,20240630,000000000000124696,"",2
300,000000000000004594,BATCH09594,"",20240629,USER193,USER143,20260212,20260406,20260625,R,"",20260212,VEND000594,VBATCH00794,OBATCH00594,PL14,000000000000001594,EA,20260120,20260212,20260212,20260212,20260212,20260212,20260212,DEU,090,0603,20260406,20240629,000000000000124709,"",3
100,000000000000004595,BATCH09595,"",20240628,USER194,USER144,20260212,20260407,20260626,A,"",20260212,VEND000595,VBATCH00795,OBATCH00595,PL15,000000000000001595,EA,20260119,20260212,20260212,20260212,20260212,20260212,20260212,IND,091,0604,20260407,20240628,000000000000124722,"",1
200,000000000000004596,BATCH09596,"",20240627,USER195,USER145,20260212,20260408,20260627,R,X,20260212,VEND000596,VBATCH00796,OBATCH00596,PL16,000000000000001596,EA,20260118,20260212,20260212,20260212,20260212,20260212,20260212,FRA,092,0605,20260408,20240627,000000000000124735,"",2
300,000000000000004597,BATCH09597,"",20240626,USER196,USER146,20260212,20260409,20260628,A,"",20260212,VEND000597,VBATCH00797,OBATCH00597,PL17,000000000000001597,EA,20260117,20260212,20260212,20260212,20260212,20260212,20260212,USA,093,0606,20260409,20240626,000000000000124748,"",3
100,000000000000004598,BATCH09598,"",20240625,USER197,USER147,20260212,20260410,20260629,R,"",20260212,VEND000598,VBATCH00798,OBATCH00598,PL18,000000000000001598,EA,20260116,20260212,20260212,20260212,20260212,20260212,20260212,DEU,094,0607,20260410,20240625,000000000000124761,"",1
200,000000000000004599,BATCH09599,"",20240624,USER198,USER148,20260212,20260411,20260630,A,"",20260212,VEND000599,VBATCH00799,OBATCH00599,PL19,000000000000001599,EA,20260115,20260212,20260212,20260212,20260212,20260212,20260212,IND,095,0608,20260411,20240624,000000000000124774,"",2
300,000000000000004600,BATCH09600,"",20240623,USER199,USER149,20260212,20260412,20260701,R,"",20260212,VEND000600,VBATCH00800,OBATCH00600,PL20,000000000000001600,EA,20260114,20260212,20260212,20260212,20260212,20260212,20260212,FRA,096,0609,20260412,20240623,000000000000124787,"",3
100,000000000000004601,BATCH09601,X,20240622,USER000,USER000,20260212,20260413,20260702,A,X,20260212,VEND000601,VBATCH00001,OBATCH00001,PL01,000000000000001601,EA,20260212,20260212,20260212,20260212,20260212,20260212,20260212,USA,097,0610,20260413,20240622,000000000000124800,X,1
200,000000000000004602,BATCH09602,"",20240621,USER001,USER001,20260212,20260414,20260703,R,"",20260212,VEND000602,VBATCH00002,OBATCH00002,PL02,000000000000001602,EA,20260211,20260212,20260212,20260212,20260212,20260212,20260212,DEU,098,0611,20260414,20240621,000000000000124813,"",2
300,000000000000004603,BATCH09603,"",20240620,USER002,USER002,20260212,20260415,20260704,A,"",20260212,VEND000603,VBATCH00003,OBATCH00003,PL03,000000000000001603,EA,20260210,20260212,20260212,20260212,20260212,20260212,20260212,IND,099,0612,20260415,20240620,000000000000124826,"",3
100,000000000000004604,BATCH09604,"",20240619,USER003,USER003,20260212,20260416,20260705,R,"",20260212,VEND000604,VBATCH00004,OBATCH00004,PL04,000000000000001604,EA,20260209,20260212,20260212,20260212,20260212,20260212,20260212,FRA,001,0613,20260416,20240619,000000000000124839,"",1
200,000000000000004605,BATCH09605,"",20240618,USER004,USER004,20260212,20260417,20260706,A,"",20260212,VEND000605,VBATCH00005,OBATCH00005,PL05,000000000000001605,EA,20260208,20260212,20260212,20260212,20260212,20260212,20260212,USA,002,0614,20260417,20240618,000000000000124852,"",2
300,000000000000004606,BATCH09606,"",20240617,USER005,USER005,20260212,20260418,20260707,R,X,20260212,VEND000606,VBATCH00006,OBATCH00006,PL06,000000000000001606,EA,20260207,20260212,20260212,20260212,20260212,20260212,20260212,DEU,003,0615,20260418,20240617,000000000000124865,"",3
100,000000000000004607,BATCH09607,"",20240616,USER006,USER006,20260212,20260419,20260708,A,"",20260212,VEND000607,VBATCH00007,OBATCH00007,PL07,000000000000001607,EA,20260206,20260212,20260212,20260212,20260212,20260212,20260212,IND,004,0616,20260419,20240616,000000000000124878,"",1
200,000000000000004608,BATCH09608,"",20240615,USER007,USER007,20260212,20260420,20260709,R,"",20260212,VEND000608,VBATCH00008,OBATCH00008,PL08,000000000000001608,EA,20260205,20260212,20260212,20260212,20260212,20260212,20260212,FRA,005,0617,20260420,20240615,000000000000124891,"",2
300,000000000000004609,BATCH09609,"",20240614,USER008,USER008,20260212,20260421,20260710,A,"",20260212,VEND000609,VBATCH00009,OBATCH00009,PL09,000000000000001609,EA,20260204,20260212,20260212,20260212,20260212,20260212,20260212,USA,006,0618,20260421,20240614,000000000000124904,"",3
100,000000000000004610,BATCH09610,"",20240613,USER009,USER009,20260212,20260422,20260711,R,"",20260212,VEND000610,VBATCH00010,OBATCH00010,PL10,000000000000001610,EA,20260203,20260212,20260212,20260212,20260212,20260212,20260212,DEU,007,0619,20260422,20240613,000000000000124917,"",1
200,000000000000004611,BATCH09611,"",20240612,USER010,USER010,20260212,20260423,20260712,A,X,20260212,VEND000611,VBATCH00011,OBATCH00011,PL11,000000000000001611,EA,20260202,20260212,20260212,20260212,20260212,20260212,20260212,IND,008,0620,20260423,20240612,000000000000124930,"",2
300,000000000000004612,BATCH09612,"",20240611,USER011,USER011,20260212,20260424,20260713,R,"",20260212,VEND000612,VBATCH00012,OBATCH00012,PL12,000000000000001612,EA,20260201,20260212,20260212,20260212,20260212,20260212,20260212,FRA,009,0621,20260424,20240611,000000000000124943,"",3
100,000000000000004613,BATCH09613,"",20240610,USER012,USER012,20260212,20260425,20260714,A,"",20260212,VEND000613,VBATCH00013,OBATCH00013,PL13,000000000000001613,EA,20260131,20260212,20260212,20260212,20260212,20260212,20260212,USA,010,0622,20260425,20240610,000000000000124956,"",1
200,000000000000004614,BATCH09614,"",20240609,USER013,USER013,20260212,20260426,20260715,R,"",20260212,VEND000614,VBATCH00014,OBATCH00014,PL14,000000000000001614,EA,20260130,20260212,20260212,20260212,20260212,20260212,20260212,DEU,011,0623,20260426,20240609,000000000000124969,"",2
300,000000000000004615,BATCH09615,"",20240608,USER014,USER014,20260212,20260427,20260716,A,"",20260212,VEND000615,VBATCH00015,OBATCH00015,PL15,000000000000001615,EA,20260129,20260212,20260212,20260212,20260212,20260212,20260212,IND,012,0624,20260427,20240608,000000000000124982,"",3
100,000000000000004616,BATCH09616,"",20240607,USER015,USER015,20260212,20260428,20260717,R,X,20260212,VEND000616,VBATCH00016,OBATCH00016,PL16,000000000000001616,EA,20260128,20260212,20260212,20260212,20260212,20260212,20260212,FRA,013,0625,20260428,20240607,000000000000124995,"",1
200,000000000000004617,BATCH09617,"",20240606,USER016,USER016,20260212,20260429,20260718,A,"",20260212,VEND000617,VBATCH00017,OBATCH00017,PL17,000000000000001617,EA,20260127,20260212,20260212,20260212,20260212,20260212,20260212,USA,014,0626,20260429,20240606,000000000000125008,"",2
300,000000000000004618,BATCH09618,"",20240605,USER017,USER017,20260212,20260430,20260719,R,"",20260212,VEND000618,VBATCH00018,OBATCH00018,PL18,000000000000001618,EA,20260126,20260212,20260212,20260212,20260212,20260212,20260212,DEU,015,0627,20260430,20240605,000000000000125021,"",3
100,000000000000004619,BATCH09619,"",20240604,USER018,USER018,20260212,20260501,20260720,A,"",20260212,VEND000619,VBATCH00019,OBATCH00019,PL19,000000000000001619,EA,20260125,20260212,20260212,20260212,20260212,20260212,20260212,IND,016,0628,20260501,20240604,000000000000125034,"",1
200,000000000000004620,BATCH09620,"",20240603,USER019,USER019,20260212,20260502,20260721,R,"",20260212,VEND000620,VBATCH00020,OBATCH00020,PL20,000000000000001620,EA,20260124,20260212,20260212,20260212,20260212,20260212,20260212,FRA,017,0629,20260502,20240603,000000000000125047,"",2
300,000000000000004621,BATCH09621,X,20240602,USER020,USER020,20260212,20260503,20260722,A,X,20260212,VEND000621,VBATCH00021,OBATCH00021,PL01,000000000000001621,EA,20260123,20260212,20260212,20260212,20260212,20260212,20260212,USA,018,0630,20260503,20240602,000000000000125060,"",3
100,000000000000004622,BATCH09622,"",20240601,USER021,USER021,20260212,20260504,20260723,R,"",20260212,VEND000622,VBATCH00022,OBATCH00022,PL02,000000000000001622,EA,20260122,20260212,20260212,20260212,20260212,20260212,20260212,DEU,019,0631,20260504,20240601,000000000000125073,"",1
200,000000000000004623,BATCH09623,"",20240531,USER022,USER022,20260212,20260505,20260724,A,"",20260212,VEND000623,VBATCH00023,OBATCH00023,PL03,000000000000001623,EA,20260121,20260212,20260212,20260212,20260212,20260212,20260212,IND,020,0632,20260505,20240531,000000000000125086,"",2
300,000000000000004624,BATCH09624,"",20240530,USER023,USER023,20260212,20260506,20260725,R,"",20260212,VEND000624,VBATCH00024,OBATCH00024,PL04,000000000000001624,EA,20260120,20260212,20260212,20260212,20260212,20260212,20260212,FRA,021,0633,20260506,20240530,000000000000125099,"",3
100,000000000000004625,BATCH09625,"",20240529,USER024,USER024,20260212,20260507,20260726,A,"",20260212,VEND000625,VBATCH00025,OBATCH00025,PL05,000000000000001625,EA,20260119,20260212,20260212,20260212,20260212,20260212,20260212,USA,022,0634,20260507,20240529,000000000000125112,"",1
200,000000000000004626,BATCH09626,"",20240528,USER025,USER025,20260212,20260508,20260727,R,X,20260212,VEND000626,VBATCH00026,OBATCH00026,PL06,000000000000001626,EA,20260118,20260212,20260212,20260212,20260212,20260212,20260212,DEU,023,0635,20260508,20240528,000000000000125125,"",2
300,000000000000004627,BATCH09627,"",20240527,USER026,USER026,20260212,20260509,20260728,A,"",20260212,VEND000627,VBATCH00027,OBATCH00027,PL07,000000000000001627,EA,20260117,20260212,20260212,20260212,20260212,20260212,20260212,IND,024,0636,20260509,20240527,000000000000125138,"",3
100,000000000000004628,BATCH09628,"",20240526,USER027,USER027,20260212,20260510,20260729,R,"",20260212,VEND000628,VBATCH00028,OBATCH00028,PL08,000000000000001628,EA,20260116,20260212,20260212,20260212,20260212,20260212,20260212,FRA,025,0637,20260510,20240526,000000000000125151,"",1
200,000000000000004629,BATCH09629,"",20240525,USER028,USER028,20260212,20260511,20260730,A,"",20260212,VEND000629,VBATCH00029,OBATCH00029,PL09,000000000000001629,EA,20260115,20260212,20260212,20260212,20260212,20260212,20260212,USA,026,0638,20260511,20240525,000000000000125164,"",2
300,000000000000004630,BATCH09630,"",20240524,USER029,USER029,20260212,20260512,20260731,R,"",20260212,VEND000630,VBATCH00030,OBATCH00030,PL10,000000000000001630,EA,20260114,20260212,20260212,20260212,20260212,20260212,20260212,DEU,027,0639,20260512,20240524,000000000000125177,"",3
100,000000000000004631,BATCH09631,"",20240523,USER030,USER030,20260212,20260212,20260801,A,X,20260212,VEND000631,VBATCH00031,OBATCH00031,PL11,000000000000001631,EA,20260212,20260212,20260212,20260212,20260212,20260212,20260212,IND,028,0640,20260513,20240523,000000000000125190,"",1
200,000000000000004632,BATCH09632,"",20240522,USER031,USER031,20260212,20260213,20260802,R,"",20260212,VEND000632,VBATCH00032,OBATCH00032,PL12,000000000000001632,EA,20260211,20260212,20260212,20260212,20260212,20260212,20260212,FRA,029,0641,20260514,20240522,000000000000125203,"",2
300,000000000000004633,BATCH09633,"",20240521,USER032,USER032,20260212,20260214,20260803,A,"",20260212,VEND000633,VBATCH00033,OBATCH00033,PL13,000000000000001633,EA,20260210,20260212,20260212,20260212,20260212,20260212,20260212,USA,030,0642,20260515,20240521,000000000000125216,"",3
100,000000000000004634,BATCH09634,"",20240520,USER033,USER033,20260212,20260215,20260804,R,"",20260212,VEND000634,VBATCH00034,OBATCH00034,PL14,000000000000001634,EA,20260209,20260212,20260212,20260212,20260212,20260212,20260212,DEU,031,0643,20260516,20240520,000000000000125229,"",1
200,000000000000004635,BATCH09635,"",20240519,USER034,USER034,20260212,20260216,20260805,A,"",20260212,VEND000635,VBATCH00035,OBATCH00035,PL15,000000000000001635,EA,20260208,20260212,20260212,20260212,20260212,20260212,20260212,IND,032,0644,20260517,20240519,000000000000125242,"",2
