BKLAS,BWKEY,BWTAR,LBKUM,LFGJA,LFMON,MANDT,MATNR,PEINH,SALK3,SALKV,STPRS,VERPR,VKSAL,VPRSV
3002,V395,VAL794,6400.522,2026,05,100,638843324674016332,10,1696266.34,2216436.76,346.29,265.02,1828929.87,S
7900,V473,VAL642,7148.567,2026,07,100,535947792036614983,4,1963139.47,543791.49,76.07,274.62,2708645.26,S
3001,V327,VAL748,9897.962,2024,12,100,209347736119247762,5,249230.68,422544.0,42.69,25.18,250795.15,S
3000,V168,VAL669,8769.268,2025,04,100,523224278966892840,9,2143735.26,356733.82,40.68,244.46,2960156.28,S
3000,V023,VAL207,9531.073,2024,12,100,531402433334293154,10,2053469.68,168032.82,17.63,215.45,2578696.26,V
3001,V147,VAL090,6095.71,2025,02,100,471649964727992828,9,1795064.68,2995614.77,491.43,294.48,1851797.12,V
3001,V461,VAL731,5413.563,2022,04,100,789596011119048534,4,969136.05,378191.51,69.86,179.02,1283470.01,V
3001,V275,VAL538,9250.365,2023,09,100,969829820956766484,5,4392535.82,423296.7,45.76,474.85,4696209.81,V
3001,V051,VAL095,5276.502,2020,04,100,812877146832410152,1,252427.86,797596.04,151.16,47.84,254682.01,V
7900,V198,VAL569,4862.971,2020,06,100,508658609651350231,7,2319150.87,1495169.06,307.46,476.9,2943137.56,S
3000,V279,VAL425,6778.351,2026,09,100,660312056767016165,6,859020.42,224227.85,33.08,126.73,934271.93,S
7900,V347,VAL228,472.187,2023,02,100,858783688707495281,7,167560.28,158834.26,336.38,354.86,203785.59,V
3000,V301,VAL151,4618.889,2025,03,100,261049741780047281,10,2232586.19,1804276.61,390.63,483.36,2550272.62,S
3000,V309,VAL249,6059.947,2025,02,100,918984430567743842,1,1865130.49,269304.04,44.44,307.78,2570735.71,V
3002,V476,VAL413,920.02,2026,02,100,768342850430978912,10,12411.07,365983.96,397.8,13.49,17367.75,V
3000,V044,VAL967,236.296,2025,06,100,483955194615614990,10,18794.98,96451.3,408.18,79.54,19049.39,S
3000,V346,VAL828,8624.337,2024,06,100,406008034013971586,10,1427241.53,824486.62,95.6,165.49,1564934.83,S
3000,V394,VAL007,9464.567,2026,03,100,710139156301690803,10,1569793.08,2634651.52,278.37,165.86,2088206.31,S
7900,V455,VAL671,4634.169,2022,03,100,987617627791309684,2,497802.43,410494.69,88.58,107.42,589275.53,V
3000,V135,VAL133,9155.534,2024,02,100,550495997114688299,7,578812.86,1543623.03,168.6,63.22,746361.06,S
3000,V400,VAL795,6988.113,2026,09,100,410487749291951356,9,2839340.19,3105657.18,444.42,406.31,3609986.54,V
3001,V208,VAL860,7681.042,2023,07,100,287755575301938446,2,2610171.69,561176.93,73.06,339.82,3839448.95,V
3000,V470,VAL479,7098.962,2026,09,100,933259066715074281,9,183437.18,3009959.89,424.0,25.84,266582.11,V
3000,V429,VAL961,8401.374,2026,06,100,845401913038169814,5,2018346.09,1789408.65,212.99,240.24,2473905.84,V
3000,V352,VAL799,9015.57,2021,06,100,151640627815497928,6,3818724.98,2071417.36,229.76,423.57,5577862.13,V
3000,V493,VAL447,9536.271,2020,06,100,586715451273080751,2,3716666.26,3410647.32,357.65,389.74,3717622.18,S
3002,V182,VAL711,4242.616,2024,04,100,877497486950929519,3,503428.81,296389.15,69.86,118.66,586213.4,V
7900,V184,VAL302,7337.313,2025,09,100,367021411855884636,9,462030.6,2621108.32,357.23,62.97,479990.05,V
3002,V086,VAL690,6215.63,2023,12,100,546627126396580856,7,837369.67,1069896.39,172.13,134.72,1082636.57,S
7900,V483,VAL938,4390.619,2020,06,100,262204067490518214,6,1215103.81,1250448.29,284.8,276.75,1762709.68,V
3001,V336,VAL425,2464.631,2021,02,100,247575016142058298,6,321461.82,344235.01,139.67,130.43,433448.42,S
3000,V305,VAL463,4293.793,2025,11,100,702082224707559999,8,1502355.23,1714468.61,399.29,349.89,1765715.48,S
3000,V355,VAL792,2646.702,2024,10,100,963683697251567635,3,332796.31,753939.53,284.86,125.74,424485.44,V
7900,V333,VAL964,1791.807,2020,04,100,993147905653554355,3,168895.73,841020.45,469.37,94.26,207703.73,S
3002,V412,VAL246,5969.773,2023,12,100,969125273884636923,7,1305052.08,239686.39,40.15,218.61,1552859.75,S
7900,V183,VAL894,2971.705,2023,04,100,341026823279179105,9,1385319.72,755437.13,254.21,466.17,2046892.27,V
3001,V468,VAL503,5084.615,2023,06,100,122661404772254728,8,442158.12,2493546.04,490.41,86.96,601757.76,V
3001,V391,VAL575,2831.096,2026,07,100,287585591527694789,1,291574.58,361842.38,127.81,102.99,408380.83,S
3002,V276,VAL656,7598.828,2025,05,100,549245390508792995,4,855552.04,2543783.66,334.76,112.59,947001.15,S
3001,V447,VAL708,2284.012,2024,11,100,281679130411421742,2,25261.17,1041166.87,455.85,11.06,25867.67,S
3001,V314,VAL105,4472.248,2020,08,100,118416526341967843,4,1694176.99,426294.68,95.32,378.82,2038953.64,S
3001,V192,VAL574,9823.469,2025,08,100,919801195776149912,4,4306608.81,1117517.83,113.76,438.4,4537619.85,S
7900,V498,VAL319,6547.574,2021,12,100,434863233351442352,1,2889575.36,181433.28,27.71,441.32,3311616.72,V
7900,V366,VAL175,4286.3,2024,03,100,427506729724806909,3,2019618.83,775691.71,180.97,471.18,2038738.84,V
3001,V393,VAL660,1438.887,2026,01,100,671242971644887999,9,447695.3,470257.05,326.82,311.14,624137.74,V
3000,V324,VAL602,3642.672,2021,06,100,610989369121880722,4,1211188.44,1215049.67,333.56,332.5,1710580.92,S
3000,V261,VAL163,3027.367,2021,12,100,227345593065511814,2,567540.49,468363.95,154.71,187.47,603446.86,V
3002,V240,VAL851,9895.772,2023,07,100,864110138659127816,9,1189570.75,1829827.2,184.91,120.21,1736117.97,S
3000,V340,VAL353,7759.803,2024,06,100,451259590872959136,2,1904488.45,667886.24,86.07,245.43,2331305.93,V
3002,V235,VAL855,6963.598,2026,12,100,751626396859876408,6,2463720.97,1146765.32,164.68,353.8,3657766.58,V
3000,V319,VAL197,2936.919,2025,04,100,484306683744207340,6,909475.71,686622.29,233.79,309.67,1034543.82,S
7900,V011,VAL755,5126.904,2022,02,100,921145690979052820,6,946939.17,269521.34,52.57,184.7,1261404.78,S
3001,V357,VAL421,5984.995,2025,06,100,347673051209269847,8,1329686.34,1190774.61,198.96,222.17,1482274.45,S
3002,V095,VAL825,6142.149,2022,12,100,551317749398866638,5,972977.82,237209.79,38.62,158.41,1090009.24,V
3002,V426,VAL732,1988.049,2022,06,100,401092636540045335,2,571285.76,136857.29,68.84,287.36,599096.93,S
7900,V188,VAL279,376.877,2022,07,100,843064194506091247,9,134315.19,90137.67,239.17,356.39,166356.13,S
3001,V221,VAL925,1194.03,2021,12,100,720796295954661814,5,402292.59,29205.97,24.46,336.92,504892.04,V
7900,V087,VAL104,4444.134,2025,10,100,703041755982695202,10,1385636.54,1635574.64,368.03,311.79,1471312.23,S
7900,V412,VAL314,6743.239,2022,07,100,712184164161413092,5,3225628.38,2539436.38,376.59,478.35,3443155.16,V
3002,V280,VAL512,5861.275,2024,01,100,253485545764066787,7,632314.35,1143300.3,195.06,107.88,754020.78,V
7900,V429,VAL871,524.719,2021,02,100,653783521998456883,4,194749.46,130807.2,249.29,371.15,222395.12,S
3002,V148,VAL839,5764.133,2023,04,100,327005382554126024,3,806114.0,2327556.91,403.8,139.85,813754.01,S
3001,V429,VAL758,5356.377,2024,11,100,837270503235122973,6,1718057.92,78792.31,14.71,320.75,2539550.31,S
3001,V407,VAL345,5291.67,2024,06,100,947956434879465583,4,689822.1,1742652.76,329.32,130.36,749260.1,V
7900,V063,VAL655,5458.038,2023,11,100,177234539945763524,1,1353429.68,603113.2,110.5,247.97,1583249.14,V
3000,V372,VAL397,131.313,2026,10,100,799718835675550578,2,37795.82,64071.55,487.93,287.83,48850.53,V
7900,V354,VAL805,9609.651,2022,11,100,472146902298000370,2,3545480.74,1835923.82,191.05,368.95,3956455.17,V
3002,V409,VAL980,9784.99,2026,04,100,345698466102597130,10,3881216.28,286700.21,29.3,396.65,5097855.15,S
3000,V335,VAL106,5244.552,2026,04,100,468642085221946758,2,767592.63,1183800.28,225.72,146.36,948048.59,V
3001,V312,VAL384,3213.61,2024,10,100,474966146260638076,6,862918.56,1141120.77,355.09,268.52,873754.36,S
3000,V316,VAL835,9937.285,2025,03,100,174665927696090121,7,1689040.33,2029988.58,204.28,169.97,2050316.94,V
3001,V095,VAL952,28.727,2026,09,100,725445614260175623,4,6327.7,2702.64,94.08,220.27,7211.76,S
3001,V387,VAL619,1926.537,2022,04,100,803077403314600415,1,567711.92,719118.47,373.27,294.68,824203.24,S
3001,V190,VAL755,7389.133,2026,11,100,586811066157748219,4,2543044.01,2357798.45,319.09,344.16,3733211.25,S
3001,V373,VAL388,7243.149,2026,09,100,985766928558649031,7,572570.93,996005.42,137.51,79.05,736747.0,S
3001,V076,VAL936,3437.527,2020,10,100,448300080652918196,8,338080.78,1023179.91,297.65,98.35,353637.32,V
3000,V116,VAL097,2398.7,2020,04,100,597002087038861973,6,893899.54,553428.06,230.72,372.66,1176286.21,V
7900,V300,VAL607,5347.87,2024,08,100,448814415375365027,8,1253433.77,955824.81,178.73,234.38,1357045.69,V
3000,V279,VAL693,2966.857,2025,02,100,886734912170029116,1,1004459.11,273959.58,92.34,338.56,1305959.26,S
3000,V479,VAL135,4191.948,2021,01,100,184894463120403983,4,1245092.39,716194.32,170.85,297.02,1317656.37,S
3002,V253,VAL143,8599.674,2024,07,100,218484944056143697,10,1446207.18,3119445.75,362.74,168.17,1942903.28,S
3002,V090,VAL037,8736.933,2021,07,100,414813707086573099,9,1897050.26,2849113.85,326.1,217.13,2194296.18,S
3000,V019,VAL544,7364.521,2022,06,100,748907720711667490,4,1357060.28,1410821.29,191.57,184.27,1988199.92,S
3002,V062,VAL875,6931.277,2020,12,100,284563442654597760,7,1162305.84,606140.17,87.45,167.69,1556077.98,S
3002,V121,VAL167,5120.866,2022,11,100,822728733205724132,3,314113.92,1878077.61,366.75,61.34,457814.33,V
3002,V083,VAL080,4635.714,2024,09,100,974462474551881932,4,454299.97,123958.99,26.74,98.0,568348.83,V
7900,V175,VAL773,7940.023,2025,03,100,990837178527139653,6,1025215.77,1957533.27,246.54,129.12,1212167.24,V
3000,V324,VAL828,8956.23,2020,09,100,634784193257325547,5,4270420.03,4045529.09,451.7,476.81,4596690.62,S
3000,V353,VAL428,3233.73,2022,06,100,842360715810561564,6,826412.04,585466.82,181.05,255.56,1115221.13,V
3001,V369,VAL702,7620.382,2020,12,100,841071923614565916,9,3486781.99,2011323.63,263.94,457.56,3608461.14,S
3000,V017,VAL627,436.514,2022,03,100,705015659960618172,10,38194.97,158629.19,363.4,87.5,55012.72,S
3002,V354,VAL392,1019.19,2026,11,100,757585536938962245,6,316917.13,200729.47,196.95,310.95,382223.15,V
3000,V421,VAL435,6219.384,2025,08,100,805459508878129490,9,3058008.92,788804.47,126.83,491.69,3084335.74,S
3002,V152,VAL117,8217.158,2025,05,100,514626023260068418,4,314881.49,3010355.83,366.35,38.32,429375.63,V
3002,V204,VAL126,7218.651,2022,10,100,724549150651990841,5,1820038.48,1789142.65,247.85,252.13,1960308.51,V
3001,V348,VAL924,6910.271,2025,06,100,448182324827596344,6,2955177.39,2805224.51,405.95,427.65,3741835.85,V
7900,V185,VAL447,3509.139,2025,03,100,832613860218863086,1,1737409.81,456258.25,130.02,495.11,1935988.65,V
3002,V272,VAL915,7882.64,2020,11,100,442622201511562779,1,2338936.94,2305514.55,292.48,296.72,2854822.09,V
3002,V440,VAL196,5271.94,2025,04,100,464270609593110379,2,233863.26,1924047.22,364.96,44.36,348279.57,S
3000,V124,VAL269,3151.019,2024,09,100,485493321872927942,8,404307.25,166909.48,52.97,128.31,416058.16,V
3000,V071,VAL298,4143.315,2021,07,100,206661248529393795,8,227550.86,664753.46,160.44,54.92,276655.3,V
3000,V206,VAL310,4798.892,2022,04,100,556213581943743764,9,2271555.53,2195157.17,457.43,473.35,3313289.1,V
3002,V356,VAL250,6975.621,2026,02,100,301210413029065433,2,1654408.03,568582.87,81.51,237.17,2095634.8,V
3002,V326,VAL085,3731.558,2026,09,100,166321815524918527,10,908410.48,871841.21,233.64,243.44,939718.29,S
3002,V100,VAL836,9289.396,2022,04,100,375933311475173070,3,3062435.18,529774.25,57.03,329.67,3261001.1,V
3002,V057,VAL713,7310.332,2020,05,100,128643849153477771,4,3084667.69,289196.73,39.56,421.96,4581169.71,S
3002,V063,VAL348,5570.652,2025,04,100,629003666851858510,3,1843217.33,1612870.87,289.53,330.88,2154390.89,S
3002,V007,VAL022,403.072,2023,05,100,416683721224871829,9,32624.65,183450.16,455.13,80.94,33639.71,S
7900,V492,VAL203,1467.522,2023,02,100,586308265290656584,4,479160.61,568327.24,387.27,326.51,615735.32,S
3001,V066,VAL512,6959.052,2024,02,100,138972897888945979,5,500355.84,482192.71,69.29,71.9,557753.03,S
7900,V186,VAL505,3839.821,2021,11,100,617222938184694680,9,1365056.37,1335182.56,347.72,355.5,1493404.48,V
3001,V218,VAL877,7170.045,2024,01,100,809861297866459562,6,3381393.22,3411148.91,475.75,471.6,4858629.25,S
3001,V383,VAL761,9034.08,2022,12,100,402161554137433301,6,1765710.94,133975.41,14.83,195.45,2184118.62,S
7900,V195,VAL714,7700.33,2024,12,100,594680693125352141,7,3735353.08,411197.62,53.4,485.09,4019439.07,V
3001,V161,VAL939,5910.263,2023,11,100,535307560636692383,5,2112623.51,1851448.99,313.26,357.45,2719309.6,V
3000,V354,VAL225,1751.752,2023,01,100,132139994420468892,4,82314.83,231178.71,131.97,46.99,93242.12,V
3001,V130,VAL360,6010.465,2020,05,100,948828745882280845,10,1139884.69,800593.94,133.2,189.65,1610477.43,S
3001,V154,VAL763,6345.573,2024,05,100,375486176252256582,1,1202295.72,2398118.95,377.92,189.47,1350503.63,V
3000,V160,VAL231,1452.262,2020,11,100,173628589486262825,5,155101.58,259344.95,178.58,106.8,167220.98,S
7900,V216,VAL944,1165.344,2022,11,100,245812398541880932,6,158789.77,456243.83,391.51,136.26,224584.93,V
7900,V416,VAL568,3546.228,2025,11,100,257540075562047795,5,271747.45,644917.02,181.86,76.63,345670.43,S
3000,V217,VAL066,8212.823,2022,10,100,878491396468676750,7,3892960.23,482831.86,58.79,474.01,4416984.45,V
3002,V276,VAL837,9681.468,2023,08,100,235286352681980652,6,449123.3,3486974.33,360.17,46.39,577750.72,V
3001,V281,VAL094,4517.407,2024,01,100,404098177939006779,3,1736175.03,1202036.83,266.09,384.33,2259616.78,V
3002,V188,VAL063,8029.458,2021,05,100,842629458952686753,4,1537239.73,411590.02,51.26,191.45,2006245.58,V
3002,V197,VAL311,814.642,2026,12,100,900013165396898360,9,154065.1,285768.27,350.79,189.12,174547.3,S
3001,V068,VAL782,9931.024,2023,11,100,214347765398932668,7,4627261.32,3359466.8,338.28,465.94,5281230.35,V
3000,V346,VAL053,4092.102,2020,12,100,715786473051613173,10,1023352.87,850666.16,207.88,250.08,1268744.95,V
3001,V260,VAL380,5836.135,2023,10,100,851193433129885682,8,2203432.77,441737.06,75.69,377.55,3265347.45,S
3002,V329,VAL786,4262.951,2023,05,100,145525328227434686,5,409669.59,1671758.86,392.16,96.1,541139.16,S
3002,V076,VAL181,3319.351,2021,07,100,517523062923441847,9,1473094.78,749376.68,225.76,443.79,1855220.87,S
3001,V015,VAL088,2870.681,2020,04,100,182280077322802204,6,324358.25,133658.91,46.56,112.99,387990.06,V
3001,V268,VAL193,592.892,2022,01,100,747548036455961726,6,200456.79,243986.92,411.52,338.1,254076.42,S
7900,V324,VAL515,6434.112,2025,12,100,930365555601004526,7,150365.2,2915682.19,453.16,23.37,225253.02,S
3002,V085,VAL737,1126.501,2025,11,100,715713605582350563,2,360423.99,127553.71,113.23,319.95,523930.72,S
7900,V095,VAL236,2868.308,2020,10,100,100356132576382478,5,419776.88,1056483.89,368.33,146.35,519137.42,V
7900,V451,VAL693,2987.509,2021,08,100,954560215956931719,4,607390.45,570494.72,190.96,203.31,685538.39,V
3002,V205,VAL941,3837.036,2020,09,100,340844311525747587,4,1590297.94,656286.64,171.04,414.46,2210048.71,S
7900,V391,VAL071,4296.248,2025,03,100,249885260795861770,6,1942333.72,984528.19,229.16,452.1,2238075.34,S
3002,V164,VAL538,572.531,2025,04,100,123157534998235052,8,276217.58,182786.25,319.26,482.45,309565.38,V
3001,V289,VAL195,963.041,2022,12,100,957344897573669455,1,412287.48,212899.47,221.07,428.11,581764.48,S
7900,V489,VAL085,6931.863,2020,04,100,930256550158756296,3,1864255.24,2564581.35,369.97,268.94,2403462.07,S
3002,V143,VAL161,4618.599,2026,10,100,710850645183786288,2,787748.25,2022900.18,437.99,170.56,1176651.86,V
3002,V486,VAL909,4107.762,2026,08,100,862452744674265257,5,1418163.75,702509.46,171.02,345.24,1543070.32,V
3000,V179,VAL955,3627.335,2021,09,100,344742773131144762,10,414205.38,1073400.97,295.92,114.19,487297.25,S
3000,V205,VAL744,9296.661,2021,04,100,632003507949745389,10,290985.49,2843941.57,305.91,31.3,411741.43,S
7900,V032,VAL570,237.838,2023,09,100,588817980276920516,8,60284.8,37604.57,158.11,253.47,60635.36,V
3002,V470,VAL909,1743.82,2020,07,100,646316950620153359,9,145155.58,478556.52,274.43,83.24,152519.54,V
3002,V348,VAL677,1379.481,2021,04,100,765136775847991836,2,621166.5,150653.12,109.21,450.29,900068.89,V
3001,V458,VAL827,3477.753,2022,01,100,310821895245952942,2,1702812.2,1672590.53,480.94,489.63,2112429.38,V
7900,V435,VAL348,6632.168,2025,02,100,484804058825114541,6,807068.52,1706788.43,257.35,121.69,963007.4,S
3001,V347,VAL658,1171.37,2022,06,100,391925152629713393,10,283834.66,59119.04,50.47,242.31,404994.37,S
3000,V099,VAL028,2113.078,2021,06,100,225942991550480312,6,245349.49,754622.42,357.12,116.11,321295.11,S
3001,V379,VAL053,6256.481,2023,08,100,623446434936884050,9,1292714.1,1691001.68,270.28,206.62,1341400.59,V
3001,V039,VAL234,3263.002,2022,09,100,198264923413476085,6,1049185.66,614521.17,188.33,321.54,1399096.37,V
3001,V069,VAL976,8261.607,2020,05,100,622604330653828257,1,2509545.74,3761013.97,455.24,303.76,3694397.39,V
3001,V043,VAL845,9117.871,2025,07,100,971738132905010673,10,1117030.38,3632559.81,398.4,122.51,1602422.15,S
3001,V065,VAL699,8562.987,2020,05,100,266274056001819414,8,4263682.49,1851146.53,216.18,497.92,4482636.3,S
3001,V238,VAL312,5138.976,2026,07,100,868285212065889083,5,1745658.76,1084529.5,211.04,339.69,1851019.92,S
3001,V439,VAL646,1316.323,2025,03,100,749953111492102645,7,453947.15,419209.39,318.47,344.86,510931.82,S
3002,V481,VAL706,4561.859,2023,07,100,843425325744050231,10,475072.0,1338266.96,293.36,104.14,576021.84,V
3001,V257,VAL443,345.254,2020,11,100,902771052825014475,6,4857.72,40788.31,118.14,14.07,6137.43,V
3000,V036,VAL099,3983.666,2025,05,100,377915365974717906,5,408923.31,486564.97,122.14,102.65,551287.03,V
3000,V079,VAL925,4368.578,2022,05,100,499091984982862604,7,809235.39,1604316.58,367.24,185.24,1020563.34,V
7900,V305,VAL445,9878.136,2025,07,100,539918100120995063,6,3201108.75,3392942.15,343.48,324.06,3629242.96,S
3002,V106,VAL181,7156.944,2025,07,100,667623605849872245,7,1135520.74,817609.28,114.24,158.66,1587594.3,S
7900,V073,VAL847,1023.026,2020,03,100,624035003469362229,2,205004.18,64911.0,63.45,200.39,305597.92,V
3000,V258,VAL470,2067.034,2024,09,100,547240391280657061,5,355550.52,719059.12,347.87,172.01,375300.0,S
3000,V113,VAL161,5322.784,2021,01,100,509071949268155964,2,812682.66,1707389.42,320.77,152.68,1077821.38,S
7900,V052,VAL924,2488.272,2020,01,100,684616585274738307,2,1218108.67,1023077.92,411.16,489.54,1745230.61,S
3000,V048,VAL042,6510.085,2024,02,100,955052533729723800,5,68290.79,2082511.09,319.89,10.49,87373.6,S
7900,V144,VAL714,5888.683,2022,03,100,708053542634526340,6,2244235.98,2904946.21,493.31,381.11,2268471.95,V
7900,V073,VAL364,2282.305,2020,10,100,749138284325830162,5,981596.56,610265.53,267.39,430.09,1032694.51,V
3002,V362,VAL234,5119.388,2024,04,100,637133540439585767,7,1840061.63,133769.61,26.13,359.43,2348127.21,S
7900,V367,VAL480,2276.782,2025,01,100,638187097753830606,6,652457.42,206071.54,90.51,286.57,672882.28,V
3000,V368,VAL145,570.924,2025,01,100,885736555415399885,9,166926.76,148674.32,260.41,292.38,170772.24,S
3000,V024,VAL189,3868.273,2021,10,100,827286936383875895,9,684413.54,675013.64,174.5,176.93,705902.67,V
3000,V362,VAL639,3538.542,2022,01,100,523709564031612693,8,1222106.25,960820.31,271.53,345.37,1809443.23,V
3001,V220,VAL010,7265.933,2024,11,100,229386800608105284,2,960992.3,2702273.14,371.91,132.26,1369818.25,S
7900,V493,VAL071,1713.5,2022,05,100,472057603784175160,9,374879.53,65455.7,38.2,218.78,486259.15,V
3002,V363,VAL526,9221.762,2020,10,100,822482987833057433,8,1442006.92,4434653.13,480.89,156.37,2058170.86,V
7900,V119,VAL750,3857.831,2022,11,100,168465692226737174,1,1742157.9,1837832.11,476.39,451.59,2385393.72,S
7900,V277,VAL178,3281.603,2023,05,100,519867081791920811,3,1398455.12,625703.24,190.67,426.15,2069603.11,V
3001,V485,VAL392,4359.399,2025,07,100,678999119583564025,4,695193.36,1097217.13,251.69,159.47,984260.22,V
3001,V012,VAL332,5907.205,2023,09,100,246336918100130199,3,662552.11,2648672.58,448.38,112.16,673843.34,S
7900,V210,VAL213,6395.777,2024,02,100,685485698173086178,4,2826933.43,404341.02,63.22,442.0,4160859.34,V
3002,V432,VAL073,9791.045,2026,01,100,557225265319479364,1,4221898.6,2624489.61,268.05,431.2,5474028.19,V
7900,V168,VAL801,7761.695,2024,05,100,464677404756763054,3,2064766.1,1365980.7,175.99,266.02,2440577.84,V
3000,V020,VAL242,3012.304,2024,02,100,424660254168201160,5,1362404.85,1386352.67,460.23,452.28,1511332.24,S
7900,V408,VAL481,7622.747,2025,02,100,294650782620147868,8,1861246.13,1492381.41,195.78,244.17,2027602.99,V
3001,V195,VAL081,7356.636,2023,11,100,385633058566769352,7,3353890.35,2441078.96,331.82,455.9,3919977.86,V
7900,V339,VAL139,4392.302,2026,06,100,681382270814053522,10,2166854.35,1097724.12,249.92,493.33,2252759.97,V
3000,V143,VAL779,214.468,2020,09,100,618995170442304759,9,18234.07,22163.12,103.34,85.02,21456.68,V
3000,V191,VAL099,9705.066,2021,10,100,375465334037490123,9,560273.46,2501577.81,257.76,57.73,733969.42,S
3001,V492,VAL862,8304.753,2026,09,100,285514570463750880,6,3397972.74,2602875.69,313.42,409.16,4637992.18,S
7900,V359,VAL343,3179.905,2024,07,100,645749171318412442,4,389029.58,155815.35,49.0,122.34,517753.11,V
3002,V397,VAL382,2984.829,2024,11,100,163425884931125084,10,257799.68,79456.15,26.62,86.37,332408.36,S
3000,V078,VAL118,8968.881,2026,07,100,320713581601648901,4,482884.55,468624.03,52.25,53.84,518408.92,V
3000,V073,VAL103,6166.74,2021,03,100,805876586424512707,9,1036135.65,2748762.69,445.74,168.02,1283857.99,V
3000,V361,VAL937,9231.777,2023,08,100,653897328554275015,1,299848.12,2803321.4,303.66,32.48,402167.12,V
3001,V335,VAL565,3420.6,2025,07,100,649020107853726399,1,608969.42,880804.5,257.5,178.03,836756.43,V
7900,V284,VAL823,1200.371,2024,02,100,564407250097988061,5,490903.72,571544.65,476.14,408.96,566350.52,S
3001,V437,VAL211,81.007,2024,08,100,796976201279891830,9,38819.36,7801.78,96.31,479.21,43040.53,S
3000,V405,VAL700,8110.222,2025,08,100,655767285062980821,6,3104430.78,619783.17,76.42,382.78,3824792.05,V
3000,V042,VAL341,2820.201,2020,02,100,856881008585072254,2,569116.56,930863.74,330.07,201.8,801115.74,S
7900,V100,VAL119,2858.236,2021,08,100,732680725254479466,1,469636.76,431965.21,151.13,164.31,565597.36,V
3000,V119,VAL573,8014.34,2023,08,100,771083799113015144,6,1753858.17,1323007.25,165.08,218.84,2346317.92,S
3001,V025,VAL479,3486.578,2021,04,100,933103408527706108,5,1230413.38,750695.11,215.31,352.9,1740899.17,S
3002,V047,VAL021,915.513,2026,10,100,226557785680682173,1,39302.97,127109.82,138.84,42.93,56369.55,V
3002,V306,VAL344,8558.923,2025,09,100,365121398445091818,5,666825.69,766194.79,89.52,77.91,966379.15,S
3002,V389,VAL070,5516.336,2025,02,100,847482401277175418,10,1200520.2,481796.79,87.34,217.63,1269430.71,V
3001,V376,VAL220,4698.379,2022,01,100,746153374965064753,7,1693953.56,275700.88,58.68,360.54,1787247.91,S
3002,V389,VAL599,606.63,2025,04,100,139407186998471676,8,129885.55,158403.23,261.12,214.11,186652.86,S
3001,V433,VAL997,1922.593,2020,10,100,853290521384817286,4,197892.5,812084.06,422.39,102.93,204234.83,S
3002,V060,VAL583,8266.084,2026,11,100,220224665948836726,4,3864476.93,1115756.02,134.98,467.51,5125397.69,S
3001,V388,VAL792,7715.08,2022,04,100,372707491429065480,8,1224383.2,2409265.18,312.28,158.7,1518792.61,S
3001,V419,VAL084,9202.236,2021,05,100,241178004214473062,2,2426261.54,2166482.42,235.43,263.66,3079529.96,S
7900,V061,VAL330,7832.839,2022,08,100,171428383206641954,8,2551155.66,1846121.82,235.69,325.7,3258545.2,V
7900,V279,VAL488,3576.918,2023,07,100,573426211563900306,10,142647.49,248238.11,69.4,39.88,213855.26,S
7900,V466,VAL172,2843.662,2022,05,100,969829820956766484,9,762044.54,698261.2,245.55,267.98,958145.51,V
3001,V380,VAL010,8109.601,2025,12,100,547597286697855450,5,2427933.44,2655894.33,327.5,299.39,3594696.87,V
3000,V299,VAL212,9879.345,2026,12,100,928551961746676582,4,1776306.23,4652381.15,470.92,179.8,2039791.55,S
3000,V322,VAL989,6619.763,2023,06,100,782977852635764894,7,2908194.28,1316472.27,198.87,439.32,3261816.64,V
7900,V229,VAL181,6030.721,2020,12,100,167927984522116202,7,1968608.26,1616956.91,268.12,326.43,2613194.63,S
3002,V435,VAL771,5802.64,2024,09,100,568795360278360905,4,920588.84,1489885.85,256.76,158.65,966411.63,S
3002,V333,VAL985,5852.693,2022,10,100,235600455078068679,6,693661.17,1465572.85,250.41,118.52,707017.87,S
3001,V254,VAL476,9892.698,2024,05,100,442799108320906196,5,3596886.07,345749.8,34.95,363.59,4722687.73,V
3000,V234,VAL203,7360.972,2022,03,100,702333176438519401,1,2398940.77,2070494.2,281.28,325.9,2408480.0,S
3002,V257,VAL420,9838.935,2024,07,100,540234810579143285,1,3940690.25,2344027.87,238.24,400.52,4985078.7,V
3001,V472,VAL931,8052.236,2025,11,100,826332969382563694,4,2196488.94,1477585.31,183.5,272.78,2530724.66,V
3001,V108,VAL379,5336.175,2026,07,100,790795399553108316,1,1301279.64,1067875.34,200.12,243.86,1839152.45,S
3002,V130,VAL886,486.173,2024,12,100,720587162627200428,1,75590.18,235735.56,484.88,155.48,81835.7,V
3001,V365,VAL060,1687.0,2020,01,100,677913282421541548,6,705098.52,713415.43,422.89,417.96,731520.35,V
3000,V115,VAL356,9734.034,2025,09,100,195783212154885328,2,3597114.92,3272971.59,336.24,369.54,4371007.19,S
3001,V422,VAL743,1927.308,2025,08,100,697392028102233042,8,896602.95,769978.82,399.51,465.21,1285660.71,S
3002,V272,VAL250,8948.951,2021,06,100,113389513418264314,4,4094145.08,1838472.49,205.44,457.5,5420118.56,V
3000,V133,VAL659,2651.962,2025,08,100,906900640575423631,10,267158.65,899200.76,339.07,100.74,396047.25,S
3000,V458,VAL269,6834.014,2023,07,100,817706925391198206,7,2792173.1,2238276.27,327.52,408.57,3962390.43,S
