ADRNR,BAPOVAR,BUKRS,BUKRS_GLOB,BUTXT,BUVAR,DKWEG,DTAMTC,DTAXR,DTPROV,DTTAXC,DTTDSP,EBUKR,FDBUK,FIKRS,FMHRDATE,FM_DERIVE_ACC,FSTVA,FSTVARE,IMPDA,INFMT,KKBER,KOKFI,KOPIM,KTOP2,KTOPL,LAND1,MANDT,MREGL,MWSKA,MWSKV,OFFSACCT,OPVAR,ORT01,PERIV,PP_PDATE,PST_PER_VAR,RCOMP,SPRAS,STCEG,SURCCM,TXJCD,TXKRS,UMKRS,WAABW,WAERS,WFVAR,WT_NEWWT,XBBBA,XBBBE,XBBBF,XBBKO,XBBSC,XCESSION,XCOS,XCOVR,XEINK,XEXTB,XFDIS,XFDMM,XFDSD,XFMCA,XFMCB,XFMCO,XGJRV,XGSBE,XJVAA,XKDFT,XKKBI,XMWSN,XNEGP,XPROD,XSKFN,XSLTA,XSPLT,XSTDT,XVALV,XVATDATE,XVVWA
158303,01,9500,G9500,"Williams, Williams and Da",1,X,BB,DT40,AB,CC,DC,9500,9500,FM97,20230127,X,FS32,FR49,"",INF4,CC58,X,"",GRP1,INT1,CN,100,RG95,C2,B1,7,PP78,South Brandon,FY,1,"",CMP341,D,VAT3387958,2,TAX877,"",TAX53,08,USD,WF68,X,"","",X,"","",X,X,X,"",X,"","",X,X,"",X,"",X,X,"","",X,"",X,"","","","",X,"",X
172354,03,9501,G9501,Contreras-Jones,1,X,BB,DT86,AB,CA,DB,9501,9501,FM21,20230426,X,FS26,FR67,"",INF4,CC86,X,X,INT1,GRP1,JP,100,RG93,A0,A0,1,PP12,Riveraborough,V3,2,"",CMP620,E,VAT3786504,3,TAX414,X,TAX66,09,CNY,WF14,X,"",X,"",X,"",X,"","","","",X,"","","","","","","","","",X,"",X,X,"","","","",X,X,X
912035,02,9502,G9502,Byrd PLC,1,X,BA,DT98,AC,CA,DA,9502,9502,FM17,20250330,X,FS44,FR53,X,INF7,CC40,"",X,GRP1,CORP,DE,100,RG15,C2,C2,9,PP27,Port Alyssaburgh,V3,1,"",CMP132,F,VAT3895929,1,TAX835,"",TAX75,09,INR,WF28,X,"","","","",X,X,X,"","",X,"",X,"","","",X,X,"","","",X,"",X,X,X,X,X,"","","",X
672927,03,9503,G9503,Hernandez Group,"","",BC,DT58,AC,CA,DB,9503,9503,FM72,20220912,"",FS90,FR96,X,INF5,CC30,X,"",GRP1,INT1,CN,100,RG55,C2,B1,3,PP60,Stephenberg,FY,2,"",CMP361,D,VAT7061841,1,TAX497,X,TAX25,07,JPY,WF53,"","",X,X,"","",X,"",X,"","",X,"",X,X,X,X,"","",X,X,"","",X,X,X,X,"","",X,X,""
496456,02,9504,G9504,Robinson-Perez,1,"",BB,DT12,AA,CC,DA,9504,9504,FM69,20230129,"",FS28,FR98,"",INF4,CC81,"",X,CORP,FIN1,US,100,RG93,C2,B1,7,PP77,Turnerstad,CY,2,X,CMP237,F,VAT6805088,3,TAX667,"",TAX92,05,GBP,WF85,X,"",X,"","",X,X,X,"","",X,"","","","","",X,"",X,X,X,"","",X,X,X,"","","",X,"",X
806030,01,9505,G9505,Allen Ltd,"",X,BA,DT26,AA,CB,DB,9505,9505,FM92,20230912,"",FS69,FR72,X,INF3,CC17,"","",GRP1,CORP,US,100,RG96,C2,A0,2,PP22,East Christopherside,FY,2,"",CMP182,F,VAT2524873,1,TAX273,"",TAX24,06,CNY,WF11,"","","",X,"","","",X,X,X,"","","","",X,"","",X,"",X,X,"",X,"",X,"","","","",X,X,X
103233,01,9506,G9506,"Robinson, Craig and Stanl",1,X,BA,DT45,AC,CB,DC,9506,9506,FM84,20250725,"",FS60,FR40,X,INF3,CC62,"","",FIN1,INT1,IN,100,RG56,B1,C2,3,PP31,Teresaburgh,FY,2,X,CMP919,E,VAT1281692,2,TAX243,"",TAX59,08,GBP,WF16,"",X,"",X,"",X,X,X,X,"","",X,X,X,X,"",X,"",X,"","",X,X,"",X,X,X,"",X,"","",""
147523,03,9507,G9507,Chaney Ltd,"","",BB,DT33,AC,CB,DA,9507,9507,FM46,20210123,X,FS53,FR21,X,INF7,CC80,"","",FIN1,CORP,GB,100,RG61,C2,C2,3,PP49,New Melissashire,CY,1,"",CMP747,D,VAT3365243,1,TAX139,"",TAX89,00,CNY,WF83,X,X,"",X,"",X,X,"",X,"",X,X,X,"","","","",X,X,X,X,"",X,"",X,X,"",X,"","","",X
263412,01,9508,G9508,"Harris, Harris and Hernan","",X,BC,DT58,AA,CC,DA,9508,9508,FM59,20250210,"",FS56,FR32,X,INF2,CC79,X,"",FIN1,INT1,US,100,RG63,B1,B1,9,PP47,Carneyton,CY,2,X,CMP226,E,VAT5566775,3,TAX909,X,TAX75,09,EUR,WF65,"",X,"","",X,"","","","","","","",X,X,"",X,"","","",X,X,X,"",X,X,X,X,X,X,X,"",X
151442,02,9509,G9509,Mitchell Ltd,"","",BB,DT75,AC,CB,DB,9509,9509,FM88,20250404,"",FS49,FR91,"",INF3,CC58,"","",INT1,FIN1,US,100,RG11,A0,A0,6,PP51,Lake Cindy,K4,1,"",CMP232,F,VAT2213798,3,TAX251,"",TAX20,09,GBP,WF61,X,"","",X,X,X,X,X,"","","","",X,X,X,X,X,X,"","",X,"","",X,X,X,"",X,"","",X,""
743390,03,9510,G9510,Robbins LLC,1,"",BA,DT16,AA,CA,DA,9510,9510,FM52,20210902,"",FS60,FR83,X,INF7,CC16,"",X,CORP,GRP1,JP,100,RG97,C2,B1,7,PP25,Justinstad,K4,2,X,CMP610,D,VAT1344920,2,TAX699,X,TAX52,05,USD,WF12,"",X,X,X,"",X,"","","","",X,X,"",X,"","",X,"","","","",X,"",X,X,"",X,"",X,"",X,""
474864,02,9511,G9511,Cunningham-Harris,"",X,BC,DT64,AC,CA,DC,9511,9511,FM27,20240619,"",FS19,FR12,X,INF4,CC28,X,"",FIN1,GRP1,IN,100,RG81,B1,B1,8,PP99,South Johnshire,K4,1,"",CMP978,E,VAT9039220,3,TAX812,"",TAX31,01,USD,WF60,"",X,X,X,"","",X,X,X,"",X,X,"","",X,X,"","","",X,X,X,X,X,X,X,"","",X,X,"",X
539401,03,9512,G9512,Alvarado-Brooks,1,X,BC,DT43,AC,CC,DB,9512,9512,FM97,20230310,X,FS82,FR26,X,INF1,CC39,"","",GRP1,GRP1,JP,100,RG65,C2,A0,6,PP95,Hartmanland,FY,1,"",CMP110,E,VAT7058554,1,TAX292,X,TAX90,01,GBP,WF62,"","","",X,X,X,"",X,X,X,X,X,X,X,"","","",X,X,X,"",X,X,"",X,"","",X,X,X,"",X
427718,01,9513,G9513,Garcia-Thomas,1,"",BA,DT67,AC,CA,DC,9513,9513,FM85,20210724,"",FS33,FR98,X,INF7,CC44,X,X,CORP,GRP1,FR,100,RG98,C2,A0,9,PP34,West Tasha,CY,2,X,CMP996,D,VAT7766303,3,TAX869,X,TAX91,05,EUR,WF19,X,X,X,"","","",X,X,X,"","","","","","","","",X,X,"","","",X,"",X,X,X,"","","",X,X
957584,01,9514,G9514,Jones-Ho,1,X,BA,DT30,AA,CA,DA,9514,9514,FM28,20220522,X,FS64,FR10,"",INF2,CC30,X,"",GRP1,INT1,FR,100,RG30,B1,C2,2,PP28,Elizabethville,CY,2,X,CMP620,E,VAT7771362,2,TAX434,X,TAX22,10,JPY,WF50,X,"",X,X,"","",X,"",X,X,"","",X,"",X,X,"","",X,"","",X,"",X,X,"",X,"",X,X,"",""
736398,02,9515,G9515,Cohen Inc,1,"",BA,DT15,AA,CA,DB,9515,9515,FM30,20240202,X,FS10,FR21,"",INF4,CC92,X,"",CORP,CORP,CN,100,RG11,B1,C2,4,PP61,South Anthony,CY,1,X,CMP771,F,VAT2358375,3,TAX462,X,TAX47,06,CNY,WF81,X,X,X,"",X,X,X,X,X,X,"","",X,"",X,X,X,X,"","",X,X,"",X,X,"",X,X,X,X,X,""
418270,03,9516,G9516,Horne LLC,"",X,BB,DT99,AA,CC,DB,9516,9516,FM30,20250807,"",FS46,FR73,X,INF6,CC29,X,X,CORP,CORP,FR,100,RG92,C2,C2,6,PP48,Brandonport,CY,2,"",CMP460,F,VAT3160237,3,TAX676,X,TAX16,00,JPY,WF40,X,"",X,X,"",X,"","",X,"",X,X,X,"","",X,X,X,X,X,X,"","",X,X,"",X,X,X,X,X,""
522361,02,9517,G9517,Fowler-Johnson,1,X,BA,DT87,AB,CA,DA,9517,9517,FM62,20220929,X,FS10,FR31,X,INF1,CC27,"","",FIN1,CORP,US,100,RG43,B1,C2,8,PP23,Rodriguezton,FY,1,"",CMP789,F,VAT5600425,1,TAX506,"",TAX93,09,USD,WF50,X,"","",X,"","","",X,X,X,"","",X,"","",X,"","",X,"","","","","",X,"",X,"",X,"","",X
995436,01,9518,G9518,Davis-Villanueva,"",X,BB,DT42,AB,CC,DA,9518,9518,FM12,20230713,X,FS14,FR33,"",INF6,CC10,X,X,GRP1,CORP,US,100,RG16,C2,A0,4,PP37,Lamview,FY,2,X,CMP677,F,VAT7144607,2,TAX465,X,TAX34,07,CNY,WF37,"","","","",X,"",X,"","","",X,"","",X,X,"",X,X,"",X,"","",X,"",X,"",X,X,X,"",X,X
349886,01,9519,G9519,"Palmer, Hoffman and Brook",1,"",BC,DT28,AA,CC,DB,9519,9519,FM58,20221005,X,FS65,FR65,X,INF6,CC78,X,"",INT1,FIN1,JP,100,RG69,A0,B1,1,PP87,South Mark,K4,1,X,CMP714,F,VAT7815704,2,TAX590,"",TAX82,09,USD,WF93,"","",X,"",X,X,X,X,X,"","",X,X,X,"","","",X,"",X,X,X,X,"",X,X,X,X,"",X,"",""
244579,03,9520,G9520,Wells-West,"",X,BC,DT36,AB,CA,DA,9520,9520,FM97,20240830,"",FS59,FR46,"",INF6,CC48,X,X,FIN1,CORP,IN,100,RG79,A0,A0,1,PP55,Martintown,V3,2,X,CMP931,E,VAT2031524,2,TAX304,X,TAX33,07,USD,WF29,"","",X,X,X,X,X,"","","","",X,"",X,X,"",X,"","","","","",X,X,X,X,"",X,X,"",X,X
984611,01,9521,G9521,Acosta-Hart,"",X,BA,DT15,AC,CC,DB,9521,9521,FM86,20230710,"",FS30,FR13,X,INF9,CC59,X,X,CORP,GRP1,JP,100,RG84,B1,B1,9,PP38,North Brandonport,FY,2,X,CMP222,D,VAT3143039,2,TAX124,X,TAX36,09,GBP,WF44,X,"","","",X,X,X,"","","",X,X,X,"","",X,X,X,X,X,X,"",X,"",X,X,X,X,"","",X,""
760653,02,9522,G9522,Hamilton-Johnson,"","",BB,DT22,AA,CC,DC,9522,9522,FM16,20231118,X,FS47,FR74,X,INF7,CC12,X,X,INT1,CORP,US,100,RG59,B1,A0,1,PP26,Port Denisefort,CY,1,"",CMP818,F,VAT1903043,2,TAX280,"",TAX30,04,CNY,WF87,"",X,"","","",X,"","","","","","","","","",X,"","",X,"","","",X,X,X,X,X,"",X,X,X,""
197955,01,9523,G9523,Myers-Rodriguez,"","",BB,DT52,AB,CC,DB,9523,9523,FM80,20230517,"",FS73,FR73,X,INF6,CC85,X,X,CORP,CORP,GB,100,RG28,A0,A0,4,PP64,Julieside,FY,2,"",CMP629,D,VAT8774508,2,TAX417,"",TAX17,04,USD,WF60,"","","","",X,"",X,X,"",X,X,X,X,X,"","",X,X,X,X,"","","","",X,X,X,"","","","",""
935372,03,9524,G9524,Rubio Ltd,1,X,BA,DT91,AA,CB,DA,9524,9524,FM40,20201231,"",FS63,FR89,"",INF5,CC44,X,"",CORP,GRP1,US,100,RG55,B1,A0,1,PP95,New Kimberlyfort,K4,2,"",CMP663,F,VAT2693030,1,TAX395,"",TAX54,10,JPY,WF14,"","",X,"","",X,"","",X,"","","","",X,"","","",X,"",X,"",X,X,X,X,X,"","","","","",""
293210,03,9525,G9525,Allen-Wheeler,1,"",BA,DT37,AC,CB,DB,9525,9525,FM57,20240322,"",FS51,FR49,"",INF4,CC75,X,X,FIN1,CORP,GB,100,RG72,A0,A0,7,PP69,Port Rhondatown,K4,2,X,CMP603,E,VAT6245479,2,TAX958,X,TAX26,00,GBP,WF41,X,X,X,"","","",X,X,X,"",X,X,X,X,X,"","",X,X,"","","",X,"",X,X,X,"","","","",""
195156,02,9526,G9526,Smith and Sons,1,"",BC,DT15,AC,CA,DA,9526,9526,FM89,20230331,X,FS11,FR20,X,INF5,CC56,X,X,GRP1,INT1,IN,100,RG35,B1,C2,9,PP92,South Eugene,V3,2,X,CMP309,D,VAT1533062,1,TAX224,X,TAX37,05,INR,WF30,"","",X,"","",X,X,"",X,X,X,X,"",X,"",X,X,X,X,"","",X,X,"",X,X,"",X,"","",X,""
521034,02,9527,G9527,"Williams, Villegas and So","","",BC,DT59,AC,CA,DC,9527,9527,FM52,20210211,X,FS17,FR79,"",INF9,CC58,"","",GRP1,INT1,JP,100,RG80,A0,B1,7,PP66,Travistown,CY,1,"",CMP934,D,VAT1307352,3,TAX874,X,TAX49,03,USD,WF55,X,X,"","","",X,"","",X,X,"","","","","","",X,X,X,"","","","","",X,X,X,"","","",X,""
333172,02,9528,G9528,Williams Inc,1,X,BC,DT80,AA,CA,DC,9528,9528,FM89,20220225,X,FS11,FR43,"",INF4,CC26,X,"",FIN1,CORP,GB,100,RG95,C2,B1,3,PP33,Kaylamouth,CY,2,"",CMP354,D,VAT3160758,1,TAX215,"",TAX87,06,INR,WF50,X,X,"",X,"",X,"","",X,X,"",X,"","",X,X,"","","","","","","","",X,"","","","",X,X,X
382471,02,9529,G9529,"Solis, Herrera and Gonzal","","",BC,DT38,AC,CB,DA,9529,9529,FM18,20260105,"",FS87,FR23,X,INF9,CC26,X,X,CORP,GRP1,FR,100,RG78,C2,B1,9,PP69,Lake Jacobfurt,FY,2,X,CMP551,D,VAT5584429,1,TAX576,"",TAX54,02,CNY,WF89,"",X,X,"",X,"",X,"",X,"","",X,"","","",X,"",X,X,"",X,X,X,X,X,"",X,"","",X,"",""
623348,02,9530,G9530,Hanson-Gonzalez,1,"",BA,DT19,AB,CB,DC,9530,9530,FM36,20210922,"",FS35,FR26,X,INF1,CC54,X,X,FIN1,INT1,GB,100,RG56,C2,C2,4,PP82,Port Nicholas,CY,1,X,CMP265,F,VAT2909669,1,TAX351,"",TAX54,10,GBP,WF37,X,X,X,"","",X,X,X,X,"",X,X,"","",X,"","","","",X,"","",X,X,X,"","","",X,X,"",""
964892,03,9531,G9531,Allen PLC,"","",BC,DT94,AA,CB,DC,9531,9531,FM50,20241208,"",FS57,FR34,X,INF6,CC94,"","",CORP,FIN1,JP,100,RG63,C2,C2,1,PP96,Langborough,V3,1,"",CMP258,D,VAT4253186,1,TAX691,X,TAX21,09,EUR,WF45,"","","","","",X,"",X,"","",X,"",X,"",X,"","",X,X,"",X,"",X,X,X,X,X,X,"",X,"",X
648609,02,9532,G9532,"Davis, Monroe and Miller","",X,BA,DT32,AC,CC,DC,9532,9532,FM46,20231017,"",FS91,FR49,X,INF3,CC95,"",X,CORP,GRP1,US,100,RG84,A0,A0,7,PP68,East Randy,CY,2,"",CMP288,E,VAT9415874,1,TAX332,"",TAX64,04,JPY,WF99,X,X,X,X,"",X,"","",X,"",X,X,"","","","","",X,X,X,"",X,"","",X,"",X,"","","",X,""
996363,01,9533,G9533,Reed Inc,1,X,BC,DT81,AC,CB,DC,9533,9533,FM84,20220626,X,FS44,FR14,"",INF6,CC66,"","",INT1,GRP1,GB,100,RG71,B1,C2,1,PP82,East Julie,CY,2,X,CMP684,D,VAT5849053,1,TAX652,X,TAX34,10,GBP,WF23,"","","",X,X,X,X,X,X,X,"",X,"",X,"","",X,X,"","","","","",X,X,X,"",X,X,X,X,X
889040,02,9534,G9534,"Mccullough, Williams and","","",BC,DT26,AB,CC,DC,9534,9534,FM85,20260118,"",FS30,FR78,"",INF3,CC16,X,"",FIN1,GRP1,DE,100,RG57,A0,A0,8,PP86,Hillville,K4,2,"",CMP922,D,VAT5883078,3,TAX411,"",TAX98,01,USD,WF15,X,"","",X,"",X,X,X,X,X,"","","","","","",X,"",X,X,"","","",X,X,X,"","",X,"",X,""
292315,02,9535,G9535,"Mcdonald, Ramirez and Bai",1,"",BC,DT48,AC,CB,DC,9535,9535,FM13,20250107,"",FS90,FR63,"",INF1,CC70,"","",INT1,FIN1,FR,100,RG50,A0,A0,1,PP59,East Luisberg,V3,1,"",CMP978,E,VAT1754379,2,TAX665,"",TAX34,03,GBP,WF59,"",X,X,X,"","",X,"",X,"","",X,"",X,"","","","",X,X,"",X,X,X,X,X,"",X,"","",X,""
865027,01,9536,G9536,Hodge-Silva,1,X,BB,DT44,AC,CC,DC,9536,9536,FM59,20220622,"",FS82,FR12,X,INF3,CC32,"",X,FIN1,GRP1,JP,100,RG37,B1,C2,6,PP66,Elizabethhaven,FY,2,"",CMP167,F,VAT1624528,2,TAX571,"",TAX61,02,CNY,WF47,"","",X,"",X,"","",X,"",X,X,X,"","","","","",X,X,X,"","","","",X,X,X,X,X,X,X,X
269710,01,9537,G9537,"Ramirez, Santos and Mckee",1,X,BC,DT25,AB,CB,DA,9537,9537,FM38,20240907,"",FS49,FR35,X,INF5,CC13,X,"",GRP1,INT1,GB,100,RG77,A0,C2,6,PP99,East Robert,V3,2,X,CMP809,D,VAT1978869,1,TAX252,X,TAX80,00,INR,WF98,"","",X,"","",X,X,X,"",X,"","","",X,X,X,X,"","",X,X,"",X,"",X,"","","",X,X,X,""
239183,02,9538,G9538,Kennedy-Morrison,1,"",BA,DT60,AA,CB,DB,9538,9538,FM54,20250212,"",FS86,FR64,"",INF3,CC51,X,"",CORP,INT1,CN,100,RG74,B1,A0,4,PP90,North Haleymouth,CY,1,X,CMP321,D,VAT6470911,1,TAX696,"",TAX34,06,CNY,WF25,X,X,"",X,X,"",X,X,"",X,X,"","","","",X,X,"",X,X,"",X,"",X,X,"",X,X,"","",X,""
984565,01,9539,G9539,Mcgee-Torres,1,X,BC,DT81,AC,CC,DB,9539,9539,FM41,20210521,X,FS96,FR53,"",INF9,CC37,"","",CORP,GRP1,JP,100,RG26,C2,A0,4,PP95,Brandyhaven,FY,1,"",CMP768,D,VAT8010372,3,TAX738,X,TAX39,04,USD,WF99,"","",X,"",X,X,"","",X,X,"",X,X,"",X,"","",X,"",X,X,X,"",X,X,X,X,"","","","",X
758539,03,9540,G9540,Taylor-Taylor,"",X,BC,DT13,AA,CC,DC,9540,9540,FM55,20210426,"",FS20,FR40,"",INF5,CC77,"",X,GRP1,FIN1,DE,100,RG51,A0,B1,6,PP53,Michaelside,FY,1,X,CMP250,F,VAT6811531,3,TAX673,X,TAX75,07,USD,WF49,"",X,"","",X,X,X,X,X,"","",X,"","","","","","","",X,X,X,"","",X,X,X,X,X,X,"",""
843743,01,9541,G9541,Robinson-Burns,1,"",BB,DT52,AC,CB,DA,9541,9541,FM37,20231026,X,FS78,FR36,X,INF2,CC82,"",X,INT1,FIN1,FR,100,RG62,C2,B1,1,PP87,Cindymouth,CY,1,X,CMP591,E,VAT6034011,3,TAX543,X,TAX15,00,CNY,WF59,X,"","","","","","",X,"",X,X,"",X,X,X,"",X,"","",X,"",X,X,X,X,"","","",X,X,"",""
788771,01,9542,G9542,Young and Sons,"","",BC,DT71,AB,CB,DB,9542,9542,FM87,20240519,"",FS39,FR16,X,INF7,CC73,"",X,CORP,GRP1,US,100,RG91,C2,B1,8,PP94,New Victoria,K4,1,X,CMP436,F,VAT8716927,2,TAX478,"",TAX29,00,USD,WF82,"","","","","","",X,X,X,"","",X,"","","","","",X,X,"",X,X,X,X,X,X,"","",X,"",X,""
356348,02,9543,G9543,Dorsey-Carlson,"","",BC,DT41,AB,CB,DC,9543,9543,FM60,20230215,"",FS52,FR92,"",INF4,CC45,X,"",CORP,FIN1,CN,100,RG11,B1,A0,4,PP34,East Sarah,CY,2,X,CMP311,F,VAT7656462,2,TAX954,X,TAX28,09,CNY,WF47,"","",X,"","",X,X,"","","","",X,X,X,X,X,X,X,"",X,"",X,X,X,X,"",X,"",X,X,X,""
234596,03,9544,G9544,"Obrien, Nixon and Peterso","","",BB,DT70,AA,CA,DB,9544,9544,FM56,20210507,"",FS84,FR17,X,INF5,CC65,"",X,FIN1,CORP,GB,100,RG94,C2,A0,3,PP99,Brentborough,CY,1,X,CMP208,E,VAT9283682,3,TAX349,"",TAX76,00,JPY,WF64,X,"","","","","",X,"",X,"","",X,X,"","",X,X,X,"",X,"",X,X,"",X,"",X,X,"",X,"",X
842384,03,9545,G9545,"Zimmerman, Miller and Nun","","",BB,DT31,AA,CC,DA,9545,9545,FM73,20220515,"",FS63,FR13,X,INF1,CC80,X,"",FIN1,FIN1,GB,100,RG86,B1,A0,7,PP17,Joannemouth,CY,1,X,CMP584,F,VAT6456850,2,TAX171,"",TAX95,05,JPY,WF93,"","","",X,X,"",X,"","","",X,X,X,"",X,"",X,X,"",X,X,X,X,X,X,"","","",X,"","",""
210590,01,9546,G9546,Romero-Stanton,"","",BA,DT70,AC,CB,DC,9546,9546,FM16,20250430,"",FS88,FR89,"",INF4,CC15,X,"",GRP1,CORP,US,100,RG48,B1,B1,5,PP39,Vanessaport,FY,2,X,CMP827,D,VAT3688818,1,TAX365,X,TAX33,01,GBP,WF57,"","",X,X,X,"",X,X,X,"","",X,"",X,"",X,"",X,X,"",X,"","","",X,"",X,X,"",X,"",X
177888,03,9547,G9547,Bush-Gonzales,1,X,BC,DT58,AA,CC,DA,9547,9547,FM95,20250802,"",FS78,FR21,"",INF2,CC52,"","",GRP1,GRP1,GB,100,RG89,B1,C2,5,PP32,Ericshire,V3,1,X,CMP151,D,VAT9007632,1,TAX483,X,TAX56,09,JPY,WF81,"",X,"",X,X,X,X,"",X,X,"","",X,"","","","",X,"","",X,"","","",X,X,"",X,X,X,"",""
155156,03,9548,G9548,Carter-Brewer,"",X,BA,DT13,AB,CB,DA,9548,9548,FM93,20211228,X,FS10,FR70,X,INF4,CC36,"","",CORP,FIN1,CN,100,RG35,B1,A0,8,PP62,Woodview,V3,1,"",CMP134,F,VAT2262458,2,TAX487,"",TAX94,05,JPY,WF72,"",X,"","",X,X,X,X,"","",X,X,X,"","",X,"",X,X,X,X,X,X,X,X,"","",X,"",X,"",""
416081,01,9549,G9549,"Cruz, Ramos and Mcdowell","","",BB,DT78,AC,CB,DA,9549,9549,FM41,20240911,X,FS60,FR62,"",INF7,CC65,X,X,GRP1,FIN1,GB,100,RG80,A0,C2,8,PP88,Kirkbury,FY,2,X,CMP730,F,VAT8249921,2,TAX300,X,TAX75,06,CNY,WF97,"",X,X,X,"",X,X,"","",X,X,X,"",X,X,"","",X,"",X,"","","",X,X,X,X,"",X,"",X,""
202742,02,9550,G9550,Wright-Franco,1,"",BA,DT94,AB,CC,DA,9550,9550,FM15,20220106,"",FS91,FR47,X,INF9,CC31,X,X,CORP,FIN1,CN,100,RG25,B1,B1,8,PP70,Hartside,CY,1,"",CMP793,F,VAT4757039,1,TAX605,"",TAX15,02,INR,WF64,"","","",X,X,X,"",X,X,X,"",X,"","","","","","","","","","",X,X,X,X,"",X,X,"",X,""
739879,02,9551,G9551,Villa-Hill,"","",BA,DT51,AB,CC,DB,9551,9551,FM51,20210727,"",FS40,FR93,"",INF1,CC36,"",X,INT1,INT1,DE,100,RG83,A0,A0,1,PP95,West Lisaport,FY,2,X,CMP608,D,VAT4027441,1,TAX331,"",TAX10,02,CNY,WF51,"","",X,"","","",X,X,X,X,X,"",X,"","","",X,X,X,"","",X,X,X,X,"",X,X,"",X,"",X
437795,01,9552,G9552,Arnold LLC,"",X,BA,DT49,AA,CC,DA,9552,9552,FM91,20240507,X,FS49,FR46,"",INF2,CC61,X,X,INT1,CORP,CN,100,RG29,B1,A0,5,PP67,Tracyburgh,V3,1,"",CMP484,D,VAT5353015,1,TAX207,X,TAX25,02,INR,WF35,"",X,X,X,"",X,X,X,X,X,X,X,"","",X,X,X,"",X,X,X,X,X,X,X,"","","","",X,X,""
441595,02,9553,G9553,"Howard, King and Gallaghe","","",BA,DT71,AA,CB,DA,9553,9553,FM71,20220211,"",FS42,FR36,"",INF9,CC53,X,"",GRP1,FIN1,CN,100,RG51,B1,B1,6,PP10,East Carlosville,V3,2,X,CMP577,E,VAT9791749,3,TAX705,"",TAX13,04,CNY,WF99,X,X,"",X,X,"",X,X,"",X,"",X,X,X,"",X,X,X,"","","","",X,"",X,"",X,"","","","",""
662083,03,9554,G9554,"Campbell, Compton and Buc",1,"",BB,DT87,AB,CA,DB,9554,9554,FM39,20240423,"",FS58,FR21,X,INF7,CC53,"","",CORP,GRP1,FR,100,RG35,A0,B1,8,PP45,Lake Phillipshire,V3,1,"",CMP716,F,VAT7258351,2,TAX316,"",TAX82,03,CNY,WF28,"","",X,X,"",X,"","","",X,X,"","","","",X,X,"",X,X,X,"",X,"",X,X,X,"",X,"",X,""
346619,02,9555,G9555,Thomas PLC,1,"",BC,DT30,AB,CB,DA,9555,9555,FM60,20240407,X,FS94,FR37,X,INF3,CC93,"",X,GRP1,GRP1,JP,100,RG16,A0,C2,8,PP93,West James,FY,2,X,CMP587,F,VAT5339378,2,TAX916,"",TAX70,04,CNY,WF78,"","","","",X,X,X,X,X,X,"",X,X,"",X,X,"",X,X,X,X,X,"",X,X,X,"",X,X,"",X,""
209520,02,9556,G9556,"Reed, Edwards and Terrell",1,"",BC,DT78,AA,CA,DB,9556,9556,FM18,20250815,"",FS60,FR24,"",INF7,CC19,X,X,INT1,FIN1,IN,100,RG48,C2,C2,9,PP33,Smithstad,K4,1,"",CMP270,E,VAT7929971,3,TAX567,"",TAX32,06,JPY,WF83,"",X,"",X,"",X,X,"",X,X,"",X,"","","",X,"",X,"",X,X,X,"","",X,X,X,"","","",X,X
743809,02,9557,G9557,"Thompson, Ali and Burch","","",BA,DT71,AB,CB,DA,9557,9557,FM76,20240110,X,FS74,FR43,X,INF8,CC45,"","",GRP1,CORP,CN,100,RG56,C2,A0,6,PP89,Wilsonchester,FY,1,X,CMP545,F,VAT7710316,2,TAX292,X,TAX46,05,CNY,WF48,"","","",X,"",X,"","","","",X,X,"",X,X,X,"","","","",X,X,"","",X,X,X,X,"","",X,""
230386,01,9558,G9558,"Shelton, Blair and Clark",1,"",BA,DT98,AC,CA,DA,9558,9558,FM58,20210320,"",FS29,FR26,"",INF8,CC91,X,"",GRP1,GRP1,CN,100,RG14,B1,C2,3,PP54,Gonzalezton,CY,1,X,CMP803,D,VAT5278321,1,TAX881,"",TAX55,10,JPY,WF44,X,"",X,X,"","",X,X,"",X,X,"","","",X,"",X,X,"",X,"","","","",X,X,X,"",X,"","",""
471237,03,9559,G9559,Quinn-Brown,"",X,BB,DT38,AB,CB,DA,9559,9559,FM32,20240622,X,FS28,FR27,"",INF1,CC64,X,X,GRP1,INT1,FR,100,RG26,A0,C2,8,PP25,Lisaborough,V3,2,X,CMP395,D,VAT3276650,3,TAX664,"",TAX19,10,INR,WF73,X,"",X,X,"",X,"",X,"","","","","","",X,"","",X,"","",X,X,X,"",X,"","",X,"",X,"",X
895139,02,9560,G9560,Harvey-Adams,"","",BB,DT59,AB,CA,DC,9560,9560,FM34,20231115,X,FS88,FR99,X,INF8,CC84,"",X,CORP,INT1,JP,100,RG51,C2,A0,7,PP67,Lake David,CY,2,X,CMP682,D,VAT5834570,2,TAX890,"",TAX44,10,CNY,WF43,X,"","","",X,"","",X,"",X,"",X,"","","",X,"",X,"","",X,X,"","",X,"",X,"","",X,"",""
