Customer ID,Market,Customer Description,Market Description,Customer Region,Market Region,Customer Country/Region,Market Sub Region,Demand Type,Demand Sub Type,Latitude,Longttitude
IT,IT,Market Entity for IT,Planning Market - Young LLC - IT,EMEA,AMER,IT,Lake Todd,Commercial,Standard,8.157044,-172.714716
BR,BR,Market Entity for BR,Planning Market - Robbins Inc - BR,LATAM,LATAM,BR,East Dylanview,Commercial,Priority,-64.1044745,-52.672349
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - Hernandez Ltd - LATAM_REG,EMEA,AMER,INTL,West Karen,Commercial,Standard,-2.1280835,72.826896
BR,BR,Market Entity for BR,Planning Market - Galloway-Lewis - BR,EMEA,APAC,BR,Vargasfort,Commercial,Standard,-89.0375765,106.402965
BR,BR,Market Entity for BR,Planning Market - Gonzalez-Figueroa - BR,EMEA,AMER,BR,Shelbyport,Samples,Priority,83.752042,127.685477
DE,DE,Market Entity for DE,Planning Market - Collier-Leblanc - DE,AMER,LATAM,DE,North Christopher,Clinical,Priority,-35.529902,-86.219007
JP,JP,Market Entity for JP,Planning Market - Pierce LLC - JP,APAC,EMEA,JP,Ericshire,Samples,Priority,5.1052715,-169.478753
SG,SG,Market Entity for SG,Planning Market - Davenport PLC - SG,EMEA,LATAM,SG,Palmerchester,Clinical,Urgent,55.062428,76.394454
ES,ES,Market Entity for ES,Planning Market - Ramos LLC - ES,AMER,APAC,ES,Mckenziechester,Commercial,GPSS_Early,59.5489145,-114.951065
IN,IN,Market Entity for IN,Planning Market - Randolph-Lee - IN,APAC,EMEA,IN,Valdezview,Samples,Standard,34.4784135,-32.439357
US,US,Market Entity for US,Planning Market - Krause Ltd - US,LATAM,AMER,US,Brandonberg,Clinical,Urgent,0.8007885,-38.76978
IN,IN,Market Entity for IN,Planning Market - Moore and Sons - IN,LATAM,AMER,IN,Melindaton,Commercial,Standard,74.107378,-86.911539
CH,CH,Market Entity for CH,Planning Market - Harris-Vargas - CH,LATAM,APAC,CH,South Amy,Samples,Priority,-77.3018455,64.565848
JP,JP,Market Entity for JP,Planning Market - Franco-Mullins - JP,LATAM,LATAM,JP,North Kathryn,Free Goods,Urgent,-29.3262755,-85.049593
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - Wilson-Bush - LATAM_REG,APAC,APAC,INTL,New Jennifer,Free Goods,Priority,-49.7085575,64.651643
ES,ES,Market Entity for ES,Planning Market - Schwartz-Sutton - ES,EMEA,LATAM,ES,New Lisatown,Samples,Priority,-12.177573,-26.588571
AU,AU,Market Entity for AU,Planning Market - Dean Group - AU,AMER,EMEA,AU,East Jonathanville,Samples,Urgent,87.5150325,-140.981561
CA,CA,Market Entity for CA,Planning Market - Kramer-Daniels - CA,EMEA,LATAM,CA,Lake Jennifer,Samples,GPSS_Early,0.2672515,169.350906
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,Planning Market - Barry-Harris - EMEA_REG,EMEA,AMER,INTL,Leslieborough,Samples,Urgent,-82.857782,-19.058955
IN,IN,Market Entity for IN,Planning Market - Deleon Group - IN,AMER,AMER,IN,Port Anthonyfort,Samples,Priority,85.921656,165.499492
DE,DE,Market Entity for DE,Planning Market - Ford-Romero - DE,EMEA,APAC,DE,Brandonview,Free Goods,Urgent,59.09982,-57.049196
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - Jones-Shelton - LATAM_REG,AMER,EMEA,INTL,Lake Melissabury,Free Goods,Standard,-56.7900685,-37.379495
US,US,Market Entity for US,"Planning Market - Stevens, Knight and Parker - US",LATAM,AMER,US,Douglasfort,Clinical,Standard,43.248618,171.522217
CN,CN,Market Entity for CN,Planning Market - Hood-Robinson - CN,EMEA,APAC,CN,Port Emily,Clinical,GPSS_Early,-12.8692095,-26.16814
ES,ES,Market Entity for ES,Planning Market - Bernard-Weber - ES,LATAM,EMEA,ES,West Linda,Samples,Standard,-2.9577745,-39.459567
IN,IN,Market Entity for IN,Planning Market - Martin-Mack - IN,APAC,AMER,IN,Brandtfort,Free Goods,GPSS_Early,-5.020755,-27.203783
FR,FR,Market Entity for FR,Planning Market - Davis and Sons - FR,APAC,APAC,FR,New Kyletown,Samples,GPSS_Early,-26.855481,-154.21652
JP,JP,Market Entity for JP,Planning Market - Greer LLC - JP,LATAM,EMEA,JP,Carrieberg,Clinical,Standard,-60.4910015,-12.76997
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - Smith Group - LATAM_REG,AMER,APAC,INTL,Tammyborough,Clinical,Urgent,-53.7510545,-149.063965
IT,IT,Market Entity for IT,Planning Market - Martinez Inc - IT,EMEA,AMER,IT,Lake Patriciamouth,Clinical,Priority,-48.5407025,-76.588742
CA,CA,Market Entity for CA,Planning Market - Brown and Sons - CA,LATAM,AMER,CA,East Yolanda,Free Goods,Priority,-13.5936835,-90.721923
ES,ES,Market Entity for ES,Planning Market - Parker-Jones - ES,APAC,LATAM,ES,South Danielshire,Commercial,GPSS_Early,-40.1025915,159.041427
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,Planning Market - Allen PLC - GLOBAL_CORP,APAC,LATAM,INTL,New Brenda,Clinical,Urgent,9.503215,-72.067188
CH,CH,Market Entity for CH,Planning Market - Hebert-Dunn - CH,AMER,LATAM,CH,Doughertyshire,Clinical,Urgent,-45.044721,-171.490951
FR,FR,Market Entity for FR,Planning Market - Barnes PLC - FR,AMER,EMEA,FR,Dannyton,Free Goods,Standard,33.192419,11.608483
AU,AU,Market Entity for AU,Planning Market - Boyd Inc - AU,EMEA,EMEA,AU,Lake Ryanberg,Samples,Priority,18.4220115,-119.073382
IN,IN,Market Entity for IN,Planning Market - Olson Ltd - IN,LATAM,AMER,IN,East Misty,Free Goods,Standard,-37.84813,-71.676381
ES,ES,Market Entity for ES,"Planning Market - Miller, Shaw and Boyd - ES",APAC,LATAM,ES,Lake Davidborough,Free Goods,GPSS_Early,-50.4460155,69.663956
CN,CN,Market Entity for CN,Planning Market - Richardson Ltd - CN,EMEA,AMER,CN,Port Thomas,Commercial,Priority,77.955391,-11.83678
DE,DE,Market Entity for DE,Planning Market - Myers Inc - DE,APAC,LATAM,DE,West Anthony,Clinical,Standard,48.0091425,35.329655
GB,GB,Market Entity for GB,"Planning Market - Alvarez, Evans and Taylor - GB",APAC,EMEA,GB,Nguyenberg,Free Goods,GPSS_Early,-81.497118,-62.802852
IT,IT,Market Entity for IT,"Planning Market - Ramirez, Friedman and Ortega - IT",LATAM,LATAM,IT,Josephshire,Samples,Urgent,28.3758555,-33.699583
SG,SG,Market Entity for SG,Planning Market - Mitchell Inc - SG,APAC,AMER,SG,Bookerside,Clinical,Standard,45.912466,168.607551
GB,GB,Market Entity for GB,Planning Market - Williams Group - GB,EMEA,AMER,GB,Lake Chelseaburgh,Commercial,Priority,-71.254398,-168.12228
JP,JP,Market Entity for JP,Planning Market - Garcia-Copeland - JP,APAC,AMER,JP,Port Rhondaside,Clinical,Standard,-49.840428,-68.962439
DE,DE,Market Entity for DE,"Planning Market - Gutierrez, Williams and Ramsey - DE",APAC,EMEA,DE,Ericton,Clinical,Standard,-71.319857,126.583729
DE,DE,Market Entity for DE,Planning Market - Solomon Group - DE,APAC,APAC,DE,Julieport,Samples,Priority,42.68385,-53.771252
SG,SG,Market Entity for SG,"Planning Market - Torres, Nolan and James - SG",EMEA,AMER,SG,Turnerville,Clinical,Urgent,47.4355265,93.732797
IT,IT,Market Entity for IT,"Planning Market - Mason, Ellis and Perez - IT",LATAM,EMEA,IT,Thomasburgh,Clinical,Urgent,-35.521238,116.667943
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - Holden-Mullins - LATAM_REG,APAC,APAC,INTL,East Carolyn,Free Goods,Urgent,-79.8557555,36.983485
IN,IN,Market Entity for IN,Planning Market - Mendez-Turner - IN,AMER,LATAM,IN,Cookbury,Commercial,Standard,31.3921335,72.823051
APAC_REG,APAC_REG,Market Entity for APAC_REG,"Planning Market - Ruiz, Bryant and Brown - APAC_REG",APAC,APAC,INTL,Townsendland,Samples,Priority,-87.34079,-43.845618
US,US,Market Entity for US,Planning Market - Conrad-Garcia - US,EMEA,APAC,US,Barrychester,Commercial,Priority,-28.1440595,-50.127458
GB,GB,Market Entity for GB,Planning Market - Hampton LLC - GB,LATAM,AMER,GB,South David,Clinical,Standard,-80.653615,-0.734614
US,US,Market Entity for US,"Planning Market - Pollard, Fernandez and Williams - US",AMER,AMER,US,South Jasmine,Samples,Standard,-63.4587625,4.658545
FR,FR,Market Entity for FR,Planning Market - Ward-Johnson - FR,LATAM,EMEA,FR,Heidimouth,Clinical,GPSS_Early,-33.1423485,93.841389
BR,BR,Market Entity for BR,Planning Market - Clark-Macdonald - BR,AMER,AMER,BR,West William,Commercial,Urgent,86.3724035,-15.102337
NL,NL,Market Entity for NL,"Planning Market - Vasquez, Gray and Williamson - NL",EMEA,APAC,NL,Port Stacy,Free Goods,Priority,-57.0441465,57.867463
CA,CA,Market Entity for CA,Planning Market - Rodriguez Inc - CA,APAC,EMEA,CA,Kaylamouth,Samples,Priority,73.0221745,-82.707523
GB,GB,Market Entity for GB,Planning Market - Smith PLC - GB,APAC,APAC,GB,Masonburgh,Commercial,GPSS_Early,15.9241085,-44.928011
JP,JP,Market Entity for JP,Planning Market - Burke LLC - JP,LATAM,LATAM,JP,New Steveport,Commercial,Urgent,-32.2743035,54.217169
CH,CH,Market Entity for CH,"Planning Market - Thompson, Chavez and Hooper - CH",AMER,LATAM,CH,North John,Free Goods,Urgent,36.924661,-125.08831
US,US,Market Entity for US,Planning Market - Watson-Higgins - US,EMEA,APAC,US,East Jack,Samples,Standard,65.65442,89.862131
US,US,Market Entity for US,Planning Market - Richards-Jones - US,LATAM,AMER,US,Yorkland,Free Goods,GPSS_Early,-44.416441,-143.822452
GB,GB,Market Entity for GB,"Planning Market - Cook, Jenkins and Matthews - GB",AMER,AMER,GB,North Conniemouth,Samples,GPSS_Early,-62.893482,-135.26899
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,"Planning Market - Dillon, Hooper and Huerta - GLOBAL_CORP",AMER,EMEA,INTL,Gentryview,Commercial,Standard,74.2730495,35.889441
ES,ES,Market Entity for ES,Planning Market - Wilson-Sherman - ES,APAC,APAC,ES,Joneston,Samples,Urgent,-76.868434,-16.620492
CH,CH,Market Entity for CH,Planning Market - Koch-Hunter - CH,APAC,APAC,CH,West Scottport,Clinical,Urgent,-28.26153,165.993707
IT,IT,Market Entity for IT,Planning Market - Gibson-Ball - IT,LATAM,EMEA,IT,West Derekborough,Free Goods,Standard,82.36458,-100.253266
CA,CA,Market Entity for CA,Planning Market - Mitchell-Moore - CA,LATAM,LATAM,CA,East Patrick,Free Goods,GPSS_Early,22.151533,-19.929855
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - Johnson Inc - LATAM_REG,EMEA,EMEA,INTL,Saraville,Samples,Priority,38.4970155,36.347841
DE,DE,Market Entity for DE,Planning Market - Bailey Ltd - DE,EMEA,LATAM,DE,East Aaron,Samples,Standard,67.5970975,-170.607833
JP,JP,Market Entity for JP,Planning Market - Riley PLC - JP,LATAM,EMEA,JP,Markfurt,Commercial,Urgent,41.4317415,28.552479
CA,CA,Market Entity for CA,Planning Market - Aguilar-Mendez - CA,LATAM,AMER,CA,Sullivanville,Commercial,Priority,-17.4735215,141.877368
DE,DE,Market Entity for DE,"Planning Market - Myers, Obrien and Graham - DE",EMEA,APAC,DE,Markport,Free Goods,Priority,62.4202245,-39.556905
CH,CH,Market Entity for CH,Planning Market - Anderson LLC - CH,AMER,APAC,CH,Lake Stevetown,Samples,Priority,39.6278765,179.067166
CN,CN,Market Entity for CN,Planning Market - Snyder Ltd - CN,AMER,LATAM,CN,Jeffreyfurt,Samples,Priority,-24.3203115,-69.992062
AU,AU,Market Entity for AU,Planning Market - Morrison Ltd - AU,AMER,APAC,AU,North Jacobfurt,Commercial,Standard,6.831097,-161.356812
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,Planning Market - Kelley PLC - GLOBAL_CORP,EMEA,EMEA,INTL,West Emilyside,Commercial,Priority,71.054662,-6.065581
CH,CH,Market Entity for CH,"Planning Market - Gregory, Crane and Stokes - CH",EMEA,AMER,CH,Leahborough,Clinical,GPSS_Early,51.1314465,63.098984
IT,IT,Market Entity for IT,"Planning Market - White, Mitchell and Cole - IT",LATAM,EMEA,IT,North Peggyhaven,Free Goods,GPSS_Early,-53.925977,97.060105
DE,DE,Market Entity for DE,"Planning Market - Russell, Lewis and Smith - DE",LATAM,LATAM,DE,East Robertchester,Clinical,Standard,-21.8930845,68.345185
NL,NL,Market Entity for NL,Planning Market - Jordan-Jackson - NL,EMEA,EMEA,NL,East Tracy,Free Goods,Standard,84.901587,136.411429
BR,BR,Market Entity for BR,"Planning Market - Marshall, Cameron and Ingram - BR",APAC,LATAM,BR,North Danny,Commercial,Standard,37.084276,-157.545425
BR,BR,Market Entity for BR,Planning Market - Cantu PLC - BR,AMER,AMER,BR,West Michael,Free Goods,GPSS_Early,36.5462275,-32.517375
SG,SG,Market Entity for SG,Planning Market - Stewart-Espinoza - SG,LATAM,LATAM,SG,North Amber,Commercial,Standard,-80.735531,-84.58847
ES,ES,Market Entity for ES,"Planning Market - Bailey, Wilson and Robinson - ES",AMER,APAC,ES,Lake Patrick,Samples,Priority,39.363751,53.674192
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,Planning Market - Williams Inc - GLOBAL_CORP,EMEA,APAC,INTL,Amberville,Free Goods,Standard,2.200142,172.219054
DE,DE,Market Entity for DE,Planning Market - Molina PLC - DE,AMER,LATAM,DE,East Kevin,Free Goods,Standard,47.9899105,48.047348
AU,AU,Market Entity for AU,"Planning Market - Graham, Lester and Nelson - AU",APAC,APAC,AU,West Mark,Free Goods,Priority,-73.989699,-11.040281
IT,IT,Market Entity for IT,Planning Market - Conner-Carter - IT,AMER,APAC,IT,Tatemouth,Clinical,Priority,-75.22825,13.905959
AU,AU,Market Entity for AU,Planning Market - Jones-Evans - AU,APAC,AMER,AU,Greenborough,Free Goods,GPSS_Early,-42.5766175,-96.492483
FR,FR,Market Entity for FR,"Planning Market - Sweeney, Hill and Peterson - FR",AMER,LATAM,FR,North Omarport,Commercial,GPSS_Early,20.161023,23.878873
CN,CN,Market Entity for CN,Planning Market - Tucker-Smith - CN,AMER,EMEA,CN,West Lauramouth,Clinical,Priority,-66.919106,118.810183
NL,NL,Market Entity for NL,"Planning Market - Henderson, Holmes and Glass - NL",AMER,LATAM,NL,Lake Roy,Samples,Standard,47.222795,143.127955
FR,FR,Market Entity for FR,Planning Market - Davis-Figueroa - FR,LATAM,APAC,FR,Denniston,Commercial,Priority,-40.456157,-77.237688
CH,CH,Market Entity for CH,Planning Market - Patterson-Garza - CH,EMEA,APAC,CH,East Melanie,Samples,Standard,83.3334195,54.031667
AU,AU,Market Entity for AU,Planning Market - Harper-Moreno - AU,LATAM,AMER,AU,Port Roberto,Commercial,Urgent,-37.9891935,-153.82231
AMER_REG,AMER_REG,Market Entity for AMER_REG,"Planning Market - Jackson, Clark and Reilly - AMER_REG",LATAM,LATAM,INTL,South Morganland,Commercial,Urgent,-43.6120365,63.049296
US,US,Market Entity for US,Planning Market - Gonzalez LLC - US,AMER,LATAM,US,Abbottberg,Commercial,Priority,-27.4075085,-2.092933
IN,IN,Market Entity for IN,Planning Market - Hodge Ltd - IN,EMEA,APAC,IN,Lake Erin,Free Goods,GPSS_Early,-55.317754,101.22892
NL,NL,Market Entity for NL,"Planning Market - Ferguson, Roberts and Morris - NL",LATAM,EMEA,NL,New Thomas,Samples,Priority,-74.9821325,-52.227668
CH,CH,Market Entity for CH,Planning Market - Roy PLC - CH,LATAM,APAC,CH,Port Jonathanton,Clinical,Priority,-50.473057,-30.519147
DE,DE,Market Entity for DE,Planning Market - Figueroa and Sons - DE,EMEA,APAC,DE,Jackshire,Samples,Priority,12.0286605,27.0687
DE,DE,Market Entity for DE,"Planning Market - Elliott, Sloan and Moss - DE",AMER,APAC,DE,East Eddiebury,Commercial,Standard,-28.7739045,29.604113
SG,SG,Market Entity for SG,Planning Market - Vasquez-Sanders - SG,EMEA,APAC,SG,Lewisbury,Clinical,Urgent,-44.35296,80.903565
IN,IN,Market Entity for IN,Planning Market - Sanchez Group - IN,EMEA,APAC,IN,Judithland,Clinical,Standard,55.395208,-82.942492
US,US,Market Entity for US,Planning Market - Smith-Banks - US,APAC,EMEA,US,Katherineville,Samples,Urgent,-30.244663,-128.685206
AU,AU,Market Entity for AU,Planning Market - Williams PLC - AU,AMER,EMEA,AU,Riverashire,Samples,GPSS_Early,31.60369,41.678701
CA,CA,Market Entity for CA,Planning Market - Mcfarland-Barron - CA,LATAM,APAC,CA,North Patrickburgh,Commercial,Urgent,-81.776211,-47.925179
NL,NL,Market Entity for NL,Planning Market - Mitchell-Franco - NL,EMEA,EMEA,NL,North Sandrashire,Free Goods,Urgent,56.583448,68.589182
ES,ES,Market Entity for ES,Planning Market - Stevens-Young - ES,EMEA,LATAM,ES,Richardview,Free Goods,Urgent,-20.7504,120.353316
CN,CN,Market Entity for CN,Planning Market - Day-West - CN,EMEA,AMER,CN,Warrenhaven,Samples,Priority,21.8769865,-149.807866
US,US,Market Entity for US,Planning Market - Armstrong Ltd - US,LATAM,EMEA,US,Krauseton,Samples,Urgent,26.972624,-35.672982
US,US,Market Entity for US,"Planning Market - Wood, Hardy and Snow - US",AMER,LATAM,US,Prestonshire,Clinical,Priority,25.897283,-43.298722
IT,IT,Market Entity for IT,"Planning Market - Delacruz, Nicholson and Stanton - IT",AMER,EMEA,IT,Tiffanystad,Commercial,Standard,19.698517,42.385911
GB,GB,Market Entity for GB,"Planning Market - Ibarra, Norton and Brown - GB",LATAM,LATAM,GB,New Trevorfort,Commercial,Standard,-5.24095,158.545337
NL,NL,Market Entity for NL,Planning Market - Stevens and Sons - NL,EMEA,LATAM,NL,West Evelyn,Commercial,Standard,-74.390442,-7.609542
BR,BR,Market Entity for BR,Planning Market - Arnold-Barrett - BR,AMER,EMEA,BR,North Timothyfort,Clinical,Urgent,88.997084,110.845093
IN,IN,Market Entity for IN,Planning Market - Mata-Luna - IN,LATAM,APAC,IN,Johnsland,Samples,Urgent,-84.9727465,-161.020457
JP,JP,Market Entity for JP,Planning Market - Russo-Lawson - JP,AMER,APAC,JP,Amyview,Commercial,Priority,-7.1591405,-141.788091
IT,IT,Market Entity for IT,Planning Market - Christensen and Sons - IT,EMEA,EMEA,IT,South Samuel,Samples,Priority,23.9058515,123.582289
AU,AU,Market Entity for AU,"Planning Market - Thornton, Miller and Zhang - AU",LATAM,EMEA,AU,Andersonberg,Clinical,GPSS_Early,-15.529016,-77.361943
CH,CH,Market Entity for CH,"Planning Market - Olson, Martin and Vega - CH",APAC,AMER,CH,Grantland,Samples,Standard,84.2081845,-140.451525
US,US,Market Entity for US,Planning Market - Morris Inc - US,LATAM,EMEA,US,East Adrienne,Commercial,Urgent,-68.4391105,95.777473
CH,CH,Market Entity for CH,Planning Market - Roberts-Blanchard - CH,LATAM,LATAM,CH,Hayesstad,Samples,GPSS_Early,-25.7511035,-70.675534
AMER_REG,AMER_REG,Market Entity for AMER_REG,Planning Market - Norton-Phillips - AMER_REG,APAC,EMEA,INTL,Port Codyville,Samples,Urgent,-44.8571335,121.378234
IN,IN,Market Entity for IN,Planning Market - Williams-Gill - IN,AMER,AMER,IN,Garzaview,Samples,Standard,29.595969,42.32569
ES,ES,Market Entity for ES,Planning Market - Castaneda LLC - ES,EMEA,EMEA,ES,Lake Amy,Commercial,Standard,-12.240947,22.325369
CA,CA,Market Entity for CA,Planning Market - Washington Ltd - CA,LATAM,APAC,CA,West Tiffanybury,Free Goods,Urgent,-35.3606145,73.856097
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,"Planning Market - Osborn, Barr and Williams - LATAM_REG",EMEA,LATAM,INTL,Jamesstad,Samples,Urgent,-1.2333985,-0.603104
IT,IT,Market Entity for IT,Planning Market - Chapman LLC - IT,APAC,APAC,IT,Kevinport,Commercial,Urgent,62.945213,135.375285
FR,FR,Market Entity for FR,Planning Market - Hernandez-Riggs - FR,LATAM,LATAM,FR,Robertsshire,Free Goods,Urgent,-54.4417115,-30.609321
BR,BR,Market Entity for BR,Planning Market - George-Harris - BR,LATAM,APAC,BR,Lake Tara,Commercial,Standard,66.382621,-62.597219
CH,CH,Market Entity for CH,Planning Market - Baker-Ross - CH,AMER,LATAM,CH,Greenmouth,Clinical,Urgent,-5.1248105,-159.438628
DE,DE,Market Entity for DE,Planning Market - Marquez LLC - DE,LATAM,APAC,DE,Danielview,Commercial,GPSS_Early,-78.6541825,6.418013
CH,CH,Market Entity for CH,Planning Market - Bailey-Schroeder - CH,AMER,APAC,CH,Jennamouth,Samples,Priority,69.530542,29.775489
IN,IN,Market Entity for IN,Planning Market - Rodriguez-Martinez - IN,EMEA,EMEA,IN,North Sarahstad,Commercial,GPSS_Early,-59.991097,-128.475538
GB,GB,Market Entity for GB,Planning Market - Clark-Cox - GB,APAC,AMER,GB,South Blake,Commercial,Urgent,55.70141,-21.040989
CH,CH,Market Entity for CH,Planning Market - Conner-Kennedy - CH,APAC,APAC,CH,Hillville,Commercial,Standard,65.298501,-85.617412
FR,FR,Market Entity for FR,Planning Market - James-Gomez - FR,LATAM,LATAM,FR,Bryanland,Clinical,GPSS_Early,45.396296,-138.288546
FR,FR,Market Entity for FR,Planning Market - Thomas Ltd - FR,EMEA,LATAM,FR,East Jane,Free Goods,Urgent,-73.474853,144.415611
CA,CA,Market Entity for CA,Planning Market - Simpson-Brown - CA,AMER,LATAM,CA,South Karen,Samples,Urgent,-70.494537,144.395962
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,Planning Market - Hammond-Harrington - GLOBAL_CORP,EMEA,EMEA,INTL,New Jasonmouth,Commercial,Priority,30.2827095,-47.05453
US,US,Market Entity for US,Planning Market - Shaw LLC - US,LATAM,LATAM,US,Millsfurt,Clinical,Standard,-43.3455145,123.220388
IN,IN,Market Entity for IN,"Planning Market - Holland, Mullins and Rangel - IN",APAC,APAC,IN,Andrewstad,Samples,Standard,2.0556935,-38.241695
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,Planning Market - Allen Ltd - EMEA_REG,LATAM,AMER,INTL,Moorefort,Clinical,Urgent,-87.117202,-81.427392
US,US,Market Entity for US,Planning Market - Patel-Ross - US,LATAM,EMEA,US,East Donnabury,Free Goods,GPSS_Early,-58.8749995,32.42867
US,US,Market Entity for US,Planning Market - Curry LLC - US,EMEA,EMEA,US,Shelleyside,Samples,Urgent,84.4630885,55.734269
US,US,Market Entity for US,Planning Market - Tucker-Valentine - US,LATAM,APAC,US,Markshire,Clinical,Urgent,-40.3773135,9.382591
FR,FR,Market Entity for FR,Planning Market - Keith-Lopez - FR,EMEA,AMER,FR,Jodimouth,Commercial,Priority,-65.626542,91.401647
JP,JP,Market Entity for JP,Planning Market - Baker-Rodriguez - JP,AMER,AMER,JP,Johnfort,Clinical,Priority,-37.763345,-58.865101
AMER_REG,AMER_REG,Market Entity for AMER_REG,Planning Market - Rose-Williams - AMER_REG,LATAM,EMEA,INTL,Lake Theresatown,Clinical,Priority,-56.4110805,8.294872
DE,DE,Market Entity for DE,Planning Market - Young LLC - DE,LATAM,EMEA,DE,Dominguezfurt,Samples,Standard,-15.278082,111.800749
JP,JP,Market Entity for JP,"Planning Market - Hicks, Rodriguez and Lawson - JP",AMER,APAC,JP,Danielville,Commercial,Urgent,-81.6507355,-131.187123
SG,SG,Market Entity for SG,Planning Market - Flores-Hamilton - SG,AMER,LATAM,SG,Lambland,Commercial,Urgent,-1.0409305,-156.731598
JP,JP,Market Entity for JP,Planning Market - Lopez-Erickson - JP,EMEA,EMEA,JP,New Robertchester,Clinical,Priority,-60.6987015,-35.27142
NL,NL,Market Entity for NL,Planning Market - Lawson-Lyons - NL,EMEA,LATAM,NL,East Alexander,Free Goods,Priority,36.451546,67.187528
BR,BR,Market Entity for BR,Planning Market - King-Chandler - BR,LATAM,APAC,BR,New Barbaramouth,Commercial,Standard,50.632644,14.308828
US,US,Market Entity for US,Planning Market - Anderson LLC - US,EMEA,APAC,US,Port Richardfort,Clinical,Priority,-71.4976185,123.367081
APAC_REG,APAC_REG,Market Entity for APAC_REG,"Planning Market - Blanchard, Carlson and Miller - APAC_REG",EMEA,APAC,INTL,Lake Emmamouth,Free Goods,Priority,44.083991,-130.246592
APAC_REG,APAC_REG,Market Entity for APAC_REG,Planning Market - Mclean-Boone - APAC_REG,EMEA,LATAM,INTL,East Andrewton,Commercial,GPSS_Early,-32.999632,-75.771647
BR,BR,Market Entity for BR,"Planning Market - Hart, Allison and Carrillo - BR",APAC,EMEA,BR,Smithmouth,Commercial,Priority,-61.703946,20.30886
AMER_REG,AMER_REG,Market Entity for AMER_REG,Planning Market - Washington-Norton - AMER_REG,EMEA,APAC,INTL,Lake Laura,Commercial,Priority,-19.3512365,-99.258322
FR,FR,Market Entity for FR,Planning Market - Blair Ltd - FR,EMEA,LATAM,FR,Jensenville,Free Goods,Urgent,-5.319518,28.899154
NL,NL,Market Entity for NL,"Planning Market - Jacobs, Cole and Miller - NL",AMER,EMEA,NL,Sarahton,Free Goods,GPSS_Early,60.814694,-41.48041
FR,FR,Market Entity for FR,Planning Market - Griffin Group - FR,LATAM,EMEA,FR,Lawsonville,Clinical,GPSS_Early,38.3849655,105.197486
DE,DE,Market Entity for DE,Planning Market - Kim Group - DE,EMEA,EMEA,DE,Shellyhaven,Free Goods,Priority,88.2807275,-178.868831
SG,SG,Market Entity for SG,Planning Market - Zuniga Ltd - SG,LATAM,APAC,SG,Schneiderborough,Commercial,Standard,-73.5376935,-158.596149
NL,NL,Market Entity for NL,Planning Market - Austin-Rogers - NL,AMER,AMER,NL,Nicholastown,Commercial,Standard,20.1779345,170.253642
ES,ES,Market Entity for ES,Planning Market - Davis LLC - ES,AMER,LATAM,ES,South Sherri,Commercial,Urgent,-47.9158905,-82.046321
BR,BR,Market Entity for BR,Planning Market - Smith Ltd - BR,APAC,APAC,BR,Lyonshaven,Free Goods,Priority,40.124264,89.157094
CH,CH,Market Entity for CH,Planning Market - Schmidt-Cunningham - CH,APAC,LATAM,CH,Port Brianside,Free Goods,Urgent,17.7683765,-45.636571
CA,CA,Market Entity for CA,Planning Market - Castillo-White - CA,LATAM,APAC,CA,South Louisburgh,Free Goods,Urgent,-82.2768675,-125.354314
IN,IN,Market Entity for IN,"Planning Market - Collins, Cobb and Hammond - IN",AMER,APAC,IN,Stevenshire,Clinical,Urgent,-31.494499,109.723988
FR,FR,Market Entity for FR,"Planning Market - Trujillo, Nelson and Hall - FR",APAC,LATAM,FR,Port Sarahville,Samples,GPSS_Early,-13.0410995,-165.869067
SG,SG,Market Entity for SG,Planning Market - Holder-Ramirez - SG,LATAM,AMER,SG,Payneburgh,Clinical,Urgent,-2.3969955,152.435967
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,"Planning Market - Baker, Martinez and Daniels - EMEA_REG",APAC,LATAM,INTL,West Jasonhaven,Clinical,Standard,-51.5882335,136.296582
DE,DE,Market Entity for DE,Planning Market - Taylor-Gutierrez - DE,LATAM,LATAM,DE,New Virginiamouth,Samples,GPSS_Early,42.4218285,81.752792
CA,CA,Market Entity for CA,"Planning Market - English, Davis and Carney - CA",AMER,EMEA,CA,Stephaniefort,Clinical,Priority,75.3227825,115.878228
FR,FR,Market Entity for FR,Planning Market - Robinson-Robinson - FR,EMEA,AMER,FR,North Deborah,Samples,Priority,-79.6801325,-18.416459
