id,period,period_id,material,market,consensus_demand,ibp_consensus_forecast,budget_volumes,sc_forecast_override,statistical_forecast,forecast_selector,upside,fcst_snapshot_1,fcst_snapshot_2,fcst_snapshot_3,fcst_snapshot_4,fcst_snapshot_5,fcst_snapshot_6,fcst_snapshot_7,fcst_snapshot_8,fcst_snapshot_9,fcst_snapshot_10,fcst_snapshot_11,fcst_snapshot_12,ibp_forecast,fcst_variance_snapshot_1,fcst_variance_snapshot_2,fcst_variance_snapshot_3,fcst_variance_perc_snapshot_1,fcst_variance_perc_snapshot_2,fcst_variance_perc_snapshot_3,ibp_consensus_forecast_prior
8771,202709,202709,MAT53181,CUST0511,561.21,636.28,598.39,569.21,640.44,CONSENSUS,39.95,580.04,574.01,616.79,575.54,569.85,574.32,578.34,573.13,587.77,609.06,573.6,593.08,676.23,96.19,102.22,59.44,0.1422,0.1512,0.0879,600.94
8772,202603,202603,MAT02604,CUST8593,130.05,133.38,138.26,130.86,138.23,CONSENSUS,39.62,133.54,137.14,135.78,130.45,140.21,140.18,141.74,141.98,133.38,133.51,130.13,132.64,173.0,39.46,35.86,37.22,0.2281,0.2073,0.2151,124.05
8773,202609,202609,MAT34735,CUST4287,400.04,413.99,418.02,407.14,456.52,CONSENSUS,28.48,427.37,428.15,420.79,401.06,423.69,401.12,408.33,427.79,405.53,426.95,439.31,405.75,442.47,15.1,14.32,21.68,0.0341,0.0324,0.049,374.71
8774,202702,202702,MAT74596,CUST7369,614.44,614.75,619.66,615.17,624.28,CONSENSUS,5.92,663.98,651.12,646.98,638.98,655.14,657.78,643.42,640.89,640.26,647.68,663.11,675.54,620.67,-43.31,-30.45,-26.31,-0.0698,-0.0491,-0.0424,580.77
8775,202612,202612,MAT76839,CUST2557,515.77,535.93,549.66,520.75,581.78,CONSENSUS,171.96,525.85,539.25,558.23,536.37,518.15,534.69,535.49,531.14,519.45,521.73,550.91,552.94,707.89,182.04,168.64,149.66,0.2572,0.2382,0.2114,511.61
8776,202705,202705,MAT93251,CUST9526,1007.43,1135.39,1061.15,1039.72,1135.33,STAT,108.89,1063.87,1042.01,1080.79,1015.99,1038.43,1077.24,1079.91,1050.96,1036.54,1019.38,1025.03,1014.55,1244.28,180.41,202.27,163.49,0.145,0.1626,0.1314,1100.31
8777,202702,202702,MAT75941,CUST5133,344.99,406.42,360.75,346.33,353.0,STAT,140.87,353.91,370.87,375.11,355.9,358.35,354.34,372.76,354.92,364.23,373.75,377.7,360.97,547.29,193.38,176.42,172.18,0.3533,0.3224,0.3146,396.9
8778,202605,202605,MAT50221,CUST7209,678.26,701.2,706.07,688.11,735.86,STAT,13.87,733.96,684.85,728.75,691.32,741.54,683.29,694.62,684.49,707.84,694.89,707.7,706.0,715.07,-18.89,30.22,-13.68,-0.0264,0.0423,-0.0191,634.1
8779,202707,202707,MAT80400,CUST9897,724.72,802.99,761.19,760.67,816.99,STAT,17.05,734.5,794.75,746.39,735.41,764.53,748.36,769.33,757.14,737.27,791.59,749.67,727.79,820.04,85.54,25.29,73.65,0.1043,0.0308,0.0898,792.22
8780,202712,202712,MAT91752,CUST6512,341.22,385.08,362.67,345.38,353.37,STAT,3.24,371.08,358.2,367.92,358.89,357.86,364.28,355.58,370.63,374.48,356.45,372.71,361.04,388.32,17.24,30.12,20.4,0.0444,0.0776,0.0525,352.11
8781,202612,202612,MAT40918,CUST4519,927.56,1017.23,957.6,950.79,955.91,STAT,73.24,947.94,948.75,989.51,954.65,945.08,964.18,959.19,966.71,934.64,969.46,1005.59,932.04,1090.47,142.53,141.72,100.96,0.1307,0.13,0.0926,929.77
8782,202706,202706,MAT19083,CUST1070,738.91,833.55,797.06,754.05,790.13,CONSENSUS,16.94,745.95,760.28,754.68,805.67,770.69,807.21,755.88,796.51,785.55,782.85,750.89,765.36,850.49,104.54,90.21,95.81,0.1229,0.1061,0.1127,782.46
8783,202711,202711,MAT33599,CUST7608,123.84,137.55,130.41,129.96,134.1,STAT,13.33,136.03,126.16,131.63,133.72,131.55,136.06,132.91,131.47,126.16,126.65,131.72,134.95,150.88,14.85,24.72,19.25,0.0984,0.1638,0.1276,130.09
8784,202602,202602,MAT80767,CUST3402,707.72,713.37,731.78,727.04,743.05,STAT,73.75,722.11,735.51,762.52,738.07,765.48,755.83,735.75,713.89,733.59,735.34,750.97,719.28,787.12,65.01,51.61,24.6,0.0826,0.0656,0.0313,665.64
8785,202610,202610,MAT13119,CUST5597,668.22,727.38,688.63,670.97,736.6,CONSENSUS,177.21,701.46,727.96,679.3,732.13,685.06,723.66,689.66,678.07,685.64,682.93,698.46,702.17,904.59,203.13,176.63,225.29,0.2246,0.1953,0.2491,704.63
8786,202701,202701,MAT60241,CUST0406,180.97,182.64,196.71,185.99,183.48,CONSENSUS,179.63,194.52,198.09,195.91,193.54,187.34,185.02,188.42,194.95,188.08,187.06,194.09,195.71,362.27,167.75,164.18,166.36,0.4631,0.4532,0.4592,175.22
8787,202608,202608,MAT29484,CUST6472,308.35,319.64,332.48,314.58,350.43,CONSENSUS,135.83,315.71,309.92,315.36,319.82,316.39,325.08,335.78,309.34,321.21,309.82,324.18,325.37,455.47,139.76,145.55,140.11,0.3068,0.3196,0.3076,316.86
8788,202712,202712,MAT91236,CUST6437,844.6,893.32,921.92,861.42,965.68,CONSENSUS,68.15,898.4,877.37,860.31,912.32,849.69,912.28,908.43,868.35,910.78,919.98,859.7,882.66,961.47,63.07,84.1,101.16,0.0656,0.0875,0.1052,813.33
8789,202608,202608,MAT45117,CUST9079,1019.12,1029.18,1111.83,1027.49,1119.64,CONSENSUS,77.8,1075.61,1065.15,1080.47,1057.08,1109.7,1071.67,1104.03,1022.41,1109.13,1112.31,1077.18,1114.29,1106.98,31.37,41.83,26.51,0.0283,0.0378,0.0239,974.59
8790,202709,202709,MAT23173,CUST8582,602.02,635.17,661.7,603.91,666.11,STAT,190.48,626.94,648.97,652.09,611.47,622.35,609.86,621.12,623.43,607.85,656.05,627.05,642.1,825.65,198.71,176.68,173.56,0.2407,0.214,0.2102,595.46
8791,202707,202707,MAT35362,CUST3293,308.05,352.6,320.83,315.22,314.73,STAT,39.15,336.88,335.94,333.27,320.23,313.4,320.21,330.95,316.63,320.35,332.02,324.42,335.83,391.75,54.87,55.81,58.48,0.1401,0.1425,0.1493,337.07
8792,202611,202611,MAT83769,CUST2305,358.6,384.24,379.73,370.88,375.7,CONSENSUS,151.95,389.68,367.51,378.34,390.08,383.02,360.3,380.93,369.82,392.28,390.82,370.82,366.42,536.19,146.51,168.68,157.85,0.2732,0.3146,0.2944,382.99
8793,202701,202701,MAT96215,CUST5966,246.41,250.39,250.0,254.68,280.57,CONSENSUS,123.41,264.28,254.57,261.87,269.97,269.99,265.7,262.28,249.83,247.79,247.97,267.6,257.54,373.8,109.52,119.23,111.93,0.293,0.319,0.2994,231.78
8794,202611,202611,MAT84188,CUST2183,88.7,99.19,94.92,91.54,101.86,CONSENSUS,21.58,92.34,88.97,96.0,95.81,91.12,95.3,91.35,94.03,96.2,94.25,90.88,95.21,120.77,28.43,31.8,24.77,0.2354,0.2633,0.2051,95.26
8795,202705,202705,MAT20598,CUST1673,990.48,1138.24,1061.13,1033.29,1119.89,CONSENSUS,128.16,1021.02,990.53,1026.16,1019.46,1054.71,1060.02,1048.29,1005.46,1053.15,1051.14,1070.66,1058.96,1266.4,245.38,275.87,240.24,0.1938,0.2178,0.1897,1067.25
8796,202701,202701,MAT59765,CUST6970,374.94,386.7,389.05,391.83,380.09,CONSENSUS,106.63,381.52,397.84,380.01,386.43,381.4,387.79,395.43,394.79,396.69,406.51,400.41,377.18,493.33,111.81,95.49,113.32,0.2266,0.1936,0.2297,385.87
8797,202703,202703,MAT54178,CUST2512,377.07,377.53,389.7,380.11,420.25,CONSENSUS,59.16,393.02,412.45,413.54,387.64,413.16,392.59,403.13,377.57,393.89,400.01,380.01,387.59,436.69,43.67,24.24,23.15,0.1,0.0555,0.053,356.84
8798,202710,202710,MAT13785,CUST6483,956.88,1020.86,1016.75,972.71,1066.9,CONSENSUS,28.28,989.18,960.63,968.92,960.68,1048.99,1017.17,976.21,979.82,1002.4,1000.31,1022.2,985.6,1049.14,59.96,88.51,80.22,0.0572,0.0844,0.0765,999.38
8799,202610,202610,MAT76386,CUST2343,57.49,57.91,62.84,59.87,63.52,STAT,65.03,60.49,60.76,60.78,59.29,62.55,62.34,60.02,59.55,61.45,61.87,57.68,60.5,122.94,62.45,62.18,62.16,0.508,0.5058,0.5056,54.92
8800,202608,202608,MAT39453,CUST3674,264.23,280.99,288.41,267.06,278.37,CONSENSUS,60.97,289.38,281.76,278.33,267.29,279.11,288.24,289.87,289.87,267.02,272.37,289.23,266.08,341.96,52.58,60.2,63.63,0.1538,0.176,0.1861,264.96
8801,202702,202702,MAT61728,CUST0498,883.68,1025.46,940.87,893.45,898.87,CONSENSUS,69.3,943.03,901.81,941.1,939.1,901.91,960.95,903.92,942.05,957.78,953.89,923.15,901.38,1094.76,151.73,192.95,153.66,0.1386,0.1762,0.1404,1021.08
8802,202603,202603,MAT91976,CUST4874,228.16,247.15,231.2,237.75,244.98,CONSENSUS,188.02,236.22,233.25,243.01,233.23,245.46,232.77,230.68,250.52,233.54,247.04,245.92,241.63,435.17,198.95,201.92,192.16,0.4572,0.464,0.4416,242.32
8803,202611,202611,MAT70518,CUST7476,128.16,143.39,131.61,129.2,136.83,STAT,74.92,136.95,134.01,138.77,134.37,131.28,132.13,130.98,137.67,136.09,134.79,128.87,134.89,218.31,81.36,84.3,79.54,0.3727,0.3861,0.3643,134.73
8804,202602,202602,MAT54275,CUST1988,89.27,93.24,92.39,90.28,99.84,CONSENSUS,160.22,94.8,91.3,90.93,91.97,94.05,93.61,95.16,96.79,96.14,96.71,97.82,93.55,253.46,158.66,162.16,162.53,0.626,0.6398,0.6412,84.61
8805,202702,202702,MAT92187,CUST4807,621.08,671.78,682.4,630.92,699.4,STAT,168.62,623.13,673.05,636.13,661.99,676.55,648.89,657.05,626.53,657.16,663.17,676.33,633.44,840.4,217.27,167.35,204.27,0.2585,0.1991,0.2431,619.32
8806,202712,202712,MAT10669,CUST0626,1034.18,1173.68,1111.61,1079.33,1059.99,STAT,98.64,1136.19,1069.49,1108.7,1080.41,1078.31,1106.51,1093.24,1101.74,1099.33,1123.74,1105.59,1128.31,1272.32,136.13,202.83,163.62,0.107,0.1594,0.1286,1131.08
8807,202711,202711,MAT05955,CUST7172,692.04,758.16,758.31,693.45,702.77,CONSENSUS,73.87,703.79,748.17,735.65,706.31,752.48,720.68,734.33,725.3,760.22,755.15,752.48,695.75,832.03,128.24,83.86,96.38,0.1541,0.1008,0.1158,726.41
8808,202609,202609,MAT08443,CUST8498,191.35,207.16,200.57,199.44,197.96,STAT,79.84,197.26,195.71,205.89,203.07,206.94,206.65,204.3,206.0,196.2,204.73,207.84,191.99,287.0,89.74,91.29,81.11,0.3127,0.3181,0.2826,189.74
8809,202611,202611,MAT12580,CUST5098,1006.22,1097.84,1095.88,1012.72,1126.5,STAT,143.99,1061.46,1034.11,1035.88,1102.11,1094.15,1089.07,1045.92,1019.14,1038.35,1080.62,1072.96,1076.81,1241.83,180.37,207.72,205.95,0.1452,0.1673,0.1658,1078.92
8810,202704,202704,MAT18290,CUST2194,449.95,494.01,456.57,468.74,458.15,CONSENSUS,196.65,466.0,470.6,488.67,490.85,483.15,463.31,470.38,460.66,479.96,483.75,456.05,483.21,690.66,224.66,220.06,201.99,0.3253,0.3186,0.2925,459.02
8811,202606,202606,MAT99865,CUST5537,958.66,1075.75,981.37,971.93,1081.85,CONSENSUS,157.17,964.6,1049.62,980.39,1031.23,1044.21,1027.22,989.81,990.37,999.99,1008.3,1041.08,997.74,1232.92,268.32,183.3,252.53,0.2176,0.1487,0.2048,1074.61
8812,202712,202712,MAT13796,CUST9761,271.01,278.3,288.25,276.65,279.25,CONSENSUS,165.08,279.99,275.83,297.37,283.19,291.79,293.75,284.17,294.46,294.16,279.55,276.74,275.48,443.38,163.39,167.55,146.01,0.3685,0.3779,0.3293,272.15
8813,202708,202708,MAT16384,CUST6789,640.01,664.8,674.29,659.13,658.09,CONSENSUS,170.27,683.89,698.63,686.91,695.83,655.08,645.64,649.49,681.8,655.1,640.59,642.18,665.33,835.07,151.18,136.44,148.16,0.181,0.1634,0.1774,606.12
8814,202711,202711,MAT00076,CUST8461,292.58,331.41,319.63,295.37,308.19,CONSENSUS,72.23,299.58,301.31,294.39,316.19,316.54,305.29,306.86,296.8,310.41,308.3,318.25,293.37,403.64,104.06,102.33,109.25,0.2578,0.2535,0.2707,300.03
8815,202801,202801,MAT59760,CUST6105,931.52,1034.97,972.78,937.95,1023.77,CONSENSUS,179.54,956.26,971.46,999.99,979.23,967.9,957.5,999.15,953.29,950.91,1018.28,991.76,1010.43,1214.51,258.25,243.05,214.52,0.2126,0.2001,0.1766,1033.99
8816,202610,202610,MAT14342,CUST0158,780.48,824.89,786.31,802.41,836.86,CONSENSUS,175.08,824.8,811.97,821.83,858.23,802.7,823.6,822.54,806.05,807.81,821.14,855.15,793.72,999.97,175.17,188.0,178.14,0.1752,0.188,0.1781,743.16
8817,202706,202706,MAT41037,CUST2788,697.9,786.46,748.47,727.25,736.15,CONSENSUS,159.37,698.69,765.75,751.82,730.21,763.56,730.52,722.64,717.38,732.97,722.12,715.87,749.06,945.83,247.14,180.08,194.01,0.2613,0.1904,0.2051,745.11
8818,202702,202702,MAT36159,CUST9172,474.1,521.0,493.22,476.05,500.37,CONSENSUS,6.45,509.35,483.76,517.44,475.55,491.03,478.05,481.29,487.88,475.12,500.56,520.17,497.2,527.45,18.1,43.69,10.01,0.0343,0.0828,0.019,513.49
8819,202607,202607,MAT51529,CUST2860,91.98,110.12,96.81,94.18,99.01,CONSENSUS,185.86,100.15,101.15,92.5,94.06,95.46,100.37,93.57,97.08,98.62,99.09,98.93,95.18,295.98,195.83,194.83,203.48,0.6616,0.6583,0.6875,101.98
8820,202801,202801,MAT43509,CUST9430,938.13,1068.26,951.17,956.27,955.9,STAT,184.94,970.0,996.45,1011.87,956.07,987.11,1016.68,1020.0,966.08,1013.03,986.46,998.44,956.23,1253.2,283.2,256.75,241.33,0.226,0.2049,0.1926,1014.12
8821,202606,202606,MAT08411,CUST8629,528.5,541.36,559.63,543.51,551.62,CONSENSUS,124.68,567.14,529.03,545.62,549.57,576.8,578.0,562.8,542.64,558.57,560.99,567.89,553.86,666.04,98.9,137.01,120.42,0.1485,0.2057,0.1808,528.12
8822,202609,202609,MAT91872,CUST0613,727.66,828.79,779.92,760.17,779.92,STAT,38.97,730.18,770.3,735.51,742.78,754.57,777.77,773.95,781.42,732.72,735.46,749.15,749.49,867.76,137.58,97.46,132.25,0.1585,0.1123,0.1524,763.96
8823,202603,202603,MAT28095,CUST5168,132.93,139.62,145.17,133.57,134.68,CONSENSUS,141.06,133.46,139.4,143.51,144.45,138.97,133.34,138.93,141.68,138.15,145.36,133.64,140.31,280.68,147.22,141.28,137.17,0.5245,0.5033,0.4887,129.08
8824,202608,202608,MAT71929,CUST9535,456.23,496.9,468.93,462.72,501.81,STAT,165.76,485.63,490.78,476.6,478.81,492.75,497.15,487.22,495.57,465.06,468.76,489.88,489.18,662.66,177.03,171.88,186.06,0.2672,0.2594,0.2808,449.25
8825,202605,202605,MAT36171,CUST1426,991.51,993.11,1006.19,1004.18,1102.08,STAT,60.2,1053.88,1081.43,1022.99,1029.7,1062.86,1032.52,1028.95,1062.77,1018.77,1047.2,1036.71,1061.8,1053.31,-0.57,-28.12,30.32,-5.0E-4,-0.0267,0.0288,939.61
8826,202704,202704,MAT80907,CUST4980,160.62,169.39,174.58,164.55,171.44,STAT,70.66,173.16,168.77,169.89,175.03,173.44,167.86,174.44,175.3,160.89,163.54,170.57,163.07,240.05,66.89,71.28,70.16,0.2787,0.2969,0.2923,161.55
8827,202604,202604,MAT08850,CUST0641,1006.26,1069.44,1044.5,1053.52,1087.94,STAT,181.66,1054.88,1044.83,1088.26,1055.82,1027.13,1029.29,1022.52,1094.38,1067.01,1072.03,1087.34,1010.83,1251.1,196.22,206.27,162.84,0.1568,0.1649,0.1302,1026.91
8828,202708,202708,MAT89592,CUST9187,1002.12,1032.46,1059.66,1020.88,1039.6,STAT,152.49,1099.18,1014.39,1044.94,1032.35,1034.47,1075.07,1020.16,1084.22,1007.21,1042.93,1023.15,1083.58,1184.95,85.77,170.56,140.01,0.0724,0.1439,0.1182,1028.64
8829,202705,202705,MAT43524,CUST1640,233.83,264.37,236.88,237.6,236.66,CONSENSUS,88.51,237.52,254.53,250.4,253.67,255.87,250.74,235.91,251.2,249.09,242.18,252.5,234.78,352.88,115.36,98.35,102.48,0.3269,0.2787,0.2904,256.47
8830,202801,202801,MAT96089,CUST7381,735.92,874.82,742.26,768.89,833.72,CONSENSUS,13.45,763.09,789.11,740.85,750.98,746.76,797.19,743.86,755.56,736.03,750.39,783.68,785.42,888.27,125.18,99.16,147.42,0.1409,0.1116,0.166,836.39
8831,202606,202606,MAT34654,CUST6473,708.04,738.02,760.51,730.97,745.66,STAT,58.67,770.07,730.03,736.92,747.15,760.16,778.55,761.81,771.16,709.12,711.46,775.21,764.04,796.69,26.62,66.66,59.77,0.0334,0.0837,0.075,731.65
8832,202606,202606,MAT38793,CUST6293,198.07,208.08,210.63,203.36,224.09,CONSENSUS,26.77,200.17,204.46,204.69,209.85,216.83,215.31,199.6,209.84,207.68,198.8,213.51,200.6,234.85,34.68,30.39,30.16,0.1477,0.1294,0.1284,204.48
8833,202608,202608,MAT15057,CUST9184,644.8,701.33,660.9,660.98,708.1,STAT,15.82,693.55,666.7,662.63,649.51,656.86,694.32,677.71,645.0,688.51,677.96,669.73,673.25,717.15,23.6,50.45,54.52,0.0329,0.0703,0.076,694.53
8834,202801,202801,MAT55308,CUST3073,123.18,123.65,124.16,124.0,140.23,STAT,46.24,130.36,135.14,130.25,125.58,124.1,127.61,134.66,133.88,126.93,131.85,133.48,131.88,169.89,39.53,34.75,39.64,0.2327,0.2045,0.2333,120.85
8835,202712,202712,MAT72419,CUST0126,166.4,181.55,176.84,174.06,171.35,STAT,125.32,178.96,169.06,171.48,180.36,171.42,178.29,175.75,177.46,170.33,179.79,182.45,167.85,306.87,127.91,137.81,135.39,0.4168,0.4491,0.4412,179.48
8836,202606,202606,MAT66732,CUST5708,587.46,683.19,642.87,609.84,654.82,CONSENSUS,157.92,595.55,599.31,636.89,589.8,620.32,615.72,607.63,615.7,622.68,612.17,639.4,600.79,841.11,245.56,241.8,204.22,0.2919,0.2875,0.2428,617.54
8837,202607,202607,MAT49682,CUST0021,671.73,732.54,694.07,703.2,684.76,CONSENSUS,21.99,718.52,692.25,710.85,725.09,701.56,720.57,726.46,701.62,687.32,726.21,713.88,689.24,754.53,36.01,62.28,43.68,0.0477,0.0825,0.0579,659.88
8838,202712,202712,MAT01329,CUST6578,399.03,406.1,422.39,406.93,438.45,CONSENSUS,114.83,417.23,430.51,415.56,415.29,420.95,433.9,423.4,432.57,417.74,437.97,404.36,416.71,520.93,103.7,90.42,105.37,0.1991,0.1736,0.2023,375.95
8839,202604,202604,MAT49406,CUST8733,936.29,1058.32,952.44,938.42,953.52,CONSENSUS,197.25,999.57,951.62,1010.31,1021.84,994.96,994.88,961.3,990.97,1026.49,1003.3,1014.72,941.84,1255.57,256.0,303.95,245.26,0.2039,0.2421,0.1953,1036.65
8840,202611,202611,MAT87247,CUST0628,843.23,866.78,845.48,880.53,953.69,STAT,9.09,896.09,896.22,855.42,878.16,870.38,874.46,879.34,858.34,849.76,912.26,879.19,871.63,875.87,-20.22,-20.35,20.45,-0.0231,-0.0232,0.0233,815.47
8841,202610,202610,MAT52356,CUST4535,515.02,535.14,543.09,531.15,586.33,STAT,107.04,526.08,564.16,543.68,548.08,551.33,563.05,550.66,548.48,559.77,549.85,563.23,518.46,642.18,116.1,78.02,98.5,0.1808,0.1215,0.1534,495.08
8842,202709,202709,MAT88574,CUST6568,918.79,1088.28,935.19,959.86,999.31,CONSENSUS,66.62,1005.87,988.27,956.06,967.72,993.63,947.92,1009.91,984.44,970.09,957.37,933.84,939.34,1154.9,149.03,166.63,198.84,0.129,0.1443,0.1722,1076.09
8843,202706,202706,MAT60692,CUST9342,685.18,819.93,708.59,699.87,711.49,CONSENSUS,72.47,710.56,740.02,752.48,702.66,715.2,702.96,727.72,731.89,690.45,723.24,718.05,717.52,892.4,181.84,152.38,139.92,0.2038,0.1708,0.1568,744.35
8844,202708,202708,MAT38102,CUST4526,924.17,991.14,937.98,926.3,975.92,CONSENSUS,175.0,973.97,953.31,942.57,945.57,974.64,955.96,948.31,961.54,931.24,982.42,991.54,928.39,1166.14,192.17,212.83,223.57,0.1648,0.1825,0.1917,929.07
8845,202709,202709,MAT12081,CUST4963,293.82,298.97,302.86,301.16,302.49,CONSENSUS,26.32,297.47,318.07,303.19,304.02,302.75,313.41,318.05,317.33,313.11,297.41,310.28,296.94,325.29,27.82,7.22,22.1,0.0855,0.0222,0.0679,277.28
8846,202707,202707,MAT42278,CUST2096,286.8,288.77,300.25,289.18,315.52,STAT,20.08,296.92,290.84,303.14,304.73,301.52,292.35,305.96,308.07,310.6,295.42,287.39,309.2,308.85,11.93,18.01,5.71,0.0386,0.0583,0.0185,286.05
8847,202704,202704,MAT49631,CUST3847,966.49,1097.07,990.42,1003.27,1018.76,STAT,71.84,1016.76,978.16,1004.9,1049.68,1009.81,1062.44,1040.9,967.55,1047.25,1023.94,1007.97,976.0,1168.91,152.15,190.75,164.01,0.1302,0.1632,0.1403,1084.74
8848,202709,202709,MAT63223,CUST3698,481.7,532.26,488.98,500.13,545.08,STAT,31.01,512.28,508.14,516.57,525.15,492.14,493.92,494.63,490.51,499.56,502.35,517.13,515.44,563.27,50.99,55.13,46.7,0.0905,0.0979,0.0829,509.57
8849,202705,202705,MAT67343,CUST0839,718.35,767.19,725.11,743.04,758.78,CONSENSUS,157.21,734.61,771.28,757.15,733.39,749.92,774.65,781.72,764.16,782.71,789.04,785.03,744.56,924.4,189.79,153.12,167.25,0.2053,0.1656,0.1809,754.75
8850,202703,202703,MAT83992,CUST7515,1022.35,1132.28,1106.79,1064.58,1163.81,CONSENSUS,119.02,1124.45,1107.93,1061.77,1039.35,1097.38,1058.12,1099.05,1099.36,1110.3,1106.73,1104.23,1026.39,1251.3,126.85,143.37,189.53,0.1014,0.1146,0.1515,1073.56
8851,202801,202801,MAT26184,CUST4878,844.79,1002.72,853.15,844.92,884.93,CONSENSUS,147.88,906.9,845.05,927.43,890.1,901.2,878.19,865.43,877.09,892.04,871.41,915.7,866.26,1150.6,243.7,305.55,223.17,0.2118,0.2656,0.194,919.22
8852,202611,202611,MAT49410,CUST0318,520.73,585.47,561.89,526.31,548.12,STAT,187.19,564.95,524.48,556.26,556.73,565.44,557.73,567.05,545.97,553.29,534.84,521.49,528.69,772.66,207.71,248.18,216.4,0.2688,0.3212,0.2801,580.17
8853,202702,202702,MAT05702,CUST5387,872.02,1030.31,921.19,887.88,883.09,STAT,56.33,912.85,881.2,933.49,876.06,905.67,909.78,895.75,933.68,948.7,934.09,907.63,923.62,1086.64,173.79,205.44,153.15,0.1599,0.1891,0.1409,956.22
8854,202605,202605,MAT64131,CUST0636,582.62,641.83,634.86,610.52,648.53,CONSENSUS,139.34,631.5,600.13,635.03,639.49,605.43,597.91,620.73,619.32,605.72,603.85,609.0,598.46,781.17,149.67,181.04,146.14,0.1916,0.2318,0.1871,594.28
8855,202608,202608,MAT72652,CUST8826,87.74,90.21,91.19,88.21,98.44,STAT,194.82,93.46,91.48,90.63,95.19,92.84,94.24,88.81,91.7,94.6,94.7,93.38,93.92,285.03,191.57,193.55,194.4,0.6721,0.6791,0.682,89.23
8856,202706,202706,MAT75053,CUST0150,228.08,251.71,237.22,229.89,260.94,STAT,50.6,236.76,243.78,247.25,236.42,248.75,242.82,240.89,235.0,237.74,249.74,229.98,235.17,302.31,65.55,58.53,55.06,0.2168,0.1936,0.1821,235.83
8857,202801,202801,MAT52503,CUST0330,851.38,966.42,897.85,890.18,927.7,STAT,98.05,888.66,858.77,880.67,885.63,877.66,872.13,868.19,864.26,876.93,857.09,890.1,884.99,1064.47,175.81,205.7,183.8,0.1652,0.1932,0.1727,942.87
8858,202602,202602,MAT80357,CUST6102,796.83,846.85,843.0,834.16,863.03,CONSENSUS,122.55,866.65,820.15,842.27,806.74,829.92,799.3,836.05,859.49,848.06,851.98,846.73,850.4,969.4,102.75,149.25,127.13,0.106,0.154,0.1311,829.1
8859,202703,202703,MAT54343,CUST2632,682.39,703.56,714.07,712.43,772.93,STAT,99.54,705.06,701.22,684.11,725.23,750.33,715.9,686.26,721.87,738.78,728.48,724.27,692.29,803.1,98.04,101.88,118.99,0.1221,0.1269,0.1482,663.87
8860,202708,202708,MAT05321,CUST2684,163.9,179.33,171.68,169.54,165.37,STAT,150.64,173.32,171.78,170.72,179.99,177.66,166.01,172.78,177.66,166.94,180.19,177.35,170.34,329.97,156.65,158.19,159.25,0.4747,0.4794,0.4826,167.28
8861,202706,202706,MAT07299,CUST8114,898.74,981.51,916.02,902.78,957.09,CONSENSUS,0.7,980.65,942.75,952.52,952.15,905.3,940.86,945.84,965.88,961.62,970.24,960.06,973.62,982.21,1.56,39.46,29.69,0.0016,0.0402,0.0302,954.15
8862,202702,202702,MAT87523,CUST7296,714.47,725.41,740.19,747.18,736.99,STAT,164.41,724.95,719.1,752.17,730.01,746.29,745.91,744.54,749.79,727.29,780.11,744.15,743.03,889.82,164.87,170.72,137.65,0.1853,0.1919,0.1547,680.25
8863,202801,202801,MAT73994,CUST3274,641.38,714.31,683.18,671.02,679.0,STAT,160.18,682.46,659.58,681.52,686.56,694.24,697.26,656.7,674.1,658.15,653.37,652.75,700.05,874.49,192.03,214.91,192.97,0.2196,0.2458,0.2207,675.34
8864,202801,202801,MAT09940,CUST2286,521.72,597.13,548.87,522.33,546.39,STAT,152.06,542.28,524.18,551.38,535.26,544.15,566.42,548.27,551.14,538.77,535.65,536.6,527.37,749.19,206.91,225.01,197.81,0.2762,0.3003,0.264,595.8
8865,202609,202609,MAT68795,CUST1858,298.02,331.21,301.89,309.69,304.6,CONSENSUS,165.23,304.45,327.48,309.57,308.0,318.97,318.54,316.02,309.2,320.3,324.43,314.49,323.83,496.44,191.99,168.96,186.87,0.3867,0.3403,0.3764,313.39
8866,202701,202701,MAT61345,CUST4035,753.13,839.02,803.01,769.02,854.06,STAT,186.55,775.99,764.73,795.1,791.77,822.89,770.42,807.43,818.14,789.35,794.89,795.01,813.42,1025.57,249.58,260.84,230.47,0.2434,0.2543,0.2247,832.19
8867,202612,202612,MAT86938,CUST2013,1003.92,1039.04,1082.55,1028.9,1035.38,STAT,145.79,1034.9,1010.24,1039.9,1062.18,1045.91,1086.52,1048.07,1007.4,1072.02,1073.82,1037.43,1074.99,1184.83,149.93,174.59,144.93,0.1265,0.1474,0.1223,1010.35
8868,202801,202801,MAT40369,CUST3763,243.12,246.98,249.53,245.15,254.84,CONSENSUS,135.2,259.75,250.04,250.53,259.25,244.84,258.18,255.24,260.54,264.64,257.18,265.39,264.52,382.18,122.43,132.14,131.65,0.3203,0.3458,0.3445,235.84
8869,202709,202709,MAT52737,CUST4707,384.59,404.8,414.7,398.34,432.33,STAT,149.34,394.36,413.5,404.17,408.03,413.44,385.49,387.64,387.63,401.33,395.65,416.41,409.37,554.14,159.78,140.64,149.97,0.2883,0.2538,0.2706,386.0
8870,202611,202611,MAT62757,CUST4304,788.96,881.3,831.84,811.56,850.83,CONSENSUS,125.26,834.13,864.64,844.14,840.44,865.35,855.88,831.71,804.46,791.56,800.47,815.76,799.73,1006.56,172.43,141.92,162.42,0.1713,0.141,0.1614,804.01
