Location ID,Plant,Product ID,Material,Material Description,Plant Exclusion (X),Market DC (X)
PL23288,PL23288,MAT117006,MAT117006,Finished Good - Light Write,X,
PL55754,PL55754,MAT590111,MAT590111,Finished Good - Sing I,,
PL96216,PL96216,MAT504397,MAT504397,Finished Good - Sound Reveal,X,
PL34794,PL34794,MAT422687,MAT422687,Finished Good - Point Hard,X,X
PL73566,PL73566,MAT868650,MAT868650,Finished Good - Hotel Key,X,
PL88251,PL88251,MAT768137,MAT768137,Finished Good - Floor Idea,X,X
PL94210,PL94210,MAT326984,MAT326984,Finished Good - Need Color,,X
PL51037,PL51037,MAT611973,MAT611973,Finished Good - Piece East,,X
PL89675,PL89675,MAT545762,MAT545762,Finished Good - Story Poor,,
PL39216,PL39216,MAT875881,MAT875881,Finished Good - Out Trade,,X
PL83377,PL83377,MAT639789,MAT639789,Finished Good - Four Ever,X,X
PL90269,PL90269,MAT334409,MAT334409,Finished Good - Son Remain,,
PL39602,PL39602,MAT123674,MAT123674,Finished Good - Offer Again,,X
PL91306,PL91306,MAT348230,MAT348230,Finished Good - Move Consider,,
PL38038,PL38038,MAT780875,MAT780875,Finished Good - Situation Painting,X,X
PL99057,PL99057,MAT824316,MAT824316,Finished Good - Dog Race,X,X
PL96024,PL96024,MAT677714,MAT677714,Finished Good - Summer Send,X,X
PL65143,PL65143,MAT868637,MAT868637,Finished Good - Best Example,,
PL37690,PL37690,MAT186842,MAT186842,Finished Good - Across Newspaper,,
PL74561,PL74561,MAT692620,MAT692620,Finished Good - Left Property,,X
PL80363,PL80363,MAT527860,MAT527860,Finished Good - Feeling Military,,X
PL32369,PL32369,MAT797215,MAT797215,Finished Good - Mean Drive,,
PL91604,PL91604,MAT228801,MAT228801,Finished Good - Shoulder Pass,X,
PL98892,PL98892,MAT715896,MAT715896,Finished Good - Process Success,X,
PL60531,PL60531,MAT450680,MAT450680,Finished Good - Range Begin,X,X
PL86337,PL86337,MAT754801,MAT754801,Finished Good - Allow Where,,X
PL13284,PL13284,MAT117989,MAT117989,Finished Good - Authority Peace,,X
PL59945,PL59945,MAT726780,MAT726780,Finished Good - Treatment Other,X,
PL98197,PL98197,MAT262047,MAT262047,Finished Good - Medical Participant,X,
PL83964,PL83964,MAT470503,MAT470503,Finished Good - Feel Growth,X,X
PL90208,PL90208,MAT130997,MAT130997,Finished Good - Case Poor,X,X
PL69849,PL69849,MAT605400,MAT605400,Finished Good - Pattern Citizen,,X
PL71600,PL71600,MAT666367,MAT666367,Finished Good - Republican So,X,
PL79924,PL79924,MAT582968,MAT582968,Finished Good - Or Special,,X
PL64095,PL64095,MAT635217,MAT635217,Finished Good - Western Relate,,
PL22809,PL22809,MAT796928,MAT796928,Finished Good - Half Possible,,X
PL43730,PL43730,MAT170374,MAT170374,Finished Good - Mean Pull,,
PL89723,PL89723,MAT452044,MAT452044,Finished Good - Message None,,
PL29367,PL29367,MAT555374,MAT555374,Finished Good - Store Save,,
PL93140,PL93140,MAT777051,MAT777051,Finished Good - Recent List,,X
PL57801,PL57801,MAT970965,MAT970965,Finished Good - On Marriage,,X
PL32003,PL32003,MAT564854,MAT564854,Finished Good - Drop Could,X,X
PL33127,PL33127,MAT302939,MAT302939,Finished Good - Congress Sell,,X
PL36110,PL36110,MAT224511,MAT224511,Finished Good - Heart Writer,X,
PL39425,PL39425,MAT410613,MAT410613,Finished Good - Hand These,,
PL79846,PL79846,MAT481092,MAT481092,Finished Good - Doctor Mother,,X
PL82131,PL82131,MAT471924,MAT471924,Finished Good - Wall Care,,X
PL30152,PL30152,MAT748001,MAT748001,Finished Good - Few Continue,X,
PL79946,PL79946,MAT541089,MAT541089,Finished Good - Ground Thus,,X
PL80375,PL80375,MAT133504,MAT133504,Finished Good - Policy Already,X,
PL35567,PL35567,MAT343741,MAT343741,Finished Good - Ago Leader,,
PL87309,PL87309,MAT578252,MAT578252,Finished Good - Road Determine,X,X
PL67656,PL67656,MAT292329,MAT292329,Finished Good - Improve Increase,X,
PL37423,PL37423,MAT102472,MAT102472,Finished Good - Per Country,X,X
PL16910,PL16910,MAT307878,MAT307878,Finished Good - Foot Company,X,
PL58148,PL58148,MAT790911,MAT790911,Finished Good - Today Garden,X,X
PL42496,PL42496,MAT192778,MAT192778,Finished Good - Region Page,X,X
PL94623,PL94623,MAT296081,MAT296081,Finished Good - Language Some,,
PL24808,PL24808,MAT901618,MAT901618,Finished Good - Behavior Build,X,X
PL48833,PL48833,MAT732622,MAT732622,Finished Good - Wait Let,,X
PL16092,PL16092,MAT916811,MAT916811,Finished Good - Strong Debate,,
PL65356,PL65356,MAT662312,MAT662312,Finished Good - Since Station,,X
PL87713,PL87713,MAT196596,MAT196596,Finished Good - Price Event,X,X
PL85458,PL85458,MAT707588,MAT707588,Finished Good - Challenge Close,,
PL45742,PL45742,MAT724744,MAT724744,Finished Good - Check Those,X,X
PL22830,PL22830,MAT157971,MAT157971,Finished Good - Nor Population,,
PL35659,PL35659,MAT351020,MAT351020,Finished Good - Race His,X,X
PL51615,PL51615,MAT724557,MAT724557,Finished Good - Be Cause,,X
PL55627,PL55627,MAT609491,MAT609491,Finished Good - Authority Well,,
PL77793,PL77793,MAT804947,MAT804947,Finished Good - Cup Production,X,
PL43947,PL43947,MAT967214,MAT967214,Finished Good - Budget Listen,X,
PL92869,PL92869,MAT727211,MAT727211,Finished Good - Republican Agent,,X
PL30255,PL30255,MAT325795,MAT325795,Finished Good - Campaign Republican,,
PL10936,PL10936,MAT369004,MAT369004,Finished Good - Perhaps Baby,,
PL13655,PL13655,MAT462336,MAT462336,Finished Good - They Matter,,X
PL69129,PL69129,MAT106805,MAT106805,Finished Good - Mean Television,,X
PL40455,PL40455,MAT631338,MAT631338,Finished Good - Appear Agreement,,X
PL40610,PL40610,MAT156672,MAT156672,Finished Good - Seem Clear,X,X
PL62974,PL62974,MAT711517,MAT711517,Finished Good - Writer Suggest,,X
PL21511,PL21511,MAT307999,MAT307999,Finished Good - Mrs Anything,X,
PL82886,PL82886,MAT755497,MAT755497,Finished Good - Interview Quality,X,
PL73324,PL73324,MAT404440,MAT404440,Finished Good - Add Oil,,
PL16464,PL16464,MAT128432,MAT128432,Finished Good - Eat New,X,
PL44656,PL44656,MAT931119,MAT931119,Finished Good - Old Deep,,
PL35560,PL35560,MAT163653,MAT163653,Finished Good - Contain Explain,X,
PL89429,PL89429,MAT929480,MAT929480,Finished Good - Market Guy,,X
PL74685,PL74685,MAT801956,MAT801956,Finished Good - Wonder Board,,
PL57746,PL57746,MAT970830,MAT970830,Finished Good - Goal Home,,
PL71046,PL71046,MAT766688,MAT766688,Finished Good - Table Career,,
PL48321,PL48321,MAT734407,MAT734407,Finished Good - Democrat Phone,X,X
PL95181,PL95181,MAT345962,MAT345962,Finished Good - My Economy,X,
PL66802,PL66802,MAT933702,MAT933702,Finished Good - First Amount,,X
PL62439,PL62439,MAT933567,MAT933567,Finished Good - Range Produce,,X
PL47054,PL47054,MAT879460,MAT879460,Finished Good - Later Indeed,X,X
PL78850,PL78850,MAT724807,MAT724807,Finished Good - History Pull,,X
PL54192,PL54192,MAT327635,MAT327635,Finished Good - Able Bar,X,
PL53387,PL53387,MAT199787,MAT199787,Finished Good - Today News,,X
PL35273,PL35273,MAT957151,MAT957151,Finished Good - Five Today,,X
PL83503,PL83503,MAT589703,MAT589703,Finished Good - Road Heart,,X
PL32935,PL32935,MAT142013,MAT142013,Finished Good - Wonder Analysis,,
PL82378,PL82378,MAT984030,MAT984030,Finished Good - Value This,X,
PL43071,PL43071,MAT852291,MAT852291,Finished Good - Sell Ok,X,X
PL99797,PL99797,MAT843813,MAT843813,Finished Good - Majority Parent,,X
PL23694,PL23694,MAT213834,MAT213834,Finished Good - Style Hour,,X
PL78774,PL78774,MAT677288,MAT677288,Finished Good - Water Garden,X,
PL97209,PL97209,MAT918661,MAT918661,Finished Good - Among Run,X,X
PL92595,PL92595,MAT474079,MAT474079,Finished Good - Attention Develop,,X
PL56453,PL56453,MAT875094,MAT875094,Finished Good - Degree Minute,X,X
PL29330,PL29330,MAT475474,MAT475474,Finished Good - Computer Program,X,X
PL36580,PL36580,MAT987461,MAT987461,Finished Good - Bag Listen,X,X
PL80138,PL80138,MAT695970,MAT695970,Finished Good - Blood Specific,,X
PL55648,PL55648,MAT743715,MAT743715,Finished Good - She Truth,,
PL98478,PL98478,MAT915430,MAT915430,Finished Good - Light Fall,X,X
PL21000,PL21000,MAT138856,MAT138856,Finished Good - Size If,X,X
PL74411,PL74411,MAT883137,MAT883137,Finished Good - Able Green,X,
PL50368,PL50368,MAT392469,MAT392469,Finished Good - List Require,X,X
PL24371,PL24371,MAT965468,MAT965468,Finished Good - Represent Pick,,X
PL87219,PL87219,MAT654620,MAT654620,Finished Good - Where Project,X,
PL96863,PL96863,MAT983819,MAT983819,Finished Good - Drug Manage,,
PL95858,PL95858,MAT581964,MAT581964,Finished Good - Fly Wait,X,
PL15431,PL15431,MAT267843,MAT267843,Finished Good - Audience Send,X,
PL38276,PL38276,MAT454432,MAT454432,Finished Good - Enter International,X,
PL64426,PL64426,MAT923594,MAT923594,Finished Good - Lawyer Fish,,X
PL71648,PL71648,MAT631270,MAT631270,Finished Good - Interview Boy,,
PL46306,PL46306,MAT553318,MAT553318,Finished Good - Short Serve,,X
PL18253,PL18253,MAT538158,MAT538158,Finished Good - Future Both,,
PL42018,PL42018,MAT550217,MAT550217,Finished Good - Feel Onto,X,
PL78017,PL78017,MAT186927,MAT186927,Finished Good - Although Church,X,X
PL35138,PL35138,MAT622092,MAT622092,Finished Good - Staff Our,X,X
PL17900,PL17900,MAT123668,MAT123668,Finished Good - Upon Central,,
PL57883,PL57883,MAT295109,MAT295109,Finished Good - Mrs Than,,
PL90866,PL90866,MAT544660,MAT544660,Finished Good - Series Exactly,X,X
PL29555,PL29555,MAT827925,MAT827925,Finished Good - Someone Responsibility,X,
PL42017,PL42017,MAT193939,MAT193939,Finished Good - Address Give,X,X
PL30069,PL30069,MAT641356,MAT641356,Finished Good - Kind Right,,X
PL59236,PL59236,MAT450304,MAT450304,Finished Good - Guy Star,X,X
PL71342,PL71342,MAT258922,MAT258922,Finished Good - While Final,X,X
PL36799,PL36799,MAT584201,MAT584201,Finished Good - Task About,,
PL77127,PL77127,MAT149957,MAT149957,Finished Good - Next Attack,X,X
PL75841,PL75841,MAT470399,MAT470399,Finished Good - Debate Difficult,,X
PL25886,PL25886,MAT781436,MAT781436,Finished Good - Senior Fast,X,X
PL65383,PL65383,MAT348023,MAT348023,Finished Good - Knowledge How,X,
PL72749,PL72749,MAT297266,MAT297266,Finished Good - Available More,X,X
PL67614,PL67614,MAT198714,MAT198714,Finished Good - Follow Discover,X,X
PL96838,PL96838,MAT814419,MAT814419,Finished Good - Pretty Hospital,,
PL59101,PL59101,MAT127559,MAT127559,Finished Good - North Figure,,X
PL51248,PL51248,MAT911129,MAT911129,Finished Good - Everything Course,,X
PL18992,PL18992,MAT448517,MAT448517,Finished Good - Kind Learn,X,
PL83484,PL83484,MAT896517,MAT896517,Finished Good - Doctor Ready,,X
PL26681,PL26681,MAT214310,MAT214310,Finished Good - Scene Key,,X
PL74729,PL74729,MAT101093,MAT101093,Finished Good - Perhaps Town,X,X
PL83995,PL83995,MAT601674,MAT601674,Finished Good - Value Senior,,X
PL71698,PL71698,MAT498955,MAT498955,Finished Good - Executive Race,,
PL82976,PL82976,MAT695693,MAT695693,Finished Good - Leg Several,X,X
PL92064,PL92064,MAT728740,MAT728740,Finished Good - Drop Subject,,
PL22933,PL22933,MAT916937,MAT916937,Finished Good - Yet Grow,X,
PL75683,PL75683,MAT524147,MAT524147,Finished Good - Throughout Pattern,,X
PL36068,PL36068,MAT199383,MAT199383,Finished Good - Door Value,,X
PL98962,PL98962,MAT965014,MAT965014,Finished Good - Wait Wide,,
PL75260,PL75260,MAT634784,MAT634784,Finished Good - Cause Ten,X,X
PL10028,PL10028,MAT618928,MAT618928,Finished Good - Job Institution,X,X
PL32852,PL32852,MAT586859,MAT586859,Finished Good - Will Several,X,
PL55423,PL55423,MAT687530,MAT687530,Finished Good - Stop All,X,
PL11400,PL11400,MAT466211,MAT466211,Finished Good - Couple Ask,,
PL54247,PL54247,MAT328486,MAT328486,Finished Good - Enough Actually,,
PL69274,PL69274,MAT551096,MAT551096,Finished Good - Lawyer Participant,X,X
PL40564,PL40564,MAT799964,MAT799964,Finished Good - Speech Political,X,
PL41543,PL41543,MAT703454,MAT703454,Finished Good - Member Soon,X,
PL92521,PL92521,MAT994176,MAT994176,Finished Good - Glass No,X,
PL20544,PL20544,MAT451723,MAT451723,Finished Good - Which Politics,,X
PL15369,PL15369,MAT233795,MAT233795,Finished Good - Air Boy,,
PL67740,PL67740,MAT702082,MAT702082,Finished Good - Social Health,X,X
PL66870,PL66870,MAT502256,MAT502256,Finished Good - Test Focus,,X
PL86679,PL86679,MAT186204,MAT186204,Finished Good - Design Discussion,X,X
PL90406,PL90406,MAT491852,MAT491852,Finished Good - Watch Marriage,X,X
PL59087,PL59087,MAT260751,MAT260751,Finished Good - Determine Adult,X,
PL46477,PL46477,MAT303226,MAT303226,Finished Good - Citizen Partner,X,X
PL42899,PL42899,MAT806678,MAT806678,Finished Good - Card Care,X,X
PL49116,PL49116,MAT581716,MAT581716,Finished Good - Either Because,,
PL28393,PL28393,MAT284638,MAT284638,Finished Good - Pm Kid,,X
PL85377,PL85377,MAT326330,MAT326330,Finished Good - Year Pressure,X,
PL52090,PL52090,MAT541065,MAT541065,Finished Good - Be Challenge,X,
PL45161,PL45161,MAT854472,MAT854472,Finished Good - Offer Difference,,
PL32311,PL32311,MAT959183,MAT959183,Finished Good - Wish Star,,X
PL42172,PL42172,MAT753534,MAT753534,Finished Good - But Easy,,
PL16162,PL16162,MAT526974,MAT526974,Finished Good - Growth More,,X
PL44929,PL44929,MAT183329,MAT183329,Finished Good - Cup Behavior,,
PL63053,PL63053,MAT823106,MAT823106,Finished Good - Bar Power,,
PL17966,PL17966,MAT314193,MAT314193,Finished Good - Specific Increase,X,
PL41412,PL41412,MAT597318,MAT597318,Finished Good - If Audience,,X
PL78481,PL78481,MAT882370,MAT882370,Finished Good - Early Trial,X,
PL79455,PL79455,MAT547907,MAT547907,Finished Good - Board Into,X,
PL81043,PL81043,MAT327005,MAT327005,Finished Good - Several Everybody,,
PL54194,PL54194,MAT298248,MAT298248,Finished Good - Sign Dinner,,
PL30957,PL30957,MAT913984,MAT913984,Finished Good - Even Arrive,X,
PL81693,PL81693,MAT815833,MAT815833,Finished Good - Office Maybe,X,X
PL92015,PL92015,MAT449419,MAT449419,Finished Good - Fill Responsibility,X,X
PL81755,PL81755,MAT237533,MAT237533,Finished Good - Live Traditional,X,X
PL63915,PL63915,MAT931843,MAT931843,Finished Good - Occur Sense,,X
PL27120,PL27120,MAT158158,MAT158158,Finished Good - Effort Item,,X
PL13543,PL13543,MAT472119,MAT472119,Finished Good - Bag Worry,X,
PL37735,PL37735,MAT613204,MAT613204,Finished Good - Figure Something,,
PL58650,PL58650,MAT283708,MAT283708,Finished Good - Draw Line,X,
PL86640,PL86640,MAT124571,MAT124571,Finished Good - Six Option,X,
PL68230,PL68230,MAT626901,MAT626901,Finished Good - However Father,,X
PL56915,PL56915,MAT747836,MAT747836,Finished Good - Science According,,X
PL42617,PL42617,MAT826073,MAT826073,Finished Good - Single Mouth,,
PL45368,PL45368,MAT392908,MAT392908,Finished Good - Executive Above,,
PL18985,PL18985,MAT903680,MAT903680,Finished Good - Oil Eat,,
PL65289,PL65289,MAT708969,MAT708969,Finished Good - Provide Continue,,
PL30757,PL30757,MAT919259,MAT919259,Finished Good - Customer System,,X
PL25483,PL25483,MAT773248,MAT773248,Finished Good - Official Stage,X,
PL11225,PL11225,MAT941061,MAT941061,Finished Good - Pm Performance,X,X
PL17276,PL17276,MAT113028,MAT113028,Finished Good - Everything Consider,X,X
PL56466,PL56466,MAT169672,MAT169672,Finished Good - Return Project,,X
PL73974,PL73974,MAT923947,MAT923947,Finished Good - Strong Seven,X,
PL80773,PL80773,MAT158956,MAT158956,Finished Good - Believe From,X,
PL71139,PL71139,MAT804138,MAT804138,Finished Good - Girl Mind,X,
PL92642,PL92642,MAT742615,MAT742615,Finished Good - Among Dark,X,
PL13512,PL13512,MAT403326,MAT403326,Finished Good - Represent Wind,X,
PL87750,PL87750,MAT843968,MAT843968,Finished Good - Money Magazine,X,
PL40760,PL40760,MAT738207,MAT738207,Finished Good - Action This,,
PL47126,PL47126,MAT310470,MAT310470,Finished Good - Drive Cause,X,X
PL81848,PL81848,MAT130855,MAT130855,Finished Good - Picture Student,,
PL90123,PL90123,MAT935896,MAT935896,Finished Good - Medical Apply,X,
PL79172,PL79172,MAT886364,MAT886364,Finished Good - Feeling Include,,X
PL47718,PL47718,MAT612666,MAT612666,Finished Good - Surface Image,X,X
PL62449,PL62449,MAT743192,MAT743192,Finished Good - Smile Current,X,X
PL13356,PL13356,MAT411480,MAT411480,Finished Good - Down Any,X,
PL19462,PL19462,MAT576779,MAT576779,Finished Good - Environmental Hear,X,
PL52140,PL52140,MAT987857,MAT987857,Finished Good - Information Bar,,
PL71744,PL71744,MAT794601,MAT794601,Finished Good - Role Leg,X,
PL41203,PL41203,MAT559513,MAT559513,Finished Good - Certainly Wall,,
PL29000,PL29000,MAT100539,MAT100539,Finished Good - Significant Evidence,X,X
PL86750,PL86750,MAT725413,MAT725413,Finished Good - Door Business,,
PL10713,PL10713,MAT282143,MAT282143,Finished Good - Still Behind,X,
PL54247,PL54247,MAT158289,MAT158289,Finished Good - Hand Majority,,X
PL54706,PL54706,MAT733899,MAT733899,Finished Good - Grow West,X,
PL53379,PL53379,MAT404883,MAT404883,Finished Good - Article Worker,,X
PL92155,PL92155,MAT878421,MAT878421,Finished Good - Mother Adult,X,X
PL74390,PL74390,MAT650645,MAT650645,Finished Good - Fire Question,X,
PL24919,PL24919,MAT299649,MAT299649,Finished Good - Against Between,X,X
PL71098,PL71098,MAT227271,MAT227271,Finished Good - Good Available,X,
PL95260,PL95260,MAT609125,MAT609125,Finished Good - Spend Share,X,
PL84384,PL84384,MAT691211,MAT691211,Finished Good - Cell Population,,
PL21573,PL21573,MAT221487,MAT221487,Finished Good - Type Call,,
PL99519,PL99519,MAT748131,MAT748131,Finished Good - Staff Movement,X,
PL39969,PL39969,MAT386768,MAT386768,Finished Good - Foot Air,X,X
PL64222,PL64222,MAT523832,MAT523832,Finished Good - Case Newspaper,,X
PL88466,PL88466,MAT573193,MAT573193,Finished Good - Public No,,
PL26533,PL26533,MAT832524,MAT832524,Finished Good - Bar Remain,,
PL45179,PL45179,MAT807897,MAT807897,Finished Good - Game Attorney,,X
PL57161,PL57161,MAT505252,MAT505252,Finished Good - Fund Artist,,
PL89726,PL89726,MAT465192,MAT465192,Finished Good - Force Third,,X
PL26568,PL26568,MAT690796,MAT690796,Finished Good - Player Pick,X,X
PL88088,PL88088,MAT724815,MAT724815,Finished Good - Manage Yeah,X,X
PL70211,PL70211,MAT547544,MAT547544,Finished Good - Indeed Likely,X,
PL97493,PL97493,MAT415671,MAT415671,Finished Good - Share Industry,,
PL14390,PL14390,MAT117864,MAT117864,Finished Good - Prevent Send,X,X
PL40281,PL40281,MAT140031,MAT140031,Finished Good - Decide Author,X,X
PL41344,PL41344,MAT985813,MAT985813,Finished Good - Amount Respond,X,
PL55808,PL55808,MAT639553,MAT639553,Finished Good - Management Fund,X,
PL92296,PL92296,MAT946276,MAT946276,Finished Good - Call Year,X,X
PL81647,PL81647,MAT412501,MAT412501,Finished Good - Black Save,,X
PL68284,PL68284,MAT905831,MAT905831,Finished Good - Huge Amount,X,
PL79373,PL79373,MAT439585,MAT439585,Finished Good - Keep Defense,,
PL76010,PL76010,MAT295490,MAT295490,Finished Good - Actually Drop,,X
PL67937,PL67937,MAT844033,MAT844033,Finished Good - Himself Ok,,X
PL47522,PL47522,MAT680771,MAT680771,Finished Good - Get Animal,,
PL29862,PL29862,MAT685035,MAT685035,Finished Good - Daughter Military,X,X
PL89077,PL89077,MAT936466,MAT936466,Finished Good - Account Approach,X,X
PL47205,PL47205,MAT129202,MAT129202,Finished Good - At Meeting,,X
PL64668,PL64668,MAT496625,MAT496625,Finished Good - Heavy Coach,,X
PL52674,PL52674,MAT289459,MAT289459,Finished Good - Responsibility Debate,X,
PL88226,PL88226,MAT962905,MAT962905,Finished Good - Example Every,,X
PL41236,PL41236,MAT372195,MAT372195,Finished Good - Soldier Behavior,,
PL65764,PL65764,MAT632256,MAT632256,Finished Good - Suffer Treat,X,
PL35252,PL35252,MAT674023,MAT674023,Finished Good - Much Series,,X
PL31976,PL31976,MAT154563,MAT154563,Finished Good - Skin Our,X,
PL25308,PL25308,MAT163517,MAT163517,Finished Good - Would Final,X,X
PL48677,PL48677,MAT507909,MAT507909,Finished Good - Yet These,,
PL83708,PL83708,MAT774010,MAT774010,Finished Good - Among Thousand,,X
PL74807,PL74807,MAT146721,MAT146721,Finished Good - Pull Field,X,X
PL12213,PL12213,MAT938100,MAT938100,Finished Good - During Base,X,X
PL41520,PL41520,MAT228946,MAT228946,Finished Good - Address Each,X,
PL83258,PL83258,MAT617719,MAT617719,Finished Good - Sometimes Different,X,
PL19744,PL19744,MAT556811,MAT556811,Finished Good - Full His,X,
PL24922,PL24922,MAT871190,MAT871190,Finished Good - Capital Behind,,
PL58006,PL58006,MAT439168,MAT439168,Finished Good - Least Commercial,,X
PL89920,PL89920,MAT901235,MAT901235,Finished Good - Sure Purpose,,X
PL21997,PL21997,MAT439064,MAT439064,Finished Good - Him Professor,X,X
PL26868,PL26868,MAT994361,MAT994361,Finished Good - Personal Father,X,X
PL24292,PL24292,MAT419250,MAT419250,Finished Good - Cell Long,,
PL22983,PL22983,MAT618357,MAT618357,Finished Good - Bank Drive,X,
PL14992,PL14992,MAT905408,MAT905408,Finished Good - Walk Dinner,X,
PL54675,PL54675,MAT792912,MAT792912,Finished Good - Response Effect,,
PL71019,PL71019,MAT466116,MAT466116,Finished Good - Around Near,X,
PL92985,PL92985,MAT740707,MAT740707,Finished Good - Three Recent,,X
PL70092,PL70092,MAT274794,MAT274794,Finished Good - Phone Between,X,
PL25998,PL25998,MAT384399,MAT384399,Finished Good - Program Black,X,
PL41288,PL41288,MAT171002,MAT171002,Finished Good - Great At,,
PL79084,PL79084,MAT504670,MAT504670,Finished Good - And Well,,X
PL70264,PL70264,MAT202494,MAT202494,Finished Good - If Large,X,X
PL37490,PL37490,MAT120433,MAT120433,Finished Good - Such Technology,,
PL23445,PL23445,MAT433222,MAT433222,Finished Good - Arrive Owner,X,
PL75634,PL75634,MAT621896,MAT621896,Finished Good - Drive Son,,
PL28738,PL28738,MAT342435,MAT342435,Finished Good - Thus Rather,X,
PL20887,PL20887,MAT291366,MAT291366,Finished Good - Partner Place,X,X
PL27747,PL27747,MAT629027,MAT629027,Finished Good - Guess Glass,,
PL56983,PL56983,MAT639718,MAT639718,Finished Good - Seek Tend,X,
PL73669,PL73669,MAT266037,MAT266037,Finished Good - Think Peace,,X
PL99092,PL99092,MAT889853,MAT889853,Finished Good - Church Full,,
PL53947,PL53947,MAT123977,MAT123977,Finished Good - Become For,X,
PL10616,PL10616,MAT877898,MAT877898,Finished Good - Whose Fast,X,
PL28203,PL28203,MAT383039,MAT383039,Finished Good - Others Clear,X,X
PL99271,PL99271,MAT548189,MAT548189,Finished Good - Every Finally,,X
PL27780,PL27780,MAT642834,MAT642834,Finished Good - Executive Of,,X
PL70556,PL70556,MAT474717,MAT474717,Finished Good - Race His,X,X
PL20140,PL20140,MAT371144,MAT371144,Finished Good - Past Radio,X,
PL62285,PL62285,MAT793754,MAT793754,Finished Good - Build Economy,,
PL11009,PL11009,MAT121093,MAT121093,Finished Good - Final Husband,X,X
PL83738,PL83738,MAT929248,MAT929248,Finished Good - Culture See,,X
PL83868,PL83868,MAT588481,MAT588481,Finished Good - National Share,,
PL11904,PL11904,MAT877841,MAT877841,Finished Good - Official Throughout,X,
PL36863,PL36863,MAT440226,MAT440226,Finished Good - Some Because,X,X
PL78480,PL78480,MAT502916,MAT502916,Finished Good - Moment Whole,,
PL51387,PL51387,MAT496852,MAT496852,Finished Good - Company Allow,,
PL45440,PL45440,MAT217640,MAT217640,Finished Good - Off Answer,,
PL73349,PL73349,MAT236720,MAT236720,Finished Good - Low Likely,,
PL45206,PL45206,MAT975046,MAT975046,Finished Good - Than South,,X
PL38623,PL38623,MAT502420,MAT502420,Finished Good - Final Land,,X
PL62518,PL62518,MAT748085,MAT748085,Finished Good - Turn Total,X,
PL71878,PL71878,MAT129330,MAT129330,Finished Good - Wrong Onto,,X
PL41065,PL41065,MAT338038,MAT338038,Finished Good - Way Respond,,
PL28343,PL28343,MAT105895,MAT105895,Finished Good - Lawyer Power,,
PL20118,PL20118,MAT253839,MAT253839,Finished Good - Specific Can,X,X
PL49554,PL49554,MAT689261,MAT689261,Finished Good - This Treat,X,X
PL64465,PL64465,MAT481676,MAT481676,Finished Good - Follow Interview,X,X
PL64364,PL64364,MAT220580,MAT220580,Finished Good - Opportunity Service,,
PL63437,PL63437,MAT304362,MAT304362,Finished Good - Might However,,
PL95125,PL95125,MAT483539,MAT483539,Finished Good - Approach Like,X,X
PL50554,PL50554,MAT560543,MAT560543,Finished Good - Million Station,,
PL95737,PL95737,MAT699244,MAT699244,Finished Good - Might Single,X,
PL50425,PL50425,MAT804332,MAT804332,Finished Good - Career Door,X,
PL14971,PL14971,MAT958376,MAT958376,Finished Good - About Section,,
PL84709,PL84709,MAT177415,MAT177415,Finished Good - Rather Personal,,
PL78421,PL78421,MAT417972,MAT417972,Finished Good - Well Individual,X,X
PL81867,PL81867,MAT869968,MAT869968,Finished Good - Interest Partner,,
PL83176,PL83176,MAT553309,MAT553309,Finished Good - Week Short,,
PL59962,PL59962,MAT884699,MAT884699,Finished Good - Marriage Work,,
PL67688,PL67688,MAT564141,MAT564141,Finished Good - Forward Bag,,
PL44540,PL44540,MAT808395,MAT808395,Finished Good - Important Free,X,
PL19305,PL19305,MAT480206,MAT480206,Finished Good - Nature Air,X,
PL58367,PL58367,MAT936545,MAT936545,Finished Good - Free Doctor,,
PL79871,PL79871,MAT383774,MAT383774,Finished Good - Fast Administration,,X
PL23563,PL23563,MAT721420,MAT721420,Finished Good - Professor Hot,X,X
PL61501,PL61501,MAT209016,MAT209016,Finished Good - Staff Before,X,
PL26945,PL26945,MAT768244,MAT768244,Finished Good - Statement Money,X,
PL10544,PL10544,MAT569297,MAT569297,Finished Good - Common Challenge,,
PL91565,PL91565,MAT740701,MAT740701,Finished Good - Respond Must,,
PL26210,PL26210,MAT602576,MAT602576,Finished Good - Else Appear,,X
PL78043,PL78043,MAT935630,MAT935630,Finished Good - Marriage Eat,X,X
PL10200,PL10200,MAT385802,MAT385802,Finished Good - Author Sense,,X
PL12092,PL12092,MAT507075,MAT507075,Finished Good - Position Budget,,X
PL52129,PL52129,MAT307540,MAT307540,Finished Good - Wish Gun,,
PL27814,PL27814,MAT936470,MAT936470,Finished Good - Laugh Listen,,X
PL31827,PL31827,MAT254386,MAT254386,Finished Good - Drive Control,X,X
PL43974,PL43974,MAT735013,MAT735013,Finished Good - Suddenly Cover,X,
PL16261,PL16261,MAT990913,MAT990913,Finished Good - Any Pull,,
PL39370,PL39370,MAT649445,MAT649445,Finished Good - Friend Avoid,X,X
PL61363,PL61363,MAT933707,MAT933707,Finished Good - Region Actually,X,
PL75833,PL75833,MAT966981,MAT966981,Finished Good - Along Hand,X,X
PL56148,PL56148,MAT439375,MAT439375,Finished Good - Raise Send,,
PL45220,PL45220,MAT553593,MAT553593,Finished Good - Yet Quite,,
PL39123,PL39123,MAT436618,MAT436618,Finished Good - Cover Painting,,
