id,period,period_id,material,market,actual_qty,actual_revenue,actual_orders,shipped_qty,delivered_qty,returns_qty,net_actual_qty,net_revenue,discounts,final_revenue,service_level
7326,202501,202501,MAT97202,CUST3707,292.59,5828.63,27,264.09,257.54,10.05,247.49,8593.64,151.6,8442.04,0.8802
7327,202504,202504,MAT32828,CUST3706,657.21,4639.05,39,654.19,630.13,18.84,611.29,17540.97,1230.32,16310.65,0.9588
7328,202506,202506,MAT05359,CUST3257,389.21,10992.09,45,360.63,350.82,12.01,338.81,5181.93,69.58,5112.35,0.9014
7329,202503,202503,MAT59934,CUST0031,455.56,18529.03,7,413.52,407.22,4.62,402.6,7311.4,495.65,6815.75,0.8939
7330,202505,202505,MAT57091,CUST6402,676.89,12162.95,6,653.93,641.5,28.66,612.84,7308.31,466.59,6841.72,0.9477
7331,202407,202407,MAT47332,CUST1646,611.68,5928.02,0,606.73,592.71,10.01,582.7,20066.22,170.33,19895.89,0.969
7332,202506,202506,MAT04206,CUST5055,165.07,6082.95,4,154.91,153.71,2.86,150.85,1057.05,69.71,987.34,0.9312
7333,202501,202501,MAT12544,CUST2519,60.09,453.65,4,59.16,59.15,0.48,58.67,1971.67,126.74,1844.93,0.9844
7334,202503,202503,MAT04793,CUST1572,497.59,18490.37,36,489.46,481.31,8.95,472.36,2500.43,213.72,2286.71,0.9673
7335,202405,202405,MAT41586,CUST9371,880.32,18603.06,38,826.87,802.58,7.05,795.53,26697.28,2470.48,24226.8,0.9117
7336,202511,202511,MAT25923,CUST6614,574.02,8590.45,42,559.78,543.95,11.85,532.1,7276.71,489.89,6786.82,0.9476
7337,202408,202408,MAT80991,CUST5545,415.15,6787.8,43,376.5,366.24,2.89,363.35,3914.57,147.46,3767.11,0.8822
7338,202502,202502,MAT43978,CUST1941,929.66,12819.86,31,847.13,824.33,35.44,788.89,9893.49,201.8,9691.69,0.8867
7339,202512,202512,MAT45863,CUST6851,877.82,36211.19,28,798.61,796.06,2.11,793.95,7023.41,80.76,6942.65,0.9069
7340,202602,202602,MAT33008,CUST3367,909.22,10929.1,15,900.04,880.46,35.31,845.15,6992.53,384.06,6608.47,0.9684
7341,202503,202503,MAT86277,CUST0211,530.47,10284.17,48,503.02,502.5,4.94,497.56,15192.16,1340.89,13851.27,0.9473
7342,202403,202403,MAT05600,CUST7544,386.11,9548.94,3,362.67,359.61,16.12,343.49,11363.85,10.54,11353.31,0.9314
7343,202601,202601,MAT43534,CUST7256,376.66,3101.1,26,347.76,333.72,17.9,315.82,6857.17,51.0,6806.17,0.886
7344,202510,202510,MAT11916,CUST9323,664.79,28591.11,6,611.06,595.45,10.14,585.31,20509.32,909.26,19600.06,0.8957
7345,202507,202507,MAT24387,CUST1604,890.9,12191.41,25,890.15,854.28,13.61,840.67,24371.38,1322.27,23049.11,0.9589
7346,202507,202507,MAT92959,CUST0478,115.5,995.47,0,114.39,112.67,2.26,110.41,1992.03,117.35,1874.68,0.9755
7347,202510,202510,MAT84668,CUST8079,393.94,9717.42,32,356.42,343.5,3.05,340.45,5079.8,37.17,5042.63,0.872
7348,202509,202509,MAT78103,CUST8531,878.28,14583.49,23,853.1,833.26,5.44,827.82,8205.34,129.76,8075.58,0.9487
7349,202504,202504,MAT17894,CUST4170,611.74,6349.38,6,576.16,551.02,3.3,547.72,17991.77,1113.28,16878.49,0.9007
7350,202501,202501,MAT98396,CUST5686,725.16,17375.62,14,695.78,664.95,22.79,642.16,5862.63,415.89,5446.74,0.917
7351,202403,202403,MAT30775,CUST9872,380.41,14871.93,4,377.2,376.8,16.17,360.63,13954.39,412.04,13542.35,0.9905
7352,202404,202404,MAT05205,CUST5494,303.66,10042.21,31,278.81,271.2,14.61,256.59,2718.28,165.24,2553.04,0.8931
7353,202507,202507,MAT56653,CUST1282,521.46,18170.29,6,471.38,470.57,22.25,448.32,8216.54,551.57,7664.97,0.9024
7354,202411,202411,MAT79331,CUST7296,926.9,7299.07,14,921.83,882.63,4.37,878.26,20864.56,829.75,20034.81,0.9522
7355,202507,202507,MAT50102,CUST7387,509.22,10577.02,16,495.83,475.74,14.58,461.16,13010.56,503.29,12507.27,0.9343
7356,202412,202412,MAT33911,CUST2108,695.38,11990.35,5,648.38,634.94,16.58,618.36,19069.46,886.37,18183.09,0.9131
7357,202502,202502,MAT10188,CUST6675,375.91,12920.85,44,370.44,352.31,4.01,348.3,5798.7,539.44,5259.26,0.9372
7358,202504,202504,MAT42910,CUST7157,301.62,7325.18,47,285.67,278.75,8.02,270.73,4345.48,56.26,4289.22,0.9242
7359,202503,202503,MAT27347,CUST3338,745.53,7955.79,4,719.33,683.63,1.25,682.38,19942.54,1597.09,18345.45,0.917
7360,202408,202408,MAT14313,CUST8905,616.52,4284.49,3,587.58,559.6,28.91,530.69,16576.27,263.95,16312.32,0.9077
7361,202412,202412,MAT92338,CUST2039,470.43,2876.45,37,436.23,420.95,12.28,408.67,15848.84,1327.33,14521.51,0.8948
7362,202508,202508,MAT41047,CUST9374,326.56,12815.86,5,299.61,287.87,12.94,274.93,3183.06,133.31,3049.75,0.8815
7363,202411,202411,MAT50892,CUST8153,581.86,5383.65,9,571.55,557.01,24.17,532.84,13027.93,861.63,12166.3,0.9573
7364,202507,202507,MAT99541,CUST9346,723.33,8087.49,33,713.68,690.48,3.41,687.07,25672.78,487.65,25185.13,0.9546
7365,202509,202509,MAT47262,CUST8183,747.42,32272.81,31,703.95,684.54,23.2,661.34,24628.11,53.99,24574.12,0.9159
7366,202507,202507,MAT69745,CUST6144,753.32,9117.75,45,703.27,681.86,37.06,644.8,22665.29,561.65,22103.64,0.9051
7367,202410,202410,MAT22980,CUST3305,225.76,6390.49,37,206.94,202.7,8.81,193.89,2000.69,58.57,1942.12,0.8979
7368,202404,202404,MAT10934,CUST0900,93.34,3698.74,17,85.45,84.5,0.29,84.21,1347.22,8.11,1339.11,0.9053
7369,202409,202409,MAT48684,CUST6968,123.49,3852.28,14,121.68,118.43,5.29,113.14,786.76,30.85,755.91,0.959
7370,202601,202601,MAT95967,CUST8127,106.69,1436.09,41,97.87,94.85,1.25,93.6,2709.75,186.22,2523.53,0.889
7371,202601,202601,MAT11445,CUST0669,542.21,7590.22,44,540.38,514.78,19.1,495.68,6194.84,29.19,6165.65,0.9494
7372,202502,202502,MAT93355,CUST6837,732.49,27123.95,16,682.04,671.63,15.76,655.87,12068.99,357.14,11711.85,0.9169
7373,202502,202502,MAT22666,CUST3838,654.7,18619.69,11,648.95,647.28,7.56,639.72,14050.67,166.04,13884.63,0.9887
7374,202403,202403,MAT34870,CUST7020,158.55,2852.54,4,153.94,150.13,1.53,148.6,5505.18,478.41,5026.77,0.9469
7375,202507,202507,MAT67176,CUST4590,679.95,15437.33,20,659.14,653.8,25.06,628.74,6743.88,226.97,6516.91,0.9615
7376,202503,202503,MAT17776,CUST2629,924.48,29776.07,27,833.43,825.2,22.98,802.22,6707.13,374.94,6332.19,0.8926
7377,202512,202512,MAT34080,CUST2237,361.23,10492.88,6,331.24,323.3,8.16,315.14,1644.46,127.87,1516.59,0.895
7378,202412,202412,MAT73001,CUST3266,693.84,5138.39,44,664.61,663.35,27.03,636.32,19873.65,1192.92,18680.73,0.9561
7379,202511,202511,MAT33588,CUST7093,173.3,3611.62,6,166.6,162.55,6.42,156.13,2580.03,169.78,2410.25,0.938
7380,202505,202505,MAT57688,CUST0894,811.66,13375.05,35,761.62,731.28,0.9,730.38,15894.05,820.92,15073.13,0.901
7381,202408,202408,MAT31005,CUST6994,573.37,12149.12,10,536.28,528.69,10.47,518.22,8205.08,677.38,7527.7,0.9221
7382,202509,202509,MAT48945,CUST0004,882.89,15359.42,15,864.36,858.59,42.96,815.63,17346.26,1473.16,15873.1,0.9725
7383,202507,202507,MAT42062,CUST6210,111.0,1447.59,4,108.2,107.9,4.12,103.78,929.63,89.38,840.25,0.9721
7384,202501,202501,MAT82810,CUST4081,471.9,18261.2,37,458.8,445.72,19.58,426.14,7448.82,409.99,7038.83,0.9445
7385,202601,202601,MAT85477,CUST8411,482.89,4032.76,17,454.18,448.4,3.14,445.26,9812.06,47.9,9764.16,0.9286
7386,202405,202405,MAT44024,CUST4892,127.88,3843.06,11,127.85,122.29,2.83,119.46,3549.67,65.38,3484.29,0.9563
7387,202510,202510,MAT15006,CUST5404,680.98,26229.24,1,619.4,598.67,32.56,566.11,16610.48,148.8,16461.68,0.8791
7388,202511,202511,MAT34039,CUST2409,199.33,1352.82,19,183.58,180.6,8.06,172.54,6887.93,185.96,6701.97,0.906
7389,202412,202412,MAT85209,CUST8319,881.05,29873.23,27,852.69,836.55,43.86,792.69,27694.21,2208.03,25486.18,0.9495
7390,202506,202506,MAT65003,CUST9566,257.41,7761.68,38,233.47,231.26,7.86,223.4,8315.27,175.45,8139.82,0.8984
7391,202505,202505,MAT99962,CUST9704,601.37,8703.42,0,563.32,535.77,3.84,531.93,18984.65,641.95,18342.7,0.8909
7392,202410,202410,MAT05938,CUST7248,906.17,36743.14,15,891.32,877.34,26.62,850.72,17697.73,1197.06,16500.67,0.9682
7393,202602,202602,MAT07112,CUST9185,796.58,16542.87,40,790.38,770.63,5.21,765.42,6646.59,129.11,6517.48,0.9674
7394,202411,202411,MAT23163,CUST6812,367.85,10059.59,47,339.72,329.61,15.12,314.49,9138.72,279.82,8858.9,0.896
7395,202412,202412,MAT56978,CUST4958,505.93,15395.36,29,491.92,488.35,17.68,470.67,8873.32,108.72,8764.6,0.9653
7396,202409,202409,MAT96598,CUST0938,698.43,23171.1,28,678.24,646.01,11.34,634.67,24359.71,1869.89,22489.82,0.9249
7397,202505,202505,MAT94434,CUST0012,416.41,8625.82,40,376.73,363.27,3.11,360.16,3383.94,54.22,3329.72,0.8724
7398,202602,202602,MAT09199,CUST6180,547.48,21211.61,8,522.57,511.73,20.59,491.14,5013.14,36.72,4976.42,0.9347
7399,202508,202508,MAT48988,CUST1561,53.06,1344.41,27,49.83,49.81,1.82,47.99,1572.24,96.39,1475.85,0.9387
7400,202407,202407,MAT78916,CUST2611,52.2,502.04,33,49.73,49.22,2.31,46.91,637.12,6.01,631.11,0.9429
7401,202504,202504,MAT97127,CUST0519,783.18,18935.09,18,765.36,749.25,7.81,741.44,5362.88,62.26,5300.62,0.9567
7402,202407,202407,MAT12466,CUST8601,198.58,6530.26,15,198.46,197.56,2.94,194.62,6332.49,236.06,6096.43,0.9949
7403,202412,202412,MAT89383,CUST0074,741.19,30823.53,6,717.64,710.66,29.07,681.59,14053.88,1149.41,12904.47,0.9588
7404,202509,202509,MAT14102,CUST1002,278.87,4731.02,11,256.7,251.45,12.58,238.87,2346.69,32.05,2314.64,0.9017
7405,202505,202505,MAT77529,CUST9201,815.46,25502.88,33,782.07,768.7,3.26,765.44,13396.85,992.1,12404.75,0.9427
7406,202505,202505,MAT31727,CUST6687,350.98,6914.79,2,345.18,338.41,13.06,325.35,11779.35,622.57,11156.78,0.9642
7407,202503,202503,MAT03287,CUST0553,539.88,14679.26,30,514.88,493.67,17.62,476.05,9777.67,249.67,9528.0,0.9144
7408,202504,202504,MAT14877,CUST8046,192.27,5972.51,17,175.11,169.93,3.63,166.3,4405.26,353.02,4052.24,0.8838
7409,202511,202511,MAT13201,CUST3291,196.69,7817.7,12,193.66,186.62,7.45,179.17,3959.62,192.46,3767.16,0.9488
7410,202507,202507,MAT56732,CUST7241,637.16,19322.33,45,578.14,569.75,4.5,565.25,12615.58,195.07,12420.51,0.8942
7411,202408,202408,MAT22703,CUST2191,669.24,21890.1,19,613.92,592.35,31.52,560.83,16575.73,773.0,15802.73,0.8851
7412,202404,202404,MAT27671,CUST1944,543.01,6066.67,7,534.77,518.13,5.07,513.06,17604.24,1517.66,16086.58,0.9542
7413,202406,202406,MAT38770,CUST1281,798.94,22249.84,6,786.26,782.43,37.99,744.44,11845.41,252.04,11593.37,0.9793
7414,202504,202504,MAT83476,CUST5473,667.85,6742.35,13,644.61,633.52,16.69,616.83,14515.19,53.13,14462.06,0.9486
7415,202403,202403,MAT22342,CUST3224,244.05,7498.34,42,221.9,214.07,11.4,202.67,6178.98,428.51,5750.47,0.8772
7416,202511,202511,MAT56567,CUST9551,883.6,39618.44,29,826.75,818.16,34.58,783.58,28090.08,2070.03,26020.05,0.9259
7417,202404,202404,MAT74258,CUST4787,108.14,4058.77,8,103.18,98.25,1.44,96.81,610.97,47.59,563.38,0.9085
7418,202506,202506,MAT16396,CUST2570,671.28,8290.53,1,618.56,612.56,9.13,603.43,17336.81,1648.97,15687.84,0.9125
7419,202601,202601,MAT49409,CUST6319,470.16,9788.97,5,463.29,458.14,5.34,452.8,3938.59,29.64,3908.95,0.9744
7420,202411,202411,MAT05185,CUST8360,309.32,12889.1,31,305.64,299.36,11.42,287.94,9865.17,639.87,9225.3,0.9678
7421,202412,202412,MAT25996,CUST5588,818.74,29281.54,19,817.74,797.1,31.98,765.12,25884.99,1262.75,24622.24,0.9736
7422,202510,202510,MAT32666,CUST2359,373.99,3448.81,46,341.51,329.34,7.88,321.46,2128.28,93.56,2034.72,0.8806
7423,202511,202511,MAT10734,CUST8184,425.07,10964.29,39,424.64,414.75,6.36,408.39,10833.18,707.38,10125.8,0.9757
7424,202503,202503,MAT70571,CUST3457,868.26,30397.66,15,859.26,842.66,34.94,807.72,5004.23,237.7,4766.53,0.9705
7425,202405,202405,MAT63525,CUST2112,179.23,6042.93,3,165.25,158.36,3.04,155.32,1943.12,35.55,1907.57,0.8836
7426,202503,202503,MAT87544,CUST5946,760.77,30443.11,49,736.04,731.39,32.7,698.69,23017.78,880.17,22137.61,0.9614
7427,202407,202407,MAT76012,CUST8162,922.1,21151.01,16,885.69,872.14,16.75,855.39,31557.19,2277.8,29279.39,0.9458
7428,202405,202405,MAT98175,CUST9563,373.85,13764.74,40,366.7,356.66,5.9,350.76,6666.95,462.65,6204.3,0.954
7429,202412,202412,MAT89652,CUST9272,73.56,2300.62,45,72.79,72.16,3.45,68.71,1782.75,5.3,1777.45,0.981
7430,202512,202512,MAT78338,CUST8546,221.76,6602.26,3,202.19,197.32,0.98,196.34,1851.16,90.28,1760.88,0.8898
7431,202411,202411,MAT90049,CUST9891,102.49,4505.15,18,93.29,90.94,1.2,89.74,1323.86,16.04,1307.82,0.8873
7432,202403,202403,MAT34970,CUST5195,926.49,34558.6,42,888.57,883.03,25.16,857.87,5374.82,103.18,5271.64,0.9531
7433,202602,202602,MAT94897,CUST1611,621.7,21838.72,5,577.98,551.2,18.42,532.78,2913.62,7.68,2905.94,0.8866
7434,202601,202601,MAT27186,CUST9976,189.93,6524.05,37,174.22,167.17,1.24,165.93,2105.61,48.45,2057.16,0.8802
7435,202506,202506,MAT24190,CUST3190,416.02,7092.07,14,389.75,377.2,15.21,361.99,10773.56,743.92,10029.64,0.9067
7436,202406,202406,MAT20869,CUST6506,666.69,5720.61,25,654.17,637.27,20.97,616.3,17788.41,290.67,17497.74,0.9559
7437,202406,202406,MAT59441,CUST3941,680.86,26149.77,5,621.62,612.35,18.82,593.53,21550.83,2052.46,19498.37,0.8994
7438,202407,202407,MAT63379,CUST7191,855.0,13824.82,9,809.64,769.27,14.84,754.43,12018.73,314.58,11704.15,0.8997
7439,202501,202501,MAT14641,CUST6781,920.86,30895.27,1,842.47,822.87,14.94,807.93,31267.51,2673.28,28594.23,0.8936
7440,202505,202505,MAT31386,CUST3785,857.21,26787.87,7,828.58,816.01,38.31,777.7,19911.97,1815.06,18096.91,0.9519
7441,202411,202411,MAT78696,CUST7613,345.03,7017.05,1,321.34,308.82,7.36,301.46,11441.04,404.88,11036.16,0.8951
7442,202503,202503,MAT18860,CUST4643,318.44,11141.38,32,305.3,290.38,14.92,275.46,7219.79,158.48,7061.31,0.9119
7443,202601,202601,MAT36121,CUST0476,322.94,3527.69,15,290.72,276.73,0.49,276.24,7043.19,376.84,6666.35,0.8569
7444,202504,202504,MAT38497,CUST1811,482.1,14208.92,43,444.59,425.98,18.67,407.31,7390.84,7.11,7383.73,0.8836
7445,202502,202502,MAT87076,CUST4257,649.13,17231.4,45,585.88,583.19,9.64,573.55,20362.39,422.33,19940.06,0.8984
7446,202601,202601,MAT90072,CUST7676,298.67,2205.67,35,277.1,276.53,9.57,266.96,4625.23,284.72,4340.51,0.9259
7447,202407,202407,MAT41499,CUST2587,107.65,1018.79,7,103.29,99.77,2.92,96.85,3105.61,196.64,2908.97,0.9268
7448,202406,202406,MAT92271,CUST5874,798.59,22271.67,26,786.68,752.86,38.37,714.49,11968.24,827.22,11141.02,0.9427
7449,202511,202511,MAT52284,CUST7748,911.99,31572.84,30,852.45,817.01,43.32,773.69,14736.03,906.69,13829.34,0.8959
7450,202407,202407,MAT96631,CUST4618,169.3,2810.26,37,162.58,157.42,5.14,152.28,5223.91,243.92,4979.99,0.9298
7451,202508,202508,MAT63501,CUST4227,199.39,1335.83,27,185.65,177.32,8.42,168.9,5939.36,555.02,5384.34,0.8893
7452,202602,202602,MAT39415,CUST6430,77.8,1681.23,9,70.29,69.48,2.6,66.88,531.79,7.29,524.5,0.8931
7453,202410,202410,MAT12520,CUST5007,922.42,27040.51,26,834.04,805.72,1.91,803.81,15384.21,208.11,15176.1,0.8735
7454,202511,202511,MAT93226,CUST1118,768.45,4374.06,10,754.32,740.67,28.39,712.28,4979.03,217.78,4761.25,0.9638
7455,202508,202508,MAT98405,CUST2457,870.15,30216.43,17,850.76,813.69,6.56,807.13,7746.62,772.51,6974.11,0.9351
7456,202404,202404,MAT14638,CUST9578,128.81,2111.12,35,122.85,118.25,4.68,113.57,4478.33,367.06,4111.27,0.918
7457,202510,202510,MAT69086,CUST2029,492.2,19754.01,42,445.12,426.56,4.08,422.48,5341.99,294.53,5047.46,0.8666
7458,202602,202602,MAT93980,CUST9814,426.55,12838.44,30,393.14,376.93,10.8,366.13,14114.58,27.47,14087.11,0.8837
7459,202602,202602,MAT75287,CUST8561,320.72,13086.42,10,309.39,295.15,8.55,286.6,9063.16,422.15,8641.01,0.9203
7460,202601,202601,MAT72008,CUST3541,927.93,8322.83,26,844.54,809.06,24.99,784.07,26242.76,204.92,26037.84,0.8719
7461,202512,202512,MAT08049,CUST2763,397.99,16991.74,29,373.72,361.73,0.07,361.66,10814.07,689.96,10124.11,0.9089
7462,202601,202601,MAT18383,CUST2589,94.82,1011.7,42,94.63,92.81,0.69,92.12,777.19,57.84,719.35,0.9788
7463,202508,202508,MAT30719,CUST6357,903.07,7033.12,24,829.8,789.72,37.41,752.31,17869.95,47.08,17822.87,0.8745
7464,202405,202405,MAT97847,CUST1519,607.43,17818.16,6,581.22,562.89,26.73,536.16,5249.12,364.0,4885.12,0.9267
7465,202601,202601,MAT82179,CUST1765,690.17,18128.17,10,623.57,594.68,24.11,570.57,3940.21,321.62,3618.59,0.8616
7466,202405,202405,MAT82384,CUST3700,500.55,5427.25,13,488.89,465.07,23.41,441.66,13717.38,472.92,13244.46,0.9291
7467,202404,202404,MAT46376,CUST8921,829.09,25071.47,22,788.14,757.58,14.61,742.97,4443.76,233.75,4210.01,0.9137
7468,202406,202406,MAT12088,CUST7271,86.26,754.65,38,78.68,78.19,1.83,76.36,3032.03,94.55,2937.48,0.9064
7469,202409,202409,MAT65703,CUST0674,639.52,17729.91,43,593.22,586.55,23.71,562.84,9403.52,606.53,8796.99,0.9172
7470,202501,202501,MAT63928,CUST8300,829.59,14343.49,32,813.18,794.84,10.42,784.42,17972.73,863.19,17109.54,0.9581
7471,202510,202510,MAT48606,CUST1760,582.9,5940.28,31,524.93,523.42,6.21,517.21,8929.82,860.71,8069.11,0.898
7472,202512,202512,MAT69614,CUST2916,636.64,11871.42,46,629.31,618.37,25.08,593.29,7019.85,281.86,6737.99,0.9713
7473,202602,202602,MAT95964,CUST9622,95.41,1058.81,18,92.63,92.49,1.54,90.95,3275.3,199.75,3075.55,0.9694
7474,202502,202502,MAT51288,CUST6390,110.8,2950.45,10,104.84,103.39,4.82,98.57,2116.94,198.64,1918.3,0.9331
7475,202409,202409,MAT53894,CUST0579,116.78,3027.64,24,110.58,109.82,0.42,109.4,3167.58,116.36,3051.22,0.9404
7476,202601,202601,MAT44333,CUST3071,226.92,1535.22,17,216.84,214.89,5.67,209.22,7557.22,91.45,7465.77,0.947
7477,202512,202512,MAT71679,CUST1538,223.78,4945.32,40,204.64,196.85,1.33,195.52,1620.49,45.93,1574.56,0.8797
7478,202405,202405,MAT67403,CUST0534,382.37,10945.96,45,346.94,335.32,17.11,318.21,3212.6,184.44,3028.16,0.877
7479,202502,202502,MAT36305,CUST2687,656.28,18778.07,48,635.36,628.29,5.03,623.26,3128.13,270.82,2857.31,0.9574
7480,202405,202405,MAT43525,CUST4655,548.04,17903.03,5,523.01,507.29,27.08,480.21,16955.94,817.34,16138.6,0.9256
7481,202511,202511,MAT07228,CUST4008,105.1,1855.61,19,103.57,102.1,1.54,100.56,1172.04,64.79,1107.25,0.9715
7482,202403,202403,MAT61678,CUST2722,81.2,3219.23,18,75.88,74.21,1.94,72.27,1174.2,98.02,1076.18,0.9139
7483,202404,202404,MAT74127,CUST4218,249.39,8455.93,15,241.23,238.08,10.43,227.65,8030.47,687.9,7342.57,0.9546
7484,202404,202404,MAT02302,CUST9035,726.88,32342.59,33,677.9,647.01,11.04,635.97,17680.47,36.91,17643.56,0.8901
7485,202510,202510,MAT32758,CUST2239,384.55,12495.96,30,350.96,348.72,10.68,338.04,6029.09,221.95,5807.14,0.9068
7486,202501,202501,MAT80997,CUST5414,459.0,14822.38,13,443.06,441.32,18.94,422.38,15247.16,72.73,15174.43,0.9615
7487,202505,202505,MAT74704,CUST2604,857.92,34927.82,36,808.45,786.24,0.74,785.5,12311.45,216.01,12095.44,0.9164
7488,202601,202601,MAT14392,CUST5695,591.58,7978.07,33,572.6,544.26,3.72,540.54,11015.65,804.74,10210.91,0.92
7489,202511,202511,MAT76427,CUST7449,478.79,18821.74,19,445.86,442.33,15.96,426.37,6802.2,179.89,6622.31,0.9238
7490,202601,202601,MAT92536,CUST2287,383.18,14425.21,26,352.13,341.92,6.35,335.57,8792.75,395.75,8397.0,0.8923
7491,202501,202501,MAT60221,CUST5357,817.82,7304.01,33,794.63,764.23,39.43,724.8,8188.89,81.01,8107.88,0.9345
7492,202504,202504,MAT86547,CUST4313,714.92,31418.13,10,691.28,688.4,17.59,670.81,20757.12,513.26,20243.86,0.9629
7493,202412,202412,MAT57079,CUST3708,642.35,22424.97,16,611.23,609.94,1.17,608.77,6478.54,154.51,6324.03,0.9495
7494,202405,202405,MAT66073,CUST1288,488.13,10971.37,21,486.9,468.78,8.92,459.86,18381.28,156.9,18224.38,0.9604
7495,202408,202408,MAT98142,CUST7768,816.2,12875.58,13,792.27,752.79,7.38,745.41,15187.98,434.3,14753.68,0.9223
7496,202407,202407,MAT33585,CUST6379,906.49,6601.21,27,840.55,799.49,22.11,777.38,28790.47,737.09,28053.38,0.882
7497,202407,202407,MAT44205,CUST3366,55.87,2056.24,4,50.63,49.8,1.37,48.43,870.75,7.56,863.19,0.8914
7498,202410,202410,MAT13441,CUST8883,117.9,739.65,13,108.12,103.58,5.56,98.02,3274.31,33.32,3240.99,0.8785
7499,202405,202405,MAT95093,CUST7212,415.8,11273.55,43,401.9,390.1,2.29,387.81,14826.21,685.44,14140.77,0.9382
7500,202505,202505,MAT96737,CUST4181,348.09,6601.84,37,336.29,325.56,11.53,314.03,5025.67,188.99,4836.68,0.9353
7501,202511,202511,MAT81818,CUST7412,205.82,3271.56,49,188.8,183.54,7.75,175.79,2094.08,90.46,2003.62,0.8918
7502,202412,202412,MAT82090,CUST0234,149.32,4473.18,0,138.83,138.05,3.79,134.26,4562.45,215.12,4347.33,0.9245
7503,202508,202508,MAT96179,CUST7752,270.68,7276.53,39,256.88,245.93,4.7,241.23,1354.77,103.33,1251.44,0.9086
7504,202412,202412,MAT41839,CUST6118,420.7,15725.04,47,404.79,404.29,13.91,390.38,9938.22,947.21,8991.01,0.961
7505,202412,202412,MAT63778,CUST6395,814.5,32683.85,39,777.29,759.36,39.39,719.97,8244.18,107.58,8136.6,0.9323
7506,202411,202411,MAT68627,CUST4298,57.69,755.26,46,56.3,54.06,0.76,53.3,858.26,66.2,792.06,0.9371
7507,202510,202510,MAT96278,CUST9595,579.92,11764.13,3,547.33,546.45,27.67,518.78,12773.86,908.99,11864.87,0.9423
7508,202412,202412,MAT87176,CUST7235,203.69,2132.4,39,186.65,181.3,1.21,180.09,2999.21,133.21,2866.0,0.8901
7509,202602,202602,MAT77598,CUST0017,410.93,5005.83,5,375.56,362.95,9.86,353.09,13712.03,280.72,13431.31,0.8832
7510,202412,202412,MAT82248,CUST4687,130.48,3552.7,48,120.08,115.26,0.3,114.96,1874.96,17.38,1857.58,0.8834
7511,202601,202601,MAT16891,CUST8768,559.85,22351.2,43,540.48,533.48,17.28,516.2,3034.16,114.17,2919.99,0.9529
7512,202412,202412,MAT86942,CUST9216,399.06,9012.81,47,394.07,386.38,5.29,381.09,12764.62,656.64,12107.98,0.9682
7513,202409,202409,MAT67758,CUST8979,561.03,17902.48,43,548.51,522.95,7.96,514.99,4357.2,180.62,4176.58,0.9321
7514,202411,202411,MAT97307,CUST5599,860.76,6934.02,42,817.24,796.06,39.47,756.59,7996.49,427.6,7568.89,0.9248
7515,202410,202410,MAT03651,CUST0170,567.75,3637.57,0,540.39,533.09,2.34,530.75,19732.14,166.22,19565.92,0.939
7516,202601,202601,MAT36867,CUST5601,465.73,15526.42,29,443.56,429.46,18.69,410.77,11445.93,778.7,10667.23,0.9221
7517,202602,202602,MAT96756,CUST5362,222.07,2434.02,16,215.37,213.62,0.47,213.15,5856.73,147.72,5709.01,0.9619
7518,202507,202507,MAT34220,CUST4873,389.59,12287.24,24,375.8,375.68,8.9,366.78,6118.5,140.79,5977.71,0.9643
7519,202403,202403,MAT31109,CUST2275,106.04,917.06,8,97.56,96.65,3.14,93.51,1278.54,85.1,1193.44,0.9114
7520,202408,202408,MAT31023,CUST2558,878.12,24406.18,6,833.94,805.31,7.18,798.13,7865.85,537.36,7328.49,0.9171
7521,202408,202408,MAT08939,CUST5551,100.28,4304.11,15,91.05,88.56,3.13,85.43,2272.57,226.03,2046.54,0.8831
7522,202412,202412,MAT20794,CUST2801,486.14,15857.84,12,456.32,437.82,10.44,427.38,8240.33,260.95,7979.38,0.9006
7523,202404,202404,MAT76631,CUST2920,374.0,7934.93,1,351.05,338.94,18.33,320.61,9134.19,826.03,8308.16,0.9063
7524,202403,202403,MAT73394,CUST4055,649.47,8456.73,9,620.95,595.84,18.29,577.55,12388.17,454.97,11933.2,0.9174
7525,202509,202509,MAT33928,CUST8684,141.06,3010.88,49,139.9,134.64,1.94,132.7,5101.59,231.29,4870.3,0.9545
7526,202509,202509,MAT16093,CUST3908,879.17,15620.49,6,818.07,794.92,24.24,770.68,4393.74,184.54,4209.2,0.9042
7527,202405,202405,MAT38447,CUST0146,511.37,6789.31,33,511.0,510.13,12.9,497.23,16935.49,1461.47,15474.02,0.9976
7528,202601,202601,MAT19799,CUST2568,290.56,8372.13,37,288.97,275.08,3.32,271.76,8728.01,167.83,8560.18,0.9467
7529,202512,202512,MAT86090,CUST6411,920.65,10608.81,33,892.1,852.15,5.25,846.9,14137.28,961.54,13175.74,0.9256
7530,202411,202411,MAT60154,CUST5910,120.28,5359.95,31,115.41,112.88,4.32,108.56,2286.07,144.13,2141.94,0.9385
7531,202412,202412,MAT95482,CUST3748,125.89,4860.15,38,123.1,117.48,5.24,112.24,2614.74,23.67,2591.07,0.9332
7532,202501,202501,MAT62786,CUST7905,843.67,11654.81,1,795.04,759.78,3.56,756.22,13390.68,411.77,12978.91,0.9006
7533,202409,202409,MAT20672,CUST0133,293.74,3830.73,0,288.59,280.91,8.78,272.13,3540.93,177.09,3363.84,0.9563
