MANDT,PRUEFLOS,WERK,ART,HERKUNFT,OBJNR,OBTYP,STSMA,STAT11,INSMK,ENSTEHDAT,ERSTELDAT,AENDERDAT,PASTRTERM,PAENDTERM,MATNR,SELWERK,BUKRS,CHARG,LICHN,SOBKZ,LOSMENGE,LMENGEPR,LMENGEIST,LMENGESCH,ANTEIL,PRCTR,GSBER,KOKRS,KOSTL,PRSTUFE,PRSCHAERFE
100,100000009023,P001,04,03,OBJ019725748303,MAT,QM000001,X,X,20250528,20250528,20250603,20250528,20250603,347120037914114607,P001,P048,BATCH68116,VEN62918,K,2696.562,1050.393,480.402,356.689,0.2,PC5306,GB52,2000,COST9777,0003,008
100,100000009024,P003,01,03,OBJ832393542076,MAT,QM000001,X,"",20250417,20250417,20250420,20250417,20250420,980861153865333499,P003,P021,BATCH41025,VEN57940,"",906.799,2286.911,1564.667,420.62,0.082,PC2931,GB90,2000,COST0742,0005,002
100,100000009025,P016,04,02,OBJ404263791076,MAT,QM000001,"","",20250408,20250408,20250416,20250408,20250416,769396250548028848,P016,P011,BATCH68248,VEN17058,K,813.028,2850.838,1408.377,376.004,0.469,PC0977,GB87,1000,COST8798,0005,006
100,100000009026,P013,08,01,OBJ369412353280,INV,QM000002,X,X,20260119,20260119,20260126,20260119,20260126,543708208383507103,P013,P030,BATCH37694,VEN32597,K,3280.555,1075.71,866.071,30.141,0.958,PC1742,GB91,1000,COST1563,0004,004
100,100000009027,P028,08,01,OBJ910502431857,INV,QM000001,"",X,20260201,20260201,20260210,20260201,20260210,876195225634699077,P028,P037,BATCH93499,VEN16250,K,1954.617,3359.178,3307.465,277.012,0.906,PC2637,GB47,1000,COST2917,0001,001
100,100000009028,P027,08,03,OBJ114621051843,PUR,QM000002,X,X,20250514,20250514,20250522,20250514,20250522,908998167047541519,P027,P040,BATCH99500,VEN36509,"",1087.432,3434.746,1359.963,248.687,0.308,PC1189,GB73,1000,COST4001,0005,002
100,100000009029,P046,04,01,OBJ463397557480,PUR,QM000002,"","",20251030,20251030,20251106,20251030,20251106,149082568530399402,P046,P008,BATCH72588,VEN64456,"",4056.081,3003.353,86.998,262.273,0.742,PC9224,GB02,1000,COST9666,0004,009
100,100000009030,P045,01,01,OBJ599381480625,INV,QM000001,"","",20260124,20260124,20260203,20260124,20260203,664983481645201362,P045,P046,BATCH19137,VEN59208,"",1731.011,1246.187,3163.858,4.448,0.937,PC0380,GB01,1000,COST3498,0002,001
100,100000009031,P015,08,01,OBJ362000730647,PUR,QM000001,X,X,20251107,20251107,20251117,20251107,20251117,665521892306990642,P015,P027,BATCH88172,VEN51121,K,3124.964,667.437,233.089,480.929,0.09,PC0286,GB98,1000,COST2580,0005,002
100,100000009032,P008,01,02,OBJ898206414323,INV,QM000002,"",X,20260121,20260121,20260123,20260121,20260123,471786351361233194,P008,P009,BATCH60013,VEN04847,K,2618.845,923.126,1923.444,284.463,0.385,PC9716,GB67,2000,COST6933,0001,006
100,100000009033,P010,01,03,OBJ160899578067,MAT,QM000002,X,"",20250806,20250806,20250814,20250806,20250814,637533910607019923,P010,P004,BATCH37499,VEN18686,"",1533.377,3384.709,519.228,371.925,0.956,PC0079,GB27,2000,COST4103,0005,006
100,100000009034,P047,01,02,OBJ328710454321,INV,QM000001,"","",20250421,20250421,20250501,20250421,20250501,672595789567254678,P047,P042,BATCH61459,VEN57739,K,3234.599,533.527,345.344,192.338,0.316,PC8931,GB21,2000,COST3610,0005,002
100,100000009035,P048,08,01,OBJ410451705650,MAT,QM000001,"","",20250322,20250322,20250331,20250322,20250331,719596318740819650,P048,P023,BATCH31799,VEN02489,K,2110.36,2413.884,3760.36,198.39,0.781,PC1144,GB28,1000,COST4461,0001,003
100,100000009036,P006,01,01,OBJ003212529154,INV,QM000002,"","",20250614,20250614,20250615,20250614,20250615,571633894681783840,P006,P006,BATCH80701,VEN16233,K,1067.47,234.572,2334.293,100.301,0.374,PC1533,GB01,1000,COST7408,0004,007
100,100000009037,P029,01,02,OBJ099390513842,INV,QM000002,"","",20250424,20250424,20250501,20250424,20250501,134602157301764212,P029,P011,BATCH11455,VEN12315,K,1492.84,2983.668,212.608,430.101,0.178,PC2589,GB04,1000,COST9440,0001,007
100,100000009038,P028,04,01,OBJ155023050504,MAT,QM000002,"","",20251023,20251023,20251101,20251023,20251101,916977242693997338,P028,P011,BATCH59257,VEN98749,"",4180.555,3051.345,1331.531,189.657,0.685,PC4002,GB06,1000,COST0835,0005,007
100,100000009039,P017,04,01,OBJ137764818704,INV,QM000001,"",X,20250514,20250514,20250524,20250514,20250524,521246756295580661,P017,P021,BATCH06650,VEN05568,"",681.399,754.083,2959.455,475.436,0.761,PC9107,GB84,1000,COST2414,0003,001
100,100000009040,P014,01,03,OBJ273461203086,INV,QM000002,X,"",20260205,20260205,20260211,20260205,20260211,358668555274716754,P014,P040,BATCH56920,VEN73374,"",4502.975,2944.123,3172.927,98.42,0.055,PC0778,GB11,2000,COST2197,0005,010
100,100000009041,P025,01,01,OBJ340428163939,INV,QM000002,"",X,20250716,20250716,20250717,20250716,20250717,704199823379625034,P025,P025,BATCH88389,VEN92867,K,509.565,3075.925,176.094,134.289,0.578,PC5887,GB00,2000,COST8736,0001,001
100,100000009042,P040,04,01,OBJ149288362069,INV,QM000001,"",X,20250406,20250406,20250411,20250406,20250411,418524492105924684,P040,P047,BATCH08598,VEN77569,K,1651.431,215.782,1084.412,154.22,0.832,PC1246,GB94,1000,COST9985,0005,002
100,100000009043,P021,01,01,OBJ907203922921,PUR,QM000001,"","",20250524,20250524,20250527,20250524,20250527,848823145517328805,P021,P004,BATCH32966,VEN95381,"",4532.037,1383.955,2914.112,382.0,0.278,PC0794,GB76,1000,COST2542,0005,008
100,100000009044,P047,04,02,OBJ157953008369,INV,QM000001,X,"",20260124,20260124,20260202,20260124,20260202,760847713483153262,P047,P026,BATCH88552,VEN55890,"",866.199,1776.234,1755.732,265.015,0.436,PC7879,GB42,1000,COST7618,0002,009
100,100000009045,P042,01,03,OBJ218404077373,PUR,QM000001,X,"",20260211,20260211,20260215,20260211,20260215,760951784967210130,P042,P023,BATCH41856,VEN30449,"",2567.274,349.83,2248.056,49.206,0.872,PC4053,GB89,2000,COST7606,0001,008
100,100000009046,P050,04,02,OBJ095915541421,MAT,QM000002,"",X,20251029,20251029,20251030,20251029,20251030,620736683105508005,P050,P028,BATCH73753,VEN84833,"",3783.024,2063.552,501.789,357.982,0.798,PC7073,GB67,2000,COST1543,0003,009
100,100000009047,P011,08,02,OBJ689175909658,INV,QM000001,"","",20260201,20260201,20260206,20260201,20260206,525247269608025806,P011,P049,BATCH62814,VEN71339,"",3448.057,2854.082,192.278,341.109,0.198,PC3982,GB75,2000,COST1597,0004,005
100,100000009048,P029,08,02,OBJ457264934057,INV,QM000002,"",X,20250609,20250609,20250617,20250609,20250617,175203757700624949,P029,P005,BATCH46174,VEN98769,"",2335.862,3870.328,381.866,240.273,0.653,PC1990,GB97,2000,COST4988,0005,003
100,100000009049,P043,08,03,OBJ676899712561,INV,QM000002,X,"",20260212,20260212,20260222,20260212,20260222,603972592337372801,P043,P046,BATCH11946,VEN21438,"",3022.994,941.588,2510.512,128.17,0.491,PC3217,GB93,1000,COST7688,0003,008
100,100000009050,P018,04,01,OBJ214506864299,PUR,QM000002,"",X,20260127,20260127,20260205,20260127,20260205,573656373701434808,P018,P020,BATCH68144,VEN20800,"",4221.447,412.779,766.304,149.992,0.467,PC4458,GB31,2000,COST1378,0005,008
100,100000009051,P005,04,01,OBJ685090172112,PUR,QM000001,"",X,20251209,20251209,20251216,20251209,20251216,306322956846814529,P005,P007,BATCH80097,VEN63709,K,222.144,1372.631,1517.481,447.803,0.339,PC0914,GB93,1000,COST3165,0002,002
100,100000009052,P016,01,03,OBJ233755618657,INV,QM000002,"","",20260207,20260207,20260210,20260207,20260210,433329856363885354,P016,P032,BATCH38687,VEN62730,K,2504.873,3245.09,2643.261,473.639,0.023,PC9600,GB32,1000,COST8327,0004,001
100,100000009053,P027,01,02,OBJ787741955561,PUR,QM000002,"",X,20251129,20251129,20251201,20251129,20251201,104620193616847565,P027,P046,BATCH67815,VEN83616,K,822.937,3519.615,1724.081,287.373,0.804,PC4463,GB05,1000,COST0616,0002,002
100,100000009054,P012,04,02,OBJ958427161841,PUR,QM000001,X,"",20251115,20251115,20251125,20251115,20251125,255914241327257987,P012,P037,BATCH18259,VEN13786,K,3048.827,2287.664,2807.984,253.102,0.887,PC4586,GB33,1000,COST1566,0002,003
100,100000009055,P030,04,01,OBJ289002583056,INV,QM000001,"","",20250607,20250607,20250612,20250607,20250612,720827618642350488,P030,P001,BATCH26774,VEN07660,K,1689.288,3304.948,698.202,464.498,0.422,PC1284,GB46,1000,COST5339,0001,004
100,100000009056,P033,08,01,OBJ403393425808,INV,QM000001,"","",20250703,20250703,20250706,20250703,20250706,627117808374680212,P033,P023,BATCH07871,VEN06044,K,1501.538,1772.831,1680.416,35.554,0.221,PC3768,GB33,1000,COST0982,0004,006
100,100000009057,P024,08,02,OBJ450070866961,PUR,QM000002,"","",20250603,20250603,20250611,20250603,20250611,760478989929242902,P024,P048,BATCH52634,VEN88054,"",4249.026,652.384,1489.786,91.104,0.046,PC8483,GB40,2000,COST3786,0001,006
100,100000009058,P021,04,01,OBJ747426446117,PUR,QM000002,X,X,20250226,20250226,20250304,20250226,20250304,746294566975498235,P021,P028,BATCH63087,VEN28008,"",1408.647,3353.905,2551.701,60.2,0.634,PC3408,GB11,1000,COST0916,0003,002
100,100000009059,P030,01,02,OBJ800994804009,MAT,QM000002,"",X,20250419,20250419,20250424,20250419,20250424,652272866516938535,P030,P010,BATCH23047,VEN38854,"",415.341,639.793,1096.752,268.741,0.837,PC8690,GB20,2000,COST3813,0004,004
100,100000009060,P002,01,02,OBJ013577175918,PUR,QM000001,X,"",20250302,20250302,20250307,20250302,20250307,678698128069653624,P002,P039,BATCH92436,VEN03096,"",2689.025,1368.158,1345.779,275.679,0.673,PC0023,GB52,1000,COST7275,0002,005
100,100000009061,P036,04,01,OBJ536628924963,PUR,QM000001,"",X,20250623,20250623,20250626,20250623,20250626,673360585861203198,P036,P021,BATCH08694,VEN28301,"",4952.547,2679.858,1651.92,123.78,0.208,PC8006,GB93,1000,COST9407,0004,006
100,100000009062,P047,01,02,OBJ816094768951,MAT,QM000001,"","",20250716,20250716,20250718,20250716,20250718,330740832554880944,P047,P042,BATCH50827,VEN03810,"",688.116,488.725,3266.672,287.719,0.317,PC2383,GB02,2000,COST4768,0005,002
100,100000009063,P013,04,01,OBJ977866822184,INV,QM000001,"",X,20250516,20250516,20250519,20250516,20250519,645929113947964410,P013,P001,BATCH62874,VEN72470,K,2920.409,838.815,2323.835,204.23,0.457,PC8064,GB23,1000,COST9516,0003,006
100,100000009064,P010,01,01,OBJ539052840570,PUR,QM000002,X,"",20251026,20251026,20251104,20251026,20251104,857660235895533769,P010,P013,BATCH85545,VEN83793,K,1287.695,2633.936,2551.015,341.342,0.959,PC5869,GB57,2000,COST8187,0003,009
100,100000009065,P048,08,03,OBJ737111431257,PUR,QM000001,X,X,20250723,20250723,20250724,20250723,20250724,945648343271317198,P048,P024,BATCH37010,VEN21470,K,760.596,3599.341,3565.973,338.376,0.209,PC4699,GB90,2000,COST9810,0002,009
100,100000009066,P014,04,02,OBJ596834160582,MAT,QM000001,"","",20250517,20250517,20250518,20250517,20250518,593043228785414605,P014,P039,BATCH58565,VEN39429,"",333.614,1676.756,1317.915,329.071,0.63,PC3061,GB85,1000,COST1915,0001,008
100,100000009067,P015,04,02,OBJ483286420910,INV,QM000002,X,X,20250728,20250728,20250730,20250728,20250730,917586108672510429,P015,P040,BATCH22238,VEN46685,"",302.125,1591.145,3742.697,25.997,0.145,PC5545,GB99,1000,COST6939,0001,004
100,100000009068,P026,04,02,OBJ799163508326,PUR,QM000002,"",X,20251225,20251225,20251227,20251225,20251227,415371488178726369,P026,P020,BATCH53788,VEN20615,K,3408.203,85.953,2673.837,26.068,0.226,PC6890,GB64,1000,COST6048,0002,001
100,100000009069,P012,01,01,OBJ212127504456,PUR,QM000002,X,"",20251225,20251225,20260103,20251225,20260103,246265383813136188,P012,P001,BATCH27774,VEN04167,K,3945.848,2151.401,3495.769,301.156,0.795,PC7510,GB35,1000,COST3743,0001,007
100,100000009070,P023,01,02,OBJ994169780151,MAT,QM000002,X,X,20251227,20251227,20260101,20251227,20260101,379187649184626438,P023,P026,BATCH59847,VEN69652,"",1545.673,2905.643,1194.048,246.254,0.538,PC2263,GB13,2000,COST3567,0004,006
100,100000009071,P032,01,01,OBJ521928825463,PUR,QM000002,"","",20260123,20260123,20260127,20260123,20260127,565483660513827236,P032,P050,BATCH61386,VEN82397,K,4237.479,759.734,3345.947,170.436,0.148,PC7224,GB05,1000,COST3133,0004,001
100,100000009072,P033,08,01,OBJ342849256934,INV,QM000001,"","",20250819,20250819,20250823,20250819,20250823,970281261281697804,P033,P030,BATCH98019,VEN56558,K,4181.734,3490.375,1729.395,36.287,0.507,PC1023,GB05,2000,COST1007,0001,009
100,100000009073,P017,08,01,OBJ528519003892,MAT,QM000002,X,X,20251228,20251228,20260106,20251228,20260106,580450281573394685,P017,P009,BATCH96239,VEN68802,"",3839.751,1330.548,473.56,57.724,0.975,PC4287,GB57,1000,COST2479,0001,005
100,100000009074,P038,04,01,OBJ752825966749,PUR,QM000002,X,"",20250802,20250802,20250812,20250802,20250812,746153374965064753,P038,P028,BATCH08842,VEN47734,"",3237.577,2405.75,2134.066,470.958,0.057,PC0232,GB51,2000,COST5242,0002,008
100,100000009075,P027,01,01,OBJ521689864714,MAT,QM000002,X,"",20250424,20250424,20250430,20250424,20250430,358268376615551493,P027,P044,BATCH15324,VEN29845,K,602.8,803.724,2426.843,181.82,0.208,PC1982,GB25,2000,COST8854,0001,009
100,100000009076,P049,01,01,OBJ104688858932,INV,QM000001,"",X,20251231,20251231,20260101,20251231,20260101,927581283070863250,P049,P007,BATCH48759,VEN51246,"",2579.418,2787.998,3225.158,221.388,0.618,PC6593,GB96,1000,COST4692,0005,008
100,100000009077,P007,01,01,OBJ123308627600,MAT,QM000001,"","",20250412,20250412,20250418,20250412,20250418,426524738082120985,P007,P002,BATCH16127,VEN33989,K,2818.442,2150.425,3258.367,193.635,0.321,PC1485,GB04,1000,COST1054,0005,009
100,100000009078,P011,08,03,OBJ417934376552,MAT,QM000001,"",X,20251231,20251231,20260107,20251231,20260107,343476434866360817,P011,P008,BATCH84335,VEN30354,"",3041.499,1165.127,1608.05,447.945,0.155,PC4581,GB30,1000,COST9928,0003,003
100,100000009079,P013,01,01,OBJ005197701004,INV,QM000002,X,"",20260120,20260120,20260124,20260120,20260124,122940174525052503,P013,P007,BATCH96167,VEN56943,"",2122.363,485.364,2151.086,131.219,0.772,PC8531,GB80,1000,COST4250,0005,010
100,100000009080,P032,04,03,OBJ824916105280,PUR,QM000001,X,X,20251119,20251119,20251127,20251119,20251127,153458574624489722,P032,P029,BATCH10541,VEN50732,"",2927.349,3799.568,1848.007,211.735,0.036,PC3080,GB77,1000,COST3060,0001,003
100,100000009081,P021,08,03,OBJ125087775458,MAT,QM000002,"","",20250521,20250521,20250524,20250521,20250524,606618293166032268,P021,P002,BATCH88519,VEN22349,K,920.266,2583.299,968.494,152.815,0.228,PC4807,GB78,2000,COST8435,0005,008
100,100000009082,P006,08,03,OBJ446176398192,PUR,QM000001,X,"",20251127,20251127,20251129,20251127,20251129,224941389313709894,P006,P035,BATCH46926,VEN62242,"",3234.882,1895.835,2469.509,431.486,0.347,PC6973,GB81,2000,COST2393,0005,001
100,100000009083,P006,04,03,OBJ823351031342,INV,QM000002,X,"",20250326,20250326,20250329,20250326,20250329,376111640890638429,P006,P005,BATCH62810,VEN04141,K,3150.677,373.981,1988.961,449.262,0.733,PC6610,GB57,2000,COST9170,0003,007
100,100000009084,P019,04,02,OBJ572301565748,PUR,QM000002,X,X,20250827,20250827,20250902,20250827,20250902,305868052837252392,P019,P013,BATCH47479,VEN30422,"",4990.314,590.646,3046.34,165.168,0.721,PC3135,GB13,2000,COST2407,0004,007
100,100000009085,P043,08,02,OBJ272810325027,PUR,QM000002,"","",20250316,20250316,20250324,20250316,20250324,851193433129885682,P043,P001,BATCH96489,VEN44808,K,2739.877,1636.056,2262.977,320.186,0.658,PC6312,GB46,1000,COST1669,0005,001
100,100000009086,P001,08,03,OBJ478105043507,INV,QM000002,X,"",20251117,20251117,20251118,20251117,20251118,693506405594761068,P001,P007,BATCH84340,VEN12160,K,2413.656,1409.753,1751.223,77.966,0.716,PC6496,GB14,2000,COST7766,0001,001
100,100000009087,P039,04,03,OBJ676472553015,INV,QM000001,"","",20250910,20250910,20250916,20250910,20250916,629401993204725785,P039,P046,BATCH67063,VEN02258,"",2043.765,2071.983,59.351,477.899,0.295,PC7067,GB26,2000,COST1989,0003,006
100,100000009088,P027,01,01,OBJ867179856874,INV,QM000001,"","",20251221,20251221,20251223,20251221,20251223,693351417281100532,P027,P012,BATCH40802,VEN49491,"",4350.441,1093.142,2330.84,223.628,0.179,PC4309,GB29,2000,COST4545,0005,005
100,100000009089,P049,08,03,OBJ924773102389,INV,QM000001,X,"",20250302,20250302,20250309,20250302,20250309,421776624507425294,P049,P018,BATCH46396,VEN01509,K,1287.356,1424.813,243.544,152.759,0.601,PC9108,GB50,2000,COST4353,0005,007
100,100000009090,P007,01,02,OBJ797185207064,INV,QM000001,X,X,20260129,20260129,20260130,20260129,20260130,955913300041687191,P007,P029,BATCH50236,VEN46051,K,2236.808,1345.723,1294.857,243.624,0.013,PC0690,GB03,2000,COST4414,0002,010
100,100000009091,P032,04,03,OBJ911963754386,INV,QM000002,"","",20260121,20260121,20260126,20260121,20260126,344052309688380879,P032,P049,BATCH09372,VEN46300,K,1935.128,3923.839,1937.924,138.13,0.26,PC8230,GB29,1000,COST3219,0002,002
100,100000009092,P001,01,01,OBJ443485065505,INV,QM000001,"",X,20250714,20250714,20250722,20250714,20250722,573664034129502631,P001,P044,BATCH40724,VEN80987,K,4051.26,576.915,1827.383,138.644,0.836,PC9550,GB77,2000,COST9693,0003,004
100,100000009093,P048,04,02,OBJ186098460326,MAT,QM000002,"","",20260126,20260126,20260128,20260126,20260128,956364439450276321,P048,P005,BATCH84705,VEN57403,"",3809.055,3739.739,1244.478,466.671,0.719,PC4184,GB45,2000,COST6524,0004,006
100,100000009094,P041,01,02,OBJ693227024113,INV,QM000002,X,X,20260111,20260111,20260112,20260111,20260112,310919094590971549,P041,P044,BATCH70001,VEN24987,"",2039.958,2986.017,2531.303,288.488,0.751,PC5473,GB83,1000,COST8610,0001,001
100,100000009095,P038,04,02,OBJ678151417731,INV,QM000001,X,"",20250628,20250628,20250708,20250628,20250708,916485050644900424,P038,P002,BATCH33224,VEN34323,K,947.954,3354.193,234.772,192.17,0.639,PC1819,GB85,2000,COST5978,0002,002
100,100000009096,P050,04,01,OBJ547485619027,PUR,QM000002,X,X,20251105,20251105,20251113,20251105,20251113,592517054461137335,P050,P039,BATCH67395,VEN71894,"",284.433,1457.499,279.032,261.457,0.143,PC9475,GB80,2000,COST0587,0003,001
100,100000009097,P002,08,01,OBJ313799938648,MAT,QM000001,"",X,20251102,20251102,20251103,20251102,20251103,920394759664288655,P002,P013,BATCH43184,VEN12994,K,148.573,2729.944,2904.7,326.665,0.161,PC6052,GB22,1000,COST5424,0004,009
100,100000009098,P031,01,01,OBJ856987649911,PUR,QM000002,"","",20250620,20250620,20250623,20250620,20250623,802163413838210299,P031,P021,BATCH48992,VEN78207,"",3091.84,477.127,852.618,252.369,0.484,PC4757,GB87,2000,COST8012,0004,006
100,100000009099,P024,08,02,OBJ491149562833,MAT,QM000001,X,X,20250521,20250521,20250525,20250521,20250525,838185788868416924,P024,P026,BATCH26696,VEN55704,K,2609.657,3753.154,2679.377,423.666,0.242,PC5877,GB66,2000,COST3387,0002,004
100,100000009100,P026,01,02,OBJ215769312334,PUR,QM000001,"","",20250303,20250303,20250304,20250303,20250304,690679200089362751,P026,P002,BATCH50157,VEN47602,"",2252.388,187.24,1157.938,274.122,0.522,PC1780,GB55,2000,COST9360,0001,004
100,100000009101,P026,04,02,OBJ800752890923,PUR,QM000002,"",X,20250313,20250313,20250319,20250313,20250319,531575892813758242,P026,P024,BATCH11468,VEN89935,"",4200.949,177.557,2721.893,253.891,0.042,PC7307,GB92,2000,COST7159,0002,009
100,100000009102,P050,01,01,OBJ330554820269,INV,QM000001,X,"",20260128,20260128,20260203,20260128,20260203,666160660360772018,P050,P028,BATCH97262,VEN43009,"",2435.291,1303.904,3225.566,327.019,0.49,PC2269,GB30,1000,COST7976,0003,003
100,100000009103,P042,08,01,OBJ678303219022,MAT,QM000001,X,"",20250228,20250228,20250305,20250228,20250305,389687021530279591,P042,P017,BATCH13996,VEN66237,"",4043.925,3612.814,3471.067,441.409,0.768,PC7108,GB59,2000,COST7066,0004,010
100,100000009104,P027,04,01,OBJ337612395021,MAT,QM000002,"","",20251107,20251107,20251113,20251107,20251113,296871885273537323,P027,P004,BATCH77601,VEN64898,"",2052.185,207.332,3087.132,83.294,0.899,PC5504,GB39,1000,COST5586,0005,010
100,100000009105,P046,08,03,OBJ023102001159,MAT,QM000002,"","",20250704,20250704,20250705,20250704,20250705,746153374965064753,P046,P039,BATCH74378,VEN61670,K,1479.837,2991.688,3160.464,142.671,0.974,PC2149,GB97,2000,COST8451,0003,008
100,100000009106,P025,04,02,OBJ624641308937,INV,QM000002,X,X,20250907,20250907,20250912,20250907,20250912,262269124519177036,P025,P015,BATCH31786,VEN25293,K,3664.103,3632.117,1654.753,470.382,0.504,PC7669,GB74,2000,COST8572,0004,006
100,100000009107,P031,01,03,OBJ100051218158,INV,QM000001,X,X,20250708,20250708,20250710,20250708,20250710,245212865098015146,P031,P026,BATCH71922,VEN95258,"",1494.058,3206.536,2520.265,161.071,0.615,PC7382,GB32,1000,COST0789,0005,010
100,100000009108,P020,01,02,OBJ060787827060,PUR,QM000002,"",X,20250718,20250718,20250723,20250718,20250723,813471384038854008,P020,P022,BATCH00429,VEN20802,"",4443.428,3546.861,3067.761,68.363,0.151,PC7260,GB74,2000,COST2442,0001,003
100,100000009109,P043,08,01,OBJ175963122373,INV,QM000002,"",X,20251202,20251202,20251203,20251202,20251203,459446450350027453,P043,P035,BATCH72863,VEN74801,"",705.812,3154.193,726.983,96.57,0.898,PC8210,GB39,1000,COST0389,0005,009
100,100000009110,P022,08,03,OBJ603084915704,MAT,QM000002,"",X,20250913,20250913,20250921,20250913,20250921,944285952833543201,P022,P008,BATCH76315,VEN28879,"",4143.808,1618.49,77.708,62.384,0.318,PC9655,GB34,1000,COST0846,0002,009
100,100000009111,P018,01,03,OBJ080233144528,MAT,QM000001,X,X,20260208,20260208,20260211,20260208,20260211,315308634114287044,P018,P003,BATCH81483,VEN56315,K,937.709,1697.759,1224.222,126.942,0.019,PC7353,GB48,1000,COST3708,0004,007
100,100000009112,P042,08,02,OBJ263744333560,INV,QM000001,"",X,20250501,20250501,20250505,20250501,20250505,261270201177563490,P042,P001,BATCH43711,VEN07417,"",1606.022,2537.857,1743.733,458.527,0.088,PC5022,GB06,2000,COST5179,0001,008
100,100000009113,P021,04,01,OBJ404678254518,PUR,QM000002,"",X,20251201,20251201,20251211,20251201,20251211,724281557977125484,P021,P050,BATCH39144,VEN34808,"",2023.454,291.231,2479.318,40.381,0.421,PC8297,GB95,1000,COST4606,0002,004
100,100000009114,P020,08,02,OBJ737557040191,PUR,QM000001,"","",20260117,20260117,20260126,20260117,20260126,588928790805897585,P020,P014,BATCH02459,VEN80017,"",1581.294,676.045,1472.232,153.162,0.951,PC6040,GB29,1000,COST6992,0002,001
100,100000009115,P046,01,03,OBJ300807696897,MAT,QM000002,X,"",20250802,20250802,20250806,20250802,20250806,830294089263832833,P046,P040,BATCH85066,VEN08178,"",3887.849,3578.962,3485.757,279.411,0.172,PC8409,GB54,1000,COST8336,0005,003
100,100000009116,P049,04,01,OBJ401078596247,MAT,QM000002,"","",20250825,20250825,20250901,20250825,20250901,387723293896062728,P049,P049,BATCH79603,VEN52466,K,4924.924,2762.704,3707.44,245.156,0.567,PC3127,GB89,1000,COST9603,0003,010
100,100000009117,P017,01,01,OBJ085440793408,PUR,QM000001,X,"",20250315,20250315,20250316,20250315,20250316,580057868791524353,P017,P008,BATCH14045,VEN05941,K,885.447,279.494,315.508,350.629,0.724,PC1830,GB25,2000,COST9762,0005,006
100,100000009118,P006,01,02,OBJ257904007327,PUR,QM000002,"",X,20260125,20260125,20260202,20260125,20260202,350638251309620495,P006,P031,BATCH30444,VEN74096,K,1839.585,3960.904,1042.754,181.639,0.94,PC4760,GB51,1000,COST4071,0001,005
100,100000009119,P014,04,03,OBJ871057273665,PUR,QM000001,X,"",20250323,20250323,20250329,20250323,20250329,439875583501353042,P014,P029,BATCH36623,VEN54125,K,1821.129,454.169,111.019,85.853,0.076,PC6552,GB54,2000,COST4252,0002,010
100,100000009120,P020,04,03,OBJ452612782923,PUR,QM000002,"","",20250807,20250807,20250814,20250807,20250814,792925203528435785,P020,P026,BATCH66066,VEN26637,"",1127.317,1576.917,677.529,108.536,0.829,PC9675,GB42,2000,COST8252,0005,003
100,100000009121,P001,01,02,OBJ430004902439,PUR,QM000002,"","",20251210,20251210,20251211,20251210,20251211,963449376363739211,P001,P022,BATCH01277,VEN91474,"",1888.032,189.338,3140.129,404.566,0.592,PC0744,GB95,2000,COST3385,0003,005
100,100000009122,P029,04,02,OBJ523079273085,INV,QM000002,"",X,20250303,20250303,20250306,20250303,20250306,970854956191108978,P029,P038,BATCH37383,VEN05988,"",3925.797,3070.795,1309.491,151.684,0.499,PC1593,GB58,1000,COST1089,0001,010
100,100000009123,P046,08,01,OBJ284670151857,PUR,QM000002,X,"",20250726,20250726,20250802,20250726,20250802,761767566545600582,P046,P041,BATCH09453,VEN80849,K,1487.513,3748.099,2087.504,397.719,0.876,PC8126,GB60,1000,COST8454,0005,004
100,100000009124,P025,01,02,OBJ562446527167,MAT,QM000002,"","",20250317,20250317,20250318,20250317,20250318,973341154314769364,P025,P050,BATCH73243,VEN25258,"",907.344,3978.08,256.259,266.356,0.68,PC8432,GB67,2000,COST9081,0001,005
100,100000009125,P010,01,01,OBJ683774760653,INV,QM000002,"","",20250328,20250328,20250331,20250328,20250331,951220272012769449,P010,P033,BATCH25546,VEN10729,"",1735.468,1033.686,298.257,429.962,0.118,PC2288,GB24,2000,COST1388,0002,003
100,100000009126,P022,01,01,OBJ020276278734,INV,QM000001,"",X,20251102,20251102,20251107,20251102,20251107,160634172404576124,P022,P017,BATCH18618,VEN66248,"",4598.735,2068.332,3693.138,486.437,0.631,PC9226,GB48,1000,COST7531,0005,007
100,100000009127,P038,08,03,OBJ647292470568,PUR,QM000001,"","",20250727,20250727,20250801,20250727,20250801,144747532167326485,P038,P028,BATCH85354,VEN46164,"",3308.517,2353.66,659.09,144.843,0.724,PC7513,GB53,1000,COST9269,0005,005
100,100000009128,P032,01,02,OBJ063271567665,MAT,QM000002,X,"",20250806,20250806,20250816,20250806,20250816,187026471210818279,P032,P006,BATCH15661,VEN08356,"",4511.498,1431.854,3590.735,118.941,0.833,PC3811,GB75,2000,COST3530,0003,004
100,100000009129,P004,01,03,OBJ799380595809,INV,QM000001,"",X,20250812,20250812,20250817,20250812,20250817,902594751308038279,P004,P029,BATCH03332,VEN88148,K,1139.242,2534.73,1006.523,297.231,0.906,PC9874,GB29,2000,COST4499,0002,005
100,100000009130,P031,01,02,OBJ446784562835,PUR,QM000002,X,"",20260111,20260111,20260121,20260111,20260121,434235494543755407,P031,P038,BATCH91782,VEN95910,K,3213.24,2507.545,2164.369,312.745,0.192,PC7108,GB26,1000,COST1372,0005,010
